,geo,year
1874,US-CA-862,2012
1875,US-CA-866,2012
1876,US-CA-868,2012
1877,US-ID-881,2012
1878,US-ME-500,2012
1879,US-NJ-501,2012
1880,US-NY-502,2012
1881,US-GA-503,2012
1882,US-DE-504,2012
1883,US-MI-505,2012
1884,US-MA-506,2012
1885,US-GA-507,2012
1886,US-PA-508,2012
1887,US-IN-509,2012
1888,US-OH-510,2012
1889,US-WV-511,2012
1890,US-MD-512,2011
1891,US-MI-513,2011
1892,US-NY-514,2011
1893,US-IN-515,2011
1894,US-PA-516,2011
1895,US-NC-517,2011
1896,US-NC-518,2011
1897,US-SC-519,2011
1898,US-GA-520,2011
1899,US-MA-521,2011
1900,US-AL-522,2011
1901,US-NH-523,2011
1902,US-GA-524,2011
1903,US-GA-525,2011
1904,US-NY-526,2011
1905,US-IN-527,2011
1906,US-FL-528,2011
1907,US-IN-529,2011
1908,US-FL-530,2011
1909,US-KY-531,2011
1910,US-NY-532,2011
1911,US-CT-533,2011
1912,US-FL-534,2011
1913,US-OH-535,2011
1914,US-OH-536,2011
1915,US-ME-537,2011
1916,US-NY-538,2011
1917,US-FL-539,2011
1918,US-MI-540,2011
1919,US-KY-541,2011
1920,US-OH-542,2011
1921,US-MA-543,2011
1922,US-NC-544,2011
1923,US-NC-545,2011
1924,US-SC-546,2011
1925,US-MI-547,2011
1926,US-FL-548,2011
1927,US-NY-549,2011
1928,US-NC-550,2011
1929,US-MI-551,2011
1930,US-ME-552,2011
1931,US-MI-553,2011
1932,US-OH-554,2011
1933,US-NY-555,2011
1934,US-VA-556,2011
1935,US-KY-557,2011
1936,US-OH-558,2011
1937,US-VA-559,2011
1938,US-NC-560,2011
1939,US-FL-561,2011
1940,US-MI-563,2011
1941,US-KY-564,2011
1942,US-NY-565,2011
1943,US-PA-566,2011
1944,US-NC-567,2011
1945,US-VA-569,2011
1946,US-NC-570,2011
1947,US-FL-571,2011
1948,US-VA-573,2011
1949,US-PA-574,2011
1950,US-GA-575,2011
1951,US-DE-576,2011
1952,US-PA-577,2011
1953,US-IL-581,2011
1954,US-IN-582,2011
1955,US-MI-583,2011
1956,US-VA-584,2011
1957,US-IN-588,2011
1958,US-FL-592,2011
1959,US-OH-596,2011
1960,US-OH-597,2011
1961,US-WV-598,2011
1962,US-TX-600,2011
1963,US-IL-602,2011
1964,US-KS-603,2011
1965,US-MO-604,2011
1966,US-KS-605,2011
1967,US-AL-606,2011
1968,US-IL-609,2011
1969,US-IL-610,2011
1970,US-IA-611,2011
1971,US-AR-612,2011
1972,US-MN-613,2011
1973,US-KS-616,2011
1974,US-WI-617,2011
1975,US-TX-618,2011
1976,US-AR-619,2011
1977,US-LA-622,2011
1978,US-TX-623,2011
1979,US-IA-624,2011
1980,US-TX-625,2011
1981,US-TX-626,2011
1982,US-OK-627,2011
1983,US-AR-628,2011
1984,US-AL-630,2011
1985,US-IA-631,2011
1986,US-IL-632,2011
1987,US-TX-633,2011
1988,US-NM-634,2011
1989,US-TX-635,2011
1990,US-TX-636,2011
1991,US-IA-637,2011
1992,US-KS-638,2011
1993,US-TN-639,2011
1994,US-AR-640,2011
1995,US-TX-641,2011
1996,US-LA-642,2011
1997,US-LA-643,2011
1998,US-LA-644,2011
1999,US-MS-647,2011
2000,US-IL-648,2011
2001,US-IL-649,2011
2002,US-OK-650,2011
2003,US-TX-651,2011
2004,US-IA-652,2011
2005,US-FL-656,2011
2006,US-OK-657,2011
2007,US-WI-658,2011
2008,US-KY-659,2011
2009,US-TX-661,2011
2010,US-TX-662,2011
2011,US-WI-669,2011
2012,US-AR-670,2011
2013,US-OK-671,2011
2014,US-MS-673,2011
2015,US-IL-675,2011
2016,US-MN-676,2011
2017,US-KS-678,2011
2018,US-IA-679,2011
2019,US-IL-682,2011
2020,US-AL-686,2011
2021,US-MT-687,2011
2022,US-AL-691,2011
2023,US-TX-692,2011
2024,US-AR-693,2011
2025,US-AL-698,2011
2026,US-MN-702,2011
2027,US-WI-705,2011
2028,US-TX-709,2011
2029,US-MS-710,2011
2030,US-AL-711,2011
2031,US-LA-716,2011
2032,US-IL-717,2011
2033,US-MS-718,2011
2034,US-NE-722,2011
2035,US-MN-724,2011
2036,US-NE-725,2011
2037,US-AR-734,2011
2038,US-KY-736,2011
2039,US-MN-737,2011
2040,US-NE-740,2011
2041,US-AK-743,2011
2042,US-HI-744,2011
2043,US-AK-745,2011
2044,US-MS-746,2011
2045,US-AK-747,2011
2046,US-TX-749,2011
2047,US-CO-751,2011
2048,US-CO-752,2011
2049,US-AZ-753,2011
2050,US-MT-754,2011
2051,US-MT-755,2011
2052,US-MT-756,2011
2053,US-ID-757,2011
2054,US-ID-758,2011
2055,US-NE-759,2011
2056,US-ID-760,2011
2057,US-MT-762,2011
2058,US-SD-764,2011
2059,US-NM-765,2011
2060,US-MT-766,2011
2061,US-WY-767,2011
2062,US-NV-770,2011
2063,US-AZ-771,2011
2064,US-CO-773,2011
2065,US-AZ-789,2011
2066,US-NM-790,2011
2067,US-MT-798,2011
2068,US-CA-800,2011
2069,US-OR-801,2011
2070,US-CA-802,2011
2071,US-CA-803,2011
2072,US-CA-804,2011
2073,US-CA-807,2011
2074,US-OR-810,2011
2075,US-CA-811,2011
2076,US-CA-813,2011
2077,US-WA-819,2011
2078,US-OR-820,2011
2079,US-OR-821,2011
2080,US-CA-825,2011
2081,US-CA-828,2011
2082,US-NV-839,2011
2083,US-CA-855,2011
2084,US-CA-862,2011
2085,US-CA-866,2011
2086,US-CA-868,2011
2087,US-ID-881,2011
2088,US-ME-500,2011
2089,US-NJ-501,2011
2090,US-NY-502,2011
2091,US-GA-503,2011
2092,US-DE-504,2011
2093,US-MI-505,2011
2094,US-MA-506,2011
2095,US-GA-507,2011
2096,US-PA-508,2011
2097,US-IN-509,2011
2098,US-OH-510,2011
2099,US-WV-511,2011
2100,US-MD-512,2021
2101,US-MI-513,2021
2102,US-NY-514,2021
2103,US-IN-515,2021
2104,US-PA-516,2021
2105,US-NC-517,2021
2106,US-NC-518,2021
2107,US-SC-519,2021
2108,US-GA-520,2021
2109,US-MA-521,2021
2110,US-AL-522,2021
2111,US-NH-523,2021
2112,US-GA-524,2021
2113,US-GA-525,2021
2114,US-NY-526,2021
2115,US-IN-527,2021
2116,US-FL-528,2021
2117,US-IN-529,2021
2118,US-FL-530,2021
2119,US-KY-531,2021
2120,US-NY-532,2021
2121,US-CT-533,2021
2122,US-FL-534,2021
2123,US-OH-535,2021
2124,US-OH-536,2021
2125,US-ME-537,2021
2126,US-NY-538,2021
2127,US-FL-539,2021
2128,US-MI-540,2021
2129,US-KY-541,2021
2130,US-OH-542,2021
2131,US-MA-543,2021
2132,US-NC-544,2021
2133,US-NC-545,2021
2134,US-SC-546,2021
2135,US-MI-547,2021
2136,US-FL-548,2021
2137,US-NY-549,2021
2138,US-NC-550,2021
2139,US-MI-551,2021
2140,US-ME-552,2021
2141,US-MI-553,2021
2142,US-OH-554,2021
2143,US-NY-555,2021
2144,US-VA-556,2021
2145,US-KY-557,2021
2146,US-OH-558,2021
2147,US-VA-559,2021
2148,US-NC-560,2021
2149,US-FL-561,2021
2150,US-MI-563,2021
2151,US-KY-564,2021
2152,US-NY-565,2021
2153,US-PA-566,2021
2154,US-NC-567,2021
2155,US-VA-569,2021
2156,US-NC-570,2021
2157,US-FL-571,2021
2158,US-VA-573,2021
2159,US-PA-574,2021
2160,US-GA-575,2021
2161,US-DE-576,2021
2162,US-PA-577,2021
2163,US-IL-581,2021
2164,US-IN-582,2021
2165,US-MI-583,2021
2166,US-VA-584,2021
2167,US-IN-588,2021
2168,US-FL-592,2021
2169,US-OH-596,2021
2170,US-OH-597,2021
2171,US-WV-598,2021
2172,US-TX-600,2021
2173,US-IL-602,2021
2174,US-KS-603,2021
2175,US-MO-604,2021
2176,US-KS-605,2021
2177,US-AL-606,2021
2178,US-IL-609,2021
2179,US-IL-610,2021
2180,US-IA-611,2021
2181,US-AR-612,2021
2182,US-MN-613,2021
2183,US-KS-616,2021
2184,US-WI-617,2021
2185,US-TX-618,2021
2186,US-AR-619,2021
2187,US-LA-622,2021
2188,US-TX-623,2021
2189,US-IA-624,2021
2190,US-TX-625,2021
2191,US-TX-626,2021
2192,US-OK-627,2021
2193,US-AR-628,2021
2194,US-AL-630,2021
2195,US-IA-631,2021
2196,US-IL-632,2021
2197,US-TX-633,2021
2198,US-NM-634,2021
2199,US-TX-635,2021
2200,US-TX-636,2021
2201,US-IA-637,2021
2202,US-KS-638,2021
2203,US-TN-639,2021
2204,US-AR-640,2021
2205,US-TX-641,2021
2206,US-LA-642,2021
2207,US-LA-643,2021
2208,US-LA-644,2021
2209,US-MS-647,2021
2210,US-IL-648,2021
2211,US-IL-649,2021
2212,US-OK-650,2021
2213,US-TX-651,2021
2214,US-IA-652,2021
2215,US-FL-656,2021
2216,US-OK-657,2021
2217,US-WI-658,2021
2218,US-KY-659,2021
2219,US-TX-661,2021
2220,US-TX-662,2021
2221,US-WI-669,2021
2222,US-AR-670,2021
2223,US-OK-671,2021
2224,US-MS-673,2021
2225,US-IL-675,2021
2226,US-MN-676,2021
2227,US-KS-678,2021
2228,US-IA-679,2021
2229,US-IL-682,2021
2230,US-AL-686,2021
2231,US-MT-687,2021
2232,US-AL-691,2021
2233,US-TX-692,2021
2234,US-AR-693,2021
2235,US-AL-698,2021
2236,US-MN-702,2021
2237,US-WI-705,2021
2238,US-TX-709,2021
2239,US-MS-710,2021
2240,US-AL-711,2021
2241,US-LA-716,2021
2242,US-IL-717,2021
2243,US-MS-718,2021
2244,US-NE-722,2021
2245,US-MN-724,2021
2246,US-NE-725,2021
2247,US-AR-734,2021
2248,US-KY-736,2021
2249,US-MN-737,2021
2250,US-NE-740,2021
2251,US-AK-743,2021
2252,US-HI-744,2021
2253,US-AK-745,2021
2254,US-MS-746,2021
2255,US-AK-747,2021
2256,US-TX-749,2021
2257,US-CO-751,2021
2258,US-CO-752,2021
2259,US-AZ-753,2021
2260,US-MT-754,2021
2261,US-MT-755,2021
2262,US-MT-756,2021
2263,US-ID-757,2021
2264,US-ID-758,2021
2265,US-NE-759,2021
2266,US-ID-760,2021
2267,US-MT-762,2021
2268,US-SD-764,2021
2269,US-NM-765,2021
2270,US-MT-766,2021
2271,US-WY-767,2021
2272,US-NV-770,2021
2273,US-AZ-771,2021
2274,US-CO-773,2021
2275,US-AZ-789,2021
2276,US-NM-790,2021
2277,US-MT-798,2021
2278,US-CA-800,2021
2279,US-OR-801,2021
2280,US-CA-802,2021
2281,US-CA-803,2021
2282,US-CA-804,2021
2283,US-CA-807,2021
2284,US-OR-810,2021
2285,US-CA-811,2021
2286,US-CA-813,2021
2287,US-WA-819,2021
2288,US-OR-820,2021
2289,US-OR-821,2021
2290,US-CA-825,2021
2291,US-CA-828,2021
2292,US-NV-839,2021
2293,US-CA-855,2021
2294,US-CA-862,2021
2295,US-CA-866,2021
2296,US-CA-868,2021
2297,US-ID-881,2021
2298,US-ME-500,2021
2299,US-NJ-501,2021
2300,US-NY-502,2021
2301,US-GA-503,2021
2302,US-DE-504,2021
2303,US-MI-505,2021
2304,US-MA-506,2021
2305,US-GA-507,2021
2306,US-PA-508,2021
2307,US-IN-509,2021
2308,US-OH-510,2021
2309,US-WV-511,2021
