Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Aberdeen, WA Micro Area",310M500US10140,61026,3531,77948,7272
"Abilene, TX Metro Area",310M500US10180,54808,3748,71517,4720
"Adrian, MI Micro Area",310M500US10300,53865,3844,69443,5494
"Aguadilla-Isabela, PR Metro Area",310M500US10380,16311,687,25781,1687
"Akron, OH Metro Area",310M500US10420,57158,1720,80800,2974
"Alamogordo, NM Micro Area",310M500US10460,39371,6361,54602,5037
"Albany, GA Metro Area",310M500US10500,40625,3863,57777,4117
"Albany-Lebanon, OR Metro Area",310M500US10540,61488,3018,74582,5362
"Albany-Schenectady-Troy, NY Metro Area",310M500US10580,73398,2605,92433,2002
"Albertville, AL Micro Area",310M500US10700,49467,5095,63823,4949
"Albuquerque, NM Metro Area",310M500US10740,58512,2342,79305,2374
"Alexandria, LA Metro Area",310M500US10780,50553,3307,67321,5008
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M500US10900,70793,2229,90785,2169
"Altoona, PA Metro Area",310M500US11020,51004,3742,69143,3911
"Amarillo, TX Metro Area",310M500US11100,53510,3355,73232,3174
"Ames, IA Metro Area",310M500US11180,62181,6607,79567,5977
"Anchorage, AK Metro Area",310M500US11260,80676,2883,105027,4690
"Ann Arbor, MI Metro Area",310M500US11460,76576,3151,107685,3571
"Anniston-Oxford, AL Metro Area",310M500US11500,48156,4922,61137,4376
"Appleton, WI Metro Area",310M500US11540,68335,2290,83618,3098
"Arecibo, PR Metro Area",310M500US11640,19163,1563,26355,1734
"Asheville, NC Metro Area",310M500US11700,57428,3217,75357,2755
"Ashtabula, OH Micro Area",310M500US11780,44580,5729,65566,7193
"Athens, OH Micro Area",310M500US11900,41851,6158,62186,5167
"Athens, TX Micro Area",310M500US11980,51521,6198,69813,8031
"Baton Rouge, LA Metro Area",310M500US12940,60746,1941,83103,3026
"Battle Creek, MI Metro Area",310M500US12980,49055,3626,68474,4244
"Athens-Clarke County, GA Metro Area",310M500US12020,50962,2341,77492,5231
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",310M500US12060,71742,702,99456,1260
"Atlantic City-Hammonton, NJ Metro Area",310M500US12100,63389,3294,93192,5704
"Auburn, NY Micro Area",310M500US12180,58665,4419,78177,4726
"Auburn-Opelika, AL Metro Area",310M500US12220,53712,6669,78000,6474
"Augusta-Richmond County, GA-SC Metro Area",310M500US12260,55143,3421,74359,2633
