Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Utica-Rome, NY Metro Area",310M300US46540,52214,1861,66335,2833
"Valdosta, GA Metro Area",310M300US46660,40391,4150,54808,4257
"Vallejo-Fairfield, CA Metro Area",310M300US46700,77133,4965,97373,4140
"Victoria, TX Metro Area",310M300US47020,51923,4971,69660,4686
"Vineland-Bridgeton, NJ Metro Area",310M300US47220,52627,4020,70626,4716
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",310M300US47260,64255,1533,82927,1606
"Visalia-Porterville, CA Metro Area",310M300US47300,46266,2633,64624,2375
"Waco, TX Metro Area",310M300US47380,45961,2765,66419,2972
"Tuscaloosa, AL Metro Area",310M300US46220,51164,1473,66054,3548
"Twin Falls, ID Micro Area",310M300US46300,51460,3594,63099,4086
"Walla Walla, WA Metro Area",310M300US47460,54157,8041,80581,11795
"Warner Robins, GA Metro Area",310M300US47580,54802,3960,71392,4957
"Warsaw, IN Micro Area",310M300US47700,63463,3939,75990,5077
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M300US47900,99669,1114,128402,1131
"Waterloo-Cedar Falls, IA Metro Area",310M300US47940,52318,2867,70578,3420
"Watertown-Fort Atkinson, WI Micro Area",310M300US48020,56675,4116,74540,6653
"Watertown-Fort Drum, NY Metro Area",310M300US48060,47101,2551,59281,2841
"Wausau, WI Metro Area",310M300US48140,58173,3936,77209,4961
"Weirton-Steubenville, WV-OH Metro Area",310M300US48260,45971,3218,59307,4442
"Wenatchee, WA Metro Area",310M300US48300,58990,4637,74418,4670
"Wheeling, WV-OH Metro Area",310M300US48540,49343,3023,69104,4454
"Whitewater-Elkhorn, WI Micro Area",310M300US48580,60178,3054,76850,3448
"Wichita, KS Metro Area",310M300US48620,54432,1539,70563,1971
"Wichita Falls, TX Metro Area",310M300US48660,45267,2912,58933,3489
"Williamsport, PA Metro Area",310M300US48700,50909,3449,66930,4031
"Wilmington, NC Metro Area",310M300US48900,52416,3476,79375,4073
"Wilson, NC Micro Area",310M300US48980,45960,6968,56773,3770
"Wisconsin Rapids-Marshfield, WI Micro Area",310M300US49220,52110,4780,67494,5226
"Wooster, OH Micro Area",310M300US49300,55899,4120,71327,6681
"Worcester, MA-CT Metro Area",310M300US49340,69412,2546,91200,2434
"Yakima, WA Metro Area",310M300US49420,47402,2712,61787,3201
"York-Hanover, PA Metro Area",310M300US49620,63519,2100,79562,2882
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M300US49660,45382,1205,61534,1745
"Yuba City, CA Metro Area",310M300US49700,58727,4297,71091,3128
"Yuma, AZ Metro Area",310M300US49740,46798,2922,60110,3171
"Zanesville, OH Micro Area",310M300US49780,43113,3853,59680,7150
"Winchester, VA-WV Metro Area",310M300US49020,65334,4880,79841,4053
"Erie, PA Metro Area",310M300US21500,50614,2082,67811,2796
"Eugene, OR Metro Area",310M300US21660,50654,1839,68593,2888
"Eureka-Arcata-Fortuna, CA Micro Area",310M300US21700,46494,6096,64858,5343
"Evansville, IN-KY Metro Area",310M300US21780,51964,2036,71523,3626
"Fairbanks, AK Metro Area",310M300US21820,76747,9653,93422,9113
"Fargo, ND-MN Metro Area",310M300US22020,63353,3966,81787,3401
"Faribault-Northfield, MN Micro Area",310M300US22060,64014,4550,77416,4547
"Farmington, MO Micro Area",310M300US22100,39288,6256,53905,4996
"Farmington, NM Metro Area",310M300US22140,45942,5268,58947,2888
"Fayetteville, NC Metro Area",310M300US22180,44757,1706,57324,1845
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",310M300US22220,56038,1918,78173,2932
"Flagstaff, AZ Metro Area",310M300US22380,54893,4668,74035,6796
"Flint, MI Metro Area",310M300US22420,46298,1490,63052,2233
"Florence, SC Metro Area",310M300US22500,40562,2587,57430,3400
"Florence-Muscle Shoals, AL Metro Area",310M300US22520,45903,4249,59651,3785
"Fond du Lac, WI Metro Area",310M300US22540,61417,2912,75054,5105
"Forest City, NC Micro Area",310M300US22580,40570,3095,56633,5728
"Fort Collins, CO Metro Area",310M300US22660,69102,4798,89304,4231
"Fort Payne, AL Micro Area",310M300US22840,39373,5580,58474,7132
"Fort Smith, AR-OK Metro Area",310M300US22900,40282,2443,56307,2620
"Findlay, OH Micro Area",310M300US22300,51360,3381,74071,7397
"Gallup, NM Micro Area",310M300US23700,31565,1735,50375,5052
"Gettysburg, PA Metro Area",310M300US23900,63107,3396,76008,4023
"Fort Wayne, IN Metro Area",310M300US23060,52908,1698,67732,2095
"Frankfort, KY Micro Area",310M300US23180,51695,3599,63005,4557
"Fresno, CA Metro Area",310M300US23420,51800,1826,73235,2344
"Gadsden, AL Metro Area",310M300US23460,41576,3575,57242,4758
"Gainesville, FL Metro Area",310M300US23540,44548,2324,65397,3893
"Gainesville, GA Metro Area",310M300US23580,61977,3608,89711,6786
"Glens Falls, NY Metro Area",310M300US24020,58723,3443,72738,3314
"Glenwood Springs, CO Micro Area",310M300US24060,68406,11659,97416,9685
"Goldsboro, NC Metro Area",310M300US24140,44347,3779,64283,8318
"Grand Forks, ND-MN Metro Area",310M300US24220,48609,2550,68203,4363
"Grand Island, NE Metro Area",310M300US24260,60116,5199,76901,4523
"Grand Junction, CO Metro Area",310M300US24300,52742,3926,68315,5682
"Kalamazoo-Portage, MI Metro Area",310M300US28020,55129,2424,76971,3356
"Kalispell, MT Micro Area",310M300US28060,59735,4466,74396,5523
"Kankakee, IL Metro Area",310M300US28100,58539,4136,72518,4963
"Kansas City, MO-KS Metro Area",310M300US28140,63404,1325,85949,1378
"Kapaa, HI Micro Area",310M300US28180,83860,7083,89431,5588
"Keene, NH Micro Area",310M300US28300,61257,3786,75715,4550
"Kennewick-Richland, WA Metro Area",310M300US28420,63617,3950,81725,3590
"Key West, FL Micro Area",310M300US28580,65747,6055,100467,9749
"Killeen-Temple, TX Metro Area",310M300US28660,53303,3249,66768,3075
"Kingsport-Bristol-Bristol, TN-VA Metro Area",310M300US28700,43516,1744,61070,2930
"Kingston, NY Metro Area",310M300US28740,63621,3907,82278,4816
"Klamath Falls, OR Micro Area",310M300US28900,38916,5638,53309,4118
"Knoxville, TN Metro Area",310M300US28940,51848,1111,74016,2204
"Grand Rapids-Wyoming, MI Metro Area",310M300US24340,61298,1206,79512,1682
"Grants Pass, OR Metro Area",310M300US24420,44426,5612,60929,5802
"Great Falls, MT Metro Area",310M300US24500,47713,3956,69810,8341
"Greeley, CO Metro Area",310M300US24540,68884,3482,83706,3320
"Green Bay, WI Metro Area",310M300US24580,60456,2079,77677,3258
"Greeneville, TN Micro Area",310M300US24620,37920,6194,51332,4195
"Greenfield Town, MA Micro Area",310M300US24640,58824,5335,77451,7246
"Greensboro-High Point, NC Metro Area",310M300US24660,50285,1529,68047,2027
"Greenville, NC Metro Area",310M300US24780,45849,4471,66154,5267
"Greenville-Anderson-Mauldin, SC Metro Area",310M300US24860,51154,1169,72038,2189
"Greenwood, SC Micro Area",310M300US24940,39828,4667,58353,5320
"Aberdeen, WA Micro Area",310M300US10140,47445,4076,54929,2983
"Abilene, TX Metro Area",310M300US10180,51130,5173,68263,4585
"Kokomo, IN Metro Area",310M300US29020,49346,5417,61216,4258
"La Crosse-Onalaska, WI-MN Metro Area",310M300US29100,56552,2618,74455,5340
"Lafayette, LA Metro Area",310M300US29180,47848,2458,65245,3017
"Lafayette-West Lafayette, IN Metro Area",310M300US29200,52224,3565,69329,2932
"LaGrange, GA Micro Area",310M300US29300,38977,7321,54688,4785
"Lake Charles, LA Metro Area",310M300US29340,52314,2899,71908,3712
"Lake City, FL Micro Area",310M300US29380,40811,5463,56092,6894
"Lake Havasu City-Kingman, AZ Metro Area",310M300US29420,42311,2609,58052,3782
"Lakeland-Winter Haven, FL Metro Area",310M300US29460,48475,1645,64787,2006
"Lancaster, PA Metro Area",310M300US29540,63407,1840,79242,2566
"Lansing-East Lansing, MI Metro Area",310M300US29620,56440,2037,73938,2151
"Laredo, TX Metro Area",310M300US29700,43408,3320,57088,3850
"Las Cruces, NM Metro Area",310M300US29740,37144,3745,53825,3339
"Las Vegas-Henderson-Paradise, NV Metro Area",310M300US29820,57189,970,78422,1592
"Laurel, MS Micro Area",310M300US29860,38542,3144,53207,5662
"Lawrence, KS Metro Area",310M300US29940,55646,5864,75162,5807
"Lawton, OK Metro Area",310M300US30020,50702,2344,66130,5637
"Lebanon, PA Metro Area",310M300US30140,57372,2879,71305,3739
"Lewiston, ID-WA Metro Area",310M300US30300,55116,6636,70477,5121
"Lewiston-Auburn, ME Metro Area",310M300US30340,48286,3350,62221,4136
"Lexington-Fayette, KY Metro Area",310M300US30460,58069,2539,80041,2374
"Lima, OH Metro Area",310M300US30620,51542,2912,61942,2902
"Lincoln, NE Metro Area",310M300US30700,60057,2554,78036,2937
"Little Rock-North Little Rock-Conway, AR Metro Area",310M300US30780,53173,2106,73068,1824
"Logan, UT-ID Metro Area",310M300US30860,52974,4519,68565,3548
"London, KY Micro Area",310M300US30940,33772,5143,47831,5440
"Longview, TX Metro Area",310M300US30980,48259,2616,66538,5602
"Longview, WA Metro Area",310M300US31020,49456,2785,64312,4377
"Los Angeles-Long Beach-Anaheim, CA Metro Area",310M300US31080,69992,679,99303,800
"Louisville/Jefferson County, KY-IN Metro Area",310M300US31140,57279,1607,77113,1321
"Lubbock, TX Metro Area",310M300US31180,47276,3409,68417,3467
"Adrian, MI Micro Area",310M300US10300,56515,4031,66649,3429
"Aguadilla-Isabela, PR Metro Area",310M300US10380,16645,1332,24746,2156
"Akron, OH Metro Area",310M300US10420,56106,1430,75838,2646
"Alamogordo, NM Micro Area",310M300US10460,43887,3383,58456,8208
"Albany, GA Metro Area",310M300US10500,43614,2575,56185,3083
"Albany, OR Metro Area",310M300US10540,51541,3895,64798,3906
"Albany-Schenectady-Troy, NY Metro Area",310M300US10580,68681,2829,89097,2210
"Albertville, AL Micro Area",310M300US10700,41476,5921,59861,5393
"Albuquerque, NM Metro Area",310M300US10740,50906,1273,68453,1851
"Alexandria, LA Metro Area",310M300US10780,40585,3077,57088,4080
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M300US10900,63944,1783,84133,2014
"Altoona, PA Metro Area",310M300US11020,45957,2207,59821,3942
"Amarillo, TX Metro Area",310M300US11100,53922,2296,73109,3898
"Ames, IA Metro Area",310M300US11180,60351,8380,78596,6457
"Anchorage, AK Metro Area",310M300US11260,76871,4516,97769,3493
"Ann Arbor, MI Metro Area",310M300US11460,70286,2695,97065,3691
"Anniston-Oxford-Jacksonville, AL Metro Area",310M300US11500,46763,3173,65315,7237
"Appleton, WI Metro Area",310M300US11540,65990,1793,82663,3582
"Arecibo, PR Metro Area",310M300US11640,16624,2091,26244,2451
"Asheville, NC Metro Area",310M300US11700,50015,1645,67786,1939
"Ashtabula, OH Micro Area",310M300US11780,44173,4775,58095,4551
"Athens, OH Micro Area",310M300US11900,44247,6280,62256,7460
"Athens, TX Micro Area",310M300US11980,44971,6416,61762,5179
"Athens-Clarke County, GA Metro Area",310M300US12020,46521,3884,68688,4366
"Atlanta-Sandy Springs-Roswell, GA Metro Area",310M300US12060,65381,760,90879,1093
"Atlantic City-Hammonton, NJ Metro Area",310M300US12100,61777,4761,81145,4164
"Auburn, NY Micro Area",310M300US12180,56599,3700,74654,4908
"Auburn-Opelika, AL Metro Area",310M300US12220,52943,5656,69475,5154
"Augusta-Richmond County, GA-SC Metro Area",310M300US12260,50492,2272,66326,2624
"Augusta-Waterville, ME Micro Area",310M300US12300,53073,5997,67774,4668
"Austin-Round Rock, TX Metro Area",310M300US12420,73800,1801,100282,1984
"Bakersfield, CA Metro Area",310M300US12540,49854,2063,67703,2121
"Baltimore-Columbia-Towson, MD Metro Area",310M300US12580,77394,1431,101124,1460
"Bangor, ME Metro Area",310M300US12620,50349,2654,65926,4687
"Barnstable Town, MA Metro Area",310M300US12700,71235,3113,94013,4456
"Baton Rouge, LA Metro Area",310M300US12940,57401,3128,76318,2658
"Battle Creek, MI Metro Area",310M300US12980,45386,2270,61253,3757
"Lufkin, TX Micro Area",310M300US31260,45326,5733,60010,4450
"Lumberton, NC Micro Area",310M300US31300,32729,2696,49934,3201
"Lynchburg, VA Metro Area",310M300US31340,52976,3544,65821,2535
"Macon-Bibb County, GA Metro Area",310M300US31420,41303,3073,62745,4693
"Madera, CA Metro Area",310M300US31460,51283,5033,67518,4982
"Madison, WI Metro Area",310M300US31540,71301,1233,89595,1894
"Manchester-Nashua, NH Metro Area",310M300US31700,78769,3317,100105,3375
"Manhattan, KS Metro Area",310M300US31740,50698,3700,70613,6851
"Manitowoc, WI Micro Area",310M300US31820,54785,3345,65541,2648
"Mankato-North Mankato, MN Metro Area",310M300US31860,61241,4107,79634,4631
"Mansfield, OH Metro Area",310M300US31900,46032,5387,60281,3456
"Marinette, WI-MI Micro Area",310M300US31940,47542,2585,57379,2598
"Marion, IN Micro Area",310M300US31980,44768,3519,56051,3811
"New Bern, NC Metro Area",310M300US35100,50977,3204,66803,4089
"Oak Harbor, WA Micro Area",310M300US36020,59644,9028,81887,7180
"Ocala, FL Metro Area",310M300US36100,43910,1793,60694,3388
"Ocean City, NJ Metro Area",310M300US36140,66953,4018,88474,5028
"Odessa, TX Metro Area",310M300US36220,55380,4862,68570,5073
"Ogden-Clearfield, UT Metro Area",310M300US36260,71629,1500,85908,2209
"Ogdensburg-Massena, NY Micro Area",310M300US36300,50325,3063,62436,2965
"Oklahoma City, OK Metro Area",310M300US36420,56260,1403,77056,1671
"Olean, NY Micro Area",310M300US36460,48484,3625,59210,3351
"Olympia-Tumwater, WA Metro Area",310M300US36500,71765,2663,86453,3908
"Omaha-Council Bluffs, NE-IA Metro Area",310M300US36540,65619,1492,84781,1937
"Opelousas, LA Micro Area",310M300US36660,34462,4284,48948,3848
"Orangeburg, SC Micro Area",310M300US36700,35947,2972,52292,6447
"Orlando-Kissimmee-Sanford, FL Metro Area",310M300US36740,55089,1026,77135,1470
"Oshkosh-Neenah, WI Metro Area",310M300US36780,56678,3045,74758,3915
"Ottawa-Peru, IL Micro Area",310M300US36860,56804,1847,73334,3884
"Owensboro, KY Metro Area",310M300US36980,48550,3627,69082,6559
"Bay City, MI Metro Area",310M300US13020,44770,3119,59156,3613
"Beaumont-Port Arthur, TX Metro Area",310M300US13140,49875,2521,69847,2676
"Beaver Dam, WI Micro Area",310M300US13180,56421,3754,72745,3978
"Beckley, WV Metro Area",310M300US13220,42493,4004,54567,5472
"Bellingham, WA Metro Area",310M300US13380,61186,2599,79237,3700
"Bend-Redmond, OR Metro Area",310M300US13460,66273,4568,80563,4550
"Billings, MT Metro Area",310M300US13740,58085,3064,77523,5680
"Binghamton, NY Metro Area",310M300US13780,50545,2329,66865,4205
"Birmingham-Hoover, AL Metro Area",310M300US13820,53107,1227,74667,1702
"Bismarck, ND Metro Area",310M300US13900,66087,3522,83730,6375
"Blacksburg-Christiansburg-Radford, VA Metro Area",310M300US13980,52075,2927,68198,3780
"Bloomington, IL Metro Area",310M300US14010,65936,5019,84248,5976
"Bloomington, IN Metro Area",310M300US14020,49043,3902,67459,4354
"Bloomsburg-Berwick, PA Metro Area",310M300US14100,54137,4324,68303,4168
"Bluefield, WV-VA Micro Area",310M300US14140,35964,4015,47687,3437
"Boise City, ID Metro Area",310M300US14260,55324,2162,76825,3166
"Boston-Cambridge-Newton, MA-NH Metro Area",310M300US14460,85691,1136,116561,1360
"Boulder, CO Metro Area",310M300US14500,80834,3127,113034,4373
"Bowling Green, KY Metro Area",310M300US14540,46478,3864,69412,5054
"Bozeman, MT Micro Area",310M300US14580,60901,6676,82490,4872
"Brainerd, MN Micro Area",310M300US14660,53543,2621,70637,5045
"Branson, MO Micro Area",310M300US14700,45955,3743,59877,6827
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",310M300US37100,82857,2328,110266,3058
"Paducah, KY-IL Micro Area",310M300US37140,47598,5114,63639,5035
"Palatka, FL Micro Area",310M300US37260,33790,1974,45434,3376
"Palm Bay-Melbourne-Titusville, FL Metro Area",310M300US37340,52540,1332,73082,2704
"Panama City, FL Metro Area",310M300US37460,51594,3329,68124,3978
"Parkersburg-Vienna, WV Metro Area",310M300US37620,43648,4690,61768,4406
"Pensacola-Ferry Pass-Brent, FL Metro Area",310M300US37860,53378,2310,68929,2348
"Peoria, IL Metro Area",310M300US37900,57453,1747,80337,3244
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",310M300US37980,68572,885,95595,908
"Marion, OH Micro Area",310M300US32020,44766,4252,60153,6563
"Marquette, MI Micro Area",310M300US32100,49008,3188,64332,5739
"Marshall, TX Micro Area",310M300US32220,53394,6354,67220,6399
"Martinsville, VA Micro Area",310M300US32300,41050,3182,54355,3819
"Mayagüez, PR Metro Area",310M300US32420,15575,3212,25528,2652
"McAllen-Edinburg-Mission, TX Metro Area",310M300US32580,37106,1502,55786,2073
"Meadville, PA Micro Area",310M300US32740,50657,4174,64122,3762
"Medford, OR Metro Area",310M300US32780,51409,1369,70249,4879
"Memphis, TN-MS-AR Metro Area",310M300US32820,50984,1237,73581,1822
"Merced, CA Metro Area",310M300US32900,47735,3086,69191,5332
"Meridian, MS Micro Area",310M300US32940,41594,6752,64322,9312
"Bremerton-Silverdale, WA Metro Area",310M300US14740,73026,2517,89494,3444
"Bridgeport-Stamford-Norwalk, CT Metro Area",310M300US14860,91198,2340,148996,4220
"Canton-Massillon, OH Metro Area",310M300US15940,51198,2108,65527,2279
"Cape Coral-Fort Myers, FL Metro Area",310M300US15980,53928,1861,77931,2683
"Brownsville-Harlingen, TX Metro Area",310M300US15180,36975,2807,52297,2738
"Brunswick, GA Metro Area",310M300US15260,47047,5196,71621,8462
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",310M300US15380,55448,1157,73903,1675
"Burlington, NC Metro Area",310M300US15500,45150,4637,66251,4825
"Burlington-South Burlington, VT Metro Area",310M300US15540,63160,3413,87439,4514
"California-Lexington Park, MD Metro Area",310M300US15680,81495,4561,102679,7452
"Cape Girardeau, MO-IL Metro Area",310M300US16020,47927,4281,60846,4286
"Carbondale-Marion, IL Metro Area",310M300US16060,43892,4266,61850,4064
"Carson City, NV Metro Area",310M300US16180,55700,3535,71066,5435
"Casper, WY Metro Area",310M300US16220,60546,3393,75655,5334
"Cedar Rapids, IA Metro Area",310M300US16300,63697,3087,78464,2325
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M300US33100,54284,820,81633,1101
"Michigan City-La Porte, IN Metro Area",310M300US33140,50736,4742,62150,4021
"Midland, MI Metro Area",310M300US33220,61624,6347,88348,6094
"Midland, TX Metro Area",310M300US33260,75266,7469,100248,8305
"Milwaukee-Waukesha-West Allis, WI Metro Area",310M300US33340,59448,1500,81635,1405
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",310M300US33460,76856,979,101405,1045
"Minot, ND Micro Area",310M300US33500,63310,4627,79289,5440
"Missoula, MT Metro Area",310M300US33540,54311,4421,72218,5697
"Mobile, AL Metro Area",310M300US33660,46023,3223,63728,2770
"Modesto, CA Metro Area",310M300US33700,59514,2562,75818,2285
"Monroe, LA Metro Area",310M300US33740,39610,3069,61417,5606
"Monroe, MI Metro Area",310M300US33780,59290,4209,74748,3465
"Montgomery, AL Metro Area",310M300US33860,49123,3026,66774,3417
"Morehead City, NC Micro Area",310M300US33980,52807,3163,74309,5080
"Morgantown, WV Metro Area",310M300US34060,49475,3772,71906,5200
"Morristown, TN Metro Area",310M300US34100,44840,3831,59264,4060
"Moses Lake, WA Micro Area",310M300US34180,58644,6533,75491,8787
"Mount Airy, NC Micro Area",310M300US34340,42438,4595,59994,6619
"Mount Pleasant, MI Micro Area",310M300US34380,44100,4549,59829,4142
"Mount Vernon-Anacortes, WA Metro Area",310M300US34580,66066,2745,82356,4913
"Muncie, IN Metro Area",310M300US34620,41255,2643,64890,7897
"Centralia, WA Micro Area",310M300US16500,49827,3926,62940,4505
"Chambersburg-Waynesboro, PA Metro Area",310M300US16540,60459,2988,72639,3924
"Champaign-Urbana, IL Metro Area",310M300US16580,50999,2357,73747,3636
"Charleston, WV Metro Area",310M300US16620,41558,2485,60327,3335
"Charleston-North Charleston, SC Metro Area",310M300US16700,60546,1859,83736,2760
"Charlotte-Concord-Gastonia, NC-SC Metro Area",310M300US16740,61156,985,85987,1428
"Charlottesville, VA Metro Area",310M300US16820,66853,4438,95564,5235
"Chattanooga, TN-GA Metro Area",310M300US16860,50250,1943,72046,2960
"Cheyenne, WY Metro Area",310M300US16940,61961,5584,79176,7565
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",310M300US16980,68403,790,95010,738
"Chico, CA Metro Area",310M300US17020,49061,3182,70280,4697
"Chillicothe, OH Micro Area",310M300US17060,50713,5345,59613,4009
"Cincinnati, OH-KY-IN Metro Area",310M300US17140,61653,967,83111,1417
"Claremont-Lebanon, NH-VT Micro Area",310M300US17200,60948,4107,81513,4243
"Clarksburg, WV Micro Area",310M300US17220,57628,6134,68941,4612
"Clarksville, TN-KY Metro Area",310M300US17300,54667,2665,69258,3529
"Clearlake, CA Micro Area",310M300US17340,48930,4806,66717,11007
"Cleveland, TN Metro Area",310M300US17420,46822,4880,62314,3738
"Cleveland-Elyria, OH Metro Area",310M300US17460,52489,832,74406,1345
"Coeur d'Alene, ID Metro Area",310M300US17660,57219,3627,75775,5289
"College Station-Bryan, TX Metro Area",310M300US17780,45515,2872,64918,3758
"Colorado Springs, CO Metro Area",310M300US17820,65593,1705,83525,1869
"Columbia, MO Metro Area",310M300US17860,51340,2776,71990,4279
"Columbia, SC Metro Area",310M300US17900,54480,1840,72572,2293
"Columbus, GA-AL Metro Area",310M300US17980,43051,2659,64177,3339
"Muskegon, MI Metro Area",310M300US34740,49229,2906,65219,5477
"Muskogee, OK Micro Area",310M300US34780,36342,3934,50582,3282
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",310M300US34820,48727,1757,64514,2160
"Nacogdoches, TX Micro Area",310M300US34860,47589,9506,68847,9373
"Napa, CA Metro Area",310M300US34900,86562,5231,117159,6625
"Naples-Immokalee-Marco Island, FL Metro Area",310M300US34940,66048,3069,103133,4825
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",310M300US34980,63939,1399,87562,1684
"New Castle, PA Micro Area",310M300US35260,49967,5164,64448,3839
"New Haven-Milford, CT Metro Area",310M300US35300,66863,2099,90654,2477
"New Orleans-Metairie, LA Metro Area",310M300US35380,50528,989,72130,1414
"New Philadelphia-Dover, OH Micro Area",310M300US35420,51386,3292,63023,4630
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",310M300US35620,75368,538,110849,845
"Niles-Benton Harbor, MI Metro Area",310M300US35660,48629,2715,67006,3466
"North Port-Sarasota-Bradenton, FL Metro Area",310M300US35840,56817,1677,82540,2491
"North Wilkesboro, NC Micro Area",310M300US35900,40995,6293,57822,8888
"Norwich-New London, CT Metro Area",310M300US35980,71987,2582,94134,4838
"Winston-Salem, NC Metro Area",310M300US49180,49162,2018,69547,2685
"Columbus, IN Metro Area",310M300US18020,61533,5328,78611,5235
"Columbus, OH Metro Area",310M300US18140,63764,1469,83780,1548
"Concord, NH Micro Area",310M300US18180,70764,3843,87823,4500
"Cookeville, TN Micro Area",310M300US18260,38421,4154,52672,4003
"Coos Bay, OR Micro Area",310M300US18300,41212,5394,62812,12347
"Corning, NY Micro Area",310M300US18500,50930,2974,66737,4259
"Corpus Christi, TX Metro Area",310M300US18580,52193,2223,72496,3218
"Corvallis, OR Metro Area",310M300US18700,60260,4579,83490,8567
"Crestview-Fort Walton Beach-Destin, FL Metro Area",310M300US18880,59619,4049,78536,3561
"Cullman, AL Micro Area",310M300US18980,45044,5645,55370,3494
"Cumberland, MD-WV Metro Area",310M300US19060,42113,2916,55284,2970
"Dallas-Fort Worth-Arlington, TX Metro Area",310M300US19100,67382,735,92495,877
"Dalton, GA Metro Area",310M300US19140,41441,2011,60469,4598
"Danville, IL Metro Area",310M300US19180,42345,3539,57732,4190
"Danville, VA Micro Area",310M300US19260,39919,4120,56967,5510
"Daphne-Fairhope-Foley, AL Metro Area",310M300US19300,55342,5225,74963,3936
"Davenport-Moline-Rock Island, IA-IL Metro Area",310M300US19340,54173,2410,72402,2812
"Dayton, OH Metro Area",310M300US19380,52745,1255,70571,1573
"Decatur, AL Metro Area",310M300US19460,47042,4547,61490,3196
"Decatur, IL Metro Area",310M300US19500,51970,3085,69125,4034
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",310M300US19660,47351,1681,63640,1826
"Denver-Aurora-Lakewood, CO Metro Area",310M300US19740,76643,994,101249,1383
"Des Moines-West Des Moines, IA Metro Area",310M300US19780,68649,2159,90259,2323
"Detroit-Warren-Dearborn, MI Metro Area",310M300US19820,58411,777,81606,908
"Dothan, AL Metro Area",310M300US20020,45396,2761,62939,2833
"Dover, DE Metro Area",310M300US20100,57608,3112,73873,4908
"DuBois, PA Micro Area",310M300US20180,48581,3188,59712,5883
"Dubuque, IA Metro Area",310M300US20220,61497,3353,82496,8037
"Duluth, MN-WI Metro Area",310M300US20260,54162,2193,68868,3195
"Dunn, NC Micro Area",310M300US20380,51479,2319,62533,2841
"Durham-Chapel Hill, NC Metro Area",310M300US20500,61271,1828,88648,3276
"East Stroudsburg, PA Metro Area",310M300US20700,61612,4546,79766,5280
"Eau Claire, WI Metro Area",310M300US20740,55480,3085,69893,2776
"El Centro, CA Metro Area",310M300US20940,47211,7435,67264,5343
