Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Elizabeth City, NC Micro Area",310M300US21020,46153,4808,59377,4493
"Elizabethtown-Fort Knox, KY Metro Area",310M300US21060,52622,5005,71289,8517
"Elkhart-Goshen, IN Metro Area",310M300US21140,58960,3870,73704,3798
"Elmira, NY Metro Area",310M300US21300,51194,4868,64774,4109
"El Paso, TX Metro Area",310M300US21340,44416,2008,61583,2133
"Enid, OK Metro Area",310M300US21420,47915,5849,63430,6123
"Hattiesburg, MS Metro Area",310M300US25620,46167,4833,58961,4372
"Helena, MT Micro Area",310M300US25740,60472,4414,75069,4513
"Hermiston-Pendleton, OR Micro Area",310M300US25840,51705,5189,62492,4282
"Hickory-Lenoir-Morganton, NC Metro Area",310M300US25860,48079,1990,65388,3054
"Hilo, HI Micro Area",310M300US25900,57545,4124,75842,4234
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",310M300US25940,55430,3967,83477,4320
"Hinesville, GA Metro Area",310M300US25980,49364,5187,60541,5101
"Guayama, PR Metro Area",310M300US25020,14676,2083,22196,2678
"Gulfport-Biloxi-Pascagoula, MS Metro Area",310M300US25060,47099,2268,62115,2951
"Hagerstown-Martinsburg, MD-WV Metro Area",310M300US25180,59801,2552,73082,3281
"Hammond, LA Metro Area",310M300US25220,44861,4916,59624,4814
"Hanford-Corcoran, CA Metro Area",310M300US25260,57555,4750,68727,4366
"Owosso, MI Micro Area",310M300US37020,53361,4166,65455,3376
"Phoenix-Mesa-Scottsdale, AZ Metro Area",310M300US38060,61506,523,83688,969
"Pine Bluff, AR Metro Area",310M300US38220,39914,3473,52250,3470
"Pinehurst-Southern Pines, NC Micro Area",310M300US38240,64184,4711,90605,8538
"Pittsburgh, PA Metro Area",310M300US38300,58521,1027,80012,1105
"Pittsfield, MA Metro Area",310M300US38340,57054,4642,78821,5102
"Plattsburgh, NY Micro Area",310M300US38460,58234,4388,71257,6087
"Pocatello, ID Metro Area",310M300US38540,51612,5017,66834,7861
"Ponce, PR Metro Area",310M300US38660,16109,1075,24619,2076
"Port Angeles, WA Micro Area",310M300US38820,47907,3155,68267,5119
"Portland-South Portland, ME Metro Area",310M300US38860,68570,3088,87700,2952
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",310M300US38900,71931,955,92750,1217
"Port St. Lucie, FL Metro Area",310M300US38940,51392,1711,76888,5020
"Harrisburg-Carlisle, PA Metro Area",310M300US25420,65069,1941,81898,2064
"Harrisonburg, VA Metro Area",310M300US25500,54681,5282,70235,6018
"Hartford-West Hartford-East Hartford, CT Metro Area",310M300US25540,71414,1749,96260,2663
"Hobbs, NM Micro Area",310M300US26020,55952,5789,69876,8816
"Holland, MI Micro Area",310M300US26090,62853,4369,75676,4162
"Homosassa Springs, FL Metro Area",310M300US26140,43548,2964,55172,3521
"Hot Springs, AR Metro Area",310M300US26300,46101,4988,62006,6449
"Houma-Thibodaux, LA Metro Area",310M300US26380,47069,4409,64256,3670
"Houston-The Woodlands-Sugar Land, TX Metro Area",310M300US26420,63802,1095,92532,1191
"Huntington-Ashland, WV-KY-OH Metro Area",310M300US26580,40646,2098,58619,2702
"Huntsville, AL Metro Area",310M300US26620,61331,2029,81282,2646
"Huntsville, TX Micro Area",310M300US26660,39866,4241,52663,8626
"Hutchinson, KS Micro Area",310M300US26740,48415,2937,61762,5387
"Idaho Falls, ID Metro Area",310M300US26820,54515,3761,67794,3808
"Indiana, PA Micro Area",310M300US26860,46237,1736,63241,6576
"Indianapolis-Carmel-Anderson, IN Metro Area",310M300US26900,59566,1518,81056,1643
"Iowa City, IA Metro Area",310M300US26980,60888,2389,78361,3642
"Jamestown-Dunkirk-Fredonia, NY Micro Area",310M300US27460,46079,2670,60875,5031
"Janesville-Beloit, WI Metro Area",310M300US27500,55304,2968,66216,3142
"Jefferson, GA Micro Area",310M300US27600,66557,6894,87968,15169
"Jefferson City, MO Metro Area",310M300US27620,52579,2774,69782,3938
"Johnson City, TN Metro Area",310M300US27740,40663,2025,60060,3530
"Johnstown, PA Metro Area",310M300US27780,46598,2609,58753,2063
"Jonesboro, AR Metro Area",310M300US27860,48929,3405,65681,4720
"Joplin, MO Metro Area",310M300US27900,48979,4293,60736,4123
"Kahului-Wailuku-Lahaina, HI Metro Area",310M300US27980,80183,5027,101541,7126
"Ithaca, NY Metro Area",310M300US27060,56672,6303,77758,7009
"Jackson, MI Metro Area",310M300US27100,50258,2434,70530,6861
"Jackson, MS Metro Area",310M300US27140,52434,1900,70461,1777
"Jackson, TN Metro Area",310M300US27180,43570,4368,61474,5065
"Jacksonville, FL Metro Area",310M300US27260,58709,1788,79596,2066
"Jacksonville, NC Metro Area",310M300US27340,49883,4126,61862,3171
"Portsmouth, OH Micro Area",310M300US39020,43367,6093,64444,7720
"Pottsville, PA Micro Area",310M300US39060,49559,2525,61598,2905
"Prescott, AZ Metro Area",310M300US39140,50041,2948,64830,3726
"Providence-Warwick, RI-MA Metro Area",310M300US39300,65226,1373,86816,1660
"Provo-Orem, UT Metro Area",310M300US39340,70196,2034,87138,2136
"Pueblo, CO Metro Area",310M300US39380,43148,3056,58202,2778
"Punta Gorda, FL Metro Area",310M300US39460,52070,2752,66009,3561
"Quincy, IL-MO Micro Area",310M300US39500,48710,1899,69520,6242
"Racine, WI Metro Area",310M300US39540,60897,3413,80199,3625
"Raleigh, NC Metro Area",310M300US39580,72576,1931,95164,1801
"Rapid City, SD Metro Area",310M300US39660,56318,3592,69430,4309
"Reading, PA Metro Area",310M300US39740,61058,1432,78953,2631
"Redding, CA Metro Area",310M300US39820,52439,4116,73496,4313
"Reno, NV Metro Area",310M300US39900,61360,1318,84079,2541
"Richmond, IN Micro Area",310M300US39980,45017,6151,65093,8029
"Richmond, VA Metro Area",310M300US40060,67633,1588,89615,1905
"Richmond-Berea, KY Micro Area",310M300US40080,49610,4163,64342,5194
"Riverside-San Bernardino-Ontario, CA Metro Area",310M300US40140,61994,688,81378,902
"Roanoke, VA Metro Area",310M300US40220,54233,2906,72559,3834
"Roanoke Rapids, NC Micro Area",310M300US40260,33645,2813,44453,3249
"Rochester, MN Metro Area",310M300US40340,71985,2596,92058,3374
"Rochester, NY Metro Area",310M300US40380,56969,1298,75771,1538
"Rockford, IL Metro Area",310M300US40420,55484,1610,71888,2877
"Rocky Mount, NC Metro Area",310M300US40580,42784,3122,56313,3344
"Rome, GA Metro Area",310M300US40660,45854,5448,62691,6118
"Roseburg, OR Micro Area",310M300US40700,47746,3337,63686,4259
"Roswell, NM Micro Area",310M300US40740,44899,4270,60457,7232
"Russellville, AR Micro Area",310M300US40780,44839,5747,60506,5930
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",310M300US40900,67902,1363,90806,1364
"Saginaw, MI Metro Area",310M300US40980,45331,2233,62214,4025
"St. Cloud, MN Metro Area",310M300US41060,61943,2065,77934,3657
"St. George, UT Metro Area",310M300US41100,54842,3460,78203,11324
"St. Joseph, MO-KS Metro Area",310M300US41140,47309,3555,62943,3450
"St. Louis, MO-IL Metro Area",310M300US41180,61571,735,82841,1189
"Salem, OH Micro Area",310M300US41400,41818,3128,65617,7218
"Salem, OR Metro Area",310M300US41420,56163,1935,72806,2997
"Salinas, CA Metro Area",310M300US41500,71274,2706,92289,3828
"Salisbury, MD-DE Metro Area",310M300US41540,59273,2629,80287,3770
"Salt Lake City, UT Metro Area",310M300US41620,71510,1166,90790,2173
"San Angelo, TX Metro Area",310M300US41660,50894,6131,71577,5731
"San Antonio-New Braunfels, TX Metro Area",310M300US41700,56774,904,77001,1364
"San Diego-Carlsbad, CA Metro Area",310M300US41740,76207,1049,103215,1759
"Sandusky, OH Micro Area",310M300US41780,54958,3778,75271,6546
"San Francisco-Oakland-Hayward, CA Metro Area",310M300US41860,101714,833,140720,1847
"San Germán, PR Metro Area",310M300US41900,14719,1711,21767,2195
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M300US41940,117474,2785,153684,2917
"San Juan-Carolina-Caguas, PR Metro Area",310M300US41980,21560,606,34934,1026
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",310M300US42020,71880,4038,92729,4280
"Santa Cruz-Watsonville, CA Metro Area",310M300US42100,79705,6744,111228,5155
"Santa Fe, NM Metro Area",310M300US42140,58821,3616,82225,5210
"Santa Maria-Santa Barbara, CA Metro Area",310M300US42200,71106,2060,101807,3956
"Santa Rosa, CA Metro Area",310M300US42220,80409,3110,103489,3462
"Savannah, GA Metro Area",310M300US42340,56610,1816,77354,4427
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",310M300US42540,50891,1466,67798,2080
"Searcy, AR Micro Area",310M300US42620,42443,3952,61465,6106
"Seattle-Tacoma-Bellevue, WA Metro Area",310M300US42660,82133,965,109619,1404
"Sebastian-Vero Beach, FL Metro Area",310M300US42680,49177,4304,82567,8541
"Sebring, FL Metro Area",310M300US42700,35543,4864,50430,3681
"Seneca, SC Micro Area",310M300US42860,50192,7373,68868,8123
"Sevierville, TN Micro Area",310M300US42940,49963,3674,61472,6856
"Show Low, AZ Micro Area",310M300US43320,41295,2754,55730,3880
"Shreveport-Bossier City, LA Metro Area",310M300US43340,38627,2156,58180,2728
"Sierra Vista-Douglas, AZ Metro Area",310M300US43420,51816,5252,65303,4527
"Sioux City, IA-NE-SD Metro Area",310M300US43580,57207,2767,74337,5594
"Sioux Falls, SD Metro Area",310M300US43620,64882,2337,80800,3006
"Somerset, PA Micro Area",310M300US43740,48846,3073,58300,2516
"South Bend-Mishawaka, IN-MI Metro Area",310M300US43780,51880,1638,70720,2948
"Spartanburg, SC Metro Area",310M300US43900,50074,2026,66737,3473
"Shawnee, OK Micro Area",310M300US43060,48744,3366,61591,2892
"Sheboygan, WI Metro Area",310M300US43100,58361,2777,73466,4168
"Shelby, NC Micro Area",310M300US43140,37205,3323,49048,3373
"Sherman-Denison, TX Metro Area",310M300US43300,56718,5443,71992,4266
"Sunbury, PA Micro Area",310M300US44980,44895,4643,58113,3411
"Spokane-Spokane Valley, WA Metro Area",310M300US44060,53321,1812,74322,2507
"Springfield, IL Metro Area",310M300US44100,61573,2156,80267,3146
"Springfield, MA Metro Area",310M300US44140,55379,1729,77195,2161
"Springfield, MO Metro Area",310M300US44180,48151,1917,64627,2497
