Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
Wisconsin,0400000US55,60773,391,79656,758
Wyoming,0400000US56,61584,1401,81935,3076
Puerto Rico,0400000US72,20296,426,32044,714
Mississippi,0400000US28,44717,793,61944,1089
Missouri,0400000US29,54478,751,75013,861
Montana,0400000US30,55328,1172,72648,1752
Nebraska,0400000US31,59566,1072,78793,1190
Nevada,0400000US32,58646,1133,81039,1349
New Hampshire,0400000US33,74991,1555,97994,2026
New Jersey,0400000US34,81740,687,114853,945
New Mexico,0400000US35,47169,900,66752,1302
New York,0400000US36,67844,637,100422,681
North Carolina,0400000US37,53855,573,76693,693
North Dakota,0400000US38,63837,2324,82435,2376
Ohio,0400000US39,56111,425,76151,517
Oklahoma,0400000US40,51924,450,71632,937
Oregon,0400000US41,63426,1056,85235,1052
Pennsylvania,0400000US42,60905,315,83765,550
Rhode Island,0400000US44,64340,2058,86601,2229
South Carolina,0400000US45,52306,631,72742,987
South Dakota,0400000US46,56274,1454,74046,2154
Tennessee,0400000US47,52375,489,73456,884
Texas,0400000US48,60629,279,85780,478
Vermont,0400000US50,60782,1551,79514,2533
Utah,0400000US49,71414,741,91096,1238
Virginia,0400000US51,72577,686,100884,1044
Washington,0400000US53,74073,697,99762,894
West Virginia,0400000US54,44097,1016,61707,1138
Alabama,0400000US01,49861,783,69091,894
Alaska,0400000US02,74346,2288,96080,2597
Arizona,0400000US04,59246,732,80477,862
Arkansas,0400000US05,47062,713,66766,1201
California,0400000US06,75277,317,107384,481
Colorado,0400000US08,71953,655,96218,1050
Delaware,0400000US10,64805,1570,84896,1884
District of Columbia,0400000US11,85203,3414,124946,3134
Connecticut,0400000US09,76348,921,111303,1522
Florida,0400000US12,55462,384,79968,563
Georgia,0400000US13,58756,711,82489,863
Idaho,0400000US16,55583,915,73369,1606
Hawaii,0400000US15,80212,2020,103162,2461
Illinois,0400000US17,65030,500,91424,637
Indiana,0400000US18,55746,522,73733,785
Iowa,0400000US19,59955,877,77173,912
Kansas,0400000US20,58218,773,78972,1105
Kentucky,0400000US21,50247,567,69724,1020
Louisiana,0400000US22,47905,740,69225,1012
Maine,0400000US23,55602,1326,73935,1269
Maryland,0400000US24,83242,1022,109774,1142
Massachusetts,0400000US25,79835,970,110501,1001
Michigan,0400000US26,56697,406,77682,578
Minnesota,0400000US27,70315,539,93047,715
