Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Federal Way city, Washington",1600000US5323515,52440,5504,73530,6132
"Bellevue city, Washington",1600000US5305210,95146,6451,139105,12502
"Carrollton city, Texas",1600000US4813024,69505,4597,90451,5269
"Suffolk city, Virginia",1600000US5176432,62079,5426,76564,4967
"Roanoke city, Virginia",1600000US5168000,41697,3561,55100,4168
"Tyler city, Texas",1600000US4874144,39783,2799,55842,4681
"Allentown city, Pennsylvania",1600000US4202000,39549,5144,50265,3184
"Scranton city, Pennsylvania",1600000US4269000,36120,2424,49313,2820
"Providence city, Rhode Island",1600000US4459000,37420,2786,63133,6309
"Pawtucket city, Rhode Island",1600000US4454640,41149,2814,50625,4313
"O'Fallon city, Missouri",1600000US2954074,80472,6097,94142,5777
"Camden city, New Jersey",1600000US3410000,28918,4111,37502,3499
"Newark city, New Jersey",1600000US3451000,35947,1836,47492,1945
"Cary town, North Carolina",1600000US3710740,92000,5280,109334,4530
"Durham city, North Carolina",1600000US3719000,48731,1914,68080,3858
"Dayton city, Ohio",1600000US3921000,26131,2725,37425,1988
"Columbus city, Ohio",1600000US3918000,46481,1372,59508,1170
"Youngstown city, Ohio",1600000US3988000,22321,1941,32387,3451
"Longview city, Texas",1600000US4843888,47612,3054,62734,5070
"Chesapeake city, Virginia",1600000US5116000,66712,1986,78356,2827
"Virginia Beach city, Virginia",1600000US5182000,68816,3220,85199,2029
"Tulsa city, Oklahoma",1600000US4075000,42803,1318,64347,2081
"Hillsboro city, Oregon",1600000US4134100,68969,4464,74626,4239
"Gresham city, Oregon",1600000US4131250,47531,2734,56760,3482
"Charleston city, South Carolina",1600000US4513330,56196,4532,79807,5305
"Nashville-Davidson metropolitan government (balance), Tennessee",1600000US4752006,47211,1694,66776,2113
"Bayonne city, New Jersey",1600000US3403580,51839,5549,68959,5928
"Jersey City city, New Jersey",1600000US3436000,60497,3652,84267,4055
"Bismarck city, North Dakota",1600000US3807200,60752,3441,75787,6467
"Orem city, Utah",1600000US4957300,56843,5141,69781,4474
"Provo city, Utah",1600000US4962470,42113,2792,61264,4774
"Beaumont city, Texas",1600000US4807000,40113,3180,58796,6785
"Waco city, Texas",1600000US4876000,32306,1937,48113,3341
"Austin city, Texas",1600000US4805000,58458,1862,82428,2358
"Amarillo city, Texas",1600000US4803000,50003,2848,68364,4379
"Johnson City city, Tennessee",1600000US4738320,36154,4490,61242,9172
"St. Joseph city, Missouri",1600000US2964550,44607,4964,56657,5520
"Kansas City city, Missouri",1600000US2938000,44173,1855,62430,1959
"Trenton city, New Jersey",1600000US3474000,31859,4554,43887,3373
"Yonkers city, New York",1600000US3684000,58154,3809,77531,3413
"Parma city, Ohio",1600000US3961000,49011,3327,57831,3058
"Lorain city, Ohio",1600000US3944856,36266,4033,48056,3810
"Broken Arrow city, Oklahoma",1600000US4009050,71348,2503,86305,4097
"Richmond city, Virginia",1600000US5167000,43054,3048,65781,3843
"Mesquite city, Texas",1600000US4847892,51936,3484,63668,3985
"Grand Prairie city, Texas",1600000US4830464,57455,5288,69831,3390
"Lewisville city, Texas",1600000US4842508,55274,4818,69292,4738
"Dallas city, Texas",1600000US4819000,43003,1277,73312,1753
"Round Rock city, Texas",1600000US4863500,73098,6712,88334,5850
"College Station city, Texas",1600000US4815976,36362,4251,56993,5405
"Mission city, Texas",1600000US4848768,44684,5250,54334,5506
"Eugene city, Oregon",1600000US4123850,45030,2931,62113,2870
"Columbia city, South Carolina",1600000US4516000,40356,4229,61549,5045
"Sioux Falls city, South Dakota",1600000US4659020,54360,3515,70760,3428
"Missoula city, Montana",1600000US3050200,40255,3575,56246,4532
"Spring Valley CDP, Nevada",1600000US3268585,49605,2160,58766,2639
"Henderson city, Nevada",1600000US3231900,62592,2143,82205,3936
"Brentwood CDP, New York",1600000US3608026,65032,6083,82677,8167
"Fargo city, North Dakota",1600000US3825700,45929,2781,67768,4810
"Wilmington city, North Carolina",1600000US3774440,43659,3004,66419,4447
"Denton city, Texas",1600000US4819972,47052,6522,63061,5203
"Midland city, Texas",1600000US4848072,79904,4893,97830,6861
"Spokane city, Washington",1600000US5367000,43694,2366,59520,2782
"Spokane Valley city, Washington",1600000US5367167,45776,3380,55677,3268
"Layton city, Utah",1600000US4943660,65504,3617,81984,6901
"Independence city, Missouri",1600000US2935000,44769,3125,55577,3344
"Manchester city, New Hampshire",1600000US3345140,53082,3384,66267,3024
"Las Cruces city, New Mexico",1600000US3539380,41442,3800,52857,4666
"Rio Rancho city, New Mexico",1600000US3563460,60246,5784,73109,5189
"Buffalo city, New York",1600000US3611000,31919,1237,47833,2450
"New Rochelle city, New York",1600000US3650617,72353,10808,117406,10076
"Cheektowaga CDP, New York",1600000US3615000,46449,3600,55665,3324
"Mount Vernon city, New York",1600000US3649121,47414,5988,66237,4712
"Greensboro city, North Carolina",1600000US3728000,41181,1296,57747,2429
"Frisco city, Texas",1600000US4827684,115603,6683,142460,7864
"Wichita Falls city, Texas",1600000US4879000,41183,3177,59363,5037
"West Jordan city, Utah",1600000US4982950,67453,4950,75450,5105
"Sandy city, Utah",1600000US4967440,83399,4927,103489,7644
"Salem city, Oregon",1600000US4164900,49055,3010,60890,3711
"Mount Pleasant town, South Carolina",1600000US4548535,82358,9911,120044,13744
"Nashua city, New Hampshire",1600000US3350260,70521,3689,82659,5335
"Fayetteville city, North Carolina",1600000US3722920,41455,1403,57060,3358
"Brownsville city, Texas",1600000US4810768,32377,3100,45468,3704
"St. George city, Utah",1600000US4965330,48306,5808,59972,5616
"Irving city, Texas",1600000US4837000,48042,3506,66739,3056
"Missouri City city, Texas",1600000US4848804,90990,9193,110418,13681
"Abilene city, Texas",1600000US4801000,43198,3077,58974,3705
"Everett city, Washington",1600000US5322640,49782,4088,64600,4904
"Billings city, Montana",1600000US3006550,50202,2975,69857,4364
"Clifton city, New Jersey",1600000US3413690,67191,11960,85807,5891
"Passaic city, New Jersey",1600000US3456550,30043,5686,45300,4821
"Gastonia city, North Carolina",1600000US3725580,36672,5496,56421,5791
"Asheville city, North Carolina",1600000US3702140,45659,3386,63846,6311
"Toledo city, Ohio",1600000US3977000,33196,2398,45975,1736
"Seattle city, Washington",1600000US5363000,70975,1912,97591,2400
"El Paso city, Texas",1600000US4824000,41221,1443,56539,2150
"Houston city, Texas",1600000US4835000,45460,908,73827,1657
"The Woodlands CDP, Texas",1600000US4872656,101498,17056,140347,11494
"League City city, Texas",1600000US4841980,98578,12657,109748,8287
"Memphis city, Tennessee",1600000US4748000,34704,1526,52479,2281
"Green Bay city, Wisconsin",1600000US5531000,43738,3397,55023,3396
"Union City city, New Jersey",1600000US3474630,37314,6601,55888,4647
"Paterson city, New Jersey",1600000US3457000,35689,2727,48578,3554
"Jacksonville city, North Carolina",1600000US3734200,38020,4398,49892,7660
"Charlotte city, North Carolina",1600000US3712000,55178,1760,82032,2663
"Akron city, Ohio",1600000US3901000,34781,2566,47647,2541
"Norman city, Oklahoma",1600000US4052500,52240,3966,69795,5048
"Pharr city, Texas",1600000US4857200,37454,4458,44735,5096
"McAllen city, Texas",1600000US4845384,48929,4336,67019,7551
"Laredo city, Texas",1600000US4841464,39501,2374,55465,3263
"Fort Worth city, Texas",1600000US4827000,52273,1386,69550,2563
"Killeen city, Texas",1600000US4839148,51274,1869,61439,4154
"San Antonio city, Texas",1600000US4865000,45339,1563,62135,1341
"Jackson city, Tennessee",1600000US4737640,39478,3908,54161,5171
"Erie city, Pennsylvania",1600000US4224000,32722,3240,45591,3988
"Elizabeth city, New Jersey",1600000US3421000,43660,2579,53960,3052
"Winston-Salem city, North Carolina",1600000US3775000,40869,2178,57649,2443
"Oklahoma City city, Oklahoma",1600000US4055000,49119,2256,67544,1920
"Flower Mound town, Texas",1600000US4826232,125378,6931,144855,10210
"North Richland Hills city, Texas",1600000US4852356,62149,4731,81245,5553
"Plano city, Texas",1600000US4858016,81571,2902,111210,5840
"Ogden city, Utah",1600000US4955980,41891,2941,52057,3840
"West Valley City city, Utah",1600000US4983470,56037,2668,64064,4149
"Medford city, Oregon",1600000US4147000,43487,2864,58158,4398
"Rapid City city, South Dakota",1600000US4652980,43961,4597,59047,4863
"Racine city, Wisconsin",1600000US5566000,40378,3063,49360,3605
"Kenosha city, Wisconsin",1600000US5539225,50630,3809,61956,3973
"Guaynabo zona urbana, Puerto Rico",1600000US7232522,38674,6167,63080,6680
"Caguas zona urbana, Puerto Rico",1600000US7210334,23145,2203,29942,2006
"Milwaukee city, Wisconsin",1600000US5553000,35049,1269,49923,1784
"Madison city, Wisconsin",1600000US5548000,55829,2899,73299,3134
"Bayamón zona urbana, Puerto Rico",1600000US7206593,25442,2281,35573,1863
"Ponce zona urbana, Puerto Rico",1600000US7263820,15874,1506,31036,4439
"Carolina zona urbana, Puerto Rico",1600000US7214290,28898,1575,38978,2543
"Mayagüez zona urbana, Puerto Rico",1600000US7252431,14154,1558,27114,7006
"San Juan zona urbana, Puerto Rico",1600000US7276770,20204,970,38056,1842
"Oshkosh city, Wisconsin",1600000US5560500,41189,3473,55662,4251
"Eau Claire city, Wisconsin",1600000US5522300,41173,3000,54419,3407
"Scottsdale city, Arizona",1600000US0465000,73387,3925,112590,5497
"Avondale city, Arizona",1600000US0404720,55664,9833,63616,3983
"Tempe city, Arizona",1600000US0473000,47118,3248,62656,3860
"Muncie city, Indiana",1600000US1851876,32990,1914,40227,2963
"Silver Spring CDP, Maryland",1600000US2472450,72412,8781,92553,6995
"Germantown CDP, Maryland",1600000US2432025,82527,6647,103334,6362
"Frederick city, Maryland",1600000US2430325,69476,7924,81087,5524
"Lawrence city, Kansas",1600000US2038900,42989,5274,58723,3686
"Kenner city, Louisiana",1600000US2239475,52219,7042,69130,6645
"Kendall CDP, Florida",1600000US1236100,60679,11304,91625,10416
"Miami Beach city, Florida",1600000US1245025,47756,3242,95834,10843
"Davie town, Florida",1600000US1216475,57465,6921,79448,5472
"Coral Springs city, Florida",1600000US1214400,74321,7355,98062,11285
"Cicero town, Illinois",1600000US1714351,42135,5047,49316,2782
"Rochester Hills city, Michigan",1600000US2669035,90064,3340,103988,5563
"Arvada city, Colorado",1600000US0803455,72031,2365,88845,6270
"Vallejo city, California",1600000US0681666,57623,7741,70586,4333
"Milpitas city, California",1600000US0647766,102917,12150,118438,7791
"Antioch city, California",1600000US0602252,57446,8559,75732,5576
"Downey city, California",1600000US0619766,58844,5074,70114,4188
"Glendale city, California",1600000US0630000,51020,3367,77027,4796
"Palmdale city, California",1600000US0655156,57035,5504,73921,5691
"Redondo Beach city, California",1600000US0660018,110451,11246,120545,9326
"Torrance city, California",1600000US0680000,80198,5412,99146,4930
"Modesto city, California",1600000US0648354,52186,2323,68132,5239
"Turlock city, California",1600000US0680812,50138,8083,63351,6442
"Rialto city, California",1600000US0660466,50647,6732,64261,5365
"Carmichael CDP, California",1600000US0611390,57856,7785,81920,6661
"Lake Charles city, Louisiana",1600000US2241155,35017,5552,49619,4465
"Sioux City city, Iowa",1600000US1973335,42665,4320,56141,4172
"Ellicott City CDP, Maryland",1600000US2426000,114801,11349,132015,9482
"St. Petersburg city, Florida",1600000US1263000,46048,2414,65171,3808
"Hialeah city, Florida",1600000US1230000,29165,2723,39179,1615
"Homestead city, Florida",1600000US1232275,36646,5963,47906,5543
"Miami city, Florida",1600000US1245000,31917,1411,54637,2393
"Peoria city, Illinois",1600000US1759000,49840,4022,68935,4615
"Sandy Springs city, Georgia",1600000US1368516,64049,4919,106779,8234
"Augusta-Richmond County consolidated government (balance), Georgia",1600000US1304204,35830,2043,49225,2579
"Athens-Clarke County unified government (balance), Georgia",1600000US1303440,29912,2126,48373,3457
"Johns Creek city, Georgia",1600000US1342425,99930,4431,123840,11105
"Dearborn city, Michigan",1600000US2621000,44543,5067,61567,3933
"Detroit city, Michigan",1600000US2622000,25769,855,36776,970
"Eagan city, Minnesota",1600000US2717288,78884,4801,102805,6663
"Maple Grove city, Minnesota",1600000US2740166,89339,7055,111751,9438
"St. Cloud city, Minnesota",1600000US2756896,46638,5201,60763,3989
"Rochester city, Minnesota",1600000US2754880,64726,3741,88062,5704
"Brooklyn Park city, Minnesota",1600000US2707966,60179,8412,72084,4479
"St. Paul city, Minnesota",1600000US2758000,48855,2792,67357,2409
"Duluth city, Minnesota",1600000US2717000,42616,4151,61291,6056
"Lowell city, Massachusetts",1600000US2537000,43620,4842,58948,4819
"Fall River city, Massachusetts",1600000US2523000,35037,2955,46250,2873
"San Tan Valley CDP, Arizona",1600000US0464210,65590,5493,70934,5796
"Birmingham city, Alabama",1600000US0107000,30043,1518,42302,2229
"Hoover city, Alabama",1600000US0135896,72728,7470,95968,6940
"Moreno Valley city, California",1600000US0649270,54054,3803,66218,3619
"Redlands city, California",1600000US0659962,63444,6245,86185,6732
"Camarillo city, California",1600000US0610046,85640,9976,99548,5537
"Simi Valley city, California",1600000US0672016,82168,5446,104584,8919
"Thousand Oaks city, California",1600000US0678582,97291,6719,126242,7377
"Quincy city, Massachusetts",1600000US2555745,68409,8874,82325,5501
"Cambridge city, Massachusetts",1600000US2511000,84249,7030,118897,10138
"Newton city, Massachusetts",1600000US2545560,102796,9612,171543,14018
"Metairie CDP, Louisiana",1600000US2250115,50749,3529,77822,4955
"Davenport city, Iowa",1600000US1919000,48505,4247,60776,3891
"Columbia CDP, Maryland",1600000US2419125,99719,5684,118923,7947
"Baltimore city, Maryland",1600000US2404000,42665,2198,61533,1965
"Cedar Rapids city, Iowa",1600000US1912000,60845,3524,79988,6322
"Savannah city, Georgia",1600000US1369000,38168,2606,52323,3190
"Spring Hill CDP, Florida",1600000US1268350,41777,3899,52623,5091
"Woodbury city, Minnesota",1600000US2771428,94155,12570,125993,10399
"New Bedford city, Massachusetts",1600000US2545000,39387,3707,50618,2577
"Lancaster city, California",1600000US0640130,45130,2793,55966,3025
"Whittier city, California",1600000US0685292,65489,5100,83699,6189
"Tucson city, Arizona",1600000US0477000,36541,1650,48845,1630
"Topeka city, Kansas",1600000US2071000,45291,3477,59704,3845
"Iowa City city, Iowa",1600000US1938595,43736,4130,80829,10204
"Fort Collins city, Colorado",1600000US0827425,53181,3241,73836,5584
"Arlington Heights village, Illinois",1600000US1702154,78988,5487,101602,6624
"Elgin city, Illinois",1600000US1723074,60810,7514,74908,5549
"Bloomington city, Illinois",1600000US1706613,59614,5297,75669,4798
"Chicago city, Illinois",1600000US1714000,48734,1112,72881,1541
"Miami Gardens city, Florida",1600000US1245060,38150,3653,48752,3654
"Macon-Bibb County, Georgia",1600000US1349008,35427,2147,56958,4688
"Carmel city, Indiana",1600000US1810342,109375,4194,141035,11002
"Hammond city, Indiana",1600000US1831000,43283,3549,50766,3467
"Jackson city, Mississippi",1600000US2836000,34039,3192,52355,4028
"Gulfport city, Mississippi",1600000US2829700,30737,4340,44701,3779
"Lynn city, Massachusetts",1600000US2537490,52481,5026,69632,6260
"Worcester city, Massachusetts",1600000US2582000,46449,3502,62223,4005
"Stockton city, California",1600000US0675000,40993,2160,61338,3535
"Long Beach city, California",1600000US0643000,54511,2853,76381,2997
"Pasadena city, California",1600000US0656000,70873,5407,101755,6896
"Pomona city, California",1600000US0658072,46813,3728,60210,3158
"Napa city, California",1600000US0650258,68307,12062,93331,7314
"Escondido city, California",1600000US0622804,52585,4277,69212,4444
"Menifee city, California",1600000US0646842,58179,3982,67180,3906
"Merced city, California",1600000US0646898,39450,3058,59146,6700
"Tracy city, California",1600000US0680238,77798,9257,86241,5551
"North Little Rock city, Arkansas",1600000US0550450,35758,3950,52629,5199
"Loveland city, Colorado",1600000US0846465,51504,6128,64848,5227
"Westminster city, Colorado",1600000US0883835,66752,4572,83045,5215
"Palm Coast city, Florida",1600000US1254200,51003,1819,56962,4045
"Palm Bay city, Florida",1600000US1254000,43043,3457,55203,4776
"Brandon CDP, Florida",1600000US1208150,55686,3167,63702,3307
"Cape Coral city, Florida",1600000US1210275,50931,2498,65217,4796
"Highlands Ranch CDP, Colorado",1600000US0836410,112929,7346,134788,7491
"Boston city, Massachusetts",1600000US2507000,56902,2802,88403,3104
"Somerville city, Massachusetts",1600000US2562535,74048,6640,92209,7080
"Springfield city, Massachusetts",1600000US2567000,33425,3158,49605,3296
"El Cajon city, California",1600000US0621712,46556,5780,63069,5391
"Hawthorne city, California",1600000US0632548,44362,3172,55185,3634
"San Mateo city, California",1600000US0668252,101229,11054,130364,8124
"Bakersfield city, California",1600000US0603526,58154,4146,74492,2886
"Corona city, California",1600000US0616350,69407,3254,85458,5400
"Roseville city, California",1600000US0662938,80658,4342,94805,4446
"Chino city, California",1600000US0613210,79218,7822,86207,4987
"Fresno city, California",1600000US0627000,39880,2056,56826,2107
"Oceanside city, California",1600000US0653322,57186,2592,77156,4842
"Lafayette city, Indiana",1600000US1840788,39655,6337,49377,3988
"Wilmington city, Delaware",1600000US1077580,40998,3079,63923,6734
"Washington city, District of Columbia",1600000US1150000,71648,1996,103525,2816
"Bridgeport city, Connecticut",1600000US0908000,41846,3776,57332,3856
"Fort Lauderdale city, Florida",1600000US1224000,46829,4253,82699,6442
"Palatine village, Illinois",1600000US1757225,70328,6798,89872,6767
"Fort Myers city, Florida",1600000US1224125,41563,5322,59584,5913
"Town 'n' Country CDP, Florida",1600000US1272145,52253,6999,66678,4989
"Boca Raton city, Florida",1600000US1207300,77437,9986,123863,12377
"Lakeland city, Florida",1600000US1238250,38195,2957,52296,2658
"Decatur city, Illinois",1600000US1718823,40071,3399,53981,3604
"Rockford city, Illinois",1600000US1765000,37172,3162,52345,3046
"Troy city, Michigan",1600000US2680700,83921,6542,104991,5861
"Wyoming city, Michigan",1600000US2688940,47751,4835,55980,4875
"Surprise city, Arizona",1600000US0471510,58923,2527,71350,4444
"Goodyear city, Arizona",1600000US0428380,69883,9319,82623,9272
"San Bernardino city, California",1600000US0665000,37659,2273,48949,2307
"Indio city, California",1600000US0636448,47280,6959,61167,5850
"Murrieta city, California",1600000US0650076,76766,4958,97257,10250
"Alameda city, California",1600000US0600562,86888,9053,109178,8462
"Lynwood city, California",1600000US0644574,40672,4578,52574,4916
"Folsom city, California",1600000US0624638,100348,8211,113851,7905
"Sacramento city, California",1600000US0664000,48829,1802,70437,5462
"New Orleans city, Louisiana",1600000US2255000,35504,1644,65339,3658
"Bloomington city, Indiana",1600000US1805860,31341,1971,53321,5879
"Wichita city, Kansas",1600000US2079000,45477,2132,62425,2279
"Nampa city, Idaho",1600000US1656260,41297,3374,46483,3300
"Pembroke Pines city, Florida",1600000US1255775,61495,4243,73500,4436
"Pompano Beach city, Florida",1600000US1258050,42061,4333,59207,5428
"Gainesville city, Florida",1600000US1225175,33312,2984,50987,3792
"Largo city, Florida",1600000US1239425,37363,2965,47994,3048
"Fort Smith city, Arkansas",1600000US0524550,37635,4911,62396,7462
"Anchorage municipality, Alaska",1600000US0203000,76337,3965,97014,4226
"Clovis city, California",1600000US0614218,60600,3842,82171,5641
"Chico city, California",1600000US0613014,40815,3265,60479,5128
"Peoria city, Arizona",1600000US0454050,66371,4080,78817,3349
"Baton Rouge city, Louisiana",1600000US2205000,38085,2648,59301,3628
"Rockville city, Maryland",1600000US2467675,90606,7510,113431,7738
"Naperville city, Illinois",1600000US1751622,104419,6057,140792,10904
"West Palm Beach city, Florida",1600000US1276600,41792,3759,63539,5810
"Lehigh Acres CDP, Florida",1600000US1239925,41190,2377,47919,3081
"Fishers town, Indiana",1600000US1823278,91262,5597,104795,7311
"Flint city, Michigan",1600000US2629000,26179,2704,36879,3719
"Apple Valley town, California",1600000US0602364,49821,5041,71022,11980
"San Buenaventura (Ventura) city, California",1600000US0665042,71852,4796,89891,8423
"Santa Clarita city, California",1600000US0669088,81577,4597,97003,4180
"Rancho Cordova city, California",1600000US0659444,60001,6189,75596,6964
"Riverside city, California",1600000US0662000,58368,2987,71661,2910
"Temecula city, California",1600000US0678120,80753,5625,95974,6230
"Costa Mesa city, California",1600000US0616532,66820,6794,88218,6851
"Orange city, California",1600000US0653980,75803,5834,96578,7247
"El Monte city, California",1600000US0622230,38912,2395,53072,3553
"Ontario city, California",1600000US0653896,52225,3122,65979,3316
"Hemet city, California",1600000US0633182,31942,1924,43258,4040
"Perris city, California",1600000US0656700,49425,8105,55418,5181
"Chandler city, Arizona",1600000US0412000,73062,4729,88934,3392
"Glendale city, Arizona",1600000US0427820,46453,3316,62414,3442
"Mesa city, Arizona",1600000US0446000,47675,1768,63235,1760
"Flagstaff city, Arizona",1600000US0423620,48407,4491,73404,7529
"Phoenix city, Arizona",1600000US0455000,47929,1373,67003,1461
"Gilbert town, Arizona",1600000US0427400,84153,3989,98333,3889
"Kansas City city, Kansas",1600000US2036000,35724,1601,46379,1898
"Evansville city, Indiana",1600000US1822000,35325,2177,47425,2787
"Gary city, Indiana",1600000US1827000,26367,3490,36902,2454
"Waldorf CDP, Maryland",1600000US2481175,80069,10266,91536,6135
"Bethesda CDP, Maryland",1600000US2407125,149623,9047,220286,17690
"Lexington-Fayette urban county, Kentucky",1600000US2146027,47968,2795,67916,2962
"Louisville/Jefferson County metro government (balance), Kentucky",1600000US2148006,45503,1348,64240,1796
"Aurora city, Colorado",1600000US0804000,54702,1857,68202,1923
"Centennial city, Colorado",1600000US0812815,91354,5634,111150,6613
"Mission Viejo city, California",1600000US0648256,103607,6970,121111,6872
"Victorville city, California",1600000US0682590,43589,7574,53883,5431
"Anaheim city, California",1600000US0602000,62198,4085,85109,3879
