Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Fullerton city, California",1600000US0628000,61159,3011,82552,3763
"Huntington Beach city, California",1600000US0636000,84915,4352,112371,6889
"Tustin city, California",1600000US0680854,67344,5900,91085,7173
"Richmond city, California",1600000US0660620,55025,4553,68766,4775
"San Marcos city, California",1600000US0668196,66244,9401,84065,8227
"Santa Rosa city, California",1600000US0670098,63280,4782,82209,5174
"Irvine city, California",1600000US0636770,90743,6948,117039,7294
"Redwood City city, California",1600000US0660102,87255,8329,116340,8453
"Pittsburg city, California",1600000US0657456,64442,4394,73205,5214
"Walnut Creek city, California",1600000US0683346,76311,6621,109742,9768
"Overland Park city, Kansas",1600000US2053775,73441,4114,101023,4499
"Olathe city, Kansas",1600000US2052575,77008,6855,93626,5171
"Bossier City city, Louisiana",1600000US2208920,49195,5543,62305,4647
"Portland city, Maine",1600000US2360545,50691,3986,67323,5189
"Waterbury city, Connecticut",1600000US0980000,37246,5325,50907,4346
"Pine Hills CDP, Florida",1600000US1256825,36219,1785,43209,3381
"Clearwater city, Florida",1600000US1212875,44617,3370,66667,5619
"Deerfield Beach city, Florida",1600000US1216725,36493,3830,52961,3868
"Evanston city, Illinois",1600000US1724582,73671,6828,106245,10153
"Skokie village, Illinois",1600000US1770122,76867,7896,92811,7476
"Lawrence city, Massachusetts",1600000US2534550,38186,4347,49940,3968
"Dothan city, Alabama",1600000US0121184,39737,3031,57856,2764
"Daly City city, California",1600000US0617918,80885,4794,92261,6147
"Concord city, California",1600000US0616000,69853,5936,83437,5586
"San Ramon city, California",1600000US0668378,135355,10353,161125,13270
"Redding city, California",1600000US0659920,45133,4157,62091,4225
"Longmont city, Colorado",1600000US0845970,60640,7904,79610,6020
"Waukegan city, Illinois",1600000US1779293,46211,5875,56177,3541
"Warner Robins city, Georgia",1600000US1380508,44023,4715,53463,4809
"Tallahassee city, Florida",1600000US1270600,38085,3195,55707,4626
"Schaumburg village, Illinois",1600000US1768003,71946,7638,87834,5471
"Westland city, Michigan",1600000US2686000,42166,3120,54934,3342
"Brockton city, Massachusetts",1600000US2509000,44084,5509,61194,6557
"Framingham CDP, Massachusetts",1600000US2524960,64213,11310,83302,6747
"Minneapolis city, Minnesota",1600000US2743000,50791,1319,74043,2819
"Plymouth city, Minnesota",1600000US2751730,81377,8803,110938,9017
"Jonesboro city, Arkansas",1600000US0535710,41502,5101,60225,6298
"Yuba City city, California",1600000US0686972,53335,4565,69882,5791
"Sunnyvale city, California",1600000US0677000,104681,7462,139463,8536
"Colorado Springs city, Colorado",1600000US0816000,53915,1973,72869,2232
"Pueblo city, Colorado",1600000US0862000,34653,2162,47096,2919
"Glen Burnie CDP, Maryland",1600000US2432650,62440,8826,71306,5208
"Gaithersburg city, Maryland",1600000US2431175,79988,9048,100479,8064
"Danbury city, Connecticut",1600000US0918430,69394,5338,92149,7088
"New Haven city, Connecticut",1600000US0952000,37534,5854,60284,5066
"Stamford city, Connecticut",1600000US0973000,88686,9715,142800,11753
"Boise City city, Idaho",1600000US1608830,51750,2155,75734,4227
"Meridian city, Idaho",1600000US1652120,59080,7106,72811,6391
"Sunrise city, Florida",1600000US1269700,51190,3388,65246,4063
"Weston city, Florida",1600000US1276582,84993,11690,110097,10156
"Warren city, Michigan",1600000US2684000,43060,1748,52902,2368
"Southfield city, Michigan",1600000US2674900,49010,3310,60808,4013
"Ann Arbor city, Michigan",1600000US2603000,60337,4659,85210,4828
"Grand Rapids city, Michigan",1600000US2634000,39056,3297,51902,2467
"Sterling Heights city, Michigan",1600000US2676460,59011,4798,74989,5567
"Newport Beach city, California",1600000US0651182,106801,11049,169591,14740
"San Clemente city, California",1600000US0665084,98710,14679,135833,11667
"Berkeley city, California",1600000US0606000,70364,5592,108019,7826
"Fremont city, California",1600000US0626000,106921,5858,123632,4074
"Bellflower city, California",1600000US0604982,51050,3302,60288,3313
"Arden-Arcade CDP, California",1600000US0602553,46033,7445,72950,5913
"Citrus Heights city, California",1600000US0613588,50856,2490,60961,3853
"Huntsville city, Alabama",1600000US0137000,49476,3073,70945,4772
"Indianapolis city (balance), Indiana",1600000US1836003,42370,934,58384,1496
"South Bend city, Indiana",1600000US1871000,35372,2303,51619,5266
"Lafayette city, Louisiana",1600000US2240735,47521,4318,75206,7344
"Shreveport city, Louisiana",1600000US2270000,36968,2570,58181,5332
"New Britain city, Connecticut",1600000US0950370,40082,4842,53067,3832
"Hartford city, Connecticut",1600000US0937000,28826,3334,43500,3022
"Port St. Lucie city, Florida",1600000US1258715,47129,3482,59179,5543
"Orlando city, Florida",1600000US1253000,41081,2211,58909,2803
"Aurora city, Illinois",1600000US1703012,68304,5332,87359,5459
"Delray Beach city, Florida",1600000US1217100,48174,4440,74527,8674
"Roswell city, Georgia",1600000US1367284,80125,15355,113802,10662
"Farmington Hills city, Michigan",1600000US2627440,70757,6638,93823,6254
"Pleasanton city, California",1600000US0657792,122652,9892,148812,11649
"Oakland city, California",1600000US0653000,56188,2593,85585,3740
"Burbank city, California",1600000US0608954,65398,6378,83421,4193
"Mobile city, Alabama",1600000US0150000,37082,2499,53615,2812
"Tuscaloosa city, Alabama",1600000US0177256,38247,4188,60930,5716
"Union City city, California",1600000US0681204,83861,6340,100443,6883
"Davis city, California",1600000US0618100,53678,5527,90638,8029
"Jurupa Valley city, California",1600000US0637692,57972,5637,69003,5187
"Carlsbad city, California",1600000US0611194,104424,6928,126692,8984
"Chula Vista city, California",1600000US0613392,67911,5677,80644,4067
"Vacaville city, California",1600000US0681554,70847,5425,83613,4272
"Buena Park city, California",1600000US0608786,57366,7908,80678,6700
"San Leandro city, California",1600000US0668084,61935,4040,77028,4732
"Alhambra city, California",1600000US0600884,53011,5577,66978,4953
"Fayetteville city, Arkansas",1600000US0523290,38680,5417,76162,15220
"Springdale city, Arkansas",1600000US0566080,44192,4621,55558,5509
"Little Rock city, Arkansas",1600000US0541000,45999,3686,69090,4266
"Manteca city, California",1600000US0645484,64419,5542,77230,7597
"San Jose city, California",1600000US0668000,87210,2190,111952,2520
"San Francisco city, California",1600000US0667000,85070,3216,119215,3727
"Santa Clara city, California",1600000US0669084,91080,7696,114647,6950
"Waterloo city, Iowa",1600000US1982425,45516,5692,56555,3829
"Tampa city, Florida",1600000US1271000,45709,1810,74620,4122
"Hollywood city, Florida",1600000US1232000,45268,4827,61314,3840
"Plantation city, Florida",1600000US1257425,65152,8148,86476,6655
"Deltona city, Florida",1600000US1217200,37703,3038,45836,3177
"Albany city, Georgia",1600000US1301052,29613,5415,41439,3236
"Bolingbrook village, Illinois",1600000US1707133,73333,7764,83964,6786
"Joliet city, Illinois",1600000US1738570,60894,3188,73120,3094
"Melbourne city, Florida",1600000US1243975,41816,1792,52209,3665
"Kissimmee city, Florida",1600000US1236950,35246,3093,47784,5549
"Champaign city, Illinois",1600000US1712385,46817,5575,66546,5839
"Kalamazoo city, Michigan",1600000US2642160,31734,1839,48692,3900
"Lansing city, Michigan",1600000US2646000,36567,2201,45583,2325
"Casas Adobes CDP, Arizona",1600000US0410670,59882,3964,79787,9633
"Chino Hills city, California",1600000US0613214,99601,9310,114963,9715
"Fontana city, California",1600000US0624680,64399,6945,73133,3768
"Rancho Cucamonga city, California",1600000US0659451,71742,6194,90808,5041
"Upland city, California",1600000US0681344,54681,4210,73343,4344
"Norwalk city, California",1600000US0652526,63787,4580,72793,4312
"Santa Monica city, California",1600000US0670000,82096,11381,123793,11055
"South Gate city, California",1600000US0673080,43160,4494,52511,3007
"West Covina city, California",1600000US0684200,66333,5607,82014,4675
"Garden Grove city, California",1600000US0629000,58234,4082,73119,3819
"Laguna Niguel city, California",1600000US0639248,96732,11908,135323,11327
"Yorba Linda city, California",1600000US0686832,117368,11392,146668,12813
"Santa Maria city, California",1600000US0669196,52469,7164,63864,4423
"Santa Barbara city, California",1600000US0669070,62340,12239,94728,8290
"San Diego city, California",1600000US0666000,67799,2104,92389,2469
"Salinas city, California",1600000US0664224,52305,3395,66346,3375
"Fairfield city, California",1600000US0623182,70462,5689,84592,5593
"Vista city, California",1600000US0682996,52486,3242,64283,4665
"Visalia city, California",1600000US0682954,49556,4128,67009,4961
"Hayward city, California",1600000US0633000,66757,5757,85515,6163
"Livermore city, California",1600000US0641992,87815,12805,109988,8193
"Baldwin Park city, California",1600000US0603666,51270,3971,59234,4851
"Greeley city, Colorado",1600000US0832155,48873,3389,62076,3353
"Thornton city, Colorado",1600000US0877290,67169,4715,79983,4160
"Urban Honolulu CDP, Hawaii",1600000US1571550,61827,2053,81177,3000
"Riverview CDP, Florida",1600000US1260950,54502,4453,67983,4422
"Boynton Beach city, Florida",1600000US1207875,44529,4900,65259,5500
"The Villages CDP, Florida",1600000US1271625,53261,6101,75707,11876
"Springfield city, Illinois",1600000US1772000,48896,4302,68954,4835
"Fort Wayne city, Indiana",1600000US1825000,43257,2500,58757,3928
"Bloomington city, Minnesota",1600000US2706616,64115,5112,85069,5550
"Livonia city, Michigan",1600000US2649000,68668,2424,79225,3338
"Inglewood city, California",1600000US0636546,42592,3916,52470,3179
"Los Angeles city, California",1600000US0644000,50544,563,80620,1387
"Montgomery city, Alabama",1600000US0151000,41889,2229,57871,2676
"Palo Alto city, California",1600000US0655282,151370,7980,207228,17859
"Carson city, California",1600000US0611530,67435,6150,77013,5179
"Compton city, California",1600000US0615044,46353,5328,55541,4260
"Westminster city, California",1600000US0684550,54622,6853,71403,5625
"South San Francisco city, California",1600000US0673262,86191,7248,99722,7457
"Oxnard city, California",1600000US0654652,59515,4495,73384,3782
"Lakewood city, Colorado",1600000US0843000,54063,4522,72290,4035
"Yuma city, Arizona",1600000US0485540,43322,3779,60769,4928
"Des Moines city, Iowa",1600000US1921000,47888,2891,60244,3105
"Norwalk city, Connecticut",1600000US0955990,75285,5867,106419,6478
"Atlanta city, Georgia",1600000US1304000,46777,1621,83565,3528
"Columbus city, Georgia",1600000US1319000,42176,2929,58851,3505
"Lauderhill city, Florida",1600000US1239550,40810,3563,46723,3891
"Miramar city, Florida",1600000US1245975,67921,9410,78741,6280
"Jacksonville city, Florida",1600000US1235000,44591,1689,61506,1796
"Alafaya CDP, Florida",1600000US1200410,58199,6389,79562,9851
"Lakewood city, California",1600000US0639892,81106,4656,91855,6244
"Hesperia city, California",1600000US0633434,46952,5488,55791,4838
"Denver city, Colorado",1600000US0820000,54941,1939,81880,3291
"Boulder city, Colorado",1600000US0807850,62797,7425,89474,7938
"Elk Grove city, California",1600000US0622020,81768,4874,98196,5868
"Mountain View city, California",1600000US0649670,100318,10236,127326,8777
"Lake Forest city, California",1600000US0639496,96655,9301,112498,8423
"Santa Ana city, California",1600000US0669000,50797,2061,64503,2775
"East Los Angeles CDP, California",1600000US0620802,38661,3527,48804,3313
