Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Guaynabo zona urbana, Puerto Rico",1600000US7232522,36743,3248,56501,4554
"Independence city, Missouri",1600000US2935000,44049,3992,52994,2783
"O'Fallon city, Missouri",1600000US2954074,76566,6283,84585,4944
"Jersey City city, New Jersey",1600000US3436000,56794,5092,80947,4235
"Fayetteville city, North Carolina",1600000US3722920,44322,1654,54282,2147
"Newport News city, Virginia",1600000US5156000,47476,2432,59589,3058
"Lynchburg city, Virginia",1600000US5147672,36912,3224,52602,4333
"Centreville CDP, Virginia",1600000US5114440,105851,10607,130174,10862
"Alexandria city, Virginia",1600000US5101000,81160,6590,110919,5203
"Oshkosh city, Wisconsin",1600000US5560500,45587,3607,55455,5501
"Trenton city, New Jersey",1600000US3474000,31311,2029,40124,3083
"Yonkers city, New York",1600000US3684000,55298,3113,74894,3964
"Parma city, Ohio",1600000US3961000,47541,3627,54509,3396
"Lorain city, Ohio",1600000US3944856,33940,2633,44346,3115
"Broken Arrow city, Oklahoma",1600000US4009050,61917,2561,73798,3118
"Spokane city, Washington",1600000US5367000,40925,1863,54803,2431
"Spokane Valley city, Washington",1600000US5367167,46983,4137,58681,4214
"Garland city, Texas",1600000US4829000,49652,3082,62773,2825
"Richardson city, Texas",1600000US4861796,71082,6847,87294,5913
"Harlingen city, Texas",1600000US4832372,30345,3169,47261,5386
"Bryan city, Texas",1600000US4810912,41677,4854,56103,5025
"Temple city, Texas",1600000US4872176,50437,5583,62342,5660
"Sioux Falls city, South Dakota",1600000US4659020,48261,1889,64239,3513
"Charleston city, South Carolina",1600000US4513330,49266,3745,72990,5918
"Racine city, Wisconsin",1600000US5566000,38034,5073,49543,4100
"Milwaukee city, Wisconsin",1600000US5553000,34042,1431,46852,1209
"Kenosha city, Wisconsin",1600000US5539225,50455,4202,61165,3826
"St. Joseph city, Missouri",1600000US2964550,38478,4484,50554,3449
"Clifton city, New Jersey",1600000US3413690,64662,7172,83126,6911
"Fargo city, North Dakota",1600000US3825700,45360,3526,67351,4340
"Edinburg city, Texas",1600000US4822660,44656,5499,55018,5140
"Virginia Beach city, Virginia",1600000US5182000,61626,1312,79970,2558
"Beaverton city, Oregon",1600000US4105350,51801,3437,70203,5388
"Bend city, Oregon",1600000US4105800,52796,4637,69088,7648
"Rock Hill city, South Carolina",1600000US4561405,39296,4411,51382,4494
"North Charleston city, South Carolina",1600000US4550875,38258,2285,49482,3582
"Bayamón zona urbana, Puerto Rico",1600000US7206593,23625,1757,32379,1421
"Madison city, Wisconsin",1600000US5548000,51180,2146,69879,3772
"Billings city, Montana",1600000US3006550,46914,3106,61511,4251
"Passaic city, New Jersey",1600000US3456550,35068,4291,49974,5613
"Gastonia city, North Carolina",1600000US3725580,42743,5828,54482,3493
"Asheville city, North Carolina",1600000US3702140,43423,3688,58921,4432
"Toledo city, Ohio",1600000US3977000,31655,1524,41836,1253
"San Angelo city, Texas",1600000US4864472,43980,4028,57029,4003
"Austin city, Texas",1600000US4805000,52453,2337,76287,2268
"Kent city, Washington",1600000US5335415,53404,3299,67188,4114
"Auburn city, Washington",1600000US5303180,49996,3483,64054,3970
"Yakima city, Washington",1600000US5380010,40693,2909,54189,6048
"Allentown city, Pennsylvania",1600000US4202000,36158,3374,47744,3024
"Pittsburgh city, Pennsylvania",1600000US4261000,39884,1956,61528,2806
"Ponce zona urbana, Puerto Rico",1600000US7263820,16451,873,25272,2002
"Carolina zona urbana, Puerto Rico",1600000US7214290,30419,1824,37043,1890
"Caguas zona urbana, Puerto Rico",1600000US7210334,21428,2439,31890,3786
"Union City city, New Jersey",1600000US3474630,39890,6110,57826,8579
"Paterson city, New Jersey",1600000US3457000,32416,2763,47207,3227
"Jacksonville city, North Carolina",1600000US3734200,41396,2898,54181,5091
"Charlotte city, North Carolina",1600000US3712000,50950,1475,76682,2480
"Akron city, Ohio",1600000US3901000,32645,2493,43050,1836
"Norman city, Oklahoma",1600000US4052500,49210,4208,69917,6098
"Richmond city, Virginia",1600000US5167000,38185,3187,57898,3531
"Seattle city, Washington",1600000US5363000,64473,2929,89972,2821
"Carrollton city, Texas",1600000US4813024,66329,4980,86608,6379
"Dallas city, Texas",1600000US4819000,41354,823,66568,1608
"Round Rock city, Texas",1600000US4863500,70896,5341,80574,5211
"Suffolk city, Virginia",1600000US5176432,65394,5344,77578,4149
"Tyler city, Texas",1600000US4874144,41210,3495,62129,5293
"College Station city, Texas",1600000US4815976,32339,4158,53827,4560
"Corpus Christi city, Texas",1600000US4817000,49336,2044,63423,2305
"Lawton city, Oklahoma",1600000US4041850,43683,1667,51574,2826
"Green Bay city, Wisconsin",1600000US5531000,38579,3653,54982,5716
"Lincoln city, Nebraska",1600000US3128000,48070,1917,63279,2162
"Elizabeth city, New Jersey",1600000US3421000,39937,3358,51197,3289
"Camden city, New Jersey",1600000US3410000,25681,3692,37759,3554
"Winston-Salem city, North Carolina",1600000US3775000,37592,1819,58640,3557
"Oklahoma City city, Oklahoma",1600000US4055000,43352,1669,62331,3221
"Roanoke city, Virginia",1600000US5168000,37890,5270,51118,3277
"Chesapeake city, Virginia",1600000US5116000,65562,3838,79560,3472
"Mission city, Texas",1600000US4848768,36208,5269,57600,8708
"Waukesha city, Wisconsin",1600000US5584250,54615,3490,66403,4701
"Baytown city, Texas",1600000US4806128,46673,7429,60058,4894
"Bethlehem city, Pennsylvania",1600000US4206088,41014,4885,52612,4309
"Newark city, New Jersey",1600000US3451000,31293,1386,41370,1532
"Cary town, North Carolina",1600000US3710740,86151,5202,105740,4849
"Durham city, North Carolina",1600000US3719000,49332,3022,68876,4006
"Dayton city, Ohio",1600000US3921000,27033,2058,38521,2464
"Columbus city, Ohio",1600000US3918000,43844,1545,56403,1153
"Longview city, Texas",1600000US4843888,40067,3714,54605,4416
"Pasadena city, Texas",1600000US4856000,44930,4456,59145,3890
"Pearland city, Texas",1600000US4856348,85393,7949,100485,11071
"Orem city, Utah",1600000US4957300,52747,4608,69701,7617
"Provo city, Utah",1600000US4962470,36972,3000,50836,3919
"Portland city, Oregon",1600000US4159000,52158,1914,72186,2186
"Hillsboro city, Oregon",1600000US4134100,62474,3261,73588,4539
"Gresham city, Oregon",1600000US4131250,45747,3163,56833,3209
"Murfreesboro city, Tennessee",1600000US4751560,51496,3880,62587,3715
"Clarksville city, Tennessee",1600000US4715160,44560,3594,53378,2815
"Mayagüez zona urbana, Puerto Rico",1600000US7252431,14342,1498,23062,2549
"San Juan zona urbana, Puerto Rico",1600000US7276770,22077,1047,38166,2855
"Omaha city, Nebraska",1600000US3137000,45159,1468,61347,1543
"Syracuse city, New York",1600000US3673000,28807,2467,41518,2103
"Schenectady city, New York",1600000US3665508,35508,4864,46754,3564
"Concord city, North Carolina",1600000US3714100,51723,4455,70070,5622
"Cleveland city, Ohio",1600000US3916000,24257,1400,36554,1685
"Youngstown city, Ohio",1600000US3988000,23009,1474,32084,1769
"Beaumont city, Texas",1600000US4807000,35859,3776,56499,6519
"Waco city, Texas",1600000US4876000,31841,1908,46336,3339
"Abilene city, Texas",1600000US4801000,41197,2355,53271,3847
"Amarillo city, Texas",1600000US4803000,46028,1598,57520,2516
"Mesquite city, Texas",1600000US4847892,47408,3619,59121,3110
"Grand Prairie city, Texas",1600000US4830464,55908,6950,67359,4297
"Lewisville city, Texas",1600000US4842508,52643,4159,64145,3924
"St. George city, Utah",1600000US4965330,40299,3627,54389,5036
"Reading city, Pennsylvania",1600000US4263624,25656,2635,34010,2239
"Scranton city, Pennsylvania",1600000US4269000,35980,2734,47399,3014
"Columbia city, South Carolina",1600000US4516000,41837,1734,61481,4013
"Las Vegas city, Nevada",1600000US3240000,47415,1771,64721,2471
"Sparks city, Nevada",1600000US3268400,48819,2941,59497,3099
"Paradise CDP, Nevada",1600000US3254600,42404,3262,56352,3483
"Sunrise Manor CDP, Nevada",1600000US3271400,37279,2655,48526,2556
"Reno city, Nevada",1600000US3260600,43218,3027,59098,2710
"Albuquerque city, New Mexico",1600000US3502000,45373,2028,61689,1720
"Denton city, Texas",1600000US4819972,47367,4029,59723,3916
"Appleton city, Wisconsin",1600000US5502375,51319,1917,66698,4621
"Rapid City city, South Dakota",1600000US4652980,44626,4957,58883,3552
"North Las Vegas city, Nevada",1600000US3251800,49586,3695,59253,2964
"Enterprise CDP, Nevada",1600000US3223770,65113,7132,75796,5170
"Spring Valley CDP, Nevada",1600000US3268585,48218,2947,65300,4524
"Canton city, Ohio",1600000US3912000,31528,2305,39832,2750
"Wichita Falls city, Texas",1600000US4879000,45847,3029,63795,5378
"Tacoma city, Washington",1600000US5370000,51258,2631,62428,2693
"Kennewick city, Washington",1600000US5335275,50841,10507,69370,6909
"League City city, Texas",1600000US4841980,81046,5187,96151,6348
"Layton city, Utah",1600000US4943660,66439,5654,73342,5931
"West Jordan city, Utah",1600000US4982950,65936,3499,73677,4009
"Sandy city, Utah",1600000US4967440,71932,8358,92729,6623
"Eugene city, Oregon",1600000US4123850,39150,2971,59894,4390
"Memphis city, Tennessee",1600000US4748000,33563,1381,50933,1742
"Jackson city, Tennessee",1600000US4737640,35217,6092,51145,4069
"Lee's Summit city, Missouri",1600000US2941348,74553,6015,87974,5489
"Wilmington city, North Carolina",1600000US3774440,46225,3313,63958,4093
"Brownsville city, Texas",1600000US4810768,29619,3150,46397,4132
"Flower Mound town, Texas",1600000US4826232,113683,13295,132314,9512
"Pasco city, Washington",1600000US5353545,55073,6346,61090,6543
"Irving city, Texas",1600000US4837000,50987,2561,69459,3668
"Missouri City city, Texas",1600000US4848804,84511,10847,95580,7450
"Plano city, Texas",1600000US4858016,81475,3919,109492,5538
"Everett city, Washington",1600000US5322640,44832,3643,55466,2687
"Frisco city, Texas",1600000US4827684,111687,6086,126102,5623
"Chattanooga city, Tennessee",1600000US4714000,40116,3377,57891,3645
"Columbia city, Missouri",1600000US2915670,40118,3359,64429,4914
"Springfield city, Missouri",1600000US2970000,32156,1392,43408,3889
"St. Charles city, Missouri",1600000US2964082,52330,5646,69166,4779
"East Orange city, New Jersey",1600000US3419390,36068,2537,45828,2832
"El Paso city, Texas",1600000US4824000,40974,1166,56620,2264
"Houston city, Texas",1600000US4835000,42847,1038,68953,1518
"The Woodlands CDP, Texas",1600000US4872656,105151,10627,140021,11962
"Bellingham city, Washington",1600000US5305280,41718,4231,54593,4039
"El Cajon city, California",1600000US0621712,40473,5076,55404,4730
"Victorville city, California",1600000US0682590,44426,7134,55128,6200
"Anaheim city, California",1600000US0602000,55464,3174,73270,3582
"Fullerton city, California",1600000US0628000,61943,2768,85646,6041
"Huntington Beach city, California",1600000US0636000,80020,4606,108117,5454
"Tustin city, California",1600000US0680854,64243,9206,85255,7191
"Montgomery city, Alabama",1600000US0151000,40536,2217,57485,3389
"Jurupa Valley city, California",1600000US0637692,50584,6101,62762,5067
"Carlsbad city, California",1600000US0611194,78238,6106,104009,8071
"Chula Vista city, California",1600000US0613392,62421,3996,73950,3407
"Antioch city, California",1600000US0602252,59971,7826,73748,5728
"Huntsville city, Alabama",1600000US0137000,47818,3181,69008,3747
"Modesto city, California",1600000US0648354,45267,3206,62415,3027
"Turlock city, California",1600000US0680812,48617,6325,66832,6848
"Rialto city, California",1600000US0660466,48197,4194,59747,6999
"Gilbert town, Arizona",1600000US0427400,79916,4051,92443,4564
"Longmont city, Colorado",1600000US0845970,58789,7332,73329,5138
"Scottsdale city, Arizona",1600000US0465000,72102,4332,109302,6854
"Avondale city, Arizona",1600000US0404720,51237,7612,66710,9409
"Tempe city, Arizona",1600000US0473000,45009,3591,62223,4274
"Goodyear city, Arizona",1600000US0428380,73022,5937,81425,6249
"Evansville city, Indiana",1600000US1822000,34104,2493,45697,2533
"Lexington-Fayette urban county, Kentucky",1600000US2146027,46248,1756,67961,2633
"Louisville/Jefferson County metro government (balance), Kentucky",1600000US2148006,43035,1498,59087,1977
"Kansas City city, Kansas",1600000US2036000,35876,1882,45827,1591
"Nampa city, Idaho",1600000US1656260,36086,5164,43045,3190
"Palm Coast city, Florida",1600000US1254200,43280,3051,55310,4889
"Palm Bay city, Florida",1600000US1254000,36802,3567,50811,3565
"Brandon CDP, Florida",1600000US1208150,53235,3378,68604,8187
"Lawrence city, Massachusetts",1600000US2534550,30509,3087,44171,3337
"Florence-Graham CDP, California",1600000US0624477,32788,3644,41042,3803
"Hawthorne city, California",1600000US0632548,38339,3061,54521,4786
"Yuba City city, California",1600000US0686972,45023,5014,64841,9886
"Sunnyvale city, California",1600000US0677000,101611,3081,120956,6576
"San Diego city, California",1600000US0666000,62395,1798,85136,1755
"Fayetteville city, Arkansas",1600000US0523290,36689,5683,55434,4525
"Springdale city, Arkansas",1600000US0566080,38872,3638,54745,4426
"Daly City city, California",1600000US0617918,64206,3019,81768,5186
"Silver Spring CDP, Maryland",1600000US2472450,71797,7308,92510,5688
"Germantown CDP, Maryland",1600000US2432025,81525,5069,97340,5550
"Frederick city, Maryland",1600000US2430325,62378,4488,75870,4460
"Savannah city, Georgia",1600000US1369000,33167,2704,45394,2671
"Fort Myers city, Florida",1600000US1224125,35348,4737,54119,6246
"Town 'n' Country CDP, Florida",1600000US1272145,45464,5246,62036,5497
"Westland city, Michigan",1600000US2686000,43551,4073,54414,3057
"Ann Arbor city, Michigan",1600000US2603000,50648,3094,72175,3734
"Grand Rapids city, Michigan",1600000US2634000,38643,2081,49327,2695
"Sterling Heights city, Michigan",1600000US2676460,57955,5845,70846,4445
"Elk Grove city, California",1600000US0622020,76835,8184,89966,5728
"Mountain View city, California",1600000US0649670,91422,9969,127622,9074
"Lake Forest city, California",1600000US0639496,82689,7865,104459,6571
"Santa Ana city, California",1600000US0669000,53593,2669,66912,4004
"Whittier city, California",1600000US0685292,60408,5750,84130,6815
"Stockton city, California",1600000US0675000,43321,2519,58114,2434
"Long Beach city, California",1600000US0643000,47837,2330,67438,2519
"Pasadena city, California",1600000US0656000,65423,6372,94006,5715
"Pomona city, California",1600000US0658072,46300,2239,58784,3934
"San Mateo city, California",1600000US0668252,77820,4603,103999,6288
"Richmond city, California",1600000US0660620,51765,2911,70099,7125
"Bakersfield city, California",1600000US0603526,53693,2317,69393,3422
"Corona city, California",1600000US0616350,75390,5198,85936,4891
"Roseville city, California",1600000US0662938,70816,5541,86793,4188
"Chino city, California",1600000US0613210,66035,5179,78712,5728
"San Bernardino city, California",1600000US0665000,37244,4041,48626,2642
"Santa Monica city, California",1600000US0670000,71225,10390,111031,10855
"South Gate city, California",1600000US0673080,41942,4178,53759,3458
"West Covina city, California",1600000US0684200,63203,5364,77025,5751
"Garden Grove city, California",1600000US0629000,55481,4574,68489,3917
"Yorba Linda city, California",1600000US0686832,115194,8956,134676,10738
"Santa Maria city, California",1600000US0669196,44349,5403,55175,4047
"Santa Barbara city, California",1600000US0669070,64766,7505,86262,5490
"Downey city, California",1600000US0619766,60676,6630,72094,5763
"Glendale city, California",1600000US0630000,51897,3768,73477,3332
"Palmdale city, California",1600000US0655156,48169,3847,63506,3695
"Redondo Beach city, California",1600000US0660018,104516,7327,128207,10273
"Torrance city, California",1600000US0680000,71790,4787,86954,4826
"Salinas city, California",1600000US0664224,50598,3944,62516,3982
"Fairfield city, California",1600000US0623182,63020,3771,78930,5511
"Palo Alto city, California",1600000US0655282,117251,14230,182421,17120
"Concord city, California",1600000US0616000,64164,5489,81392,5083
"San Ramon city, California",1600000US0668378,122357,13167,140497,8535
"Redding city, California",1600000US0659920,41866,3575,59122,4094
"Manteca city, California",1600000US0645484,55563,9674,69964,6011
"San Jose city, California",1600000US0668000,80090,2058,101390,2773
"San Francisco city, California",1600000US0667000,73012,2985,107259,3366
"Santa Clara city, California",1600000US0669084,92390,6817,106973,8282
"Vista city, California",1600000US0682996,40959,5128,52153,3706
"Lakewood city, California",1600000US0639892,74748,7366,84205,5132
"Hesperia city, California",1600000US0633434,38058,4097,46381,3472
"Ellicott City CDP, Maryland",1600000US2426000,116246,10178,137748,9073
"Bloomington city, Indiana",1600000US1805860,27643,3637,47262,5369
"Wilmington city, Delaware",1600000US1077580,38468,6202,60400,7649
"Columbus city, Georgia",1600000US1319000,45178,3172,60244,3911
"Spring Hill CDP, Florida",1600000US1268350,36625,3061,47158,3542
"Miami Gardens city, Florida",1600000US1245060,36959,4853,50181,5283
"St. Cloud city, Minnesota",1600000US2756896,43911,5254,57308,4593
"Brooklyn Park city, Minnesota",1600000US2707966,61687,7542,73586,4517
"Rancho Cordova city, California",1600000US0659444,45400,4886,59191,3712
"Riverside city, California",1600000US0662000,52697,3314,68943,3530
"Temecula city, California",1600000US0678120,81868,5490,88956,5028
"Mission Viejo city, California",1600000US0648256,95520,6413,112076,7243
"Newport Beach city, California",1600000US0651182,112259,6976,187664,22010
"Berkeley city, California",1600000US0606000,65887,9213,97735,7785
"Fremont city, California",1600000US0626000,100574,2518,117683,4723
"Bellflower city, California",1600000US0604982,47785,5176,60099,4457
"Arden-Arcade CDP, California",1600000US0602553,41759,5949,63228,4981
"Citrus Heights city, California",1600000US0613588,49143,4117,58726,3964
"San Marcos city, California",1600000US0668196,50260,6070,63508,6342
"Santa Rosa city, California",1600000US0670098,57653,4505,75874,4969
"Irvine city, California",1600000US0636770,96278,6230,116146,8801
"Vacaville city, California",1600000US0681554,70848,3785,83552,4827
"Chino Hills city, California",1600000US0613214,82241,8567,95004,8009
"Fontana city, California",1600000US0624680,61085,3058,71630,4745
"Rancho Cucamonga city, California",1600000US0659451,74118,6488,91310,6038
"Upland city, California",1600000US0681344,56480,8171,74511,5971
"Buena Park city, California",1600000US0608786,64889,3752,76131,5170
"San Leandro city, California",1600000US0668084,62179,5929,75817,4626
"Alhambra city, California",1600000US0600884,57464,5501,72200,4362
"Norwalk city, California",1600000US0652526,59476,3439,69697,6520
"Indio city, California",1600000US0636448,46822,5344,61664,5173
"Murrieta city, California",1600000US0650076,66306,5599,82992,6400
"Clovis city, California",1600000US0614218,59627,7162,77500,7136
"Chico city, California",1600000US0613014,39087,3947,53794,3247
"Peoria city, Arizona",1600000US0454050,61880,5143,75614,3450
"Camarillo city, California",1600000US0610046,86735,6795,102552,8003
"Simi Valley city, California",1600000US0672016,82223,6432,104489,6940
"Thousand Oaks city, California",1600000US0678582,87402,5987,118681,12688
"Folsom city, California",1600000US0624638,98359,8528,104586,5628
"Sacramento city, California",1600000US0664000,48546,2666,64472,2635
"Lancaster city, California",1600000US0640130,46380,3958,58991,4167
"Colorado Springs city, Colorado",1600000US0816000,52622,1695,69599,3089
"Pueblo city, Colorado",1600000US0862000,34362,3101,44995,2521
"Metairie CDP, Louisiana",1600000US2250115,49747,2883,70087,4242
"Columbia CDP, Maryland",1600000US2419125,101267,5946,122906,7824
"Baltimore city, Maryland",1600000US2404000,39241,1252,55699,1546
"Washington city, District of Columbia",1600000US1150000,66583,2040,102160,3036
"Bridgeport city, Connecticut",1600000US0908000,37571,5285,53331,4046
"Waterbury city, Connecticut",1600000US0980000,39355,2970,51761,3484
"St. Petersburg city, Florida",1600000US1263000,45119,3054,63399,3371
"Cape Coral city, Florida",1600000US1210275,48619,3965,60141,3391
"Evanston city, Illinois",1600000US1724582,68169,6276,100110,9355
"Skokie village, Illinois",1600000US1770122,57422,6361,81812,7258
"Pembroke Pines city, Florida",1600000US1255775,58149,7655,73409,4280
"Pompano Beach city, Florida",1600000US1258050,41047,2970,57384,4315
"Gainesville city, Florida",1600000US1225175,28914,2563,47739,5633
"Sandy Springs city, Georgia",1600000US1368516,61118,7769,111115,11092
"Augusta-Richmond County consolidated government (balance), Georgia",1600000US1304204,36919,2135,49985,2985
"Athens-Clarke County unified government (balance), Georgia",1600000US1303440,32503,2589,50428,3624
"Johns Creek city, Georgia",1600000US1342425,100478,12533,126790,9653
"Farmington Hills city, Michigan",1600000US2627440,63781,5880,93368,7775
"Birmingham city, Alabama",1600000US0107000,30701,1518,43048,2504
"Hoover city, Alabama",1600000US0135896,70583,7799,95990,6820
"Fresno city, California",1600000US0627000,38386,2598,55151,2142
"Oceanside city, California",1600000US0653322,59640,3531,72473,4312
"Yuma city, Arizona",1600000US0485540,41624,3471,51330,3108
"Greeley city, Colorado",1600000US0832155,44780,4663,58232,4399
"Thornton city, Colorado",1600000US0877290,60972,3679,69169,3467
"San Tan Valley CDP, Arizona",1600000US0464210,57331,6046,62968,5261
"Gary city, Indiana",1600000US1827000,24914,2655,38673,3139
"Lafayette city, Louisiana",1600000US2240735,40396,2944,63965,5339
"Overland Park city, Kansas",1600000US2053775,70289,2930,93353,4101
"Olathe city, Kansas",1600000US2052575,76836,3324,85371,4276
"Boise City city, Idaho",1600000US1608830,47446,3495,65081,2974
"Meridian city, Idaho",1600000US1652120,64596,6042,79490,9955
"Champaign city, Illinois",1600000US1712385,45864,4213,62878,5305
"Schaumburg village, Illinois",1600000US1768003,71367,5670,80525,4825
"Springfield city, Illinois",1600000US1772000,48683,3264,63280,3171
"Kalamazoo city, Michigan",1600000US2642160,30214,2803,43858,3523
"Livonia city, Michigan",1600000US2649000,67934,3086,79143,3571
"St. Paul city, Minnesota",1600000US2758000,48235,2401,64021,2167
"Tucson city, Arizona",1600000US0477000,35354,1246,48688,1615
"Alameda city, California",1600000US0600562,74860,7098,102253,9241
"Lynwood city, California",1600000US0644574,41864,2778,52115,4247
"Redwood City city, California",1600000US0660102,76206,4464,103798,7916
"Pittsburg city, California",1600000US0657456,51950,3424,62872,4667
"Walnut Creek city, California",1600000US0683346,77926,8406,108596,10073
"Carson city, California",1600000US0611530,68752,5209,78489,5320
"Compton city, California",1600000US0615044,41060,1328,52539,4419
"Westminster city, California",1600000US0684550,51270,3674,71008,4622
"South San Francisco city, California",1600000US0673262,72206,8830,89868,8132
"Oxnard city, California",1600000US0654652,57351,3906,71455,3721
"Little Rock city, Arkansas",1600000US0541000,45951,2467,66512,3898
"Surprise city, Arizona",1600000US0471510,59553,4052,67707,3963
"Fort Smith city, Arkansas",1600000US0524550,35989,2857,50880,4950
"Indianapolis city (balance), Indiana",1600000US1836003,40854,1245,56047,1417
"Waterloo city, Iowa",1600000US1982425,45799,3660,52525,3206
"Shreveport city, Louisiana",1600000US2270000,40065,2668,58753,3494
"New Orleans city, Louisiana",1600000US2255000,34361,1798,59423,2714
"Aurora city, Illinois",1600000US1703012,58675,4136,74638,3326
"Boca Raton city, Florida",1600000US1207300,67612,7466,109440,9882
"Lakeland city, Florida",1600000US1238250,39997,3185,52901,3460
"Pine Hills CDP, Florida",1600000US1256825,35714,4077,47592,4124
"Clearwater city, Florida",1600000US1212875,43288,3742,62204,5020
"Highlands Ranch CDP, Colorado",1600000US0836410,98580,6696,116000,6543
"Lansing city, Michigan",1600000US2646000,33514,2247,42149,2329
"Anchorage municipality, Alaska",1600000US0203000,72575,4103,92256,3782
"Napa city, California",1600000US0650258,65217,6492,79334,5224
"Escondido city, California",1600000US0622804,45466,3732,63402,4639
"Menifee city, California",1600000US0646842,50463,5654,58786,2769
"Costa Mesa city, California",1600000US0616532,62656,5268,80159,5355
"Orange city, California",1600000US0653980,74117,4708,91358,5073
"El Monte city, California",1600000US0622230,40902,2863,50928,3246
"Moreno Valley city, California",1600000US0649270,50880,2496,59766,2484
"Redlands city, California",1600000US0659962,61681,6029,83475,8069
