Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Chandler city, Arizona",1600000US0412000,70122,3623,84149,3254
"Glendale city, Arizona",1600000US0427820,45765,2481,58752,2316
"Mesa city, Arizona",1600000US0446000,47256,2307,61259,2332
"Flagstaff city, Arizona",1600000US0423620,48522,5915,64998,6089
"Phoenix city, Arizona",1600000US0455000,44153,1098,61436,1221
"Visalia city, California",1600000US0682954,50097,4075,63977,4793
"Hayward city, California",1600000US0633000,60586,3511,79375,5710
"Livermore city, California",1600000US0641992,100222,7488,115212,7522
"Baldwin Park city, California",1600000US0603666,50972,2975,59754,4888
"Inglewood city, California",1600000US0636546,41649,3726,54346,4407
"Jonesboro city, Arkansas",1600000US0535710,43353,4397,61112,7117
"Newton city, Massachusetts",1600000US2545560,125642,8980,176121,15222
"Lowell city, Massachusetts",1600000US2537000,45271,6062,57849,3675
"Fall River city, Massachusetts",1600000US2523000,31143,2950,42995,2663
"Deerfield Beach city, Florida",1600000US1216725,37070,3718,48900,4272
"Largo city, Florida",1600000US1239425,36920,3164,50956,5772
"West Palm Beach city, Florida",1600000US1276600,40229,5224,65780,6822
"Lehigh Acres CDP, Florida",1600000US1239925,36295,2700,41804,2017
"Rochester Hills city, Michigan",1600000US2669035,81635,8654,98020,5306
"Ontario city, California",1600000US0653896,52014,3177,58622,2665
"Pleasanton city, California",1600000US0657792,112665,7732,137901,11353
"Oakland city, California",1600000US0653000,48196,2268,75743,3339
"Burbank city, California",1600000US0608954,66844,7038,81645,4679
"East Los Angeles CDP, California",1600000US0620802,35171,3564,43571,2593
"Apple Valley town, California",1600000US0602364,40313,4068,56628,5703
"San Buenaventura (Ventura) city, California",1600000US0665042,62077,4181,76797,3849
"Santa Clarita city, California",1600000US0669088,78894,7700,98840,6340
"Quincy city, Massachusetts",1600000US2555745,58051,6640,73109,5309
"Cambridge city, Massachusetts",1600000US2511000,76264,3208,117403,11117
"Danbury city, Connecticut",1600000US0918430,61708,7804,76794,4456
"New Haven city, Connecticut",1600000US0952000,36530,4415,56762,3830
"Stamford city, Connecticut",1600000US0973000,75771,5987,113270,8209
"Bolingbrook village, Illinois",1600000US1707133,77632,6653,85062,5299
"Joliet city, Illinois",1600000US1738570,61269,2417,75384,5953
"Sunrise city, Florida",1600000US1269700,50097,3836,62671,5775
"Dearborn city, Michigan",1600000US2621000,44021,5785,55917,3445
"Detroit city, Michigan",1600000US2622000,23600,1186,35538,1187
"Jackson city, Mississippi",1600000US2836000,30219,2082,50214,5290
"Lakewood city, Colorado",1600000US0843000,53967,2822,70005,3340
"Denver city, Colorado",1600000US0820000,50488,1534,74611,2959
"Boulder city, Colorado",1600000US0807850,56274,6829,84225,6650
"Baton Rouge city, Louisiana",1600000US2205000,38806,2852,58739,3268
"South Bend city, Indiana",1600000US1871000,32606,2088,44526,2759
"Fort Lauderdale city, Florida",1600000US1224000,50997,3857,73322,4230
"Fort Wayne city, Indiana",1600000US1825000,42540,1882,55824,2094
"Waukegan city, Illinois",1600000US1779293,40149,5646,54898,4879
"Rochester city, Minnesota",1600000US2754880,61741,3589,75700,3475
"Dothan city, Alabama",1600000US0121184,42665,2738,64223,4472
"Muncie city, Indiana",1600000US1851876,30213,2524,39851,3291
"Waldorf CDP, Maryland",1600000US2481175,87360,11013,99260,7069
"Kenner city, Louisiana",1600000US2239475,45638,4629,60659,3751
"Elgin city, Illinois",1600000US1723074,57305,5154,70144,5156
"Bloomington city, Illinois",1600000US1706613,61171,4891,72552,3516
"Tallahassee city, Florida",1600000US1270600,39913,3523,55804,3354
"Arvada city, Colorado",1600000US0803455,61921,5468,80660,4680
"Hemet city, California",1600000US0633182,30141,3014,41975,3142
"Perris city, California",1600000US0656700,44200,5262,47731,3241
"Portland city, Maine",1600000US2360545,42155,5319,56034,3619
"Des Moines city, Iowa",1600000US1921000,45001,2145,56661,2695
"Westminster city, Colorado",1600000US0883835,65244,4074,79574,4688
"Cicero town, Illinois",1600000US1714351,39680,4515,50827,4000
"Melbourne city, Florida",1600000US1243975,36171,2002,51964,5125
"Centennial city, Colorado",1600000US0812815,88598,6002,109297,7078
"Fort Collins city, Colorado",1600000US0827425,51343,2934,72265,4697
"Loveland city, Colorado",1600000US0846465,56798,3902,67822,5694
"Minneapolis city, Minnesota",1600000US2743000,47604,1951,68726,2158
"Plymouth city, Minnesota",1600000US2751730,86419,7856,116559,8320
"Vallejo city, California",1600000US0681666,52388,5073,64921,3475
"Milpitas city, California",1600000US0647766,101644,9866,118897,9979
"Cedar Rapids city, Iowa",1600000US1912000,51429,2095,65679,3437
"Iowa City city, Iowa",1600000US1938595,40926,3137,56122,3530
"Alafaya CDP, Florida",1600000US1200410,60305,4710,68842,6881
"Port St. Lucie city, Florida",1600000US1258715,47852,3566,62659,4917
"Orlando city, Florida",1600000US1253000,41695,1924,57482,3622
"New Britain city, Connecticut",1600000US0950370,37034,4120,48927,3384
"Hartford city, Connecticut",1600000US0937000,27753,2317,41162,2490
"Peoria city, Illinois",1600000US1759000,40929,3012,60875,4022
"Decatur city, Illinois",1600000US1718823,37397,3183,48206,2652
"Macon city, Georgia",1600000US1349000,23127,3119,37453,3365
"Weston city, Florida",1600000US1276582,83696,10265,112379,10599
"Lauderhill city, Florida",1600000US1239550,34161,4378,43747,3430
"Miramar city, Florida",1600000US1245975,64907,4679,73998,5472
"Jacksonville city, Florida",1600000US1235000,42800,1456,58712,1970
"Urban Honolulu CDP, Hawaii",1600000US1571550,59464,2561,76679,2801
"Troy city, Michigan",1600000US2680700,81800,7374,101050,7420
"Wyoming city, Michigan",1600000US2688940,44793,5480,53657,3678
"Casas Adobes CDP, Arizona",1600000US0410670,49447,4995,62112,4690
"Merced city, California",1600000US0646898,36027,4413,51856,5046
"Tracy city, California",1600000US0680238,69514,11759,88915,7891
"Glen Burnie CDP, Maryland",1600000US2432650,57589,5896,73345,4737
"Lawrence city, Kansas",1600000US2038900,47755,7115,65023,4794
"Norwalk city, Connecticut",1600000US0955990,70580,4239,110124,9503
"Kendall CDP, Florida",1600000US1236100,57527,4505,84262,7606
"Miami Beach city, Florida",1600000US1245025,41403,2934,95960,14506
"Warner Robins city, Georgia",1600000US1380508,42265,7103,51179,5048
"Rockford city, Illinois",1600000US1765000,37363,2439,52919,3373
"Carmel city, Indiana",1600000US1810342,104433,8115,139085,12113
"New Bedford city, Massachusetts",1600000US2545000,35555,2207,46430,2474
"Lynn city, Massachusetts",1600000US2537490,41286,3990,57615,4760
"Worcester city, Massachusetts",1600000US2582000,43492,4494,59885,4328
"Boston city, Massachusetts",1600000US2507000,51642,1661,78360,3249
"Somerville city, Massachusetts",1600000US2562535,62133,6001,78504,5536
"Los Angeles city, California",1600000US0644000,46803,663,72528,1151
"Lafayette city, Indiana",1600000US1840788,40393,4403,45984,3002
"Sioux City city, Iowa",1600000US1973335,39575,5714,49597,3511
"Lake Charles city, Louisiana",1600000US2241155,32575,5299,52711,4859
"Albany city, Georgia",1600000US1301052,28461,3536,45607,6098
"Chicago city, Illinois",1600000US1714000,45214,836,69516,1541
"Deltona city, Florida",1600000US1217200,42192,3759,50349,5821
"Hialeah city, Florida",1600000US1230000,28878,2108,39259,1974
"Miami city, Florida",1600000US1245000,28301,2501,50045,3270
"Hammond city, Indiana",1600000US1831000,36966,2606,46590,3007
"Fishers town, Indiana",1600000US1823278,95392,3914,105509,7263
"Arlington Heights village, Illinois",1600000US1702154,71825,5592,87636,5704
"Flint city, Michigan",1600000US2629000,27149,2239,33149,1762
"Duluth city, Minnesota",1600000US2717000,43799,3466,58991,4501
"Mobile city, Alabama",1600000US0150000,35238,2366,50238,2596
"Tuscaloosa city, Alabama",1600000US0177256,37069,3463,54549,4252
"Union City city, California",1600000US0681204,85040,10381,101609,8506
"Davis city, California",1600000US0618100,52832,15108,81574,9296
"Wichita city, Kansas",1600000US2079000,43776,2068,60347,2493
"Davenport city, Iowa",1600000US1919000,45553,2167,58518,2786
"Aurora city, Colorado",1600000US0804000,50512,1665,63210,2485
"Naperville city, Illinois",1600000US1751622,109533,4398,127030,5192
"Palatine village, Illinois",1600000US1757225,70754,7255,91362,7415
"Atlanta city, Georgia",1600000US1304000,46466,2087,82530,4296
"Riverview CDP, Florida",1600000US1260950,61504,7291,71410,5753
"Boynton Beach city, Florida",1600000US1207875,44104,5493,61576,9166
"Brockton city, Massachusetts",1600000US2509000,49242,7620,59977,3979
"Framingham CDP, Massachusetts",1600000US2524960,68373,7200,82176,5325
"Warren city, Michigan",1600000US2684000,41006,2582,50447,2078
"Southfield city, Michigan",1600000US2674900,45494,2238,58609,3219
"Gulfport city, Mississippi",1600000US2829700,38313,2990,50884,3917
"Topeka city, Kansas",1600000US2071000,40469,2311,53126,2734
"Tampa city, Florida",1600000US1271000,40894,1434,68798,3738
"Hollywood city, Florida",1600000US1232000,44105,3428,60276,3340
"Plantation city, Florida",1600000US1257425,66237,3874,87942,6331
"Davie town, Florida",1600000US1216475,57092,6823,81277,7366
"Coral Springs city, Florida",1600000US1214400,68224,5201,88675,10089
"Roswell city, Georgia",1600000US1367284,81692,12302,104594,7599
"Bloomington city, Minnesota",1600000US2706616,58465,3478,76049,4207
"Springfield city, Massachusetts",1600000US2567000,31356,2236,44569,2854
