Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Plymouth County, Massachusetts",0500000US25023,75080,3675,98615,3607
"Norfolk County, Massachusetts",0500000US25021,94039,3708,125277,3645
"Monroe County, Michigan",0500000US26115,54396,3333,67909,2980
"Ottawa County, Michigan",0500000US26139,61012,2072,78503,3289
"Midland County, Michigan",0500000US26111,59292,4306,80370,6452
"Lenawee County, Michigan",0500000US26091,48279,2553,60687,3735
"Kalamazoo County, Michigan",0500000US26077,52164,2476,72514,3371
"Calhoun County, Michigan",0500000US26025,43084,2719,56042,2603
"Kent County, Michigan",0500000US26081,54340,1682,75203,2991
"Saginaw County, Michigan",0500000US26145,43383,2087,60183,3581
"Bay County, Michigan",0500000US26017,46560,4139,54876,2984
"Hennepin County, Minnesota",0500000US27053,68935,1423,96815,1839
"Washoe County, Nevada",0500000US32031,56382,2087,75044,2756
"Merrimack County, New Hampshire",0500000US33013,68566,2343,84829,3892
"Strafford County, New Hampshire",0500000US33017,61563,5057,78524,4779
"Monmouth County, New Jersey",0500000US34025,87092,3611,118207,3563
"Sussex County, New Jersey",0500000US34037,85086,6402,109179,6831
"Essex County, New Jersey",0500000US34013,52041,1348,90098,2621
"Gloucester County, New Jersey",0500000US34015,77565,3735,94402,4119
"Passaic County, New Jersey",0500000US34031,55954,3583,77492,2452
"Bergen County, New Jersey",0500000US34003,89023,3201,123878,3667
"Warren County, New Jersey",0500000US34041,71277,6403,89871,5907
"Burlington County, New Jersey",0500000US34005,74800,3113,95897,2767
"Hinds County, Mississippi",0500000US28049,39002,3258,53520,2479
"Forrest County, Mississippi",0500000US28035,33779,4493,46416,4636
"DeSoto County, Mississippi",0500000US28033,60394,2751,73668,4455
"Delaware County, Pennsylvania",0500000US42045,67584,2587,94122,2662
"Rensselaer County, New York",0500000US36083,60810,3046,79050,3839
"Queens County, New York",0500000US36081,60422,723,78725,1251
"New York County, New York",0500000US36061,75575,2566,140997,4682
"Cayuga County, New York",0500000US36011,53146,3745,66442,3721
"Rockland County, New York",0500000US36087,85392,3580,108860,4154
"Niagara County, New York",0500000US36063,48160,3623,64896,2901
"Nassau County, New York",0500000US36059,101830,1439,133452,2704
"Jefferson County, New York",0500000US36045,51107,2803,62104,2877
"Suffolk County, New York",0500000US36103,88340,2415,113644,2054
"Oswego County, New York",0500000US36075,49767,2541,60989,3478
"Wayne County, New York",0500000US36117,50561,2727,66434,3711
"Broome County, New York",0500000US36007,46152,2449,62160,2805
"Erie County, New York",0500000US36029,52214,1164,69529,1694
"Sullivan County, New York",0500000US36105,51761,6091,71618,5683
"Orange County, New York",0500000US36071,73031,4374,91813,3544
"Forsyth County, North Carolina",0500000US37067,46477,2388,68939,3745
"Carteret County, North Carolina",0500000US37031,51048,4260,71230,4565
"Rockingham County, North Carolina",0500000US37157,38241,4354,50829,3141
"Gaston County, North Carolina",0500000US37071,44293,2436,59637,2621
"Moore County, North Carolina",0500000US37125,51547,3018,70993,5274
"Chatham County, North Carolina",0500000US37037,55642,6175,82827,8354
"Johnston County, North Carolina",0500000US37101,52234,2712,64924,4098
"Onslow County, North Carolina",0500000US37133,45832,3161,56869,3527
"Rutherford County, North Carolina",0500000US37161,35594,3954,47342,4800
"Burke County, North Carolina",0500000US37023,42970,3000,54784,4305
"Ward County, North Dakota",0500000US38101,62631,6375,80107,5466
"Cass County, North Dakota",0500000US38017,53728,4282,76160,4832
"Greene County, Ohio",0500000US39057,59803,4656,74924,3759
"Erie County, Ohio",0500000US39043,47544,2283,70566,7857
"Sumner County, Tennessee",0500000US47165,59753,3849,76310,4769
"Shelby County, Tennessee",0500000US47157,47083,1324,69389,2167
"Davidson County, Tennessee",0500000US47037,52026,1366,74479,2633
"Montgomery County, Tennessee",0500000US47125,48659,3446,59808,2436
"Hamilton County, Tennessee",0500000US47065,48580,2897,68277,2392
"Sullivan County, Tennessee",0500000US47163,42012,2948,59433,3269
"Summit County, Ohio",0500000US39153,51309,1341,71417,2330
"Columbiana County, Ohio",0500000US39029,41887,2127,57098,4718
"Mahoning County, Ohio",0500000US39099,41910,2163,60344,3803
"Scioto County, Ohio",0500000US39145,35833,5077,51082,3912
"Allen County, Ohio",0500000US39003,50332,3322,61939,5819
"Clark County, Ohio",0500000US39023,47963,3106,60901,3076
"Lorain County, Ohio",0500000US39093,52373,1923,68479,2607
"Montgomery County, Ohio",0500000US39113,46561,1427,62073,1907
"Warren County, Ohio",0500000US39165,81017,4800,101833,5021
"Ashtabula County, Ohio",0500000US39007,44511,2492,53464,2716
"Canadian County, Oklahoma",0500000US40017,62045,3100,78838,4561
"Comanche County, Oklahoma",0500000US40031,47587,3680,62871,4322
"Muskogee County, Oklahoma",0500000US40101,41016,4152,57823,6726
"Jackson County, Oregon",0500000US41029,43948,3862,59897,3326
"Clackamas County, Oregon",0500000US41005,69629,2898,92807,3053
"Josephine County, Oregon",0500000US41033,41493,3378,51033,4021
"Umatilla County, Oregon",0500000US41059,49472,2496,62569,5985
"Lane County, Oregon",0500000US41039,47318,2893,62572,2342
"Washington County, Oregon",0500000US41067,70447,1703,90255,2362
"Bucks County, Pennsylvania",0500000US42017,80575,2276,107387,3250
"Lehigh County, Pennsylvania",0500000US42077,56452,2084,77860,3194
"Luzerne County, Pennsylvania",0500000US42079,50301,1922,62481,2275
"Columbia County, Pennsylvania",0500000US42037,42599,4486,58483,3291
"Kent County, Rhode Island",0500000US44003,65931,3347,82552,3578
"Washington County, Rhode Island",0500000US44009,72453,6202,90490,4570
"Woodbury County, Iowa",0500000US19193,51146,2683,63767,4707
"Scott County, Iowa",0500000US19163,57831,3878,73797,3687
"Wagoner County, Oklahoma",0500000US40145,57319,3744,71338,3559
"Butler County, Kansas",0500000US20015,60714,3993,74670,5087
"Riley County, Kansas",0500000US20161,46677,4095,62240,5684
"Campbell County, Kentucky",0500000US21037,51208,1767,74290,6214
"Pueblo County, Colorado",0500000US08101,40050,1749,57414,3572
"Mesa County, Colorado",0500000US08077,51465,2717,67247,4610
"El Paso County, Colorado",0500000US08041,60109,1845,77732,2397
"Arapahoe County, Colorado",0500000US08005,67002,1550,93725,2738
"Broomfield County, Colorado",0500000US08014,84921,6022,109348,9064
"New Castle County, Delaware",0500000US10003,66256,2057,87031,2653
"Sussex County, Delaware",0500000US10005,55065,3042,74536,5566
"Kent County, Delaware",0500000US10001,56778,3480,71135,4731
"District of Columbia, District of Columbia",0500000US11001,75628,2493,114600,4986
"New Haven County, Connecticut",0500000US09009,61760,1243,83327,1923
"Litchfield County, Connecticut",0500000US09005,70667,3725,96772,5177
"Hartford County, Connecticut",0500000US09003,69622,2485,92365,1899
"New London County, Connecticut",0500000US09011,65764,3193,84818,3445
"Tolland County, Connecticut",0500000US09013,82168,4310,102258,6601
"Fairfield County, Connecticut",0500000US09001,86414,2417,137438,3611
"Duval County, Florida",0500000US12031,49554,1344,69070,2076
"Clay County, Florida",0500000US12019,58676,3398,70731,4039
"Nassau County, Florida",0500000US12089,52005,4376,74285,7002
"Pinellas County, Florida",0500000US12103,47618,1167,68978,1996
"St. Lucie County, Florida",0500000US12111,45905,3413,59220,4188
"Indian River County, Florida",0500000US12061,49379,2380,79405,7315
"Palm Beach County, Florida",0500000US12099,56664,1141,87061,1991
"St. Johns County, Florida",0500000US12109,70379,4713,102893,7940
"Miami-Dade County, Florida",0500000US12086,43786,1049,69760,1854
"Flagler County, Florida",0500000US12035,48864,4129,62015,5375
"Sumter County, Florida",0500000US12119,51335,5576,69104,5695
"Collier County, Florida",0500000US12021,62126,2536,101833,5974
"Pasco County, Florida",0500000US12101,46133,1354,62201,2129
"Highlands County, Florida",0500000US12055,34242,1880,53170,9554
"Columbia County, Florida",0500000US12023,47808,6031,59931,5286
"Putnam County, Florida",0500000US12107,31483,2392,43743,3548
"Manatee County, Florida",0500000US12081,50835,1636,68846,2257
"Volusia County, Florida",0500000US12127,42175,1730,59045,3122
"Leon County, Florida",0500000US12073,46002,1944,65213,2874
"Daviess County, Kentucky",0500000US21059,48791,4671,66638,5428
"Bullitt County, Kentucky",0500000US21029,53434,3629,61222,3925
"Boone County, Kentucky",0500000US21015,67047,5443,88538,7648
"Pike County, Kentucky",0500000US21195,33321,3457,50797,5724
"Lee County, Florida",0500000US12071,50651,1121,70064,2479
"Marion County, Florida",0500000US12083,40050,2058,52323,2323
"St. Tammany Parish, Louisiana",0500000US22103,63180,2113,83056,3566
"Caddo Parish, Louisiana",0500000US22017,41040,2358,59875,3514
"Ascension Parish, Louisiana",0500000US22005,76632,6799,90185,7672
"Iberia Parish, Louisiana",0500000US22045,46365,5189,67643,10474
"Livingston Parish, Louisiana",0500000US22063,58677,5422,72553,5790
"Grays Harbor County, Washington",0500000US53027,44122,5518,60494,5353
"Grant County, Washington",0500000US53025,51667,3855,66579,5223
"Snohomish County, Washington",0500000US53061,76251,1728,92539,2158
"Monongalia County, West Virginia",0500000US54061,45880,4788,68753,4353
"Kanawha County, West Virginia",0500000US54039,45028,2361,59538,2789
"Sheboygan County, Wisconsin",0500000US55117,57047,4108,68527,2351
"La Crosse County, Wisconsin",0500000US55063,49933,3902,73384,5094
"Marathon County, Wisconsin",0500000US55073,55687,2915,72684,4102
"Dodge County, Wisconsin",0500000US55027,55832,3028,65120,2724
"Manitowoc County, Wisconsin",0500000US55071,50302,3400,60071,2654
"Fond du Lac County, Wisconsin",0500000US55039,57620,3994,70979,3885
"Kenosha County, Wisconsin",0500000US55059,55845,3181,72688,4442
"Laramie County, Wyoming",0500000US56021,60599,9360,80196,7548
"Nueces County, Texas",0500000US48355,50587,2314,67931,3055
"Liberty County, Texas",0500000US48291,55152,5298,69126,8115
"Sumter County, South Carolina",0500000US45085,41169,1928,51156,2676
"Darlington County, South Carolina",0500000US45031,33922,5820,50594,5666
"York County, South Carolina",0500000US45091,56359,3723,75629,4266
"Minnehaha County, South Dakota",0500000US46099,54918,3127,68520,2551
"Midland County, Texas",0500000US48329,81064,5048,107458,8701
"Brazos County, Texas",0500000US48041,44270,4055,65562,3453
"Bexar County, Texas",0500000US48029,52286,978,71777,1504
"Denton County, Texas",0500000US48121,75649,1704,98841,2736
"Galveston County, Texas",0500000US48167,69190,5423,94988,6239
"Bowie County, Texas",0500000US48037,40662,5314,60642,9254
"Travis County, Texas",0500000US48453,65269,1969,95768,2742
"Henderson County, Texas",0500000US48213,47906,4685,63467,5201
"Fort Bend County, Texas",0500000US48157,95389,4332,118391,4419
"Rockwall County, Texas",0500000US48397,90940,6115,119086,10323
"Taylor County, Texas",0500000US48441,48636,5389,66085,5180
"Walker County, Texas",0500000US48471,40448,5374,52440,4932
"Coryell County, Texas",0500000US48099,45998,5477,61481,7482
"Potter County, Texas",0500000US48375,40536,3978,58047,5294
"Chittenden County, Vermont",0500000US50007,67997,3672,86433,4698
"Jackson County, Mississippi",0500000US28059,45596,2345,61187,3879
"Harrison County, Mississippi",0500000US28047,42297,2831,56037,2575
"Lauderdale County, Mississippi",0500000US28075,37676,3403,54471,5697
"Lee County, Mississippi",0500000US28081,39581,6262,55598,5263
"Dauphin County, Pennsylvania",0500000US42043,54232,2426,68356,2609
"Chaves County, New Mexico",0500000US35005,38044,6011,51494,4514
"Lea County, New Mexico",0500000US35025,56260,7142,73254,7120
"Santa Fe County, New Mexico",0500000US35049,55676,3459,80867,5575
"Doña Ana County, New Mexico",0500000US35013,39902,2958,55899,4252
"Valencia County, New Mexico",0500000US35061,42092,4536,53294,4107
"Bernalillo County, New Mexico",0500000US35001,47747,1565,66146,2400
"Otero County, New Mexico",0500000US35035,36142,4749,47559,4203
"Bronx County, New York",0500000US36005,35176,1392,51513,1341
"Onondaga County, New York",0500000US36067,57365,1560,75390,2029
"Guaynabo Municipio, Puerto Rico",0500000US72061,36446,5800,69976,8966
"Bayamón Municipio, Puerto Rico",0500000US72021,24810,1964,33911,1589
"Carolina Municipio, Puerto Rico",0500000US72031,27039,2829,40942,3492
"Mayagüez Municipio, Puerto Rico",0500000US72097,13037,1824,22480,2700
"Trujillo Alto Municipio, Puerto Rico",0500000US72139,30338,3236,40902,5657
"Ponce Municipio, Puerto Rico",0500000US72113,15418,1157,28087,3075
"Toa Alta Municipio, Puerto Rico",0500000US72135,32618,4993,43527,4443
"Toa Baja Municipio, Puerto Rico",0500000US72137,23392,1683,29801,2336
"Caguas Municipio, Puerto Rico",0500000US72025,22686,2635,35877,2762
"Putnam County, New York",0500000US36079,90538,6426,108783,5229
"Ontario County, New York",0500000US36069,57711,4464,83273,8386
"Steuben County, New York",0500000US36101,47146,3242,65563,5070
"Chautauqua County, New York",0500000US36013,44460,2933,56587,2883
"Kings County, New York",0500000US36047,51141,566,78063,1216
"Saratoga County, New York",0500000US36091,75761,4256,89754,3100
"Westchester County, New York",0500000US36119,86108,3303,139941,3848
"Richmond County, New York",0500000US36085,71622,2532,88298,2622
"St. Lawrence County, New York",0500000US36089,42144,3026,55748,3086
"Tompkins County, New York",0500000US36109,58084,4517,77498,5643
"Warren County, New York",0500000US36113,57541,6893,75511,6148
"Dutchess County, New York",0500000US36027,71864,3327,90608,3665
"Monroe County, New York",0500000US36055,54077,1923,72255,1504
"Oneida County, New York",0500000US36065,48023,3974,66828,4634
"Ulster County, New York",0500000US36111,59758,3903,75145,3721
"Chemung County, New York",0500000US36015,53119,3960,65125,5097
"Livingston County, New York",0500000US36051,53441,5497,66354,5063
"Clinton County, New York",0500000US36019,45377,3652,56433,3303
"Albany County, New York",0500000US36001,57042,2650,80148,4399
"Cattaraugus County, New York",0500000US36009,40016,2369,51116,2438
"Madison County, New York",0500000US36053,60286,3760,73389,4439
"Schenectady County, New York",0500000US36093,61108,3920,78981,4463
"Caldwell County, North Carolina",0500000US37027,38708,3094,50724,5107
"Catawba County, North Carolina",0500000US37035,40450,2006,59347,3891
"Cleveland County, North Carolina",0500000US37045,38885,4073,52136,4270
"Craven County, North Carolina",0500000US37049,48145,3100,62705,3749
"Harnett County, North Carolina",0500000US37085,48960,4107,58631,2788
"Henderson County, North Carolina",0500000US37089,47021,2794,64590,4806
"Iredell County, North Carolina",0500000US37097,55949,3282,74778,4174
"Mecklenburg County, North Carolina",0500000US37119,56883,1011,84918,2061
"Pitt County, North Carolina",0500000US37147,41453,2439,61513,4067
"Rowan County, North Carolina",0500000US37159,45320,4656,57495,4206
"San Juan Municipio, Puerto Rico",0500000US72127,18933,1401,40247,3023
"Union County, North Carolina",0500000US37179,71729,2617,96565,4489
"Wilkes County, North Carolina",0500000US37193,40919,3660,52559,4435
"Nash County, North Carolina",0500000US37127,42718,3135,60006,5413
"Wilson County, North Carolina",0500000US37195,41204,2310,57122,4499
"Randolph County, North Carolina",0500000US37151,42347,3227,53279,2604
"Cumberland County, North Carolina",0500000US37051,42107,1521,57125,2346
"Guilford County, North Carolina",0500000US37081,47786,2262,70347,3250
"Robeson County, North Carolina",0500000US37155,31558,2074,43228,2722
"Wake County, North Carolina",0500000US37183,70533,1200,92777,1822
"Brunswick County, North Carolina",0500000US37019,46640,4671,64108,4011
"Lincoln County, North Carolina",0500000US37109,46884,3558,71396,6987
"Orange County, North Carolina",0500000US37135,61164,4370,99495,6313
"Surry County, North Carolina",0500000US37171,37337,2571,51864,3360
"Buncombe County, North Carolina",0500000US37021,44619,2447,63142,4497
"Cabarrus County, North Carolina",0500000US37025,56853,4253,75175,4135
"Davidson County, North Carolina",0500000US37057,46150,3215,61301,5735
"Durham County, North Carolina",0500000US37063,53495,2972,74664,3503
"New Hanover County, North Carolina",0500000US37129,52685,2900,71677,3532
"Wayne County, North Carolina",0500000US37191,40361,3393,54321,3704
"Alamance County, North Carolina",0500000US37001,39541,2483,55884,4863
"Grand Forks County, North Dakota",0500000US38035,51264,4755,77542,10387
"Burleigh County, North Dakota",0500000US38015,65079,4522,85395,7100
"Hamilton County, Ohio",0500000US39061,50990,1200,73050,1948
"Franklin County, Ohio",0500000US39049,53882,1761,74390,1796
"Marion County, Ohio",0500000US39101,40607,4465,53895,4123
"Tuscarawas County, Ohio",0500000US39157,47331,3646,62052,4453
"Wayne County, Ohio",0500000US39169,52760,2939,66273,4050
"Butler County, Ohio",0500000US39017,58785,3289,75605,2905
"Robertson County, Tennessee",0500000US47147,53204,3907,65232,5021
"Blount County, Tennessee",0500000US47009,49134,4032,69463,7164
"Madison County, Tennessee",0500000US47113,47801,3835,66565,6944
"Williamson County, Tennessee",0500000US47187,102881,5602,139896,7218
"Greene County, Tennessee",0500000US47059,34768,3121,53180,6781
"Putnam County, Tennessee",0500000US47141,40623,3695,54684,5226
"Sevier County, Tennessee",0500000US47155,42107,3446,58829,6180
"Bradley County, Tennessee",0500000US47011,42922,3065,65371,9418
"Knox County, Tennessee",0500000US47093,52229,1724,71235,2326
"Anderson County, Tennessee",0500000US47001,42744,3992,64741,9750
"Rutherford County, Tennessee",0500000US47149,60043,2524,72790,3080
"Wilson County, Tennessee",0500000US47189,64476,6249,82508,5578
"Licking County, Ohio",0500000US39089,59883,4339,71270,3330
"Richland County, Ohio",0500000US39139,45155,3754,57945,3931
"Hancock County, Ohio",0500000US39063,54709,3752,69099,4090
"Clermont County, Ohio",0500000US39025,62054,3565,79181,3612
"Franklin County, Pennsylvania",0500000US42055,57960,5015,70642,2926
"Franklin County, Missouri",0500000US29071,48694,3568,67328,5086
"Monroe County, Pennsylvania",0500000US42089,57318,4275,69094,3548
"Washington County, Pennsylvania",0500000US42125,58085,3726,78572,2900
"Philadelphia County, Pennsylvania",0500000US42101,41233,797,59766,1218
"York County, Pennsylvania",0500000US42133,58409,2369,73339,2678
"Indiana County, Pennsylvania",0500000US42063,46990,4818,59939,3963
"Cumberland County, Pennsylvania",0500000US42041,63890,3665,81144,3380
"Allegheny County, Pennsylvania",0500000US42003,54467,1565,76891,1478
"Westmoreland County, Pennsylvania",0500000US42129,53540,2149,73391,2961
"Blair County, Pennsylvania",0500000US42013,45432,3540,58940,3354
"Lawrence County, Pennsylvania",0500000US42073,42921,4341,61304,4551
"Cambria County, Pennsylvania",0500000US42021,44179,2002,56001,2790
"Chester County, Pennsylvania",0500000US42029,90503,2326,120114,3283
"Berks County, Pennsylvania",0500000US42011,56122,1984,73796,2775
"Clay County, Missouri",0500000US29047,65090,2071,79896,3636
"St. Louis County, Missouri",0500000US29189,61516,1131,90390,1916
"Boone County, Missouri",0500000US29019,50520,3306,66751,4494
"Cole County, Missouri",0500000US29051,56855,4688,66427,3699
"Jefferson County, Ohio",0500000US39081,44194,3191,57413,4060
"Portage County, Ohio",0500000US39133,52835,3194,66247,3160
"Belmont County, Ohio",0500000US39013,46113,2472,61874,6136
"Muskingum County, Ohio",0500000US39119,42815,3160,54914,3332
"Athens County, Ohio",0500000US39009,36511,6000,55131,8385
"Medina County, Ohio",0500000US39103,69989,3504,87531,3941
"Lucas County, Ohio",0500000US39095,42594,1738,61976,2273
"Stark County, Ohio",0500000US39151,48819,2037,65642,2202
"Fairfield County, Ohio",0500000US39045,61291,2353,75620,3592
"Delaware County, Ohio",0500000US39041,96410,4514,124467,5943
"Geauga County, Ohio",0500000US39055,75895,6179,112133,11109
"Lake County, Ohio",0500000US39085,60810,1842,73620,2763
"Ross County, Ohio",0500000US39141,44907,3656,56828,4094
"Cuyahoga County, Ohio",0500000US39035,45297,1211,66336,1231
"Miami County, Ohio",0500000US39109,49156,4038,69692,6057
"Trumbull County, Ohio",0500000US39155,42368,1974,56354,2958
"Wood County, Ohio",0500000US39173,57027,2506,72567,4962
"Tulsa County, Oklahoma",0500000US40143,51287,880,72929,1790
"Payne County, Oklahoma",0500000US40119,39840,3098,55403,4195
"Pottawatomie County, Oklahoma",0500000US40125,43317,2426,58571,4806
"Creek County, Oklahoma",0500000US40037,46665,4325,61182,5773
"Oklahoma County, Oklahoma",0500000US40109,49693,1228,72056,2060
"Rogers County, Oklahoma",0500000US40131,63041,3743,79925,4496
"Cleveland County, Oklahoma",0500000US40027,59336,2592,72990,2950
"Marion County, Oregon",0500000US41047,52047,2667,68175,2961
"Douglas County, Oregon",0500000US41019,41428,3670,56063,4977
"Polk County, Oregon",0500000US41053,54970,5440,64587,4268
"Deschutes County, Oregon",0500000US41017,57373,5618,78510,6935
"Linn County, Oregon",0500000US41043,47527,4013,58294,4062
"Yamhill County, Oregon",0500000US41071,51084,4029,73285,6466
"Klamath County, Oregon",0500000US41035,43952,4687,56405,4603
"Benton County, Oregon",0500000US41003,52852,5818,75743,6232
"Multnomah County, Oregon",0500000US41051,59231,2100,80531,2326
"Crawford County, Pennsylvania",0500000US42039,46574,2722,57529,2928
"Erie County, Pennsylvania",0500000US42049,47386,2957,64276,2637
"Schuylkill County, Pennsylvania",0500000US42107,45810,2427,60384,4050
"Adams County, Pennsylvania",0500000US42001,61023,2894,72473,3791
"Armstrong County, Pennsylvania",0500000US42005,44477,3980,55814,2665
"Carbon County, Pennsylvania",0500000US42025,57387,6858,65242,4267
"Centre County, Pennsylvania",0500000US42027,56337,4927,73000,4517
"Northumberland County, Pennsylvania",0500000US42097,44989,3691,58175,4708
"Northampton County, Pennsylvania",0500000US42095,62436,2676,79035,2681
"Beaver County, Pennsylvania",0500000US42007,50128,3553,64488,3961
"Lackawanna County, Pennsylvania",0500000US42069,48518,2355,65843,2618
"Fayette County, Pennsylvania",0500000US42051,40495,2128,57873,3385
"Montgomery County, Pennsylvania",0500000US42091,83254,2221,113427,2849
"Clearfield County, Pennsylvania",0500000US42033,44666,3345,54258,3072
"Lebanon County, Pennsylvania",0500000US42075,52571,2598,65755,3370
"Lycoming County, Pennsylvania",0500000US42081,51455,4223,62165,3399
"Butler County, Pennsylvania",0500000US42019,68848,3255,83005,2626
"Lancaster County, Pennsylvania",0500000US42071,59262,2192,74570,2173
"Mercer County, Pennsylvania",0500000US42085,47051,3130,60843,3752
"Newport County, Rhode Island",0500000US44005,66026,2595,93675,8176
"Providence County, Rhode Island",0500000US44007,50565,1442,70259,2447
"Aiken County, South Carolina",0500000US45003,47219,3967,65572,4438
"Lexington County, South Carolina",0500000US45063,55227,2239,71281,2706
"Oconee County, South Carolina",0500000US45073,43266,3156,67599,8881
"Berkeley County, South Carolina",0500000US45015,56548,3331,71018,3300
"Charleston County, South Carolina",0500000US45019,57079,2656,82853,4207
"Anderson County, South Carolina",0500000US45007,43558,3928,57524,2891
"Greenwood County, South Carolina",0500000US45047,43218,5893,57238,5315
"Horry County, South Carolina",0500000US45051,47541,1764,60769,2814
"Orangeburg County, South Carolina",0500000US45075,38596,2340,46725,3918
"Beaufort County, South Carolina",0500000US45013,60257,4069,82287,6799
"Richland County, South Carolina",0500000US45079,51301,1979,69191,2619
"Greenville County, South Carolina",0500000US45045,51908,1286,69925,2462
"Lancaster County, South Carolina",0500000US45057,45676,4251,57907,5091
"Dorchester County, South Carolina",0500000US45035,54521,4878,73269,7001
"Florence County, South Carolina",0500000US45041,40883,2497,60108,5248
"Laurens County, South Carolina",0500000US45059,39474,3347,49934,3259
"Pickens County, South Carolina",0500000US45077,42449,3958,55530,3587
"Spartanburg County, South Carolina",0500000US45083,45125,2914,60017,2557
"Washington County, Tennessee",0500000US47179,45484,4323,63720,5390
"Maury County, Tennessee",0500000US47119,50707,2422,69151,11857
"Tom Green County, Texas",0500000US48451,48114,7785,67658,6056
"Victoria County, Texas",0500000US48469,56545,4693,73941,5204
"Wichita County, Texas",0500000US48485,45416,2712,58703,3800
"Pennington County, South Dakota",0500000US46103,52611,4393,71446,4718
"Grayson County, Texas",0500000US48181,48126,3971,65970,5028
"Gregg County, Texas",0500000US48183,47727,4665,62556,4128
"Lubbock County, Texas",0500000US48303,47897,3179,64555,2858
"Kaufman County, Texas",0500000US48257,58141,8677,72534,4767
"Bell County, Texas",0500000US48027,48908,2327,65575,4238
"Cameron County, Texas",0500000US48061,34074,2696,50664,2871
"El Paso County, Texas",0500000US48141,43692,2079,56617,1770
"Hidalgo County, Texas",0500000US48215,35730,1885,53857,2500
"Smith County, Texas",0500000US48423,49060,2809,72511,4624
"Hunt County, Texas",0500000US48231,46048,5942,58029,3784
"Guadalupe County, Texas",0500000US48187,64343,3823,76920,3193
"Nacogdoches County, Texas",0500000US48347,39865,7042,59428,7029
"Parker County, Texas",0500000US48367,67012,4824,94620,6659
"Ector County, Texas",0500000US48135,65454,4475,81301,5188
"Collin County, Texas",0500000US48085,86217,2184,109544,2898
"Angelina County, Texas",0500000US48005,49768,8084,59988,5077
"Hays County, Texas",0500000US48209,58870,6163,76425,4513
"Brazoria County, Texas",0500000US48039,71251,4797,90226,4375
"Harrison County, Texas",0500000US48203,42958,6175,67156,12969
"Williamson County, Texas",0500000US48491,78311,2242,93300,2630
"Orange County, Texas",0500000US48361,50429,4225,63370,3782
"Harris County, Texas",0500000US48201,56629,861,83650,1242
"Dallas County, Texas",0500000US48113,51799,630,79087,1694
"Johnson County, Texas",0500000US48251,58758,4606,76873,5471
"McLennan County, Texas",0500000US48309,46602,2034,62980,3194
"Webb County, Texas",0500000US48479,39774,2899,57849,4917
"Washington County, Utah",0500000US49053,54913,2790,72624,6169
"Weber County, Utah",0500000US49057,59146,4615,71233,2970
"Salt Lake County, Utah",0500000US49035,65694,1387,83697,2045
"Montgomery County, Texas",0500000US48339,71577,3012,102871,4618
"Cache County, Utah",0500000US49005,50518,3997,66107,3096
"James City County, Virginia",0500000US51095,73968,6739,90409,6501
"Henrico County, Virginia",0500000US51087,66085,4072,87395,3480
"Spotsylvania County, Virginia",0500000US51177,75535,5429,93258,4557
"Montgomery County, Virginia",0500000US51121,52151,3186,73607,8002
"Jackson County, Missouri",0500000US29095,48212,1883,66501,2086
"Buchanan County, Missouri",0500000US29021,49302,2805,58915,3115
