Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
Mississippi,0400000US28,40593,543,55495,887
Missouri,0400000US29,50238,415,68065,692
Montana,0400000US30,49509,1410,66110,1335
Nebraska,0400000US31,54996,830,72308,1160
Nevada,0400000US32,52431,978,70576,1089
New Hampshire,0400000US33,70303,1254,89735,1744
New Jersey,0400000US34,72222,610,101061,820
New Mexico,0400000US35,45382,870,62747,1168
New York,0400000US36,60850,306,89908,651
North Carolina,0400000US37,47830,521,67516,603
North Dakota,0400000US38,60557,1661,81460,2314
Ohio,0400000US39,51075,233,68880,452
Oklahoma,0400000US40,48568,514,66260,676
Oregon,0400000US41,54148,912,73144,870
Pennsylvania,0400000US42,55702,377,75981,519
Rhode Island,0400000US44,58073,2421,78295,1785
South Carolina,0400000US45,47238,547,64352,758
South Dakota,0400000US46,53017,1096,68723,1445
Tennessee,0400000US47,47275,489,66009,764
Texas,0400000US48,55653,314,78862,449
Vermont,0400000US50,56990,1325,74502,1869
Utah,0400000US49,62912,1223,79860,1180
Virginia,0400000US51,66262,541,90556,744
Washington,0400000US53,64129,794,85653,801
West Virginia,0400000US54,42019,793,56568,932
Wisconsin,0400000US55,55638,427,72099,612
Wyoming,0400000US56,60214,1582,76934,2679
Puerto Rico,0400000US72,18626,332,30545,680
Alabama,0400000US01,44765,744,62307,811
Alaska,0400000US02,73355,2316,92876,2964
Arizona,0400000US04,51492,431,70638,716
Arkansas,0400000US05,41995,477,59275,931
California,0400000US06,64500,395,91757,393
Colorado,0400000US08,63909,891,85915,783
Delaware,0400000US10,61255,1281,81120,2210
District of Columbia,0400000US11,75628,2493,114600,4986
Connecticut,0400000US09,71346,783,101347,1210
Florida,0400000US12,49426,331,70462,470
Georgia,0400000US13,51244,372,71555,669
Idaho,0400000US16,48275,1093,63921,1432
Hawaii,0400000US15,73486,2012,92496,1793
Illinois,0400000US17,59588,511,82699,553
Indiana,0400000US18,50532,387,67065,653
Iowa,0400000US19,54736,787,70036,857
Kansas,0400000US20,53906,872,73069,1125
Kentucky,0400000US21,45215,470,62596,754
Louisiana,0400000US22,45727,670,64895,829
Maine,0400000US23,51494,854,67135,1537
Maryland,0400000US24,75847,591,99957,842
Massachusetts,0400000US25,70628,620,97586,872
Michigan,0400000US26,51084,244,69492,463
Minnesota,0400000US27,63488,669,83488,729
