Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Bangor, ME Metro Area",310M400US12620,47217,3800,64741,4449
"Barnstable Town, MA Metro Area",310M400US12700,68902,4776,94443,4759
"Baton Rouge, LA Metro Area",310M400US12940,57843,2729,83425,3280
"Battle Creek, MI Metro Area",310M400US12980,47204,3791,62362,3060
"Bellingham, WA Metro Area",310M400US13380,62268,3301,77838,3512
"Bend-Redmond, OR Metro Area",310M400US13460,67577,3751,92270,5215
"Billings, MT Metro Area",310M400US13740,59623,4123,75248,4582
"Binghamton, NY Metro Area",310M400US13780,53199,2679,69141,3615
"Birmingham-Hoover, AL Metro Area",310M400US13820,56409,1503,78724,1955
"Bismarck, ND Metro Area",310M400US13900,70550,5759,87409,4507
"Blacksburg-Christiansburg-Radford, VA Metro Area",310M400US13980,50313,2960,63616,3142
"Bay City, MI Metro Area",310M400US13020,50606,2471,66454,4323
"Beaumont-Port Arthur, TX Metro Area",310M400US13140,50378,2445,70307,3003
"Beaver Dam, WI Micro Area",310M400US13180,63077,5268,75589,5260
"Beckley, WV Metro Area",310M400US13220,38917,4710,55749,4638
"Bloomington, IL Metro Area",310M400US14010,64822,4367,83393,3872
"Bloomington, IN Metro Area",310M400US14020,47335,3508,62704,3238
"Bloomsburg-Berwick, PA Metro Area",310M400US14100,50984,3031,70151,5506
"Bluefield, WV-VA Micro Area",310M400US14140,39276,2935,51529,3985
"Boise City, ID Metro Area",310M400US14260,61407,2316,78840,2862
"Boston-Cambridge-Newton, MA-NH Metro Area",310M400US14460,88711,1470,121642,1419
"Boulder, CO Metro Area",310M400US14500,83755,3581,113968,5099
"Bowling Green, KY Metro Area",310M400US14540,51365,2820,66125,5247
"Bozeman, MT Micro Area",310M400US14580,68266,4170,87759,6359
"Brainerd, MN Micro Area",310M400US14660,51177,2391,67120,3286
"Branson, MO Micro Area",310M400US14700,41913,2865,55693,5209
"Bremerton-Silverdale, WA Metro Area",310M400US14740,76945,2750,96035,3534
"Bridgeport-Stamford-Norwalk, CT Metro Area",310M400US14860,91079,2690,150366,4276
"Brownsville-Harlingen, TX Metro Area",310M400US15180,38378,2327,53325,2519
"Brunswick, GA Metro Area",310M400US15260,50499,3962,75992,7940
"Cape Girardeau, MO-IL Metro Area",310M400US16020,48026,4217,59701,4426
"Carbondale-Marion, IL Metro Area",310M400US16060,42716,2124,59076,4274
"Carson City, NV Metro Area",310M400US16180,56160,4367,83642,11862
"Casper, WY Metro Area",310M400US16220,64833,5084,88204,8187
"Cedar Rapids, IA Metro Area",310M400US16300,62882,2839,81764,2973
"Centralia, WA Micro Area",310M400US16500,61058,6257,72943,5141
"Chambersburg-Waynesboro, PA Metro Area",310M400US16540,61208,6436,76310,5173
"Waco, TX Metro Area",310M400US47380,47328,3082,63729,2621
"Walla Walla, WA Metro Area",310M400US47460,59704,6248,72228,5795
"Warner Robins, GA Metro Area",310M400US47580,54024,6474,78380,7070
"Warsaw, IN Micro Area",310M400US47700,55253,3797,72722,5166
"Wichita Falls, TX Metro Area",310M400US48660,50309,4765,65669,4364
"Williamsport, PA Metro Area",310M400US48700,55045,3741,67489,2964
"Wilmington, NC Metro Area",310M400US48900,52756,3106,72997,2781
"Wilson, NC Micro Area",310M400US48980,42769,5406,59891,5242
"Watertown-Fort Atkinson, WI Micro Area",310M400US48020,65651,4231,81990,5103
"Watertown-Fort Drum, NY Metro Area",310M400US48060,53146,2976,64940,3482
"Wausau, WI Metro Area",310M400US48140,62890,4032,84462,7953
"Weirton-Steubenville, WV-OH Metro Area",310M400US48260,43747,4042,62045,4528
"Wenatchee, WA Metro Area",310M400US48300,61714,5052,85850,9295
"Wheeling, WV-OH Metro Area",310M400US48540,49749,4040,63338,3403
"Whitewater-Elkhorn, WI Micro Area",310M400US48580,63800,3964,81126,3891
"Wichita, KS Metro Area",310M400US48620,56909,1932,74336,2017
"Winchester, VA-WV Metro Area",310M400US49020,65170,5699,83858,4987
"Winston-Salem, NC Metro Area",310M400US49180,48699,1478,68995,2244
"Wisconsin Rapids-Marshfield, WI Micro Area",310M400US49220,55273,3810,69755,4987
"Wooster, OH Micro Area",310M400US49300,59111,2774,71609,4373
"Worcester, MA-CT Metro Area",310M400US49340,70869,1674,93581,1762
"Yakima, WA Metro Area",310M400US49420,51555,2307,65082,3028
"York-Hanover, PA Metro Area",310M400US49620,65239,2771,83566,2996
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M400US49660,47476,1955,64037,2326
"Yuba City, CA Metro Area",310M400US49700,54745,4518,73525,6186
"Yuma, AZ Metro Area",310M400US49740,43403,3448,59035,3874
"Zanesville, OH Micro Area",310M400US49780,49602,4988,65748,7060
"Champaign-Urbana, IL Metro Area",310M400US16580,52912,2007,73062,4056
"Charleston, WV Metro Area",310M400US16620,40806,1998,63284,4024
"Charleston-North Charleston, SC Metro Area",310M400US16700,64283,2771,89473,3286
"Charlotte-Concord-Gastonia, NC-SC Metro Area",310M400US16740,62068,829,89273,1795
"Charlottesville, VA Metro Area",310M400US16820,71052,4391,104639,12078
"Chattanooga, TN-GA Metro Area",310M400US16860,54732,2438,73983,2455
"Cheyenne, WY Metro Area",310M400US16940,64306,4928,84033,7892
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",310M400US16980,70760,515,99570,834
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",310M400US15380,56195,910,75981,1740
"Burlington, NC Metro Area",310M400US15500,49979,2410,68592,4903
"Burlington-South Burlington, VT Metro Area",310M400US15540,71452,3693,88163,4650
"California-Lexington Park, MD Metro Area",310M400US15680,92250,9250,106262,5562
"Canton-Massillon, OH Metro Area",310M400US15940,51624,1509,66980,1802
"Cape Coral-Fort Myers, FL Metro Area",310M400US15980,56129,1578,80438,2758
"Chico, CA Metro Area",310M400US17020,51652,3471,72948,3921
"Chillicothe, OH Micro Area",310M400US17060,46769,6245,60114,6447
"Cincinnati, OH-KY-IN Metro Area",310M400US17140,62743,1087,84959,1597
"Claremont-Lebanon, NH-VT Micro Area",310M400US17200,61558,2541,79804,4179
"Clarksburg, WV Micro Area",310M400US17220,45315,3930,61894,4880
"Clarksville, TN-KY Metro Area",310M400US17300,51280,2364,69287,5617
"Clearlake, CA Micro Area",310M400US17340,48554,7587,71170,7571
"Cleveland, TN Metro Area",310M400US17420,48101,4566,66084,7461
"Cleveland-Elyria, OH Metro Area",310M400US17460,56203,1009,80216,1377
"Coeur d'Alene, ID Metro Area",310M400US17660,55236,3717,74904,5021
"College Station-Bryan, TX Metro Area",310M400US17780,50512,2215,72206,2951
"Colorado Springs, CO Metro Area",310M400US17820,67430,2034,87137,2692
"Columbia, MO Metro Area",310M400US17860,54356,3368,74844,4179
"Columbia, SC Metro Area",310M400US17900,53765,2137,71377,2102
"Columbus, GA-AL Metro Area",310M400US17980,49731,4120,62902,3239
"Columbus, IN Metro Area",310M400US18020,62047,5285,74914,5324
"Columbus, OH Metro Area",310M400US18140,64052,1189,85955,1423
"Concord, NH Micro Area",310M400US18180,75088,3870,92823,4720
"Cookeville, TN Micro Area",310M400US18260,45179,3877,59448,4083
"Coos Bay, OR Micro Area",310M400US18300,50323,4059,66524,7713
"Corning, NY Micro Area",310M400US18500,55569,3106,69932,4119
"Corpus Christi, TX Metro Area",310M400US18580,54264,3634,74641,3294
"Corvallis, OR Metro Area",310M400US18700,63773,6403,83121,6504
"Crestview-Fort Walton Beach-Destin, FL Metro Area",310M400US18880,63710,3539,83640,4365
"Cullman, AL Micro Area",310M400US18980,44612,3562,67585,10099
"Cumberland, MD-WV Metro Area",310M400US19060,44607,4810,58728,4160
"Dallas-Fort Worth-Arlington, TX Metro Area",310M400US19100,69445,956,96898,991
"Dalton, GA Metro Area",310M400US19140,45326,3016,59471,3966
"Danville, IL Metro Area",310M400US19180,43655,2992,58099,5121
"Danville, VA Micro Area",310M400US19260,39512,2312,52120,3888
"Daphne-Fairhope-Foley, AL Metro Area",310M400US19300,56813,3367,80251,5801
"Davenport-Moline-Rock Island, IA-IL Metro Area",310M400US19340,55635,1900,74452,2715
"Dayton, OH Metro Area",310M400US19380,54942,2295,74229,2110
"Decatur, AL Metro Area",310M400US19460,49133,4988,67720,4676
"Decatur, IL Metro Area",310M400US19500,50066,2977,68066,4742
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",310M400US19660,51364,1130,70447,2456
"Denver-Aurora-Lakewood, CO Metro Area",310M400US19740,79478,1489,105796,1757
"Des Moines-West Des Moines, IA Metro Area",310M400US19780,71352,1720,89966,2287
"Detroit-Warren-Dearborn, MI Metro Area",310M400US19820,60513,602,83118,954
"Dothan, AL Metro Area",310M400US20020,45152,3651,62065,2607
"Dover, DE Metro Area",310M400US20100,54419,3658,69806,3779
"DuBois, PA Micro Area",310M400US20180,46205,4126,61193,4623
"Dubuque, IA Metro Area",310M400US20220,60225,3573,75860,4992
"Duluth, MN-WI Metro Area",310M400US20260,53767,2739,69280,1836
"Dunn, NC Micro Area",310M400US20380,51022,3118,64140,3538
"Durham-Chapel Hill, NC Metro Area",310M400US20500,62114,2014,92746,3201
"East Stroudsburg, PA Metro Area",310M400US20700,64170,4928,78152,5455
"Eau Claire, WI Metro Area",310M400US20740,60081,2940,73481,3475
"El Centro, CA Metro Area",310M400US20940,48984,5118,60686,4133
"Elmira, NY Metro Area",310M400US21300,53005,3786,72849,8797
"El Paso, TX Metro Area",310M400US21340,43862,2029,61570,2289
"Enid, OK Metro Area",310M400US21420,53946,7439,67242,6176
"Erie, PA Metro Area",310M400US21500,48007,2624,64585,2476
"Eugene, OR Metro Area",310M400US21660,53172,1686,70610,2687
"Eureka-Arcata-Fortuna, CA Micro Area",310M400US21700,50294,3616,64549,4604
"Evansville, IN-KY Metro Area",310M400US21780,55412,2806,76325,5076
"Fairbanks, AK Metro Area",310M400US21820,75448,6638,98389,10154
"Elizabeth City, NC Micro Area",310M400US21020,50391,3526,61810,4635
"Elizabethtown-Fort Knox, KY Metro Area",310M400US21060,51147,3105,72890,5939
"Elkhart-Goshen, IN Metro Area",310M400US21140,58350,4112,71886,2985
"Fargo, ND-MN Metro Area",310M400US22020,65073,5129,90720,6126
"Faribault-Northfield, MN Micro Area",310M400US22060,65839,6563,82287,4989
"Farmington, MO Micro Area",310M400US22100,46796,4688,61053,8049
"Farmington, NM Metro Area",310M400US22140,44841,4446,59736,3241
"Fayetteville, NC Metro Area",310M400US22180,46679,1364,61397,2437
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",310M400US22220,57911,2247,83103,3202
"Findlay, OH Micro Area",310M400US22300,60788,5046,77579,6455
"Flagstaff, AZ Metro Area",310M400US22380,61843,3885,78885,4618
"Flint, MI Metro Area",310M400US22420,48127,2040,66520,2546
"Florence, SC Metro Area",310M400US22500,42612,3660,64607,4853
"Florence-Muscle Shoals, AL Metro Area",310M400US22520,49407,3301,67747,5907
"Fond du Lac, WI Metro Area",310M400US22540,57415,4122,71256,5694
"Forest City, NC Micro Area",310M400US22580,43111,4217,57586,5726
"Fort Collins, CO Metro Area",310M400US22660,71091,2818,92688,3441
"Fort Payne, AL Micro Area",310M400US22840,36998,4416,57354,6313
"Fort Smith, AR-OK Metro Area",310M400US22900,44317,2532,62866,4414
"Frankfort, KY Micro Area",310M400US23180,52134,5252,67207,5551
"Fresno, CA Metro Area",310M400US23420,52629,2017,72519,1762
"Gadsden, AL Metro Area",310M400US23460,45868,3875,63046,4535
"Gainesville, FL Metro Area",310M400US23540,50495,2077,72847,4115
"Gainesville, GA Metro Area",310M400US23580,61699,3283,85602,5920
"Gallup, NM Micro Area",310M400US23700,34080,3477,48580,4225
"Gettysburg, PA Metro Area",310M400US23900,62284,4307,76958,3301
"Fort Wayne, IN Metro Area",310M400US23060,55491,1226,75316,2812
"Glens Falls, NY Metro Area",310M400US24020,57058,3365,73583,4673
"Glenwood Springs, CO Micro Area",310M400US24060,76184,4126,93316,13117
"Goldsboro, NC Metro Area",310M400US24140,40791,1978,63210,8560
"Grand Forks, ND-MN Metro Area",310M400US24220,54659,3973,70870,4263
"Grand Island, NE Metro Area",310M400US24260,54235,4392,65901,4091
"Grand Junction, CO Metro Area",310M400US24300,49848,3326,68620,4493
"Grand Rapids-Wyoming, MI Metro Area",310M400US24340,63344,1490,83871,2058
"Grants Pass, OR Metro Area",310M400US24420,48315,4590,62844,5432
"Great Falls, MT Metro Area",310M400US24500,49948,3119,67884,5843
"Greeley, CO Metro Area",310M400US24540,75938,2078,90525,3412
"Green Bay, WI Metro Area",310M400US24580,61400,1417,79609,5046
"Greeneville, TN Micro Area",310M400US24620,47383,6574,61071,5326
"Greenfield Town, MA Micro Area",310M400US24640,59248,3708,79786,6254
"Greensboro-High Point, NC Metro Area",310M400US24660,50026,1933,71748,2149
"Greenville, NC Metro Area",310M400US24780,42481,2030,59322,3855
"Greenville-Anderson-Mauldin, SC Metro Area",310M400US24860,55790,1782,74677,2078
"Greenwood, SC Micro Area",310M400US24940,41959,3975,62175,6363
"Gulfport-Biloxi-Pascagoula, MS Metro Area",310M400US25060,47444,2359,65233,3290
"Hagerstown-Martinsburg, MD-WV Metro Area",310M400US25180,61256,2286,76998,3443
"Hammond, LA Metro Area",310M400US25220,48205,3436,60849,5084
"Hanford-Corcoran, CA Metro Area",310M400US25260,61663,4835,74030,4239
"Harrisburg-Carlisle, PA Metro Area",310M400US25420,64213,2615,86502,2611
"Harrisonburg, VA Metro Area",310M400US25500,53046,2336,76092,9746
"Hartford-West Hartford-East Hartford, CT Metro Area",310M400US25540,77258,1656,104166,1893
"Hattiesburg, MS Metro Area",310M400US25620,45249,3448,63976,6233
"Helena, MT Micro Area",310M400US25740,65145,5432,77534,4295
"Hermiston-Pendleton, OR Micro Area",310M400US25840,56211,6496,67802,5141
"Hickory-Lenoir-Morganton, NC Metro Area",310M400US25860,47544,3319,65343,3557
"Hilo, HI Micro Area",310M400US25900,57571,6578,86179,9444
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",310M400US25940,63723,3368,90215,5152
"Hinesville, GA Metro Area",310M400US25980,47234,4255,56659,3922
"Guayama, PR Metro Area",310M400US25020,17062,2280,23197,2692
"Iowa City, IA Metro Area",310M400US26980,64635,4280,89436,5333
"Hobbs, NM Micro Area",310M400US26020,50871,4798,65330,5484
"Holland, MI Micro Area",310M400US26090,61353,4986,73331,3238
"Homosassa Springs, FL Metro Area",310M400US26140,39964,4030,56965,7617
"Hot Springs, AR Metro Area",310M400US26300,42779,5468,63690,7858
"Houma-Thibodaux, LA Metro Area",310M400US26380,51440,4539,71404,4952
"Meadville, PA Micro Area",310M400US32740,51502,2768,64645,5096
"Medford, OR Metro Area",310M400US32780,56546,3735,75097,4983
"Memphis, TN-MS-AR Metro Area",310M400US32820,50338,1102,71497,1758
"Merced, CA Metro Area",310M400US32900,57745,3382,76713,5124
"Meridian, MS Micro Area",310M400US32940,37816,3647,54807,6274
"Marion, OH Micro Area",310M400US32020,43008,3378,54542,4624
"Marquette, MI Micro Area",310M400US32100,54779,3349,66475,4194
"Marshall, TX Micro Area",310M400US32220,50561,7915,68916,8272
"Martinsville, VA Micro Area",310M400US32300,30040,3216,42592,4354
"Mayagüez, PR Metro Area",310M400US32420,12913,1786,23504,2821
"McAllen-Edinburg-Mission, TX Metro Area",310M400US32580,39165,2282,55958,2448
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,56328,732,85691,1152
"Michigan City-La Porte, IN Metro Area",310M400US33140,51584,2691,68665,5472
"Midland, MI Metro Area",310M400US33220,56091,3181,81508,7705
"Midland, TX Metro Area",310M400US33260,80747,4788,110510,8059
"Milwaukee-Waukesha-West Allis, WI Metro Area",310M400US33340,60643,844,84831,1622
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",310M400US33460,79578,1138,104200,1042
"Minot, ND Micro Area",310M400US33500,65085,5199,73180,4619
"Missoula, MT Metro Area",310M400US33540,56598,2374,74932,5653
"Mobile, AL Metro Area",310M400US33660,43061,2459,60779,2597
"Modesto, CA Metro Area",310M400US33700,60321,3397,78370,2891
"Monroe, LA Metro Area",310M400US33740,44353,4591,66942,5235
"Monroe, MI Metro Area",310M400US33780,61916,2399,77934,3904
"Montgomery, AL Metro Area",310M400US33860,51943,1629,71987,2565
"Morehead City, NC Micro Area",310M400US33980,54833,3190,68939,3666
"Morgantown, WV Metro Area",310M400US34060,50574,3136,75652,5448
"Morristown, TN Metro Area",310M400US34100,47439,4054,62983,6100
"Moses Lake, WA Micro Area",310M400US34180,53057,8791,66875,4562
"Mount Airy, NC Micro Area",310M400US34340,48398,8296,62494,6609
"Mount Pleasant, MI Micro Area",310M400US34380,46198,4282,64189,5811
"Mount Vernon-Anacortes, WA Metro Area",310M400US34580,73206,4545,89272,6779
"Muncie, IN Metro Area",310M400US34620,41662,3947,55830,3448
"Muskegon, MI Metro Area",310M400US34740,50080,2848,65118,2904
"Muskogee, OK Micro Area",310M400US34780,45290,4702,62402,5120
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",310M400US34820,51580,1466,68108,2739
"Nacogdoches, TX Micro Area",310M400US34860,46459,3308,61279,5538
"Napa, CA Metro Area",310M400US34900,87025,4296,112978,6227
"Naples-Immokalee-Marco Island, FL Metro Area",310M400US34940,69867,3962,112143,6842
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",310M400US34980,65919,1213,89756,1606
"New Bern, NC Metro Area",310M400US35100,48557,5134,65644,5489
"New Castle, PA Micro Area",310M400US35260,47853,4659,61859,3608
"New Haven-Milford, CT Metro Area",310M400US35300,67845,2580,94343,2987
"New Orleans-Metairie, LA Metro Area",310M400US35380,50301,1191,73722,1817
"New Philadelphia-Dover, OH Micro Area",310M400US35420,49658,4208,66384,4461
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",310M400US35620,78478,729,115251,841
"Niles-Benton Harbor, MI Metro Area",310M400US35660,51262,3548,73729,4704
"North Port-Sarasota-Bradenton, FL Metro Area",310M400US35840,60921,1286,87726,2790
"North Wilkesboro, NC Micro Area",310M400US35900,43466,4676,63537,12672
"Norwich-New London, CT Metro Area",310M400US35980,67197,3348,88552,3058
"Orangeburg, SC Micro Area",310M400US36700,36536,3086,47034,4767
"Orlando-Kissimmee-Sanford, FL Metro Area",310M400US36740,58610,1521,80608,1674
"Oshkosh-Neenah, WI Metro Area",310M400US36780,56589,2940,75157,5528
"Ottawa-Peru, IL Micro Area",310M400US36860,52572,4389,72017,4147
"Owensboro, KY Metro Area",310M400US36980,51459,2122,67272,4416
"Oak Harbor, WA Micro Area",310M400US36020,64793,5553,87194,5784
"Ocala, FL Metro Area",310M400US36100,44576,2607,61351,3400
"Ocean City, NJ Metro Area",310M400US36140,67007,8412,97909,6346
"Odessa, TX Metro Area",310M400US36220,64165,6882,88400,6950
"Ogden-Clearfield, UT Metro Area",310M400US36260,76653,1696,89770,2574
"Ogdensburg-Massena, NY Micro Area",310M400US36300,49681,3193,65780,3245
"Oklahoma City, OK Metro Area",310M400US36420,57485,1406,78771,1830
"Olean, NY Micro Area",310M400US36460,48179,3100,60778,3205
"Olympia-Tumwater, WA Metro Area",310M400US36500,72703,3003,88214,3022
"Omaha-Council Bluffs, NE-IA Metro Area",310M400US36540,66241,1163,88644,2036
"Opelousas, LA Micro Area",310M400US36660,32867,5454,52090,6437
"Owosso, MI Micro Area",310M400US37020,54456,5400,70227,4907
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",310M400US37100,84566,2398,110437,2811
"Paducah, KY-IL Micro Area",310M400US37140,47346,3914,74130,9422
"Palatka, FL Micro Area",310M400US37260,41608,5256,55109,5102
"Palm Bay-Melbourne-Titusville, FL Metro Area",310M400US37340,57888,2522,75604,2266
"Panama City, FL Metro Area",310M400US37460,51842,3046,68671,4157
"Parkersburg-Vienna, WV Metro Area",310M400US37620,44054,4520,59811,3566
"Pensacola-Ferry Pass-Brent, FL Metro Area",310M400US37860,57998,2383,77336,2771
"Peoria, IL Metro Area",310M400US37900,58603,2685,76223,3188
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",310M400US37980,70747,670,99077,986
"Portland-South Portland, ME Metro Area",310M400US38860,69980,2307,88381,2471
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",310M400US38900,75599,1212,99142,1453
"Port St. Lucie, FL Metro Area",310M400US38940,55714,2495,79395,3999
"Phoenix-Mesa-Scottsdale, AZ Metro Area",310M400US38060,64427,887,87435,1124
"Pine Bluff, AR Metro Area",310M400US38220,37314,6011,54443,4908
"Pinehurst-Southern Pines, NC Micro Area",310M400US38240,58531,3728,80720,6076
"Pittsburgh, PA Metro Area",310M400US38300,59710,982,81726,1125
"Pittsfield, MA Metro Area",310M400US38340,60476,5979,77385,4651
"Plattsburgh, NY Micro Area",310M400US38460,56704,5379,70808,5104
"Pocatello, ID Metro Area",310M400US38540,50748,4161,63690,3923
"Ponce, PR Metro Area",310M400US38660,17607,1085,26344,1499
"Port Angeles, WA Micro Area",310M400US38820,59001,5412,71617,5184
"Portsmouth, OH Micro Area",310M400US39020,37257,7566,53019,3994
"Pottsville, PA Micro Area",310M400US39060,48458,3353,63833,3413
"Prescott, AZ Metro Area",310M400US39140,48148,2862,65373,3713
"Providence-Warwick, RI-MA Metro Area",310M400US39300,65083,1466,87172,1903
"Provo-Orem, UT Metro Area",310M400US39340,75344,1560,95270,3054
"Pueblo, CO Metro Area",310M400US39380,48468,2816,60765,3567
"Punta Gorda, FL Metro Area",310M400US39460,52927,2153,69586,4217
"Quincy, IL-MO Micro Area",310M400US39500,54948,3569,73282,8425
"Racine, WI Metro Area",310M400US39540,59759,2744,75321,2848
"Raleigh, NC Metro Area",310M400US39580,75165,1913,100738,2287
"Rapid City, SD Metro Area",310M400US39660,59833,4218,77063,5528
"Reading, PA Metro Area",310M400US39740,62564,1967,82342,3396
"Redding, CA Metro Area",310M400US39820,56280,5148,71942,3465
"Reno, NV Metro Area",310M400US39900,63466,3152,87127,3295
"Richmond, IN Micro Area",310M400US39980,44928,3391,57827,5633
"Richmond, VA Metro Area",310M400US40060,67703,1622,89609,1714
"Richmond-Berea, KY Micro Area",310M400US40080,50333,3471,67265,5420
"Riverside-San Bernardino-Ontario, CA Metro Area",310M400US40140,65671,906,86183,1303
"Roanoke, VA Metro Area",310M400US40220,55151,3201,76224,3986
"Roanoke Rapids, NC Micro Area",310M400US40260,37027,2303,49849,4437
"Rochester, MN Metro Area",310M400US40340,72129,3153,94952,4374
"Rochester, NY Metro Area",310M400US40380,60190,1196,78644,1787
"Rockford, IL Metro Area",310M400US40420,55829,2359,73575,2784
"Rocky Mount, NC Metro Area",310M400US40580,46733,3390,65822,5458
"Rome, GA Metro Area",310M400US40660,38462,7386,61873,5710
"Roseburg, OR Micro Area",310M400US40700,47004,3312,59497,4006
"Roswell, NM Micro Area",310M400US40740,43941,5849,57336,4707
"Russellville, AR Micro Area",310M400US40780,43886,3425,56672,5276
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",310M400US40900,73142,1473,95541,1437
"Saginaw, MI Metro Area",310M400US40980,48990,2063,68782,4089
"Salisbury, MD-DE Metro Area",310M400US41540,59214,2970,76737,2236
"Salt Lake City, UT Metro Area",310M400US41620,73730,1857,97201,2173
"San Angelo, TX Metro Area",310M400US41660,51851,4932,70378,6120
