Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Fort Bend County, Texas",0500000US48157,90845,4185,116933,5487
"Etowah County, Alabama",0500000US01055,41576,3575,57242,4758
"DeKalb County, Alabama",0500000US01049,39373,5580,58474,7132
"Mobile County, Alabama",0500000US01097,46023,3223,63728,2770
"Walker County, Alabama",0500000US01127,41973,4337,57531,5136
"Calhoun County, Alabama",0500000US01015,46763,3173,65315,7237
"Montgomery County, Alabama",0500000US01101,45724,3014,62324,2862
"Marshall County, Alabama",0500000US01095,41476,5921,59861,5393
"Madison County, Alabama",0500000US01089,62312,2634,82659,2786
"Fairbanks North Star Borough, Alaska",0500000US02090,76747,9653,93422,9113
"Matanuska-Susitna Borough, Alaska",0500000US02170,69121,5025,86073,4640
"Anchorage Municipality, Alaska",0500000US02020,79166,4990,100976,4250
"Pima County, Arizona",0500000US04019,51425,1125,71284,1912
"Maricopa County, Arizona",0500000US04013,62223,528,85394,985
"Cochise County, Arizona",0500000US04003,51816,5252,65303,4527
"Mohave County, Arizona",0500000US04015,42311,2609,58052,3782
"Apache County, Arizona",0500000US04001,31671,3206,43172,2809
"Coconino County, Arizona",0500000US04005,54893,4668,74035,6796
"Yavapai County, Arizona",0500000US04025,50041,2948,64830,3726
"Yuma County, Arizona",0500000US04027,46798,2922,60110,3171
"Navajo County, Arizona",0500000US04017,41295,2754,55730,3880
"Pinal County, Arizona",0500000US04021,52788,2041,64837,2555
"Saline County, Arkansas",0500000US05125,59633,6354,76235,4774
"Jefferson County, Texas",0500000US48245,47657,2587,67684,3707
"Tarrant County, Texas",0500000US48439,65052,1631,87203,1446
"Ellis County, Texas",0500000US48139,72138,4357,89109,4062
"Nueces County, Texas",0500000US48355,52482,2562,73398,3821
"San Patricio County, Texas",0500000US48409,51012,4457,71793,6691
"Randall County, Texas",0500000US48381,62098,3931,84033,6827
"Liberty County, Texas",0500000US48291,45614,7711,57666,5687
"Wise County, Texas",0500000US48497,58839,7477,76010,5793
"Rockwall County, Texas",0500000US48397,94848,8745,115598,10474
"Taylor County, Texas",0500000US48441,51894,4757,70040,5144
"Walker County, Texas",0500000US48471,40936,4209,54688,10683
"Comal County, Texas",0500000US48091,71060,5692,96698,4857
"Coryell County, Texas",0500000US48099,52769,3443,69345,9895
"Potter County, Texas",0500000US48375,45312,4640,59622,4124
"Bastrop County, Texas",0500000US48021,72107,10428,82308,6222
"Chittenden County, Vermont",0500000US50007,64444,5029,90434,5386
"Faulkner County, Arkansas",0500000US05045,47964,5864,66286,5063
"Jefferson County, Arkansas",0500000US05069,37678,3787,51315,4053
"Sebastian County, Arkansas",0500000US05131,41917,5742,57899,4457
"Benton County, Arkansas",0500000US05007,63746,2820,88119,4704
"Garland County, Arkansas",0500000US05051,46101,4988,62006,6449
"Washington County, Arkansas",0500000US05143,50169,2440,70650,3927
"Craighead County, Arkansas",0500000US05031,50422,3825,68849,5643
"Lonoke County, Arkansas",0500000US05085,51835,4595,66774,4723
"Pulaski County, Arkansas",0500000US05119,52450,2942,75907,2900
"White County, Arkansas",0500000US05145,42443,3952,61465,6106
"Merced County, California",0500000US06047,47735,3086,69191,5332
"Lake County, California",0500000US06033,48930,4806,66717,11007
"Yuba County, California",0500000US06115,63120,7245,71044,5401
"Contra Costa County, California",0500000US06013,95339,2701,130188,3506
"Stanislaus County, California",0500000US06099,59514,2562,75818,2285
"Santa Barbara County, California",0500000US06083,71106,2060,101807,3956
"Sonoma County, California",0500000US06097,80409,3110,103489,3462
"Imperial County, California",0500000US06025,47211,7435,67264,5343
"Alameda County, California",0500000US06001,96296,2453,125112,2236
"Sacramento County, California",0500000US06067,63045,1745,85305,1686
"El Dorado County, California",0500000US06017,79414,6793,101072,5635
"Napa County, California",0500000US06055,86562,5231,117159,6625
"Monterey County, California",0500000US06053,71274,2706,92289,3828
"San Francisco County, California",0500000US06075,110816,3045,151667,4192
"Jones County, Mississippi",0500000US28067,39310,3179,52350,5624
"Madison County, Mississippi",0500000US28089,68336,6217,95933,6636
"Rankin County, Mississippi",0500000US28121,66054,5567,78309,4193
"Hinds County, Mississippi",0500000US28049,45658,3816,60318,3068
"Forrest County, Mississippi",0500000US28035,42389,6217,50391,4720
"Jackson County, Mississippi",0500000US28059,48284,3931,65968,4614
"Harrison County, Mississippi",0500000US28047,47365,3154,59544,3203
"Lauderdale County, Mississippi",0500000US28075,46983,6277,71447,11990
"Lee County, Mississippi",0500000US28081,55886,6429,71317,6408
"DeSoto County, Mississippi",0500000US28033,66440,6212,81929,5888
"Delaware County, Pennsylvania",0500000US42045,73854,1771,104834,3266
"Dauphin County, Pennsylvania",0500000US42043,61622,2044,78220,3039
"Tooele County, Utah",0500000US49045,72386,8708,80760,5566
"Washington County, Utah",0500000US49053,54842,3460,78203,11324
"Utah County, Utah",0500000US49049,70417,2021,87546,2221
"Weber County, Utah",0500000US49057,62917,2121,75500,3553
"Salt Lake County, Utah",0500000US49035,71471,1174,91338,2277
"Davis County, Utah",0500000US49011,80301,2881,95839,3235
"Cache County, Utah",0500000US49005,52828,4383,68621,3675
"James City County, Virginia",0500000US51095,87910,5349,106423,7020
"Henrico County, Virginia",0500000US51087,67185,2475,92613,3624
"Rockingham County, Virginia",0500000US51165,59493,3771,73370,7669
"Spotsylvania County, Virginia",0500000US51177,86491,4582,103188,4274
"Montgomery County, Virginia",0500000US51121,56462,5925,74741,6263
"Augusta County, Virginia",0500000US51015,57017,5341,72605,6352
"Loudoun County, Virginia",0500000US51107,135842,3329,157210,4676
"Prince William County, Virginia",0500000US51153,100845,3324,124265,3643
"Roanoke County, Virginia",0500000US51161,64287,4712,86579,7466
"Fauquier County, Virginia",0500000US51061,98585,7511,120261,7775
"Tulare County, California",0500000US06107,46266,2633,64624,2375
"Yolo County, California",0500000US06113,65729,6256,95195,6749
"Humboldt County, California",0500000US06023,46494,6096,64858,5343
"Nevada County, California",0500000US06057,65385,8820,97007,10353
"Madera County, California",0500000US06039,51283,5033,67518,4982
"Mendocino County, California",0500000US06045,53024,7273,74881,7003
"Santa Cruz County, California",0500000US06087,79705,6744,111228,5155
"Los Angeles County, California",0500000US06037,65006,756,94165,935
"Riverside County, California",0500000US06065,63944,1223,84811,1331
"San Bernardino County, California",0500000US06071,60420,1081,77439,1199
"Santa Clara County, California",0500000US06085,119035,2988,154891,2996
"Marin County, California",0500000US06041,113908,6554,170204,9213
"Placer County, California",0500000US06061,80728,2589,104407,3929
"Shasta County, California",0500000US06089,52439,4116,73496,4313
"Solano County, California",0500000US06095,77133,4965,97373,4140
"Butte County, California",0500000US06007,49061,3182,70280,4697
"Kings County, California",0500000US06031,57555,4750,68727,4366
"San Luis Obispo County, California",0500000US06079,71880,4038,92729,4280
"Fresno County, California",0500000US06019,51800,1826,73235,2344
"Kern County, California",0500000US06029,49854,2063,67703,2121
"Orange County, California",0500000US06059,86217,1296,115705,1782
"Ventura County, California",0500000US06111,82857,2328,110266,3058
"Sutter County, California",0500000US06101,55062,6050,71130,4487
"San Mateo County, California",0500000US06081,116653,3518,163672,4173
"San Joaquin County, California",0500000US06077,61164,1542,82227,2718
"Denver County, Colorado",0500000US08031,65224,2673,96244,3124
"Jefferson County, Colorado",0500000US08059,80616,1879,100925,2809
"Weld County, Colorado",0500000US08123,68884,3482,83706,3320
"San Diego County, California",0500000US06073,76207,1049,103215,1759
"Adams County, Colorado",0500000US08001,66517,3293,79622,2539
"Douglas County, Colorado",0500000US08035,111482,2620,139110,4835
"Larimer County, Colorado",0500000US08069,69102,4798,89304,4231
"Boulder County, Colorado",0500000US08013,80834,3127,113034,4373
"Franklin County, Pennsylvania",0500000US42055,60459,2988,72639,3924
"Monroe County, Pennsylvania",0500000US42089,61612,4546,79766,5280
"Washington County, Pennsylvania",0500000US42125,60551,3553,84471,3871
"Philadelphia County, Pennsylvania",0500000US42101,39759,1379,61458,1511
"York County, Pennsylvania",0500000US42133,63519,2100,79562,2882
"Indiana County, Pennsylvania",0500000US42063,46237,1736,63241,6576
"Cumberland County, Pennsylvania",0500000US42041,69301,3288,87353,3561
"Allegheny County, Pennsylvania",0500000US42003,58625,1400,83152,1835
"Westmoreland County, Pennsylvania",0500000US42129,60713,1941,77305,2680
"Blair County, Pennsylvania",0500000US42013,45957,2207,59821,3942
"Lawrence County, Pennsylvania",0500000US42073,49967,5164,64448,3839
"Cambria County, Pennsylvania",0500000US42021,46598,2609,58753,2063
"Chester County, Pennsylvania",0500000US42029,96656,3279,128002,3845
"Berks County, Pennsylvania",0500000US42011,61058,1432,78953,2631
"Somerset County, Pennsylvania",0500000US42111,48846,3073,58300,2516
"Clay County, Missouri",0500000US29047,66938,4300,87877,5922
"St. Louis County, Missouri",0500000US29189,64784,1704,94707,2528
"Boone County, Missouri",0500000US29019,51340,2776,71990,4279
"Cole County, Missouri",0500000US29051,52609,5105,74010,6130
"Franklin County, Missouri",0500000US29071,55290,4024,69252,3638
"Jackson County, Missouri",0500000US29095,52552,1584,71983,2153
"Buchanan County, Missouri",0500000US29021,46052,3086,62070,4463
"Cass County, Missouri",0500000US29037,64595,4240,80194,4277
"St. Charles County, Missouri",0500000US29183,81594,2728,98603,3143
"Cape Girardeau County, Missouri",0500000US29031,51140,6506,61871,4214
"Hanover County, Virginia",0500000US51085,90066,3991,106808,6062
"Chesapeake city, Virginia",0500000US51550,76629,4106,93101,4707
"Albemarle County, Virginia",0500000US51003,77181,6277,105207,7997
"Bedford County, Virginia",0500000US51019,66327,2678,78380,4630
"Portsmouth city, Virginia",0500000US51740,50242,3880,58478,3595
"Virginia Beach city, Virginia",0500000US51810,72586,2324,95226,4010
"Alexandria city, Virginia",0500000US51510,100530,2853,125029,5261
"Hampton city, Virginia",0500000US51650,54062,4246,71106,4959
"Arlington County, Virginia",0500000US51013,117237,6537,151123,8075
"Newport News city, Virginia",0500000US51700,49716,2824,63376,3948
"Frederick County, Virginia",0500000US51069,72405,9983,87271,5126
"Stafford County, Virginia",0500000US51179,112795,5081,123629,4936
"Lynchburg city, Virginia",0500000US51680,45239,5158,57341,4433
"York County, Virginia",0500000US51199,83993,10386,102564,7952
"Richmond city, Virginia",0500000US51760,46261,2332,70055,3327
"Roanoke city, Virginia",0500000US51770,43799,3511,58975,6308
"Suffolk city, Virginia",0500000US51800,70277,4682,87389,7524
"Norfolk city, Virginia",0500000US51710,49445,2567,69146,4392
"Chesterfield County, Virginia",0500000US51041,80800,4925,100098,4058
"Fairfax County, Virginia",0500000US51059,118279,3347,149555,3123
"Thurston County, Washington",0500000US53067,71765,2663,86453,3908
"Benton County, Washington",0500000US53005,63346,4028,83213,4396
"Clark County, Washington",0500000US53011,74747,2965,91951,2872
"Pueblo County, Colorado",0500000US08101,43148,3056,58202,2778
"Mesa County, Colorado",0500000US08077,52742,3926,68315,5682
"El Paso County, Colorado",0500000US08041,65370,1821,83695,1902
"Arapahoe County, Colorado",0500000US08005,75357,1972,101911,2652
"Broomfield County, Colorado",0500000US08014,90939,6648,111665,7706
"New Castle County, Delaware",0500000US10003,66647,2450,91438,3602
"Sussex County, Delaware",0500000US10005,61985,2971,84402,5932
"Kent County, Delaware",0500000US10001,57608,3112,73873,4908
"District of Columbia, District of Columbia",0500000US11001,82372,2651,121095,3228
"New Haven County, Connecticut",0500000US09009,66863,2099,90654,2477
"Litchfield County, Connecticut",0500000US09005,78436,4388,100709,5105
"Hartford County, Connecticut",0500000US09003,70429,2069,94553,2867
"Windham County, Connecticut",0500000US09015,63573,5865,76185,4299
"New London County, Connecticut",0500000US09011,71987,2582,94134,4838
"Middlesex County, Connecticut",0500000US09007,79646,6198,101247,5856
"Tolland County, Connecticut",0500000US09013,72117,4952,100872,7224
"Fairfield County, Connecticut",0500000US09001,91198,2340,148996,4220
"Duval County, Florida",0500000US12031,52062,1385,72894,2188
"Brevard County, Florida",0500000US12009,52540,1332,73082,2704
"Clay County, Florida",0500000US12019,65247,3957,82306,7417
"Lake County, Florida",0500000US12069,51383,2892,65443,2757
"Nassau County, Florida",0500000US12089,71489,5271,91812,7416
"Pinellas County, Florida",0500000US12103,51512,1124,74485,1839
"Polk County, Florida",0500000US12105,48475,1645,64787,2006
"St. Lucie County, Florida",0500000US12111,50062,2826,65458,3478
"Indian River County, Florida",0500000US12061,49177,4304,82567,8541
"Palm Beach County, Florida",0500000US12099,60057,1347,93146,2518
"St. Johns County, Florida",0500000US12109,73836,6283,102604,6813
"Seminole County, Florida",0500000US12117,64049,3343,87078,3460
"Miami-Dade County, Florida",0500000US12086,49930,1006,73762,1454
"Bay County, Florida",0500000US12005,52415,3474,68688,4166
"Flagler County, Florida",0500000US12035,49652,4792,62637,3914
"Osceola County, Florida",0500000US12097,49762,3859,63320,3076
"Sumter County, Florida",0500000US12119,54057,5564,68865,6091
"Walton County, Florida",0500000US12131,51620,3376,72156,6632
"Lee County, Florida",0500000US12071,53928,1861,77931,2683
"Marion County, Florida",0500000US12083,43910,1793,60694,3388
"Collier County, Florida",0500000US12021,66048,3069,103133,4825
"Orange County, Florida",0500000US12095,54107,1470,79866,2558
"Pasco County, Florida",0500000US12101,51347,1337,68680,2722
"Highlands County, Florida",0500000US12055,35543,4864,50430,3681
"Alachua County, Florida",0500000US12001,44676,2593,66234,4181
"Charlotte County, Florida",0500000US12015,52070,2752,66009,3561
"Columbia County, Florida",0500000US12023,40811,5463,56092,6894
"Martin County, Florida",0500000US12085,54681,5515,97743,12795
"Putnam County, Florida",0500000US12107,33790,1974,45434,3376
"Sarasota County, Florida",0500000US12115,58400,3179,86904,3671
"Manatee County, Florida",0500000US12081,55268,2415,76958,3332
"Citrus County, Florida",0500000US12017,43548,2964,55172,3521
"Santa Rosa County, Florida",0500000US12113,66059,3205,78141,4342
"Volusia County, Florida",0500000US12127,46901,1895,63835,2095
"Leon County, Florida",0500000US12073,51642,1730,75108,3714
"Broward County, Florida",0500000US12011,56842,1319,82449,2016
"Monroe County, Florida",0500000US12087,65747,6055,100467,9749
"Platte County, Missouri",0500000US29165,74646,3207,95178,5025
"St. Francois County, Missouri",0500000US29187,39288,6256,53905,4996
"St. Louis city, Missouri",0500000US29510,41441,2258,61530,2756
"Christian County, Missouri",0500000US29043,59161,4596,73702,5125
"Greene County, Missouri",0500000US29077,45117,2451,62748,2843
"Jasper County, Missouri",0500000US29097,47981,4510,56717,2607
"Jefferson County, Missouri",0500000US29099,62228,3289,74875,3239
"Lewis and Clark County, Montana",0500000US30049,60404,6356,75089,4806
"Skagit County, Washington",0500000US53057,66066,2745,82356,4913
"Spokane County, Washington",0500000US53063,53360,1844,75071,2897
"Chelan County, Washington",0500000US53007,61615,8398,75561,7245
"Kitsap County, Washington",0500000US53035,73026,2517,89494,3444
"King County, Washington",0500000US53033,89675,1863,121921,2188
"Yakima County, Washington",0500000US53077,47402,2712,61787,3201
"Clallam County, Washington",0500000US53009,47907,3155,68267,5119
"Cowlitz County, Washington",0500000US53015,49456,2785,64312,4377
"Lewis County, Washington",0500000US53041,49827,3926,62940,4505
"Grays Harbor County, Washington",0500000US53027,47445,4076,54929,2983
"Island County, Washington",0500000US53029,59644,9028,81887,7180
"Pierce County, Washington",0500000US53053,69278,2137,85228,1911
"Franklin County, Washington",0500000US53021,64344,7787,77663,6056
"Grant County, Washington",0500000US53025,58644,6533,75491,8787
"Whatcom County, Washington",0500000US53073,61186,2599,79237,3700
"Snohomish County, Washington",0500000US53061,82595,2225,99537,2257
"Wood County, West Virginia",0500000US54107,44115,4879,62759,4568
"Monongalia County, West Virginia",0500000US54061,50888,4442,75925,6451
"Cabell County, West Virginia",0500000US54011,33750,4699,56956,5360
"Kanawha County, West Virginia",0500000US54039,42197,3770,61878,3583
"Harrison County, West Virginia",0500000US54033,58082,6870,70911,5642
"Raleigh County, West Virginia",0500000US54081,42121,4332,56910,7961
"Hernando County, Florida",0500000US12053,44892,2744,58638,3409
"Hillsborough County, Florida",0500000US12057,54731,1448,79084,2032
"Okaloosa County, Florida",0500000US12091,61866,3637,80915,4504
"Dougherty County, Georgia",0500000US13095,38712,5782,52320,3820
"Henry County, Georgia",0500000US13151,67018,3000,81309,4279
"Houston County, Georgia",0500000US13153,58525,5725,74731,5565
"Spalding County, Georgia",0500000US13255,47027,5480,63689,8988
"Paulding County, Georgia",0500000US13223,66482,3907,77476,5315
"Richmond County, Georgia",0500000US13245,37324,2545,54286,3436
"Walker County, Georgia",0500000US13295,45410,6869,62633,6037
"Gwinnett County, Georgia",0500000US13135,68914,2341,89726,2706
"Barrow County, Georgia",0500000US13013,59994,4894,68643,5050
"Bartow County, Georgia",0500000US13015,54218,6243,72742,9159
"Douglas County, Georgia",0500000US13097,61094,6558,71273,3419
"Whitfield County, Georgia",0500000US13313,40717,2391,59761,4941
"Troup County, Georgia",0500000US13285,38977,7321,54688,4785
"Bibb County, Georgia",0500000US13021,37444,3457,61934,5897
"Escambia County, Florida",0500000US12033,48631,2800,64246,3045
"Chatham County, Georgia",0500000US13051,55352,2521,77300,5440
"Rockdale County, Georgia",0500000US13247,62429,8024,78278,6454
"Yellowstone County, Montana",0500000US30111,58156,3112,78761,6103
"Missoula County, Montana",0500000US30063,54311,4421,72218,5697
"Cascade County, Montana",0500000US30013,47713,3956,69810,8341
"Gallatin County, Montana",0500000US30031,60901,6676,82490,4872
"Flathead County, Montana",0500000US30029,59735,4466,74396,5523
"Lancaster County, Nebraska",0500000US31109,59306,2973,77991,3033
"Douglas County, Nebraska",0500000US31055,61531,1844,85168,2678
"Sarpy County, Nebraska",0500000US31153,80694,3626,93348,3385
"Berkeley County, West Virginia",0500000US54003,59142,4237,67642,4517
"St. Croix County, Wisconsin",0500000US55109,80512,6749,99905,7083
"Milwaukee County, Wisconsin",0500000US55079,47591,1516,65816,1516
"Racine County, Wisconsin",0500000US55101,60897,3413,80199,3625
"Winnebago County, Wisconsin",0500000US55139,56678,3045,74758,3915
"Sheboygan County, Wisconsin",0500000US55117,58361,2777,73466,4168
"Outagamie County, Wisconsin",0500000US55087,65564,2203,81992,3817
"La Crosse County, Wisconsin",0500000US55063,57033,2738,75287,5907
"Brown County, Wisconsin",0500000US55009,60793,2502,79437,3810
"Eau Claire County, Wisconsin",0500000US55035,54963,4157,70786,3797
"Marathon County, Wisconsin",0500000US55073,58173,3936,77209,4961
"Waukesha County, Wisconsin",0500000US55133,82248,1907,107634,3375
"Dodge County, Wisconsin",0500000US55027,56421,3754,72745,3978
"Walworth County, Wisconsin",0500000US55127,60178,3054,76850,3448
"Manitowoc County, Wisconsin",0500000US55071,54785,3345,65541,2648
"Washington County, Wisconsin",0500000US55131,75453,4149,92422,5440
"Dane County, Wisconsin",0500000US55025,72268,1767,92024,2185
"Fond du Lac County, Wisconsin",0500000US55039,61417,2912,75054,5105
"Ozaukee County, Wisconsin",0500000US55089,82869,5298,116109,9371
"Portage County, Wisconsin",0500000US55097,52247,2973,70718,5034
"Rock County, Wisconsin",0500000US55105,55304,2968,66216,3142
"Wood County, Wisconsin",0500000US55141,52110,4780,67494,5226
"Jefferson County, Wisconsin",0500000US55055,56675,4116,74540,6653
"Kenosha County, Wisconsin",0500000US55059,61073,3724,83257,4991
"Natrona County, Wyoming",0500000US56025,60546,3393,75655,5334
"Laramie County, Wyoming",0500000US56021,61961,5584,79176,7565
"Bulloch County, Georgia",0500000US13031,42138,5934,59163,7540
"Clarke County, Georgia",0500000US13059,39825,4230,60909,5209
"Glynn County, Georgia",0500000US13127,50998,4340,80082,10285
"DeKalb County, Georgia",0500000US13089,61827,2120,88119,2620
"Jackson County, Georgia",0500000US13157,66557,6894,87968,15169
"Muscogee County, Georgia",0500000US13215,42107,3000,64410,4155
"Catoosa County, Georgia",0500000US13047,53231,7627,69517,9772
"Columbia County, Georgia",0500000US13073,74164,4654,92116,6793
"Floyd County, Georgia",0500000US13115,45854,5448,62691,6118
"Forsyth County, Georgia",0500000US13117,102084,3101,122693,4189
"Lowndes County, Georgia",0500000US13185,41156,4622,55196,4334
"Carroll County, Georgia",0500000US13045,50100,7022,65987,4849
"Coweta County, Georgia",0500000US13077,72787,6539,88829,5759
"Cobb County, Georgia",0500000US13067,75654,2939,100846,2962
"Walton County, Georgia",0500000US13297,54867,5205,69723,4746
"Cherokee County, Georgia",0500000US13057,76368,4351,95248,5111
"Fayette County, Georgia",0500000US13113,84742,6346,105116,6785
"Newton County, Georgia",0500000US13217,57337,10600,73179,7237
"Clayton County, Georgia",0500000US13063,45172,2880,55991,3452
"Fulton County, Georgia",0500000US13121,65037,1922,108434,3359
"Hall County, Georgia",0500000US13139,61977,3608,89711,6786
"Hawaii County, Hawaii",0500000US15001,57545,4124,75842,4234
"Honolulu County, Hawaii",0500000US15003,81284,1533,103713,1951
"Maui County, Hawaii",0500000US15009,80241,4971,101611,7134
"Kauai County, Hawaii",0500000US15007,83860,7083,89431,5588
"Washoe County, Nevada",0500000US32031,61498,1330,84135,2566
"Clark County, Nevada",0500000US32003,57189,970,78422,1592
"Cheshire County, New Hampshire",0500000US33005,61257,3786,75715,4550
"Merrimack County, New Hampshire",0500000US33013,70764,3843,87823,4500
"Grafton County, New Hampshire",0500000US33009,64420,5474,87534,7593
"Rockingham County, New Hampshire",0500000US33015,89451,3963,113596,4060
"Hillsborough County, New Hampshire",0500000US33011,78769,3317,100105,3375
"Strafford County, New Hampshire",0500000US33017,71057,5979,83060,5167
"Monmouth County, New Jersey",0500000US34025,98270,3365,132877,3704
"Mercer County, New Jersey",0500000US34021,79173,5088,116672,5829
"Sussex County, New Jersey",0500000US34037,90026,4770,105432,5216
"Cumberland County, New Jersey",0500000US34011,52627,4020,70626,4716
"Somerset County, New Jersey",0500000US34035,112153,5663,149999,6389
"Essex County, New Jersey",0500000US34013,60430,2154,101639,3546
"Ocean County, New Jersey",0500000US34029,71081,2643,91689,3226
"Atlantic County, New Jersey",0500000US34001,61777,4761,81145,4164
"Gloucester County, New Jersey",0500000US34015,86496,5201,101964,4785
"Middlesex County, New Jersey",0500000US34023,85337,1953,108201,2382
"Salem County, New Jersey",0500000US34033,61250,11275,77192,5349
"Passaic County, New Jersey",0500000US34031,64233,3610,85407,3145
"Cape May County, New Jersey",0500000US34009,66953,4018,88474,5028
"Camden County, New Jersey",0500000US34007,66196,2791,88529,2889
"Bergen County, New Jersey",0500000US34003,94107,3217,129575,4295
"Union County, New Jersey",0500000US34039,77326,2731,111862,3763
"Warren County, New Jersey",0500000US34041,80657,5109,95224,4663
"Hudson County, New Jersey",0500000US34017,67154,3928,98796,2919
"Hunterdon County, New Jersey",0500000US34019,112038,8168,144363,7883
"Burlington County, New Jersey",0500000US34005,87673,3575,108920,3654
"Morris County, New Jersey",0500000US34027,114732,5081,151054,5770
"McKinley County, New Mexico",0500000US35031,31565,1735,50375,5052
"Sandoval County, New Mexico",0500000US35043,54296,4158,69183,4699
"San Juan County, New Mexico",0500000US35045,45942,5268,58947,2888
"Arecibo Municipio, Puerto Rico",0500000US72013,17740,2290,26512,3509
"Guaynabo Municipio, Puerto Rico",0500000US72061,24792,6245,49503,8966
"Kootenai County, Idaho",0500000US16055,57219,3627,75775,5289
"Twin Falls County, Idaho",0500000US16083,51589,5385,63153,4716
"Ada County, Idaho",0500000US16001,60858,2286,84425,4373
"Bannock County, Idaho",0500000US16005,51612,5017,66834,7861
"Bonneville County, Idaho",0500000US16019,53478,4297,68129,4557
"Canyon County, Idaho",0500000US16027,47324,2436,61381,4123
"Madison County, Illinois",0500000US17119,57890,3034,72904,2560
"Kankakee County, Illinois",0500000US17091,58539,4136,72518,4963
"DuPage County, Illinois",0500000US17043,89521,2135,116575,2944
