Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Richmond, IN Micro Area",310M100US39980,33385,2791,46434,3745
"Portsmouth, OH Micro Area",310M100US39020,36874,3378,48528,2745
"Pottsville, PA Micro Area",310M100US39060,45056,2148,55310,2336
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",310M100US39100,66612,1839,85938,1964
"Casper, WY Metro Area",310M100US16220,54526,5454,68936,4187
"Cedar Rapids, IA Metro Area",310M100US16300,57222,2427,71264,2863
"Centralia, WA Micro Area",310M100US16500,42927,2347,55484,3568
"Chambersburg, PA Micro Area",310M100US16540,51938,2176,63111,2561
"Champaign-Urbana, IL Metro Area",310M100US16580,47632,2614,63088,2552
"Charleston, WV Metro Area",310M100US16620,47610,2559,61892,2829
"Charleston-Mattoon, IL Micro Area",310M100US16660,33319,3278,50758,5735
"Charleston-North Charleston-Summerville, SC Metro Area",310M100US16700,50108,1390,67984,2264
"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",310M100US16740,52470,1044,74924,1443
"Charlottesville, VA Metro Area",310M100US16820,62880,3623,84133,4258
"Chattanooga, TN-GA Metro Area",310M100US16860,43475,1803,60751,1918
"Cheyenne, WY Metro Area",310M100US16940,54192,4434,70147,5044
"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",310M100US16980,59261,627,80886,691
"Chico, CA Metro Area",310M100US17020,40960,1995,57473,2639
"Chillicothe, OH Micro Area",310M100US17060,42951,3233,54194,3592
"Cincinnati-Middletown, OH-KY-IN Metro Area",310M100US17140,52439,770,70807,1295
"Clarksburg, WV Micro Area",310M100US17220,40108,4713,52583,3418
"Clarksville, TN-KY Metro Area",310M100US17300,44392,2078,55511,2266
"Clearlake, CA Micro Area",310M100US17340,33219,6837,45352,4524
"Cleveland, TN Metro Area",310M100US17420,38343,2926,50412,4107
"Cleveland-Elyria-Mentor, OH Metro Area",310M100US17460,46944,665,65049,879
"Coamo, PR Micro Area",310M100US17620,17970,1843,23863,2368
"Coeur d'Alene, ID Metro Area",310M100US17660,46870,3512,58105,3288
"College Station-Bryan, TX Metro Area",310M100US17780,40346,2882,57471,2723
"Colorado Springs, CO Metro Area",310M100US17820,55320,1791,72961,2614
"Columbia, MO Metro Area",310M100US17860,43172,3906,66732,4960
"Columbia, SC Metro Area",310M100US17900,48763,1672,62870,1359
"Columbia, TN Micro Area",310M100US17940,41953,2702,55347,4771
"Columbus, GA-AL Metro Area",310M100US17980,42972,2879,58572,3198
"Crestview-Fort Walton Beach-Destin, FL Metro Area",310M100US18880,52787,2925,65871,2955
"Cullman, AL Micro Area",310M100US18980,37287,2459,48609,4360
"Prescott, AZ Metro Area",310M100US39140,44035,2700,56210,2396
"Providence-New Bedford-Fall River, RI-MA Metro Area",310M100US39300,54243,1459,71648,1252
"Provo-Orem, UT Metro Area",310M100US39340,58218,2523,71611,2142
"Pueblo, CO Metro Area",310M100US39380,41262,1944,52711,2288
"Punta Gorda, FL Metro Area",310M100US39460,45247,2453,55576,3196
"Quincy, IL-MO Micro Area",310M100US39500,46077,3754,57737,3041
"Racine, WI Metro Area",310M100US39540,51904,1638,66966,3525
"Raleigh-Cary, NC Metro Area",310M100US39580,60319,1557,79095,1400
"Rapid City, SD Metro Area",310M100US39660,50383,2441,64046,3062
"Reading, PA Metro Area",310M100US39740,52022,1845,68265,2463
"Redding, CA Metro Area",310M100US39820,45442,2644,59410,2537
"Richmond, VA Metro Area",310M100US40060,56769,1091,74615,1325
"Richmond-Berea, KY Micro Area",310M100US40080,35206,4737,48539,3170
"Riverside-San Bernardino-Ontario, CA Metro Area",310M100US40140,51695,757,67048,905
"Roanoke, VA Metro Area",310M100US40220,46974,2362,60643,2314
"Roanoke Rapids, NC Micro Area",310M100US40260,29930,3242,44112,5354
"Rochester, MN Metro Area",310M100US40340,63733,3480,78841,2534
"Rochester, NY Metro Area",310M100US40380,50701,1061,65580,1348
"Rockford, IL Metro Area",310M100US40420,50647,1895,63063,2054
"Rocky Mount, NC Metro Area",310M100US40580,37319,2624,49348,2608
"Rome, GA Metro Area",310M100US40660,37841,2541,49560,3071
"Roseburg, OR Micro Area",310M100US40700,39757,2918,50620,3231
"Roswell, NM Micro Area",310M100US40740,42382,5681,59171,7714
"Russellville, AR Micro Area",310M100US40780,41724,3208,53251,3385
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",310M100US40900,56813,1115,74839,1207
"Saginaw-Saginaw Township North, MI Metro Area",310M100US40980,40318,1865,52103,2094
"St. Cloud, MN Metro Area",310M100US41060,54573,3076,66085,2317
"St. George, UT Metro Area",310M100US41100,43837,3514,57883,3774
"St. Joseph, MO-KS Metro Area",310M100US41140,43784,2750,54561,2422
"St. Louis, MO-IL Metro Area",310M100US41180,52243,630,70369,822
"Salem, OR Metro Area",310M100US41420,45656,2068,57837,2036
"Salinas, CA Metro Area",310M100US41500,58109,3535,76172,2694
"Salisbury, MD Metro Area",310M100US41540,49357,5232,61369,3963
"Salisbury, NC Micro Area",310M100US41580,40089,2122,49843,2248
"Salt Lake City, UT Metro Area",310M100US41620,60061,1140,77274,1664
"San Angelo, TX Metro Area",310M100US41660,44910,4093,57892,3442
"San Antonio-New Braunfels, TX Metro Area",310M100US41700,51486,913,68351,1336
"San Diego-Carlsbad-San Marcos, CA Metro Area",310M100US41740,60330,911,81326,1171
"Sandusky, OH Metro Area",310M100US41780,44694,5038,62310,5363
"Winston-Salem, NC Metro Area",310M100US49180,42254,1561,61352,2865
"Wooster, OH Micro Area",310M100US49300,47946,3492,60019,2566
"Worcester, MA Metro Area",310M100US49340,62505,1711,79867,1854
"Yakima, WA Metro Area",310M100US49420,43942,2209,56919,3101
"Columbus, IN Metro Area",310M100US18020,53671,5403,66358,4292
"Columbus, OH Metro Area",310M100US18140,53699,1282,71655,1080
"Concord, NH Micro Area",310M100US18180,58742,5069,74794,3578
"Cookeville, TN Micro Area",310M100US18260,31813,1985,46447,3274
"Coos Bay, OR Micro Area",310M100US18300,35016,3742,51944,7145
"Corning, NY Micro Area",310M100US18500,46445,2806,58242,3334
"Corpus Christi, TX Metro Area",310M100US18580,49047,2031,63262,2155
"Corvallis, OR Metro Area",310M100US18700,51133,5803,67411,4383
"Cumberland, MD-WV Metro Area",310M100US19060,35645,2417,49328,3810
"Dallas-Fort Worth-Arlington, TX Metro Area",310M100US19100,56954,590,77915,715
"Dalton, GA Metro Area",310M100US19140,32858,3456,49342,3709
"Danville, IL Metro Area",310M100US19180,40311,3325,52242,3756
"Danville, VA Metro Area",310M100US19260,38071,3571,51133,3226
"Daphne-Fairhope-Foley, AL Micro Area",310M100US19300,48378,2633,62801,2728
"Davenport-Moline-Rock Island, IA-IL Metro Area",310M100US19340,51678,1262,66324,1813
"Dayton, OH Metro Area",310M100US19380,45524,1062,60754,1479
"Decatur, AL Metro Area",310M100US19460,42088,3896,55068,2612
"Decatur, IL Metro Area",310M100US19500,44533,2290,58049,2963
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",310M100US19660,40106,1230,54251,2045
"Denver-Aurora-Broomfield, CO Metro Area",310M100US19740,61453,764,82296,1437
"Des Moines-West Des Moines, IA Metro Area",310M100US19780,59157,1760,74962,1831
"Detroit-Warren-Livonia, MI Metro Area",310M100US19820,50310,527,68618,674
"Yauco, PR Metro Area",310M100US49500,15561,1354,20975,1668
"York-Hanover, PA Metro Area",310M100US49620,55648,1503,67679,1610
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M100US49660,40686,1132,52962,1350
"Yuba City, CA Metro Area",310M100US49700,45646,2950,61441,4776
"Yuma, AZ Metro Area",310M100US49740,39485,2382,49642,2069
"Eau Claire, WI Metro Area",310M100US20740,48691,2387,62057,3926
"El Centro, CA Metro Area",310M100US20940,40200,5198,51780,3236
"Dothan, AL Metro Area",310M100US20020,37632,1953,54527,2360
"Dover, DE Metro Area",310M100US20100,52894,4253,65595,3308
"DuBois, PA Micro Area",310M100US20180,41817,1845,49415,2352
"Dubuque, IA Metro Area",310M100US20220,49793,2872,63391,3540
"Duluth, MN-WI Metro Area",310M100US20260,46848,1672,57408,1709
"Guayama, PR Metro Area",310M100US25020,14879,1744,22183,2935
"Gulfport-Biloxi, MS Metro Area",310M100US25060,41254,2845,54699,3214
"Hagerstown-Martinsburg, MD-WV Metro Area",310M100US25180,51386,2459,64802,2853
"Hammond, LA Micro Area",310M100US25220,34904,4413,51098,4256
"Hanford-Corcoran, CA Metro Area",310M100US25260,45935,3484,63204,5158
"Harrisburg-Carlisle, PA Metro Area",310M100US25420,54742,1698,70914,1867
"Harrisonburg, VA Metro Area",310M100US25500,44971,2773,58897,4179
"Hartford-West Hartford-East Hartford, CT Metro Area",310M100US25540,66732,1342,86455,1901
"Hattiesburg, MS Metro Area",310M100US25620,36815,3181,51266,4068
"Helena, MT Micro Area",310M100US25740,60231,4957,70372,4008
"Hickory-Lenoir-Morganton, NC Metro Area",310M100US25860,37364,2216,50723,1975
"Hilo, HI Micro Area",310M100US25900,50285,2993,65097,3714
"Hilton Head Island-Beaufort, SC Micro Area",310M100US25940,51209,2330,73711,4434
"Hinesville-Fort Stewart, GA Metro Area",310M100US25980,43368,3934,51820,4087
"Hobbs, NM Micro Area",310M100US26020,51504,8849,68101,5472
"Holland-Grand Haven, MI Metro Area",310M100US26100,54323,2478,68415,2985
"Homosassa Springs, FL Micro Area",310M100US26140,39322,2228,51172,3266
"Honolulu, HI Metro Area",310M100US26180,71404,1593,86582,1670
"Hot Springs, AR Metro Area",310M100US26300,40893,3351,58290,4521
"Houma-Bayou Cane-Thibodaux, LA Metro Area",310M100US26380,48866,3687,63398,2915
"Houston-Sugar Land-Baytown, TX Metro Area",310M100US26420,55910,903,80356,833
"Huntington-Ashland, WV-KY-OH Metro Area",310M100US26580,39160,2537,53271,2805
"Huntsville, AL Metro Area",310M100US26620,54617,2485,72719,2236
"Huntsville, TX Micro Area",310M100US26660,36382,5349,55301,12708
"Hutchinson, KS Micro Area",310M100US26740,42739,7335,56215,5307
"Idaho Falls, ID Metro Area",310M100US26820,49200,3167,64648,4218
"Indiana, PA Micro Area",310M100US26860,44403,4276,54605,2959
"Indianapolis-Carmel, IN Metro Area",310M100US26900,51808,778,69616,1164
"Iowa City, IA Metro Area",310M100US26980,52767,3996,69241,3609
"Ithaca, NY Metro Area",310M100US27060,49930,3987,75467,9162
"Jackson, MI Metro Area",310M100US27100,42653,3017,54308,2628
"Jackson, MS Metro Area",310M100US27140,42604,1543,64229,2340
"Jackson, TN Metro Area",310M100US27180,42270,4717,54370,3159
"Jacksonville, FL Metro Area",310M100US27260,48118,1446,67003,1748
"Jacksonville, NC Metro Area",310M100US27340,44250,2019,54584,2517
"Jamestown-Dunkirk-Fredonia, NY Micro Area",310M100US27460,41376,1608,55368,4476
"Janesville, WI Metro Area",310M100US27500,45989,2351,58126,3198
"Jefferson City, MO Metro Area",310M100US27620,46835,4021,59236,3175
"Johnson City, TN Metro Area",310M100US27740,39137,1915,53924,3551
"Johnstown, PA Metro Area",310M100US27780,39969,2103,53409,2733
"Jonesboro, AR Metro Area",310M100US27860,41551,2066,56174,4338
"Joplin, MO Metro Area",310M100US27900,38229,2372,52436,4071
"Kahului-Wailuku, HI Micro Area",310M100US27980,61207,3554,78500,5051
