Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Sierra Vista-Douglas, AZ Micro Area",310M100US43420,43252,4483,57372,4575
"Sioux City, IA-NE-SD Metro Area",310M100US43580,44879,3132,59147,3251
"Sioux Falls, SD Metro Area",310M100US43620,51745,2305,67455,2886
"Somerset, PA Micro Area",310M100US43740,46263,3504,57152,3592
"South Bend-Mishawaka, IN-MI Metro Area",310M100US43780,44769,1577,58642,2121
"Southern Pines-Pinehurst, NC Micro Area",310M100US43860,49763,4788,68779,5466
"Spartanburg, SC Metro Area",310M100US43900,40879,1949,51901,1834
"Spokane, WA Metro Area",310M100US44060,47624,1629,61352,2033
"Springfield, IL Metro Area",310M100US44100,55621,2608,69098,2415
"Springfield, MA Metro Area",310M100US44140,51531,1323,67636,1882
"Springfield, MO Metro Area",310M100US44180,42263,1562,54763,2007
"Springfield, OH Metro Area",310M100US44220,39178,2737,51415,2641
"State College, PA Metro Area",310M100US44300,50809,3222,68963,4481
"Statesboro, GA Micro Area",310M100US44340,35856,2731,50390,4847
"Statesville-Mooresville, NC Micro Area",310M100US44380,49219,4010,65577,3851
"Staunton-Waynesboro, VA Micro Area",310M100US44420,45943,2973,58335,2881
"Steubenville-Weirton, OH-WV Metro Area",310M100US44600,38775,1942,52610,3362
"Stevens Point, WI Micro Area",310M100US44620,45215,2362,59934,4524
"Stillwater, OK Micro Area",310M100US44660,35831,3638,52066,4385
"Stockton, CA Metro Area",310M100US44700,50722,1357,67885,2213
"Sumter, SC Metro Area",310M100US44940,39667,2256,52151,3222
"Sunbury, PA Micro Area",310M100US44980,40948,2375,52061,2607
"Syracuse, NY Metro Area",310M100US45060,51259,1016,65942,1334
"Talladega-Sylacauga, AL Micro Area",310M100US45180,31547,3270,44773,4193
"Tallahassee, FL Metro Area",310M100US45220,44715,2019,60560,2257
"Tampa-St. Petersburg-Clearwater, FL Metro Area",310M100US45300,44402,748,63059,899
"Terre Haute, IN Metro Area",310M100US45460,41039,2479,54476,2973
"Texarkana, TX-Texarkana, AR Metro Area",310M100US45500,38556,3152,51903,4306
"The Villages, FL Micro Area",310M100US45540,45173,5051,59485,7558
"Thomasville-Lexington, NC Micro Area",310M100US45640,43711,2903,54963,3713
"Toledo, OH Metro Area",310M100US45780,43334,1851,58387,1610
"Topeka, KS Metro Area",310M100US45820,48464,1756,60714,1907
"Torrington, CT Micro Area",310M100US45860,67658,3309,84669,3745
"Traverse City, MI Micro Area",310M100US45900,49431,1774,62516,3666
"Trenton-Ewing, NJ Metro Area",310M100US45940,67991,3439,99659,4603
"Truckee-Grass Valley, CA Micro Area",310M100US46020,53768,6326,75255,6887
"Tucson, AZ Metro Area",310M100US46060,44762,1367,61731,1523
"Tullahoma, TN Micro Area",310M100US46100,40550,3678,49334,2699
"Tulsa, OK Metro Area",310M100US46140,47969,998,64395,1176
"Tupelo, MS Micro Area",310M100US46180,39144,2839,51522,3693
"Tuscaloosa, AL Metro Area",310M100US46220,38749,2323,54615,2694
"Twin Falls, ID Micro Area",310M100US46300,41383,2470,52572,3884
"Tyler, TX Metro Area",310M100US46340,46286,3446,63318,4061
"Ukiah, CA Micro Area",310M100US46380,41369,5525,52826,2756
"Utica-Rome, NY Metro Area",310M100US46540,46633,2029,60999,3508
"Valdosta, GA Metro Area",310M100US46660,36456,1876,50008,2994
"Vallejo-Fairfield, CA Metro Area",310M100US46700,62066,1784,78619,2348
"Victoria, TX Metro Area",310M100US47020,50122,3982,66525,6609
"Vineland-Millville-Bridgeton, NJ Metro Area",310M100US47220,47072,2635,61662,3681
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",310M100US47260,55997,996,72574,1223
"Visalia-Porterville, CA Metro Area",310M100US47300,40302,1650,55215,2319
"Waco, TX Metro Area",310M100US47380,40658,2775,55708,2775
"Warner Robins, GA Metro Area",310M100US47580,54457,5041,66444,3495
"Warsaw, IN Micro Area",310M100US47700,49301,3140,64290,5910
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M100US47900,88233,1145,114077,927
"Waterloo-Cedar Falls, IA Metro Area",310M100US47940,50729,1636,60853,2468
"Watertown-Fort Atkinson, WI Micro Area",310M100US48020,53675,3527,64454,2811
"Watertown-Fort Drum, NY Micro Area",310M100US48060,46558,2847,57548,2657
"Wausau, WI Metro Area",310M100US48140,52419,2244,71783,7632
"Wenatchee-East Wenatchee, WA Metro Area",310M100US48300,47251,4790,63094,4241
"Wheeling, WV-OH Metro Area",310M100US48540,41677,1818,53020,2994
"Whitewater, WI Micro Area",310M100US48580,48940,5218,65618,4269
"Wichita, KS Metro Area",310M100US48620,48509,1375,63505,1797
"Wichita Falls, TX Metro Area",310M100US48660,46653,3270,62412,3776
"Williamsport, PA Metro Area",310M100US48700,45710,2176,56198,2002
"Willimantic, CT Micro Area",310M100US48740,54098,4208,68533,4051
"Wilmington, NC Metro Area",310M100US48900,49999,1652,66098,4050
"Wilson, NC Micro Area",310M100US48980,37020,2118,48897,4699
"Zanesville, OH Micro Area",310M100US49780,39266,3301,50412,3244
"Winchester, VA-WV Metro Area",310M100US49020,47850,3783,66197,3891
"McAllen-Edinburg-Mission, TX Metro Area",310M100US32580,33761,1464,48970,2227
"Aberdeen, WA Micro Area",310M100US10140,42057,3453,55606,5528
"Abilene, TX Metro Area",310M100US10180,43407,3150,60465,4923
"Adrian, MI Micro Area",310M100US10300,48224,2798,56429,2232
"Aguadilla-Isabela-San Sebastián, PR Metro Area",310M100US10380,15339,843,21939,1268
"Akron, OH Metro Area",310M100US10420,49731,1211,65187,1586
"Meadville, PA Micro Area",310M100US32740,42287,3022,52925,3012
"Medford, OR Metro Area",310M100US32780,44810,2045,59424,4143
"Memphis, TN-MS-AR Metro Area",310M100US32820,45687,1153,62871,1303
"Merced, CA Metro Area",310M100US32900,43597,3789,57643,2737
"Meridian, MS Micro Area",310M100US32940,34279,4175,46994,3068
"Marion, OH Micro Area",310M100US32020,43004,4624,50841,3238
"Marion-Herrin, IL Micro Area",310M100US32060,40658,2340,57320,4763
"Marquette, MI Micro Area",310M100US32100,45149,4096,54564,3180
"Marshall, TX Micro Area",310M100US32220,43131,5710,56880,5596
"Marshfield-Wisconsin Rapids, WI Micro Area",310M100US32270,44568,2791,57314,2692
"Martinsville, VA Micro Area",310M100US32300,32196,3391,44728,3595
"Mayagüez, PR Metro Area",310M100US32420,16899,1933,23781,1911
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",310M100US33100,46648,637,69206,887
"Michigan City-La Porte, IN Metro Area",310M100US33140,46048,3110,57508,2432
"Midland, MI Micro Area",310M100US33220,52356,3121,70777,4311
"Midland, TX Metro Area",310M100US33260,61331,3780,88809,6904
"Milwaukee-Waukesha-West Allis, WI Metro Area",310M100US33340,52605,987,69877,1075
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",310M100US33460,66282,792,85224,1006
"Minot, ND Micro Area",310M100US33500,57777,2894,73076,5483
"Missoula, MT Metro Area",310M100US33540,45595,3762,60109,4180
"Mobile, AL Metro Area",310M100US33660,39691,2752,54274,2700
"Modesto, CA Metro Area",310M100US33700,46405,2000,62037,1782
"Monroe, LA Metro Area",310M100US33740,34809,2874,52564,3069
"Monroe, MI Metro Area",310M100US33780,50675,2477,62064,2661
"Montgomery, AL Metro Area",310M100US33860,44674,1946,59827,2336
"Morehead City, NC Micro Area",310M100US33980,49853,3092,64635,4399
"Albany, GA Metro Area",310M100US10500,34469,2643,54220,5164
"Albany-Lebanon, OR Micro Area",310M100US10540,43489,4116,52156,3324
"Albany-Schenectady-Troy, NY Metro Area",310M100US10580,60625,1224,75558,1881
"Albertville, AL Micro Area",310M100US10700,36197,2826,52306,4346
"Albuquerque, NM Metro Area",310M100US10740,46725,1533,62672,1432
"Alexandria, LA Metro Area",310M100US10780,40896,1417,53016,3175
"Allegan, MI Micro Area",310M100US10880,50078,3515,62955,5666
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M100US10900,55766,1042,71171,1405
"Altoona, PA Metro Area",310M100US11020,41258,1703,53745,2529
"Amarillo, TX Metro Area",310M100US11100,46434,1710,58898,2603
"Ames, IA Metro Area",310M100US11180,49489,4474,60560,3738
"Anchorage, AK Metro Area",310M100US11260,71494,2503,90056,3016
"Anderson, IN Metro Area",310M100US11300,42933,2236,52297,2408
"Anderson, SC Metro Area",310M100US11340,39232,2114,54882,3268
"Ann Arbor, MI Metro Area",310M100US11460,56330,1907,79024,2313
"Anniston-Oxford, AL Metro Area",310M100US11500,39169,3843,51617,3370
"Appleton, WI Metro Area",310M100US11540,60166,2839,73030,4147
"Asheville, NC Metro Area",310M100US11700,43172,1857,57554,1791
"Ashtabula, OH Micro Area",310M100US11780,36015,2843,46896,2607
"Athens, TX Micro Area",310M100US11980,37077,4735,51177,3966
"Alamogordo, NM Micro Area",310M100US10460,40583,7128,51886,5011
"Baton Rouge, LA Metro Area",310M100US12940,50286,1592,67564,1844
"Battle Creek, MI Metro Area",310M100US12980,39190,3371,52258,2556
"Athens-Clarke County, GA Metro Area",310M100US12020,38028,3322,56779,2672
"Atlanta-Sandy Springs-Marietta, GA Metro Area",310M100US12060,54628,870,75475,884
"Atlantic City-Hammonton, NJ Metro Area",310M100US12100,51191,2088,66938,2845
"Auburn, NY Micro Area",310M100US12180,50073,2072,59892,2821
"Auburn-Opelika, AL Metro Area",310M100US12220,45043,4536,57409,2655
"Augusta-Richmond County, GA-SC Metro Area",310M100US12260,44761,2163,60900,2070
"Augusta-Waterville, ME Micro Area",310M100US12300,46014,2728,59889,3118
"Austin-Round Rock-San Marcos, TX Metro Area",310M100US12420,59433,1398,80411,1613
"Bakersfield-Delano, CA Metro Area",310M100US12540,45910,2002,63091,1983
"Baltimore-Towson, MD Metro Area",310M100US12580,66970,1051,87625,1089
"Bangor, ME Metro Area",310M100US12620,41653,1857,53416,2651
"Barnstable Town, MA Metro Area",310M100US12700,59453,3652,80444,3876
"Morgantown, WV Metro Area",310M100US34060,40177,3912,59120,4460
"Morristown, TN Metro Area",310M100US34100,38137,1597,49259,2865
"Moses Lake, WA Micro Area",310M100US34180,46295,6092,53161,3693
"Mount Airy, NC Micro Area",310M100US34340,36131,3456,52625,4537
"Mount Pleasant, MI Micro Area",310M100US34380,35593,3189,55715,6161
"Mount Vernon-Anacortes, WA Metro Area",310M100US34580,53400,3613,64690,2834
"Muncie, IN Metro Area",310M100US34620,37032,2193,47844,2539
"Muskegon-Norton Shores, MI Metro Area",310M100US34740,40535,1891,52064,2044
"Muskogee, OK Micro Area",310M100US34780,37233,3624,48318,4781
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",310M100US34820,40353,1913,53603,2642
"Nacogdoches, TX Micro Area",310M100US34860,32555,5513,47450,4508
"Napa, CA Metro Area",310M100US34900,68553,5436,91295,5477
"Naples-Marco Island, FL Metro Area",310M100US34940,54126,2537,88799,5129
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",310M100US34980,51500,902,70559,1451
"New Bern, NC Micro Area",310M100US35100,45421,2943,56456,3160
"New Castle, PA Micro Area",310M100US35260,43558,1668,55029,2436
"New Haven-Milford, CT Metro Area",310M100US35300,59271,1907,78525,1723
"New Iberia, LA Micro Area",310M100US35340,43869,3607,64189,7888
"New Orleans-Metairie-Kenner, LA Metro Area",310M100US35380,44379,1461,64236,1504
"New Philadelphia-Dover, OH Micro Area",310M100US35420,43702,2450,56019,2987
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",310M100US35620,63982,531,92818,570
"Dunn, NC Micro Area",310M100US20380,45655,3127,56571,2823
"Durham-Chapel Hill, NC Metro Area",310M100US20500,50262,1854,73246,2874
"East Liverpool-Salem, OH Micro Area",310M100US20620,44210,4025,57391,5102
"East Stroudsburg, PA Micro Area",310M100US20700,56178,3740,67588,3440
"Elizabeth City, NC Micro Area",310M100US21020,45779,2711,56465,3699
"Elizabethtown, KY Metro Area",310M100US21060,47323,2487,59858,3327
"Elkhart-Goshen, IN Metro Area",310M100US21140,45315,2161,57735,3049
"Elmira, NY Metro Area",310M100US21300,45974,5541,56838,2792
"El Paso, TX Metro Area",310M100US21340,40345,1283,55089,2028
"Enterprise-Ozark, AL Micro Area",310M100US21460,43128,3226,54501,2765
"Erie, PA Metro Area",310M100US21500,46563,2077,61074,2663
"Eugene-Springfield, OR Metro Area",310M100US21660,40675,1785,55906,2579
"Eureka-Arcata-Fortuna, CA Micro Area",310M100US21700,40682,2944,53908,3287
"Evansville, IN-KY Metro Area",310M100US21780,44887,2523,60430,2050
"Fairbanks, AK Metro Area",310M100US21820,66539,6646,83536,8076
"Fajardo, PR Metro Area",310M100US21940,21978,2512,28717,2302
"Fargo, ND-MN Metro Area",310M100US22020,51525,2329,68727,2837
"Farmington, MO Micro Area",310M100US22100,34129,3554,44515,3896
"Farmington, NM Metro Area",310M100US22140,46385,2441,62133,3570
"Fayetteville, NC Metro Area",310M100US22180,44823,1883,54794,1626
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",310M100US22220,45611,1649,62569,2069
"Findlay, OH Micro Area",310M100US22300,47947,4571,63909,5076
"Flagstaff, AZ Metro Area",310M100US22380,45640,3806,62663,4499
"Flint, MI Metro Area",310M100US22420,40323,1276,53282,1810
"Florence, SC Metro Area",310M100US22500,38163,2919,53715,2208
"Florence-Muscle Shoals, AL Metro Area",310M100US22520,41450,2447,54799,2686
"Fond du Lac, WI Metro Area",310M100US22540,53065,3170,62748,2774
"Forest City, NC Micro Area",310M100US22580,32836,3479,44666,4009
"Fort Collins-Loveland, CO Metro Area",310M100US22660,55890,1640,74062,3204
"Niles-Benton Harbor, MI Metro Area",310M100US35660,43526,1892,56877,2464
"North Port-Bradenton-Sarasota, FL Metro Area",310M100US35840,47813,1908,68633,2599
"North Wilkesboro, NC Micro Area",310M100US35900,33022,2994,46365,4140
"Norwich-New London, CT Metro Area",310M100US35980,66603,3108,84060,3323
"Oak Harbor, WA Micro Area",310M100US36020,57381,6871,73902,7549
"Ocala, FL Metro Area",310M100US36100,37098,1550,50312,1946
"Ocean City, NJ Metro Area",310M100US36140,57001,3085,73741,3218
"Odessa, TX Metro Area",310M100US36220,51946,4744,64801,3276
"Ogden-Clearfield, UT Metro Area",310M100US36260,61834,1374,73325,1614
"Ogdensburg-Massena, NY Micro Area",310M100US36300,42010,3231,58920,5212
"Oklahoma City, OK Metro Area",310M100US36420,48557,990,66956,2149
"Olean, NY Micro Area",310M100US36460,43468,2837,51903,2371
"Olympia, WA Metro Area",310M100US36500,58239,3190,70077,2579
"Omaha-Council Bluffs, NE-IA Metro Area",310M100US36540,54158,1545,70189,1208
"Opelousas-Eunice, LA Micro Area",310M100US36660,35765,4679,50321,3552
"Orangeburg, SC Micro Area",310M100US36700,34185,2715,42870,2650
"Orlando-Kissimmee-Sanford, FL Metro Area",310M100US36740,46020,898,63219,1179
"Oshkosh-Neenah, WI Metro Area",310M100US36780,51458,1915,65242,3202
"Ottawa-Streator, IL Micro Area",310M100US36860,48860,2288,60632,2289
"Owensboro, KY Metro Area",310M100US36980,44032,3714,54650,2835
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",310M100US37980,60105,648,82050,745
"Fort Payne, AL Micro Area",310M100US22840,38445,1807,47097,3234
"Fort Smith, AR-OK Metro Area",310M100US22900,36061,1423,48432,2078
"Fort Wayne, IN Metro Area",310M100US23060,49301,1829,62039,1783
"Frankfort, KY Micro Area",310M100US23180,49128,4177,58698,3640
"Fresno, CA Metro Area",310M100US23420,41627,1128,59314,1566
"Gadsden, AL Metro Area",310M100US23460,34264,3456,47484,3014
"Gainesville, FL Metro Area",310M100US23540,41226,2731,61796,4256
"Gainesville, GA Metro Area",310M100US23580,49737,3167,63528,3041
"Galesburg, IL Micro Area",310M100US23660,40435,2476,51970,3264
"Gallup, NM Micro Area",310M100US23700,29696,2348,42075,3179
"Gettysburg, PA Micro Area",310M100US23900,60136,3866,69324,3168
"Greenville, NC Metro Area",310M100US24780,37759,2972,50601,1909
"Greenville-Mauldin-Easley, SC Metro Area",310M100US24860,43724,1967,61790,2331
"Greenwood, SC Micro Area",310M100US24940,35923,3164,53204,5757
"Glens Falls, NY Metro Area",310M100US24020,53368,2902,64848,3237
"Goldsboro, NC Metro Area",310M100US24140,37905,3709,50564,3721
"Grand Forks, ND-MN Metro Area",310M100US24220,43648,3546,60871,3101
"Grand Island, NE Micro Area",310M100US24260,47588,3267,59315,4880
"Grand Junction, CO Metro Area",310M100US24300,45892,3526,62360,3773
"Grand Rapids-Wyoming, MI Metro Area",310M100US24340,50658,1096,65057,1671
"Grants Pass, OR Micro Area",310M100US24420,34430,2670,47981,3967
"Great Falls, MT Metro Area",310M100US24500,41732,4769,55354,3978
"Kalamazoo-Portage, MI Metro Area",310M100US28020,44326,2289,59210,2071
"Kalispell, MT Micro Area",310M100US28060,46444,3848,64227,9187
"Kankakee-Bradley, IL Metro Area",310M100US28100,51703,2711,62856,3194
"Kansas City, MO-KS Metro Area",310M100US28140,54519,850,72496,1097
"Kapaa, HI Micro Area",310M100US28180,59238,5813,72492,4387
"Keene, NH Micro Area",310M100US28300,56238,3907,70524,7536
"Kennewick-Pasco-Richland, WA Metro Area",310M100US28420,57189,2513,73614,3081
"Key West, FL Micro Area",310M100US28580,53637,4068,85017,8102
"Killeen-Temple-Fort Hood, TX Metro Area",310M100US28660,48633,2236,61335,2174
"Kingsport-Bristol-Bristol, TN-VA Metro Area",310M100US28700,37769,1476,52456,1937
"Kingston, NY Metro Area",310M100US28740,57566,2287,77105,4503
"Klamath Falls, OR Micro Area",310M100US28900,38987,5172,49315,3374
"Knoxville, TN Metro Area",310M100US28940,44766,1502,61051,1747
"Kokomo, IN Metro Area",310M100US29020,39885,3206,53498,3090
"La Crosse, WI-MN Metro Area",310M100US29100,47642,2651,61681,2967
"Lafayette, IN Metro Area",310M100US29140,43881,2553,58573,2976
"Lafayette, LA Metro Area",310M100US29180,46813,2999,68704,3911
"LaGrange, GA Micro Area",310M100US29300,36739,4690,57509,6285
"Lake Charles, LA Metro Area",310M100US29340,45102,2438,59611,2885
"Lake City, FL Micro Area",310M100US29380,36542,3917,49302,4532
"Lake Havasu City-Kingman, AZ Metro Area",310M100US29420,34445,1964,47610,3176
"Lakeland-Winter Haven, FL Metro Area",310M100US29460,41325,1271,53669,1794
"Lancaster, PA Metro Area",310M100US29540,54776,2040,68433,2041
"Lancaster, SC Micro Area",310M100US29580,44959,4635,56033,3463
"Lansing-East Lansing, MI Metro Area",310M100US29620,48637,1695,63168,2101
"Laredo, TX Metro Area",310M100US29700,36624,2705,49932,2438
"Las Cruces, NM Metro Area",310M100US29740,37566,2717,51176,2213
"Las Vegas-Paradise, NV Metro Area",310M100US29820,49546,874,66429,1534
"Laurel, MS Micro Area",310M100US29860,34064,3583,50237,4941
"Lawrence, KS Metro Area",310M100US29940,50184,4856,65658,4144
"Lexington-Fayette, KY Metro Area",310M100US30460,47952,1922,68467,2158
"Lexington Park, MD Micro Area",310M100US30500,86358,2573,101264,7542
"Lima, OH Metro Area",310M100US30620,41729,2743,54480,2973
"Lincoln, NE Metro Area",310M100US30700,50668,1714,66531,2195
"Greeley, CO Metro Area",310M100US24540,55357,2828,70556,3004
"Green Bay, WI Metro Area",310M100US24580,50777,1540,67700,2893
"Greeneville, TN Micro Area",310M100US24620,34536,2361,47621,5434
"Greensboro-High Point, NC Metro Area",310M100US24660,41751,912,56909,1353
"Billings, MT Metro Area",310M100US13740,49255,2862,63665,3240
"Binghamton, NY Metro Area",310M100US13780,48140,2150,61875,2522
"Birmingham-Hoover, AL Metro Area",310M100US13820,46763,1415,64895,1516
"Bismarck, ND Metro Area",310M100US13900,62028,3552,79290,4924
"Blacksburg-Christiansburg-Radford, VA Metro Area",310M100US13980,42455,2715,56917,3876
"Bay City, MI Metro Area",310M100US13020,44548,2654,54907,3283
"Beaumont-Port Arthur, TX Metro Area",310M100US13140,43421,1904,60180,2684
"Beaver Dam, WI Micro Area",310M100US13180,50781,2571,60915,3008
"Beckley, WV Micro Area",310M100US13220,40705,2804,52578,3628
"Bellingham, WA Metro Area",310M100US13380,51458,2936,67461,6727
"Bend, OR Metro Area",310M100US13460,47576,3476,64640,4812
"Bloomington, IN Metro Area",310M100US14020,38794,1800,53894,3063
"Bloomington-Normal, IL Metro Area",310M100US14060,62117,2350,76125,2988
"Lincolnton, NC Micro Area",310M100US30740,46098,3428,60870,4883
"Little Rock-North Little Rock-Conway, AR Metro Area",310M100US30780,47845,1530,62601,1482
"Logan, UT-ID Metro Area",310M100US30860,45813,3501,59885,3177
"Longview, TX Metro Area",310M100US30980,42522,2553,59225,3048
"Lawton, OK Metro Area",310M100US30020,44874,1629,55059,2424
"Lebanon, NH-VT Micro Area",310M100US30100,51723,2414,71200,3732
"Lebanon, PA Metro Area",310M100US30140,51557,1758,61910,3010
"Lewiston, ID-WA Metro Area",310M100US30300,44568,5099,54929,3232
"Lewiston-Auburn, ME Metro Area",310M100US30340,44297,6105,60903,7076
"Longview, WA Metro Area",310M100US31020,47692,3065,56419,3963
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",310M100US31100,57271,441,82406,695
"Louisville/Jefferson County, KY-IN Metro Area",310M100US31140,48895,1151,64165,1208
"Lubbock, TX Metro Area",310M100US31180,41667,1952,59641,2781
"Lufkin, TX Micro Area",310M100US31260,39489,2841,57960,8674
"Lumberton, NC Micro Area",310M100US31300,28293,3160,40537,2283
"Lynchburg, VA Metro Area",310M100US31340,43082,1783,57851,2367
"Macon, GA Metro Area",310M100US31420,39525,2354,55043,2809
"Madera-Chowchilla, CA Metro Area",310M100US31460,42039,3213,56024,4422
"Madison, WI Metro Area",310M100US31540,58894,2031,75613,1913
"Manchester-Nashua, NH Metro Area",310M100US31700,69089,3486,86819,2407
"Manhattan, KS Metro Area",310M100US31740,46083,2635,59990,4304
"Manitowoc, WI Micro Area",310M100US31820,46045,4486,57722,2845
"Mankato-North Mankato, MN Metro Area",310M100US31860,52542,3708,67027,4570
"Mansfield, OH Metro Area",310M100US31900,41680,2282,53513,4392
"Marinette, WI-MI Micro Area",310M100US31940,39605,2499,50386,5182
"Marion, IN Micro Area",310M100US31980,38877,2984,50461,3677
"Owosso, MI Micro Area",310M100US37020,41221,3361,53552,3940
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",310M100US37100,71517,1851,94173,3139
"Paducah, KY-IL Micro Area",310M100US37140,41811,3559,56187,5231
"Palatka, FL Micro Area",310M100US37260,34025,3233,45637,3574
"Palm Bay-Melbourne-Titusville, FL Metro Area",310M100US37340,46162,1812,62164,2087
"Bluefield, WV-VA Micro Area",310M100US14140,32863,2624,46226,3181
"Boise City-Nampa, ID Metro Area",310M100US14260,48968,2085,63040,2036
"Boston-Cambridge-Quincy, MA-NH Metro Area",310M100US14460,71738,630,97385,1197
"Boulder, CO Metro Area",310M100US14500,66989,3583,92308,3587
"Bowling Green, KY Metro Area",310M100US14540,41140,3521,53374,2584
"Bozeman, MT Micro Area",310M100US14580,52274,4542,76820,9455
"Brainerd, MN Micro Area",310M100US14660,46294,1410,60410,5145
"Branson, MO Micro Area",310M100US14700,37558,2953,46546,2789
"Bremerton-Silverdale, WA Metro Area",310M100US14740,59073,3048,74776,3028
"Bridgeport-Stamford-Norwalk, CT Metro Area",310M100US14860,79841,2463,131645,4607
"Brownsville-Harlingen, TX Metro Area",310M100US15180,30953,1304,45975,1845
"Brunswick, GA Metro Area",310M100US15260,43346,4387,60728,5861
"Bloomsburg-Berwick, PA Micro Area",310M100US14100,48553,3577,63126,4029
"Buffalo-Niagara Falls, NY Metro Area",310M100US15380,50269,1074,64260,1224
"Burlington, NC Metro Area",310M100US15500,39782,3244,54320,3154
"Burlington-South Burlington, VT Metro Area",310M100US15540,60889,2021,76549,3832
"Canton-Massillon, OH Metro Area",310M100US15940,45157,1767,57113,1923
"Cape Coral-Fort Myers, FL Metro Area",310M100US15980,46278,1070,64904,2121
"Cape Girardeau-Jackson, MO-IL Metro Area",310M100US16020,42686,4625,55624,5396
"Carson City, NV Metro Area",310M100US16180,49779,8309,59588,6080
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",310M100US37460,46005,3379,57988,2558
"Parkersburg-Marietta-Vienna, WV-OH Metro Area",310M100US37620,42398,2095,54380,2868
"Pascagoula, MS Metro Area",310M100US37700,46130,4134,64203,5232
"Pendleton-Hermiston, OR Micro Area",310M100US37820,49483,3497,55010,2711
"Pensacola-Ferry Pass-Brent, FL Metro Area",310M100US37860,49917,1733,62957,2155
"Peoria, IL Metro Area",310M100US37900,53469,2240,68464,2219
"Phoenix-Mesa-Glendale, AZ Metro Area",310M100US38060,51359,480,69284,732
"Pine Bluff, AR Metro Area",310M100US38220,36127,2356,47976,3128
"Pittsburgh, PA Metro Area",310M100US38300,50489,596,68257,1029
"Pittsfield, MA Metro Area",310M100US38340,46509,2791,62757,3038
"Plattsburgh, NY Micro Area",310M100US38460,52161,4657,65864,4568
"Palm Coast, FL Metro Area",310M100US37380,42856,2496,58680,4363
"Pocatello, ID Metro Area",310M100US38540,42409,2475,54644,3355
"Ponce, PR Metro Area",310M100US38660,16922,764,24517,1361
"Port Angeles, WA Micro Area",310M100US38820,42485,2871,52767,2760
"Portland-South Portland-Biddeford, ME Metro Area",310M100US38860,53701,1799,71408,1749
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",310M100US38900,56978,854,74539,1037
"Port St. Lucie, FL Metro Area",310M100US38940,42316,1858,64256,2911
"Reno-Sparks, NV Metro Area",310M100US39900,49108,1907,66535,2352
