Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"McAllen city, Texas",1600000US4845384,46319,7278,70091,6725
"Kent city, Washington",1600000US5335415,81423,8519,103513,7915
"Laredo city, Texas",1600000US4841464,57468,4890,72417,4498
"Fort Worth city, Texas",1600000US4827000,65356,1680,84833,2679
"Mansfield city, Texas",1600000US4846452,105182,15717,116584,8526
"Brownsville city, Texas",1600000US4810768,41271,4473,57257,4321
"Flower Mound town, Texas",1600000US4826232,139508,11916,163837,10920
"Auburn city, Washington",1600000US5303180,73466,5677,92687,6771
"Marysville city, Washington",1600000US5343955,81335,7459,92720,6726
"Yakima city, Washington",1600000US5380010,44292,5158,61007,4556
"North Richland Hills city, Texas",1600000US4852356,75830,6435,101573,9481
"Atascocita CDP, Texas",1600000US4804462,104388,13158,122487,8741
"Hampton city, Virginia",1600000US5135000,56930,5618,74653,5196
"Arlington CDP, Virginia",1600000US5103000,119755,4315,158886,8154
"Newport News city, Virginia",1600000US5156000,53029,3959,69805,5627
"Lynchburg city, Virginia",1600000US5147672,54850,6836,69107,4989
"Akron city, Ohio",1600000US3901000,41013,2685,60309,7203
"Norman city, Oklahoma",1600000US4052500,55849,4689,81960,6413
"Kirkland city, Washington",1600000US5335940,121588,8070,166953,13880
"Oklahoma City city, Oklahoma",1600000US4055000,55492,1760,77952,2665
"Conroe city, Texas",1600000US4816432,69077,8786,88389,7218
"Baytown city, Texas",1600000US4806128,57765,8341,71550,5458
"Tacoma city, Washington",1600000US5370000,70411,4667,87720,5063
"Kennewick city, Washington",1600000US5335275,61983,3873,77481,7000
"Dayton city, Ohio",1600000US3921000,33116,3674,47063,2506
"Columbus city, Ohio",1600000US3918000,57118,1849,75149,1925
"Lehi city, Utah",1600000US4944320,105280,7693,123306,9917
"Orem city, Utah",1600000US4957300,70465,8081,88145,7334
"Provo city, Utah",1600000US4962470,53864,5646,71920,4931
"Parma city, Ohio",1600000US3961000,57376,4111,65813,3147
"Georgetown city, Texas",1600000US4829336,73552,5347,95899,8586
"Odessa city, Texas",1600000US4853388,66316,5881,82226,6411
"Lorain city, Ohio",1600000US3944856,36162,3785,52191,6251
"Broken Arrow city, Oklahoma",1600000US4009050,74290,3966,98410,6521
"Corpus Christi city, Texas",1600000US4817000,55564,4102,72163,3238
"Victoria city, Texas",1600000US4875428,55968,5850,76698,9569
"Pasadena city, Texas",1600000US4856000,53819,4375,72812,4730
"Pearland city, Texas",1600000US4856348,106757,15241,127649,11028
"Richmond city, Virginia",1600000US5167000,51285,3617,83723,6292
"Redmond city, Washington",1600000US5357535,142920,12725,165721,12241
"Pasco city, Washington",1600000US5353545,60377,5254,78277,5625
"Renton city, Washington",1600000US5357745,80310,6228,104204,8257
"Federal Way city, Washington",1600000US5323515,64263,8024,84127,6263
"Toledo city, Ohio",1600000US3977000,36709,2172,49323,2677
"St. George city, Utah",1600000US4965330,62178,5630,83553,9044
"Bellevue city, Washington",1600000US5305210,127402,9942,175958,12948
"Beaumont city, Texas",1600000US4807000,54488,5692,73730,5808
"Waco city, Texas",1600000US4876000,41481,3026,58567,4060
"Rowlett city, Texas",1600000US4863572,100465,12273,111172,8938
"Abilene city, Texas",1600000US4801000,52997,4148,68646,4973
"El Paso city, Texas",1600000US4824000,48542,2530,63765,2403
"Lawton city, Oklahoma",1600000US4041850,46886,4322,62630,6551
"Mesquite city, Texas",1600000US4847892,61047,2393,69969,3852
"Grand Prairie city, Texas",1600000US4830464,66097,3241,84381,5205
"Lewisville city, Texas",1600000US4842508,65836,3324,79211,4099
"Layton city, Utah",1600000US4943660,76032,4293,97056,10647
"West Jordan city, Utah",1600000US4982950,87006,9242,93262,6912
"Sandy city, Utah",1600000US4967440,92032,6234,113484,8077
"The Woodlands CDP, Texas",1600000US4872656,127469,12516,178415,17521
"Centreville CDP, Virginia",1600000US5114440,126859,9495,143340,9033
"Alexandria city, Virginia",1600000US5101000,103284,4138,147537,7017
"League City city, Texas",1600000US4841980,115650,16974,127906,11032
"Killeen city, Texas",1600000US4839148,48622,5533,62054,4432
"Irving city, Texas",1600000US4837000,67263,3648,88718,5063
"Missouri City city, Texas",1600000US4848804,86486,9137,110579,8534
"Portsmouth city, Virginia",1600000US5164000,51195,4303,67492,6098
"Plano city, Texas",1600000US4858016,93321,4790,126629,6560
"Lubbock city, Texas",1600000US4845000,52254,2403,72144,3424
"Allen city, Texas",1600000US4801924,101360,3519,128993,13834
"Houston city, Texas",1600000US4835000,52450,1188,85505,1903
"Nashville-Davidson metropolitan government (balance), Tennessee",1600000US4752006,63462,2419,89742,3069
"Sugar Land city, Texas",1600000US4870808,127598,13122,155387,10810
"Greenville city, South Carolina",1600000US4530850,59278,5761,97080,8199
"Mount Pleasant town, South Carolina",1600000US4548535,121318,18500,150809,13272
"Suffolk city, Virginia",1600000US5176432,80481,5694,97510,6501
"Roanoke city, Virginia",1600000US5168000,45838,5826,62891,6016
"Edmond city, Oklahoma",1600000US4023200,88546,8063,126771,11867
"Virginia Beach city, Virginia",1600000US5182000,79054,2722,98881,2492
"Arlington city, Texas",1600000US4804000,61716,2306,79655,3146
"McKinney city, Texas",1600000US4845744,89828,8178,111588,6067
"Edinburg city, Texas",1600000US4822660,46000,9903,65239,7478
"Rock Hill city, South Carolina",1600000US4561405,51879,3156,74613,7326
"North Charleston city, South Carolina",1600000US4550875,53470,3402,72441,6910
"Chesapeake city, Virginia",1600000US5116000,77847,5541,97971,5739
"Pflugerville city, Texas",1600000US4857176,90329,10102,102140,7246
"Tulsa city, Oklahoma",1600000US4075000,49158,1643,77941,2646
"San Angelo city, Texas",1600000US4864472,54972,8130,73391,7136
"Austin city, Texas",1600000US4805000,75413,1809,107091,2846
"Everett city, Washington",1600000US5322640,64183,5226,77380,4933
"Amarillo city, Texas",1600000US4803000,49802,3185,67909,3769
"New Braunfels city, Texas",1600000US4850820,81131,7956,98236,9448
"Carrollton city, Texas",1600000US4813024,85830,5152,107134,7403
"Dallas city, Texas",1600000US4819000,55332,1701,90413,2880
"Round Rock city, Texas",1600000US4863500,86145,7964,104053,7563
"Tyler city, Texas",1600000US4874144,52294,6205,75349,7837
"Cedar Park city, Texas",1600000US4813552,101496,6020,121819,10371
"Columbia city, South Carolina",1600000US4516000,47386,3662,76176,5212
"College Station city, Texas",1600000US4815976,52268,7565,79232,7169
"Mission city, Texas",1600000US4848768,54793,7842,77150,10184
"Salem city, Oregon",1600000US4164900,61580,5637,75328,3786
"Eugene city, Oregon",1600000US4123850,51269,3420,75797,3849
"Bethlehem city, Pennsylvania",1600000US4206088,60268,5842,72663,5299
"Franklin city, Tennessee",1600000US4727740,103813,10317,129648,9077
"Johnson City city, Tennessee",1600000US4738320,42797,5672,71654,8263
"Allentown city, Pennsylvania",1600000US4202000,40835,5464,52402,3236
"Medford city, Oregon",1600000US4147000,54737,9442,71893,5572
"Sioux Falls city, South Dakota",1600000US4659020,61058,3775,84619,5517
"Beaverton city, Oregon",1600000US4105350,73260,9000,95880,7842
"Pittsburgh city, Pennsylvania",1600000US4261000,53799,4311,77839,3117
"Erie city, Pennsylvania",1600000US4224000,35798,1686,49282,3557
"Bend city, Oregon",1600000US4105800,69998,9440,92088,7911
"Memphis city, Tennessee",1600000US4748000,43794,2177,66404,3034
"Philadelphia city, Pennsylvania",1600000US4260000,47474,1609,72748,2506
"Murfreesboro city, Tennessee",1600000US4751560,68373,5890,82163,4650
"Clarksville city, Tennessee",1600000US4715160,51281,3624,64833,3209
"Chattanooga city, Tennessee",1600000US4714000,46533,2500,70392,5002
"Portland city, Oregon",1600000US4159000,76231,2272,102010,2728
"Cranston city, Rhode Island",1600000US4419180,72930,7527,89286,7623
"Scranton city, Pennsylvania",1600000US4269000,41169,3096,63667,6334
"Rapid City city, South Dakota",1600000US4652980,51296,2922,71351,7952
"Jackson city, Tennessee",1600000US4737640,46112,2573,56186,4501
"Hillsboro city, Oregon",1600000US4134100,86038,7050,105359,6770
"Gresham city, Oregon",1600000US4131250,53892,6690,73321,5694
"Knoxville city, Tennessee",1600000US4740000,41388,1774,59926,3174
"Warwick city, Rhode Island",1600000US4474300,75384,5200,94588,8009
"Providence city, Rhode Island",1600000US4459000,50097,3661,73885,5741
"Pawtucket city, Rhode Island",1600000US4454640,54143,5892,63358,4447
"Reading city, Pennsylvania",1600000US4263624,39670,4542,49404,3668
"Charleston city, South Carolina",1600000US4513330,79359,4964,106967,7310
"Fargo city, North Dakota",1600000US3825700,52810,4379,74026,6013
"Independence city, Missouri",1600000US2935000,52325,3922,61449,3158
"Trenton city, New Jersey",1600000US3474000,34000,5517,52317,6761
"Yonkers city, New York",1600000US3684000,64916,6712,92961,6421
"Clifton city, New Jersey",1600000US3413690,84804,11453,97427,8263
"Passaic city, New Jersey",1600000US3456550,52158,7429,66695,7766
"Gastonia city, North Carolina",1600000US3725580,49172,6591,70160,5516
"Asheville city, North Carolina",1600000US3702140,52339,3277,71584,4284
"East Orange city, New Jersey",1600000US3419390,50195,5177,60014,5632
"St. Louis city, Missouri",1600000US2965000,47176,2893,64422,2782
"Toms River CDP, New Jersey",1600000US3473110,77191,7582,97708,6870
"High Point city, North Carolina",1600000US3731400,48348,3321,67278,4542
"Cleveland city, Ohio",1600000US3916000,32053,1379,47226,1909
"Santa Fe city, New Mexico",1600000US3570500,59247,6516,82783,5698
"Albany city, New York",1600000US3601000,49096,6339,69160,6125
"New York city, New York",1600000US3651000,69407,1121,110101,1384
"Lee's Summit city, Missouri",1600000US2941348,106912,10361,122435,9950
"Omaha city, Nebraska",1600000US3137000,61305,1535,83541,2746
"Rochester city, New York",1600000US3663000,37711,2637,55806,3405
"Greenville city, North Carolina",1600000US3728080,48169,5909,67657,8672
"Raleigh city, North Carolina",1600000US3755000,69333,3515,94247,3491
"Concord city, North Carolina",1600000US3714100,75578,6286,98311,7614
"Las Vegas city, Nevada",1600000US3240000,58713,2558,81935,3354
"Sparks city, Nevada",1600000US3268400,73568,6735,83740,6094
"Paradise CDP, Nevada",1600000US3254600,52843,4206,76010,4147
"Sunrise Manor CDP, Nevada",1600000US3271400,44422,3838,55329,2877
"Reno city, Nevada",1600000US3260600,67082,4096,93500,6330
"Albuquerque city, New Mexico",1600000US3502000,55567,2449,76008,3150
"Syracuse city, New York",1600000US3673000,39494,1825,56494,4937
"Schenectady city, New York",1600000US3665508,40356,5122,57566,5349
"Columbia city, Missouri",1600000US2915670,56501,4006,79204,5105
"Springfield city, Missouri",1600000US2970000,35677,2031,52570,4106
"North Las Vegas city, Nevada",1600000US3251800,64460,4382,76987,3540
"Enterprise CDP, Nevada",1600000US3223770,85795,4854,105265,6622
"Spring Valley CDP, Nevada",1600000US3268585,60600,3472,81411,5824
"Kansas City city, Missouri",1600000US2938000,55259,2228,75118,2277
"St. Charles city, Missouri",1600000US2964082,72104,7021,91372,6414
"Missoula city, Montana",1600000US3050200,50194,5151,73408,9169
"Henderson city, Nevada",1600000US3231900,81505,3273,112809,5582
"Wilmington city, North Carolina",1600000US3774440,48381,3695,71292,4750
"Manchester city, New Hampshire",1600000US3345140,64162,6014,82243,5089
"Las Cruces city, New Mexico",1600000US3539380,45130,4904,56905,4388
"Rio Rancho city, New Mexico",1600000US3563460,74130,5447,86291,5433
"Brentwood CDP, New York",1600000US3608026,100785,19223,117941,11453
"Buffalo city, New York",1600000US3611000,40843,2789,60066,3396
"New Rochelle city, New York",1600000US3650617,74508,10120,121964,11866
"Cheektowaga CDP, New York",1600000US3615000,50890,4282,62757,3948
"Mount Vernon city, New York",1600000US3649121,59289,14117,84089,11219
"Billings city, Montana",1600000US3006550,58394,3287,81468,8057
"Nashua city, New Hampshire",1600000US3350260,78284,8432,95922,7116
"Greensboro city, North Carolina",1600000US3728000,49748,2989,73496,4450
"Union City city, New Jersey",1600000US3474630,60140,3702,80792,8184
"Fayetteville city, North Carolina",1600000US3722920,43789,2080,58928,3132
"Jacksonville city, North Carolina",1600000US3734200,46374,3439,66392,14533
"Charlotte city, North Carolina",1600000US3712000,63483,3290,99175,3061
"Lincoln city, Nebraska",1600000US3128000,59228,2964,81029,3284
"Paterson city, New Jersey",1600000US3457000,47369,5874,61068,4127
"Elizabeth city, New Jersey",1600000US3421000,50732,2846,66285,4899
"Winston-Salem city, North Carolina",1600000US3775000,44576,3767,67202,3297
"O'Fallon city, Missouri",1600000US2954074,92827,6382,107081,7204
"Camden city, New Jersey",1600000US3410000,33120,6125,41928,4753
"Newark city, New Jersey",1600000US3451000,40235,4272,53081,2922
"Bayonne city, New Jersey",1600000US3403580,66213,6833,85730,8727
"Jersey City city, New Jersey",1600000US3436000,81693,4644,117709,7330
"Cary town, North Carolina",1600000US3710740,106304,5573,141298,7379
"Durham city, North Carolina",1600000US3719000,65534,3732,86061,4121
"St. Joseph city, Missouri",1600000US2964550,43614,5174,58734,4587
"Bismarck city, North Dakota",1600000US3807200,65870,9369,87448,7582
"Oshkosh city, Wisconsin",1600000US5560500,54925,5216,66153,4658
"Bayamón zona urbana, Puerto Rico",1600000US7206593,27732,1847,36514,2395
"Caguas zona urbana, Puerto Rico",1600000US7210334,23102,2494,31357,2504
"Racine city, Wisconsin",1600000US5566000,43748,2326,58306,5648
"Ponce zona urbana, Puerto Rico",1600000US7263820,15978,1752,28553,2231
"Carolina zona urbana, Puerto Rico",1600000US7214290,28436,2692,40856,4146
"San Juan zona urbana, Puerto Rico",1600000US7276770,23045,1438,43788,2947
"Eau Claire city, Wisconsin",1600000US5522300,59684,5284,73394,6548
"Green Bay city, Wisconsin",1600000US5531000,49029,4244,66050,4315
"Milwaukee city, Wisconsin",1600000US5553000,44192,1655,57821,1612
"Kenosha city, Wisconsin",1600000US5539225,55594,5481,70245,5580
"Madison city, Wisconsin",1600000US5548000,66847,2672,91202,4877
"Guaynabo zona urbana, Puerto Rico",1600000US7232522,42202,5166,69278,8393
"Union City city, California",1600000US0681204,128108,6577,140786,9249
"Davis city, California",1600000US0618100,60619,14452,95146,8312
"Tustin city, California",1600000US0680854,93304,11947,125818,12659
"Richmond city, California",1600000US0660620,72130,8087,92502,6190
"Greeley city, Colorado",1600000US0832155,61492,6349,77753,4603
"Thornton city, Colorado",1600000US0877290,80833,3480,93708,4391
"Riverside city, California",1600000US0662000,71967,2872,89636,3849
"Temecula city, California",1600000US0678120,95918,7039,112016,8068
"Mission Viejo city, California",1600000US0648256,119798,8206,143323,9371
"Lodi city, California",1600000US0642202,67484,9526,88802,7916
"Newport Beach city, California",1600000US0651182,128294,20198,228888,29188
"San Clemente city, California",1600000US0665084,127650,21134,168408,17267
"Berkeley city, California",1600000US0606000,95360,7624,137075,10295
"Fremont city, California",1600000US0626000,144118,8133,171629,7803
"Bellflower city, California",1600000US0604982,67658,4927,76035,4974
"Arden-Arcade CDP, California",1600000US0602553,54974,5698,85793,7026
"Citrus Heights city, California",1600000US0613588,61898,4323,76121,6301
"Jurupa Valley city, California",1600000US0637692,76090,9647,91126,7095
"Carlsbad city, California",1600000US0611194,123409,12851,158306,12378
"Yuma city, Arizona",1600000US0485540,47249,4454,63052,5772
"Little Rock city, Arkansas",1600000US0541000,54878,4551,82277,6276
"Mobile city, Alabama",1600000US0150000,46788,2777,63418,3509
"Tuscaloosa city, Alabama",1600000US0177256,40934,4964,73073,6207
"Florence-Graham CDP, California",1600000US0624477,52152,3828,64716,5428
"Hawthorne city, California",1600000US0632548,60361,6347,82870,11512
"Rocklin city, California",1600000US0662364,98514,4446,114580,6568
"Casas Adobes CDP, Arizona",1600000US0410670,70278,9796,89396,8341
"Chula Vista city, California",1600000US0613392,87876,5663,104098,4450
"Vacaville city, California",1600000US0681554,91302,4467,112387,10463
"Chino Hills city, California",1600000US0613214,103473,14319,133298,11490
"Fontana city, California",1600000US0624680,80800,4834,92830,5723
"Rancho Cucamonga city, California",1600000US0659451,92773,4684,110190,6732
"Upland city, California",1600000US0681344,82426,7897,107910,7048
"Antioch city, California",1600000US0602252,72412,11622,96416,9926
"Visalia city, California",1600000US0682954,59911,5214,78214,7130
"Hayward city, California",1600000US0633000,96886,8473,115519,5738
"Livermore city, California",1600000US0641992,138225,9939,169104,9692
"Baldwin Park city, California",1600000US0603666,66997,10161,78535,7341
"Inglewood city, California",1600000US0636546,61780,5750,81115,5742
"Elk Grove city, California",1600000US0622020,94971,7405,113090,5269
"Mountain View city, California",1600000US0649670,147915,15480,203005,14704
"Lake Forest city, California",1600000US0639496,118888,10667,152068,12469
"Santa Ana city, California",1600000US0669000,70084,2811,87813,3534
"Whittier city, California",1600000US0685292,76333,8114,95511,7799
"Stockton city, California",1600000US0675000,59504,3156,81964,4584
"Montgomery city, Alabama",1600000US0151000,51074,2844,67998,3792
"Lakewood city, Colorado",1600000US0843000,70178,4463,93654,4799
"Denver city, Colorado",1600000US0820000,75646,1852,106715,3095
"Pleasanton city, California",1600000US0657792,156063,13922,207226,16269
"Oakland city, California",1600000US0653000,82018,4770,117378,4463
"Burbank city, California",1600000US0608954,73613,4194,104913,10126
"East Los Angeles CDP, California",1600000US0620802,53194,5198,64712,5033
"Scottsdale city, Arizona",1600000US0465000,86097,6512,133464,7163
"Avondale city, Arizona",1600000US0404720,71296,8587,85589,7848
"Tempe city, Arizona",1600000US0473000,66297,5241,83824,4319
"Buckeye city, Arizona",1600000US0407940,83348,4349,96126,7441
"Tulare city, California",1600000US0680644,60081,5493,68357,6088
"Lakewood city, California",1600000US0639892,97508,11890,110104,8788
"Hesperia city, California",1600000US0633434,50271,6147,63820,4868
"Lancaster city, California",1600000US0640130,56672,6308,69683,4348
"Long Beach city, California",1600000US0643000,67804,4366,90408,3016
"Pasadena city, California",1600000US0656000,92053,5476,119554,6702
"Pomona city, California",1600000US0658072,67202,4066,82541,6309
"Napa city, California",1600000US0650258,88310,10782,115994,8669
"Escondido city, California",1600000US0622804,58157,5752,78781,4884
"Menifee city, California",1600000US0646842,77033,9499,92202,9074
"Costa Mesa city, California",1600000US0616532,91857,10649,115843,7270
"Orange city, California",1600000US0653980,95827,6727,122229,8478
"El Monte city, California",1600000US0622230,50829,3903,64483,4836
"Vallejo city, California",1600000US0681666,71265,4037,91447,6920
"Milpitas city, California",1600000US0647766,140124,8971,171566,10453
"Madera city, California",1600000US0645022,50364,9600,72002,11348
"Merced city, California",1600000US0646898,50309,7076,66246,6892
"Tracy city, California",1600000US0680238,97292,7139,113544,8931
"San Tan Valley CDP, Arizona",1600000US0464210,75624,7257,81629,5769
"Birmingham city, Alabama",1600000US0107000,36753,3232,55896,3406
"Hoover city, Alabama",1600000US0135896,98689,6257,122222,9743
"Surprise city, Arizona",1600000US0471510,76405,5776,89499,5262
"Fort Smith city, Arkansas",1600000US0524550,43097,6867,60069,5597
"Castle Rock town, Colorado",1600000US0812415,115543,11718,127460,9929
"Broomfield city, Colorado",1600000US0809280,111400,11467,144139,16540
"Jonesboro city, Arkansas",1600000US0535710,42939,6518,71328,11092
"Ontario city, California",1600000US0653896,75266,4272,87201,5168
"Hemet city, California",1600000US0633182,39653,3300,55167,5020
"Perris city, California",1600000US0656700,70714,12952,79521,7281
"Longmont city, Colorado",1600000US0845970,82974,7003,95294,5528
"Peoria city, Arizona",1600000US0454050,77368,7470,91456,3868
"Chandler city, Arizona",1600000US0412000,83709,4424,111144,4914
"Glendale city, Arizona",1600000US0427820,57137,3590,74447,3728
"Mesa city, Arizona",1600000US0446000,63836,2762,85599,4109
"Flagstaff city, Arizona",1600000US0423620,58900,7027,81277,9249
"Phoenix city, Arizona",1600000US0455000,60931,1308,84077,1713
"Gilbert town, Arizona",1600000US0427400,102793,3640,118030,5217
"Apple Valley town, California",1600000US0602364,51314,2814,72548,7239
"San Buenaventura (Ventura) city, California",1600000US0665042,84110,8812,110968,9266
"Goodyear city, Arizona",1600000US0428380,85147,8024,98908,6751
"El Cajon city, California",1600000US0621712,63236,5616,84355,6755
"Victorville city, California",1600000US0682590,60391,8175,64899,5959
"Anaheim city, California",1600000US0602000,76075,5752,98838,3817
"Fullerton city, California",1600000US0628000,93983,9979,113226,7123
"Huntington Beach city, California",1600000US0636000,102423,5870,127019,6240
"Rogers city, Arkansas",1600000US0560410,65823,5423,96744,11305
"Fayetteville city, Arkansas",1600000US0523290,44859,6290,67067,6304
"Springdale city, Arkansas",1600000US0566080,47960,5001,68220,7764
"Pittsburg city, California",1600000US0657456,82960,7777,101695,12845
"Walnut Creek city, California",1600000US0683346,120238,4142,151391,10385
"Daly City city, California",1600000US0617918,101834,13927,127741,9582
"Concord city, California",1600000US0616000,102477,12118,118641,8390
"San Ramon city, California",1600000US0668378,189185,17541,202094,14654
"Redding city, California",1600000US0659920,63165,5159,77570,4678
"Dothan city, Alabama",1600000US0121184,47411,4860,71042,4289
"Anchorage municipality, Alaska",1600000US0203000,82716,3743,109042,5965
"Manteca city, California",1600000US0645484,82265,8795,101731,9572
"San Jose city, California",1600000US0668000,115893,4636,153596,3450
"San Francisco city, California",1600000US0667000,123859,4727,173858,4960
"Santa Clara city, California",1600000US0669084,147507,9798,179821,10570
"Vista city, California",1600000US0682996,78656,9138,97242,9201
"Colorado Springs city, Colorado",1600000US0816000,70527,2483,89825,3194
"Pueblo city, Colorado",1600000US0862000,43148,3506,59366,4052
"Los Angeles city, California",1600000US0644000,67418,1355,103011,1959
"Santa Clarita city, California",1600000US0669088,97904,6330,121873,5293
"Rancho Cordova city, California",1600000US0659444,71655,5196,81548,5799
"Yuba City city, California",1600000US0686972,61773,5212,83481,7247
"Sunnyvale city, California",1600000US0677000,151475,10648,200863,12830
"San Diego city, California",1600000US0666000,85507,2111,114244,2431
"Salinas city, California",1600000US0664224,69117,7213,81592,5206
"Fairfield city, California",1600000US0623182,89693,7449,105386,7559
"Bossier City city, Louisiana",1600000US2208920,47339,3829,64344,8365
"Ames city, Iowa",1600000US1901855,50528,11064,71241,7927
"Waterloo city, Iowa",1600000US1982425,51847,2308,70291,5850
"Alpharetta city, Georgia",1600000US1301696,136047,19253,172482,17360
"Roswell city, Georgia",1600000US1367284,109805,10252,155429,13862
"Fountainebleau CDP, Florida",1600000US1224562,65107,10886,78429,12013
"Alafaya CDP, Florida",1600000US1200410,75384,20327,86972,8910
"Port St. Lucie city, Florida",1600000US1258715,68041,4830,77860,4957
"Orlando city, Florida",1600000US1253000,58819,4309,85398,5876
"Kendall CDP, Florida",1600000US1236100,73081,12310,113744,13767
"Miami Beach city, Florida",1600000US1245025,52816,4781,113210,13766
"Davie town, Florida",1600000US1216475,71112,8993,105499,11412
"Coral Springs city, Florida",1600000US1214400,79115,4848,99600,6161
"Palm Coast city, Florida",1600000US1254200,60158,9144,75259,6749
"Palm Bay city, Florida",1600000US1254000,54113,3017,67493,5943
"Brandon CDP, Florida",1600000US1208150,60359,6525,75502,4850
"Schaumburg village, Illinois",1600000US1768003,87156,7484,102883,7564
"Westland city, Michigan",1600000US2686000,54303,3720,64928,3846
"Ann Arbor city, Michigan",1600000US2603000,72137,5065,106201,7935
"Grand Rapids city, Michigan",1600000US2634000,51817,2156,65895,2825
"Palo Alto city, California",1600000US0655282,160360,16831,249971,22295
"Huntsville city, Alabama",1600000US0137000,54342,4497,76947,4058
"Auburn city, Alabama",1600000US0103076,46031,8334,77791,8792
"Des Moines city, Iowa",1600000US1921000,53859,3800,68860,3676
"Cedar Rapids city, Iowa",1600000US1912000,56774,4735,72748,4306
"Glen Burnie CDP, Maryland",1600000US2432650,83883,8940,95169,8369
"Fort Wayne city, Indiana",1600000US1825000,49855,1957,66301,3609
"Waukegan city, Illinois",1600000US1779293,54030,7378,69164,5051
"Poinciana CDP, Florida",1600000US1257900,46898,5951,61241,12254
"Warner Robins city, Georgia",1600000US1380508,51289,6005,64538,6439
"Hialeah city, Florida",1600000US1230000,40725,4837,53891,3116
"Homestead city, Florida",1600000US1232275,52907,6673,59469,5493
"Miami city, Florida",1600000US1245000,42966,2774,72311,4117
"Daytona Beach city, Florida",1600000US1216525,40439,6854,56268,8953
"Springfield city, Illinois",1600000US1772000,54484,6172,74367,6085
"Champaign city, Illinois",1600000US1712385,47379,6376,68387,6465
"Bloomington city, Minnesota",1600000US2706616,74675,4327,94248,5269
"Maple Grove city, Minnesota",1600000US2740166,115097,9583,132977,10941
"Sterling Heights city, Michigan",1600000US2676460,67238,5842,83558,5891
"Iowa City city, Iowa",1600000US1938595,50497,3133,78525,8869
"Lawrence city, Kansas",1600000US2038900,57829,6423,81339,6113
"Gaithersburg city, Maryland",1600000US2431175,104567,8020,130562,13860
"Indianapolis city (balance), Indiana",1600000US1836003,49661,1935,69886,1998
"South Bend city, Indiana",1600000US1871000,41599,1953,57009,3852
"Rockford city, Illinois",1600000US1765000,46803,2508,61267,3562
"Urban Honolulu CDP, Hawaii",1600000US1571550,72943,2969,99505,4191
"Albany city, Georgia",1600000US1301052,31397,4951,44067,5329
"Aurora city, Illinois",1600000US1703012,73071,5736,97621,5096
"Fort Myers city, Florida",1600000US1224125,53246,4164,79715,8489
"The Hammocks CDP, Florida",1600000US1271569,72195,10363,93369,11289
"Spring Hill CDP, Florida",1600000US1268350,55461,4417,65900,3270
"Eagan city, Minnesota",1600000US2717288,87029,9353,118790,9118
"Lakeville city, Minnesota",1600000US2735180,117083,6894,141626,16907
"Farmington Hills city, Michigan",1600000US2627440,86178,9549,107840,6423
"Torrance city, California",1600000US0680000,100107,4998,127240,8269
"Modesto city, California",1600000US0648354,62067,4674,79043,4470
"Turlock city, California",1600000US0680812,58263,9773,74332,7765
"Rialto city, California",1600000US0660466,70188,6764,83894,6092
"Carmichael CDP, California",1600000US0611390,68377,5977,86773,5980
