Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Multnomah County, Oregon",0500000US41051,62629,1731,86044,2186
"Crawford County, Pennsylvania",0500000US42039,45410,3154,61696,3862
"Erie County, Pennsylvania",0500000US42049,48964,2297,63819,2470
"Schuylkill County, Pennsylvania",0500000US42107,50684,1785,60421,2555
"Adams County, Pennsylvania",0500000US42001,59300,4465,72296,3576
"Pierce County, Washington",0500000US53053,64434,1873,82680,2268
"Franklin County, Washington",0500000US53021,57670,5643,71699,6064
"Whatcom County, Washington",0500000US53073,56411,4819,71154,3568
"Wood County, West Virginia",0500000US54107,48655,5046,65006,5486
"Cabell County, West Virginia",0500000US54011,38823,4641,56454,5160
"Harrison County, West Virginia",0500000US54033,47204,5809,69040,5951
"Raleigh County, West Virginia",0500000US54081,45863,5623,57049,3605
"DeSoto County, Mississippi",0500000US28033,64505,4836,79338,4712
"Delaware County, Pennsylvania",0500000US42045,67950,3102,95868,2898
"Somerset County, Pennsylvania",0500000US42111,43871,2610,56742,3052
"Greene County, Missouri",0500000US29077,42062,2331,59033,2916
"Jefferson County, Missouri",0500000US29099,61559,2159,71054,2908
"Bucks County, Pennsylvania",0500000US42017,79936,2520,106713,3131
"Lehigh County, Pennsylvania",0500000US42077,60498,1978,82854,3625
"Luzerne County, Pennsylvania",0500000US42079,46580,2118,64446,2272
"Kootenai County, Idaho",0500000US16055,51765,2515,66843,4158
"Twin Falls County, Idaho",0500000US16083,51210,6135,64321,5054
"San Diego County, California",0500000US06073,70824,995,96692,1397
"Tulare County, California",0500000US06107,45881,1589,61897,2568
"Yolo County, California",0500000US06113,64904,4304,91705,5372
"Humboldt County, California",0500000US06023,43130,2715,64617,11004
"Nevada County, California",0500000US06057,59022,5577,85575,8233
"Madera County, California",0500000US06039,51657,5660,67604,4654
"Mendocino County, California",0500000US06045,43809,4761,65838,9547
"Santa Cruz County, California",0500000US06087,77613,3780,106035,5961
"Los Angeles County, California",0500000US06037,61338,427,89718,784
"Riverside County, California",0500000US06065,60134,1342,79354,1432
"San Bernardino County, California",0500000US06071,56337,1199,73078,1368
"Santa Clara County, California",0500000US06085,111069,1800,146813,2513
"Marin County, California",0500000US06041,103845,6102,160053,8434
"Placer County, California",0500000US06061,85426,3899,110245,4457
"Shasta County, California",0500000US06089,46724,2821,64293,3129
"Solano County, California",0500000US06095,73900,3323,93929,4378
"Butte County, California",0500000US06007,45177,3768,65703,4086
"San Luis Obispo County, California",0500000US06079,70564,2814,88338,3859
"Kern County, California",0500000US06029,49903,1490,67594,2127
"Ventura County, California",0500000US06111,80135,2823,105609,2556
"Armstrong County, Pennsylvania",0500000US42005,47398,3699,60137,4302
"Carbon County, Pennsylvania",0500000US42025,51676,6430,63116,4310
"Centre County, Pennsylvania",0500000US42027,60266,3374,81724,5023
"Northumberland County, Pennsylvania",0500000US42097,47736,3140,59110,2850
"Northampton County, Pennsylvania",0500000US42095,66438,3223,83297,4115
"Beaver County, Pennsylvania",0500000US42007,55221,2403,69655,2711
"Lackawanna County, Pennsylvania",0500000US42069,47475,2392,64366,2397
"Fayette County, Pennsylvania",0500000US42051,43140,3613,56917,3296
"Montgomery County, Pennsylvania",0500000US42091,84113,2401,113622,2238
"Clearfield County, Pennsylvania",0500000US42033,47352,4313,58404,4774
"Lebanon County, Pennsylvania",0500000US42075,57248,3200,70452,4314
"Lycoming County, Pennsylvania",0500000US42081,49052,1874,61228,3957
"Butler County, Pennsylvania",0500000US42019,66426,2434,88042,3473
"Lancaster County, Pennsylvania",0500000US42071,61335,1450,79344,2506
"Mercer County, Pennsylvania",0500000US42085,49890,2483,64329,3672
"Newport County, Rhode Island",0500000US44005,73596,3875,96121,9148
"Providence County, Rhode Island",0500000US44007,52369,2080,72289,2184
"Aiken County, South Carolina",0500000US45003,45945,3347,61156,3534
"Lexington County, South Carolina",0500000US45063,57382,2703,75343,3494
"Oconee County, South Carolina",0500000US45073,43743,5449,64615,6949
"Berkeley County, South Carolina",0500000US45015,59153,2330,75759,4354
"Charleston County, South Carolina",0500000US45019,56827,2249,85601,4229
"Anderson County, South Carolina",0500000US45007,45090,2758,61089,3324
"Greenwood County, South Carolina",0500000US45047,38200,4266,52756,4738
"Horry County, South Carolina",0500000US45051,45621,1849,61572,2745
"Orangeburg County, South Carolina",0500000US45075,32450,4533,46106,5205
"Spartanburg County, South Carolina",0500000US45083,47371,2336,63453,3320
"Beaufort County, South Carolina",0500000US45013,65919,3010,89311,6526
"Richland County, South Carolina",0500000US45079,52030,1816,71025,2962
"Greenville County, South Carolina",0500000US45045,55342,2135,75932,2446
"Lancaster County, South Carolina",0500000US45057,56216,7785,77045,7828
"Dorchester County, South Carolina",0500000US45035,57637,3433,71563,4572
"Columbia County, Pennsylvania",0500000US42037,49186,4210,64433,3867
"Kent County, Rhode Island",0500000US44003,63101,4419,85413,5671
"Washington County, Rhode Island",0500000US44009,77813,4813,98882,7535
"Sumter County, South Carolina",0500000US45085,40614,5396,56274,5910
"Darlington County, South Carolina",0500000US45031,36841,3892,53488,4428
"York County, South Carolina",0500000US45091,60767,3181,79926,3279
"Minnehaha County, South Dakota",0500000US46099,60038,3711,75126,3768
"Sumner County, Tennessee",0500000US47165,60503,3522,78533,4656
"Shelby County, Tennessee",0500000US47157,47690,1986,70860,2067
"Davidson County, Tennessee",0500000US47037,54855,2291,78234,2429
"Montgomery County, Tennessee",0500000US47125,56112,3259,65397,3174
"Ada County, Idaho",0500000US16001,61301,2253,81878,4213
"Bannock County, Idaho",0500000US16005,48429,2865,64287,6989
"Bonneville County, Idaho",0500000US16019,59706,2968,75108,5682
"Kankakee County, Illinois",0500000US17091,54911,4196,68588,3947
"DuPage County, Illinois",0500000US17043,84908,2000,111236,2159
"LaSalle County, Illinois",0500000US17099,57476,4428,66763,3131
"Cook County, Illinois",0500000US17031,60046,784,86514,986
"Macon County, Illinois",0500000US17115,46198,4254,62668,3522
"McHenry County, Illinois",0500000US17111,81063,3439,94250,3505
"St. Clair County, Illinois",0500000US17163,50267,2369,73193,4417
"Champaign County, Illinois",0500000US17019,50335,2837,70900,3792
"Kendall County, Illinois",0500000US17093,90482,5300,101320,7261
"Peoria County, Illinois",0500000US17143,51975,2349,71145,3097
"Sedgwick County, Kansas",0500000US20173,52193,1693,68980,1714
"Johnson County, Kansas",0500000US20091,80553,1816,107288,2941
"Douglas County, Kansas",0500000US20045,56345,4195,73186,5025
"Wyandotte County, Kansas",0500000US20209,43129,2503,53676,1954
"Leavenworth County, Kansas",0500000US20103,68299,6891,85412,7153
"Shawnee County, Kansas",0500000US20177,55710,2840,71877,4023
"San Mateo County, California",0500000US06081,108627,5154,156259,4368
"Denver County, Colorado",0500000US08031,61105,1439,90835,3233
"Jefferson County, Colorado",0500000US08059,74186,2299,96855,2578
"Weld County, Colorado",0500000US08123,63400,2926,81031,3378
"Douglas County, Colorado",0500000US08035,109292,5323,134850,4471
"Boulder County, Colorado",0500000US08013,74615,3337,105099,4282
"St. Clair County, Michigan",0500000US26147,51864,2447,65798,3231
"Van Buren County, Michigan",0500000US26159,47917,4661,69730,6907
"Washtenaw County, Michigan",0500000US26161,65601,2780,94215,3141
"Wayne County, Michigan",0500000US26163,43464,1134,63254,1062
"Grand Traverse County, Michigan",0500000US26055,58532,6576,81079,7080
"Jackson County, Michigan",0500000US26075,50009,3641,65570,4290
"Genesee County, Michigan",0500000US26049,43955,1291,60115,2060
"Livingston County, Michigan",0500000US26093,78038,3658,98029,4222
"Florence County, South Carolina",0500000US45041,46524,4915,61747,4098
"Laurens County, South Carolina",0500000US45059,44038,3446,56140,4447
"Pickens County, South Carolina",0500000US45077,45779,2324,64839,6027
"Pennington County, South Dakota",0500000US46103,50950,2839,67638,5176
"Hamilton County, Tennessee",0500000US47065,47898,2625,71471,3462
"Sullivan County, Tennessee",0500000US47163,42859,2576,58135,3055
"Rensselaer County, New York",0500000US36083,65965,5829,80856,4496
"Queens County, New York",0500000US36081,62207,1151,81379,1338
"New York County, New York",0500000US36061,77559,2469,143741,3697
"Cayuga County, New York",0500000US36011,54995,4267,68575,3961
"Rockland County, New York",0500000US36087,85515,5870,116116,4693
"Niagara County, New York",0500000US36063,50233,2552,65869,2692
"Nassau County, New York",0500000US36059,105870,1944,139034,2196
"Jefferson County, New York",0500000US36045,45624,3116,61225,2977
"Suffolk County, New York",0500000US36103,92933,2401,118609,2466
"Oswego County, New York",0500000US36075,53562,3096,65090,3555
"Wayne County, New York",0500000US36117,59538,4525,70422,4275
"Broome County, New York",0500000US36007,50463,2339,67239,3632
"Erie County, New York",0500000US36029,54246,1403,73544,1947
"Sullivan County, New York",0500000US36105,50652,12310,76471,8557
"Orange County, New York",0500000US36071,73025,4182,91061,3548
"Forsyth County, North Carolina",0500000US37067,48271,2215,73006,3601
"Carteret County, North Carolina",0500000US37031,51206,4429,64471,4364
"Rockingham County, North Carolina",0500000US37157,40985,2704,50217,3439
"Gaston County, North Carolina",0500000US37071,48711,2615,69661,10491
"Moore County, North Carolina",0500000US37125,52279,6246,72904,6046
"Chatham County, North Carolina",0500000US37037,62961,5276,94054,7213
"Johnston County, North Carolina",0500000US37101,54719,3625,65036,3007
"Onslow County, North Carolina",0500000US37133,47150,3555,56900,2589
"Rutherford County, North Carolina",0500000US37161,36121,6790,46400,4517
"Burke County, North Carolina",0500000US37023,40345,3323,51815,4791
"Ward County, North Dakota",0500000US38101,62573,5643,77678,6592
"Cass County, North Dakota",0500000US38017,59240,4401,76699,4547
"Jefferson County, Kentucky",0500000US21111,51991,1398,73595,2032
"Marquette County, Michigan",0500000US26103,51275,3112,63954,5203
"Macomb County, Michigan",0500000US26099,60143,1298,76249,1815
"Shiawassee County, Michigan",0500000US26155,53244,2964,66951,4597
"Eaton County, Michigan",0500000US26045,56211,4309,70485,3787
"Rice County, Minnesota",0500000US27131,69135,5709,82572,4964
"Robertson County, Tennessee",0500000US47147,60423,5914,74977,8166
"Blount County, Tennessee",0500000US47009,51183,2059,66674,3980
"Madison County, Tennessee",0500000US47113,41791,2879,58283,4092
"Williamson County, Tennessee",0500000US47187,106054,5194,137681,6693
"Greene County, Tennessee",0500000US47059,41109,2427,60485,8852
"Putnam County, Tennessee",0500000US47141,37437,5732,56080,5108
"Sevier County, Tennessee",0500000US47155,45609,2290,56756,4632
"Bradley County, Tennessee",0500000US47011,44853,3202,59809,4639
"Knox County, Tennessee",0500000US47093,52102,1867,72285,2221
"Anderson County, Tennessee",0500000US47001,46055,5106,61601,4376
"Rutherford County, Tennessee",0500000US47149,61157,1718,75267,2771
"Wilson County, Tennessee",0500000US47189,71153,2996,84232,4197
"Chaves County, New Mexico",0500000US35005,40960,4319,53516,8112
"Lea County, New Mexico",0500000US35025,55636,6114,67445,6680
"Santa Fe County, New Mexico",0500000US35049,57863,3432,82210,4458
"Walton County, Georgia",0500000US13297,53202,4182,69697,4983
"Cherokee County, Georgia",0500000US13057,77950,4271,97849,5467
"Fulton County, Georgia",0500000US13121,63510,2970,100521,3659
"Hawaii County, Hawaii",0500000US15001,55750,3382,74492,4512
"Kauai County, Hawaii",0500000US15007,71344,10599,85866,6196
"Canyon County, Idaho",0500000US16027,48437,2510,57499,3397
"Madison County, Illinois",0500000US17119,56035,3576,73318,3506
"Sangamon County, Illinois",0500000US17167,53782,3373,73785,4114
"McLean County, Illinois",0500000US17113,62156,4964,82471,3761
"Rock Island County, Illinois",0500000US17161,50948,1816,65040,3234
"Kane County, Illinois",0500000US17089,73347,3577,96716,4399
"DeKalb County, Illinois",0500000US17037,59285,4292,75593,5431
"Will County, Illinois",0500000US17197,81438,2505,98688,2988
"Tazewell County, Illinois",0500000US17179,60152,3578,74437,3707
"Doña Ana County, New Mexico",0500000US35013,37496,3647,56328,5012
"Valencia County, New Mexico",0500000US35061,43700,3561,54551,4910
"Bernalillo County, New Mexico",0500000US35001,50601,1229,69392,1751
"Otero County, New Mexico",0500000US35035,43646,5075,66808,16346
"Bronx County, New York",0500000US36005,37525,1266,53466,1375
"Onondaga County, New York",0500000US36067,56991,1826,76174,2164
"Clinton County, New York",0500000US36019,55316,4840,65214,4162
"Putnam County, New York",0500000US36079,96992,7918,122979,10423
"Ontario County, New York",0500000US36069,57448,4119,78032,4421
"Steuben County, New York",0500000US36101,50575,2803,69894,6713
"Chautauqua County, New York",0500000US36013,42204,2801,55539,2728
"Kings County, New York",0500000US36047,55150,1015,83115,1313
"Saratoga County, New York",0500000US36091,76097,3341,99966,5848
"Westchester County, New York",0500000US36119,89709,3205,141104,3532
"Richmond County, New York",0500000US36085,77197,4465,95481,3717
"St. Lawrence County, New York",0500000US36089,51592,1922,64088,4197
"Tompkins County, New York",0500000US36109,56349,3335,73644,4239
"Warren County, New York",0500000US36113,58061,6735,75717,8288
"Dutchess County, New York",0500000US36027,74115,3444,99958,4172
"Monroe County, New York",0500000US36055,54492,1629,74700,2100
"Oneida County, New York",0500000US36065,52996,2024,68695,3603
"Ulster County, New York",0500000US36111,62790,3777,82176,3966
"Chemung County, New York",0500000US36015,51269,2894,67332,4643
"Livingston County, New York",0500000US36051,53121,4382,61229,3143
"Albany County, New York",0500000US36001,61754,2996,83464,3860
"Cattaraugus County, New York",0500000US36009,46842,3719,57722,2620
"Madison County, New York",0500000US36053,60630,5537,76630,5461
"Schenectady County, New York",0500000US36093,58331,4940,75564,4062
"Guaynabo Municipio, Puerto Rico",0500000US72061,32240,4216,59895,7445
"Bayamón Municipio, Puerto Rico",0500000US72021,24128,1630,35256,2175
"Carolina Municipio, Puerto Rico",0500000US72031,28055,1543,35950,2002
"Mayagüez Municipio, Puerto Rico",0500000US72097,14532,2082,24786,2680
"Trujillo Alto Municipio, Puerto Rico",0500000US72139,33122,3748,42200,3318
"Ponce Municipio, Puerto Rico",0500000US72113,17454,1664,26323,2055
"Porter County, Indiana",0500000US18127,66196,3903,82284,3758
"Tippecanoe County, Indiana",0500000US18157,51361,1568,69541,4146
"Hamilton County, Indiana",0500000US18057,89823,4238,116274,6521
"Clark County, Indiana",0500000US18019,51401,2832,66198,4029
"Allen County, Indiana",0500000US18003,51173,1460,67135,2621
"Floyd County, Indiana",0500000US18043,58586,3807,80423,6957
"Johnson County, Indiana",0500000US18081,65991,5709,86468,7265
"Elkhart County, Indiana",0500000US18039,54216,3235,65321,4034
"Wayne County, Indiana",0500000US18177,43401,4479,56553,3721
"Polk County, Iowa",0500000US19153,64067,2682,82405,2888
"Woodbury County, Iowa",0500000US19193,52324,4693,68021,5494
"Scott County, Iowa",0500000US19163,54730,3681,74517,3836
"Greene County, Ohio",0500000US39057,62018,3278,82225,4454
"Erie County, Ohio",0500000US39043,48949,5461,73232,8192
"Summit County, Ohio",0500000US39153,52036,1460,70827,2102
"Columbiana County, Ohio",0500000US39029,47864,4294,59138,3857
"Mahoning County, Ohio",0500000US39099,42295,2049,58567,3275
"Scioto County, Ohio",0500000US39145,39210,3689,54291,6238
"Allen County, Ohio",0500000US39003,47592,4051,60919,4362
"Clark County, Ohio",0500000US39023,46811,3343,60848,3778
"Lorain County, Ohio",0500000US39093,54504,2205,74417,4207
"Montgomery County, Ohio",0500000US39113,46936,1657,65800,2115
"Warren County, Ohio",0500000US39165,80207,4881,105864,6119
"Ashtabula County, Ohio",0500000US39007,42965,3297,55721,4363
"Canadian County, Oklahoma",0500000US40017,67177,4907,78821,3710
"Comanche County, Oklahoma",0500000US40031,51164,5828,66593,5064
"Wagoner County, Oklahoma",0500000US40145,62041,3653,71480,3379
"Muskogee County, Oklahoma",0500000US40101,40860,3275,54551,4409
"Winnebago County, Illinois",0500000US17201,49749,2160,65234,2784
"Lee County, Alabama",0500000US01081,48056,3169,64562,5188
"Jefferson County, Alabama",0500000US01073,50180,1412,74945,2961
"Pueblo County, Colorado",0500000US08101,44677,3547,59601,2746
"Mesa County, Colorado",0500000US08077,48846,4429,60280,3745
"El Paso County, Colorado",0500000US08041,63882,2330,80992,2193
"Arapahoe County, Colorado",0500000US08005,70950,1990,96722,2656
"Broomfield County, Colorado",0500000US08014,84349,7092,111621,8884
"New Castle County, Delaware",0500000US10003,67274,2788,87144,2714
"Sussex County, Delaware",0500000US10005,57734,3796,78917,4168
"Kent County, Delaware",0500000US10001,54140,3724,66154,3537
"District of Columbia, District of Columbia",0500000US11001,75506,3416,114432,4518
"New Haven County, Connecticut",0500000US09009,66176,1895,87686,2110
"Litchfield County, Connecticut",0500000US09005,76993,4879,100472,5300
"Caldwell County, North Carolina",0500000US37027,36301,3557,50001,4761
"Catawba County, North Carolina",0500000US37035,48913,3680,65599,4474
"Cleveland County, North Carolina",0500000US37045,36992,2520,50519,5027
"Craven County, North Carolina",0500000US37049,49938,2997,67148,5846
"Harnett County, North Carolina",0500000US37085,51637,2500,62276,3019
"Henderson County, North Carolina",0500000US37089,54963,3613,68263,4218
"Iredell County, North Carolina",0500000US37097,55891,2898,79750,4244
"Mecklenburg County, North Carolina",0500000US37119,62978,2159,89684,2164
"Pitt County, North Carolina",0500000US37147,46573,3483,62944,3640
"Rowan County, North Carolina",0500000US37159,48379,3024,62377,3863
"Union County, North Carolina",0500000US37179,71588,5417,98685,6532
"Wilkes County, North Carolina",0500000US37193,41332,4980,51346,4553
"Nash County, North Carolina",0500000US37127,47902,3896,64941,5514
"Wilson County, North Carolina",0500000US37195,39036,5608,60107,7135
"Randolph County, North Carolina",0500000US37151,44836,5353,55496,3421
"Cumberland County, North Carolina",0500000US37051,45205,1922,57267,2436
"Guilford County, North Carolina",0500000US37081,47262,1662,69367,3190
"Robeson County, North Carolina",0500000US37155,34254,3090,47961,3168
"Wake County, North Carolina",0500000US37183,76097,2059,100576,3031
"Brunswick County, North Carolina",0500000US37019,50692,3689,66132,6483
"Lincoln County, North Carolina",0500000US37109,49453,2505,67290,4036
"Orange County, North Carolina",0500000US37135,66423,5783,94564,5511
"Surry County, North Carolina",0500000US37171,36802,3150,59268,7256
"Toa Alta Municipio, Puerto Rico",0500000US72135,26171,1986,39685,4747
"Toa Baja Municipio, Puerto Rico",0500000US72137,23560,2313,30844,2796
"Caguas Municipio, Puerto Rico",0500000US72025,24198,1887,36895,3669
"San Juan Municipio, Puerto Rico",0500000US72127,22727,1509,42517,3826
"Butler County, Kansas",0500000US20015,60182,2865,71661,5682
"Riley County, Kansas",0500000US20161,50737,3611,68478,5459
"Campbell County, Kentucky",0500000US21037,62536,3917,78640,4645
"St. Clair County, Alabama",0500000US01115,60158,4797,65740,3723
"Baldwin County, Alabama",0500000US01003,56732,3829,74892,4192
"Houston County, Alabama",0500000US01069,42321,2690,59912,2517
"Tuscaloosa County, Alabama",0500000US01125,47787,3441,65773,3539
"Daviess County, Kentucky",0500000US21059,51764,4455,69426,5753
"Oldham County, Kentucky",0500000US21185,90341,9484,109184,9303
"Bullitt County, Kentucky",0500000US21029,65359,5413,77718,9885
"Boone County, Kentucky",0500000US21015,72374,5179,92690,5972
"Alexandria city, Virginia",0500000US51510,87920,4411,121672,5952
"Hampton city, Virginia",0500000US51650,50435,2213,65991,4653
"Arlington County, Virginia",0500000US51013,110388,5159,143507,5109
"Stafford County, Virginia",0500000US51179,97484,9507,119793,6751
"Richmond city, Virginia",0500000US51760,42373,3434,69458,4656
"Thurston County, Washington",0500000US53067,65783,2620,79165,2881
"Grays Harbor County, Washington",0500000US53027,49623,3998,67813,7818
"Grant County, Washington",0500000US53025,48335,3255,61186,4417
"Snohomish County, Washington",0500000US53061,78716,1676,95507,2372
"Monongalia County, West Virginia",0500000US54061,50953,4436,78117,7828
"Kanawha County, West Virginia",0500000US54039,45001,4011,64515,4769
"Jackson County, Oregon",0500000US41029,48563,2982,66160,4231
"Clackamas County, Oregon",0500000US41005,74891,3232,99007,3595
"Josephine County, Oregon",0500000US41033,36472,4670,50614,3804
"Umatilla County, Oregon",0500000US41059,50171,4767,61956,4936
"Lane County, Oregon",0500000US41039,47777,2087,63747,2315
"Washington County, Oregon",0500000US41067,75634,1519,94948,2206
"Sheboygan County, Wisconsin",0500000US55117,54059,2976,70716,2797
"Adams County, Illinois",0500000US17001,51624,3570,70474,5641
"Vermilion County, Illinois",0500000US17183,45481,3398,56819,4879
"Williamson County, Illinois",0500000US17199,48409,3426,59894,4525
"Lake County, Illinois",0500000US17097,83152,2281,119261,3271
"LaPorte County, Indiana",0500000US18091,53507,4244,67659,3744
"Vigo County, Indiana",0500000US18167,43910,3578,56349,3246
"Bartholomew County, Indiana",0500000US18005,59102,5718,73017,5142
"Lake County, Indiana",0500000US18089,53681,1814,69932,2835
"Hendricks County, Indiana",0500000US18063,78307,5014,88073,3894
"Grant County, Indiana",0500000US18053,37117,4061,49367,3434
"Hancock County, Indiana",0500000US18059,67799,7663,81328,6273
"Lauderdale County, Alabama",0500000US01077,43427,3414,58691,3561
"Limestone County, Alabama",0500000US01083,50872,3338,69299,5927
"Shelby County, Alabama",0500000US01117,73647,2838,91136,5137
"Cullman County, Alabama",0500000US01043,39411,3647,54412,4271
"Elmore County, Alabama",0500000US01051,52579,6661,71553,7080
"Talladega County, Alabama",0500000US01121,39393,4351,51776,4082
"Morgan County, Alabama",0500000US01103,44378,6034,59794,4769
"Hardin County, Kentucky",0500000US21093,52148,3807,67497,4931
"Christian County, Kentucky",0500000US21047,41140,4263,52430,4971
"Warren County, Kentucky",0500000US21227,46686,3193,66862,7603
"Fayette County, Kentucky",0500000US21067,53178,2682,77827,2818
"Hartford County, Connecticut",0500000US09003,69433,2355,93118,2299
"New London County, Connecticut",0500000US09011,70699,2817,94956,4203
"Tolland County, Connecticut",0500000US09013,81252,3226,99096,5092
"Fairfield County, Connecticut",0500000US09001,90123,2925,143628,3548
"Duval County, Florida",0500000US12031,51980,1228,69765,1892
"Clay County, Florida",0500000US12019,56315,2720,74442,4127
"Nassau County, Florida",0500000US12089,71515,8693,90747,8115
"Pinellas County, Florida",0500000US12103,50036,1266,71244,1709
"St. Lucie County, Florida",0500000US12111,44804,2655,58817,3192
"Indian River County, Florida",0500000US12061,49072,2243,79585,8921
"Palm Beach County, Florida",0500000US12099,57580,1498,89403,2296
"St. Johns County, Florida",0500000US12109,78581,5141,107338,6271
"Miami-Dade County, Florida",0500000US12086,45935,709,71914,1275
"Flagler County, Florida",0500000US12035,49395,3294,63011,4172
"Sumter County, Florida",0500000US12119,54562,5337,68118,6444
"Lee County, Florida",0500000US12071,52909,1336,74125,2280
"Marion County, Florida",0500000US12083,39383,1632,54181,2568
"Collier County, Florida",0500000US12021,61228,3372,102009,7313
"Pasco County, Florida",0500000US12101,46264,1430,64970,2366
"Highlands County, Florida",0500000US12055,36490,2471,48800,8376
"Columbia County, Florida",0500000US12023,42019,5563,63101,9077
"Putnam County, Florida",0500000US12107,38239,2371,48699,4731
"Manatee County, Florida",0500000US12081,51748,1843,74782,3400
"Volusia County, Florida",0500000US12127,45366,1889,60941,2237
"Leon County, Florida",0500000US12073,51107,1771,70567,2983
"Sherburne County, Minnesota",0500000US27141,83675,4492,92885,6046
"Carver County, Minnesota",0500000US27019,92455,4773,119835,6884
"Ramsey County, Minnesota",0500000US27123,60369,1643,81980,2605
"Scott County, Minnesota",0500000US27139,88765,5658,107281,5062
"Buncombe County, North Carolina",0500000US37021,50685,1692,68923,3451
"Cabarrus County, North Carolina",0500000US37025,63386,4370,78726,3559
"Davidson County, North Carolina",0500000US37057,45678,2558,59441,3212
"Durham County, North Carolina",0500000US37063,53832,2167,77836,4072
"New Hanover County, North Carolina",0500000US37129,50028,4305,70803,4836
"Wayne County, North Carolina",0500000US37191,41711,3830,58296,4082
"Alamance County, North Carolina",0500000US37001,45100,2609,60609,3232
"Grand Forks County, North Dakota",0500000US38035,50008,4822,65489,5377
"Burleigh County, North Dakota",0500000US38015,64558,5530,85609,8071
"Montgomery County, Alabama",0500000US01101,45395,3505,65678,3977
"Pima County, Arizona",0500000US04019,47560,1541,65881,1473
"Cochise County, Arizona",0500000US04003,45508,3151,55174,3071
"Apache County, Arizona",0500000US04001,34685,3764,44505,3042
"Yuma County, Arizona",0500000US04027,43518,2770,56872,2908
"Navajo County, Arizona",0500000US04017,36998,2626,51447,3597
