Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Dearborn city, Michigan",1600000US2621000,44623,4488,64468,6024
"Detroit city, Michigan",1600000US2622000,25193,806,35709,991
"Farmington Hills city, Michigan",1600000US2627440,71765,3892,87439,5806
"Flint city, Michigan",1600000US2629000,23830,1865,33029,2222
"Grand Rapids city, Michigan",1600000US2634000,36408,1917,49391,2443
"Kalamazoo city, Michigan",1600000US2642160,30068,3201,45198,5427
"Lansing city, Michigan",1600000US2646000,31975,2676,39480,2129
"Livonia city, Michigan",1600000US2649000,65851,4011,74613,3247
"Rochester Hills city, Michigan",1600000US2669035,71590,8390,99777,10648
"Southfield city, Michigan",1600000US2674900,46842,4826,62716,6256
"Sterling Heights city, Michigan",1600000US2676460,49865,4400,63836,3238
"Troy city, Michigan",1600000US2680700,77734,4686,96902,5181
"Warren city, Michigan",1600000US2684000,41658,2254,52353,3078
"Westland city, Michigan",1600000US2686000,41790,3356,53052,3066
"Wyoming city, Michigan",1600000US2688940,47372,5914,53526,3151
"Bloomington city, Minnesota",1600000US2706616,59810,4819,83782,7038
"Brooklyn Park city, Minnesota",1600000US2707966,55911,8479,75636,6631
"Duluth city, Minnesota",1600000US2717000,40940,3180,55388,2900
"Minneapolis city, Minnesota",1600000US2743000,46682,1890,68664,2238
"Plymouth city, Minnesota",1600000US2751730,81438,5570,108878,14845
"Rochester city, Minnesota",1600000US2754880,63713,3371,80027,5111
"St. Cloud city, Minnesota",1600000US2756896,41407,7754,54255,5462
"St. Paul city, Minnesota",1600000US2758000,42069,3167,61600,2466
"Gulfport city, Mississippi",1600000US2829700,35471,3356,49560,4881
"Jackson city, Mississippi",1600000US2836000,31370,2018,44159,2910
"Columbia city, Missouri",1600000US2915670,45427,4105,62561,4703
"Independence city, Missouri",1600000US2935000,41487,2243,51596,2880
"Kansas City city, Missouri",1600000US2938000,43810,1904,60968,1928
"Lee's Summit city, Missouri",1600000US2941348,72390,5529,91225,7689
"O'Fallon city, Missouri",1600000US2954074,73669,3646,80448,4072
"St. Charles city, Missouri",1600000US2964082,55781,5509,69363,5810
"St. Joseph city, Missouri",1600000US2964550,39563,3625,47131,2676
"St. Louis city, Missouri",1600000US2965000,32570,1622,47348,2232
"Springfield city, Missouri",1600000US2970000,33391,2255,46370,2485
"Billings city, Montana",1600000US3006550,43530,3189,60130,4863
"Missoula city, Montana",1600000US3050200,36583,4892,53801,5138
"Lincoln city, Nebraska",1600000US3128000,46670,1645,63362,2585
"Omaha city, Nebraska",1600000US3137000,45536,1751,64941,4213
"Enterprise CDP, Nevada",1600000US3223770,64608,10736,80809,9229
"Henderson city, Nevada",1600000US3231900,60453,5198,75814,4555
"Las Vegas city, Nevada",1600000US3240000,46995,1885,64288,2666
"North Las Vegas city, Nevada",1600000US3251800,50006,3604,62700,5892
"Paradise CDP, Nevada",1600000US3254600,40665,4508,54353,2766
"Reno city, Nevada",1600000US3260600,44846,3075,61164,2975
"Sparks city, Nevada",1600000US3268400,50568,4553,65760,6627
"Spring Valley CDP, Nevada",1600000US3268585,47084,4983,67419,8298
"Sunrise Manor CDP, Nevada",1600000US3271400,37947,2714,45705,2137
"Manchester city, New Hampshire",1600000US3345140,51082,3012,61444,3187
"Nashua city, New Hampshire",1600000US3350260,60923,7567,76226,4876
"Camden city, New Jersey",1600000US3410000,21191,2311,32850,2993
"Clifton city, New Jersey",1600000US3413690,59954,5862,75614,6960
"East Orange city, New Jersey",1600000US3419390,30867,3035,42568,3891
"Elizabeth city, New Jersey",1600000US3421000,41986,4291,56230,4543
"Jersey City city, New Jersey",1600000US3436000,56843,3096,76000,3625
"Newark city, New Jersey",1600000US3451000,31731,1609,43726,2242
"Passaic city, New Jersey",1600000US3456550,29094,2212,38975,4794
"Paterson city, New Jersey",1600000US3457000,32419,3486,45574,3798
"Toms River CDP, New Jersey",1600000US3473110,71182,2894,86616,4800
"Trenton city, New Jersey",1600000US3474000,36049,3072,48712,4808
"Union City city, New Jersey",1600000US3474630,36597,4787,48845,4828
"Albuquerque city, New Mexico",1600000US3502000,43606,2035,60874,2185
"Las Cruces city, New Mexico",1600000US3539380,37576,4328,50797,3748
"Rio Rancho city, New Mexico",1600000US3563460,52237,4775,65583,4583
"Santa Fe city, New Mexico",1600000US3570500,46617,4327,70126,6223
"Albany city, New York",1600000US3601000,37141,2737,49302,2933
"Buffalo city, New York",1600000US3611000,29158,1547,43137,1990
"Cheektowaga CDP, New York",1600000US3615000,47703,3048,55542,3761
"Mount Vernon city, New York",1600000US3649121,50709,5768,66825,5331
"New Rochelle city, New York",1600000US3650617,59120,6123,105524,9206
"Syracuse city, New York",1600000US3673000,28817,3015,42843,2422
"New York city, New York",1600000US3651000,49461,894,78403,1051
"Rochester city, New York",1600000US3663000,28963,2156,41736,2482
"Schenectady city, New York",1600000US3665508,35488,3288,45736,2957
"Yonkers city, New York",1600000US3684000,50656,4238,69670,3740
"Asheville city, North Carolina",1600000US3702140,39082,5147,53605,5185
"Cary town, North Carolina",1600000US3710740,82509,11667,102232,6657
"Charlotte city, North Carolina",1600000US3712000,50177,1825,75977,3181
"Kent city, Washington",1600000US5335415,56857,6844,69052,4135
"Renton city, Washington",1600000US5357745,62800,5965,77317,7887
"Seattle city, Washington",1600000US5363000,61037,1613,85945,2690
"Spokane city, Washington",1600000US5367000,39999,3462,53370,2258
"Spokane Valley city, Washington",1600000US5367167,46209,4566,53310,2883
"Tacoma city, Washington",1600000US5370000,48402,3346,65133,3215
"Vancouver city, Washington",1600000US5374060,48909,2852,59546,3385
"Yakima city, Washington",1600000US5380010,36873,4807,49570,3497
"Appleton city, Wisconsin",1600000US5502375,49274,4633,64206,6473
"Eau Claire city, Wisconsin",1600000US5522300,42170,3836,54772,4122
"Green Bay city, Wisconsin",1600000US5531000,41784,2341,55184,4586
"Kenosha city, Wisconsin",1600000US5539225,46618,6087,57960,6050
"Madison city, Wisconsin",1600000US5548000,53363,2970,68680,3059
"Milwaukee city, Wisconsin",1600000US5553000,33122,1099,44924,1281
"Oshkosh city, Wisconsin",1600000US5560500,39387,4278,51735,6238
"Racine city, Wisconsin",1600000US5566000,38371,4186,47344,2867
"Waukesha city, Wisconsin",1600000US5584250,55827,3235,63581,4925
"Caguas zona urbana, Puerto Rico",1600000US7210334,18342,2256,26514,2370
"Carolina zona urbana, Puerto Rico",1600000US7214290,25617,1669,35680,2798
"Guaynabo zona urbana, Puerto Rico",1600000US7232522,42620,4292,62816,9466
"Ponce zona urbana, Puerto Rico",1600000US7263820,16329,1479,28294,2707
"San Juan zona urbana, Puerto Rico",1600000US7276770,21109,1357,36810,2079
"Gastonia city, North Carolina",1600000US3725580,36881,4085,50612,3830
"Concord city, North Carolina",1600000US3714100,49637,4244,60330,5545
"Durham city, North Carolina",1600000US3719000,43654,2314,61968,3361
"Fayetteville city, North Carolina",1600000US3722920,43379,2864,53980,2594
"Greensboro city, North Carolina",1600000US3728000,39637,3020,57430,3449
"Greenville city, North Carolina",1600000US3728080,33000,4938,53445,5926
"High Point city, North Carolina",1600000US3731400,40693,2559,54760,4738
"Jacksonville city, North Carolina",1600000US3734200,41987,7915,49955,4390
"Raleigh city, North Carolina",1600000US3755000,52040,1889,70993,3010
"Wilmington city, North Carolina",1600000US3774440,34695,4300,63496,9091
"Winston-Salem city, North Carolina",1600000US3775000,37501,1975,57416,2676
"Fargo city, North Dakota",1600000US3825700,44611,4737,64073,4940
"Akron city, Ohio",1600000US3901000,31392,1397,44656,2836
"Canton city, Ohio",1600000US3912000,26801,3775,35567,2574
"Cincinnati city, Ohio",1600000US3915000,31301,1242,51857,2397
"Cleveland city, Ohio",1600000US3916000,25371,1145,36530,1481
"Columbus city, Ohio",1600000US3918000,40463,1035,53018,1392
"Dayton city, Ohio",1600000US3921000,25434,1770,36934,2744
"Lorain city, Ohio",1600000US3944856,33623,4087,45990,3769
"Parma city, Ohio",1600000US3961000,46490,3206,54295,2882
"Toledo city, Ohio",1600000US3977000,31090,1215,40820,1625
"Youngstown city, Ohio",1600000US3988000,24006,1969,35554,4107
"Broken Arrow city, Oklahoma",1600000US4009050,62532,3813,73566,3639
"Edmond city, Oklahoma",1600000US4023200,66535,7146,94109,8040
"Lawton city, Oklahoma",1600000US4041850,41783,4826,55333,4709
"Norman city, Oklahoma",1600000US4052500,47815,3345,69738,7022
"Oklahoma City city, Oklahoma",1600000US4055000,42995,1882,59520,2202
"Tulsa city, Oklahoma",1600000US4075000,40123,1294,62845,2734
"Beaverton city, Oregon",1600000US4105350,53914,5531,72075,6618
"Bend city, Oregon",1600000US4105800,46459,7165,66127,7835
"Eugene city, Oregon",1600000US4123850,37339,2725,52616,2835
"Gresham city, Oregon",1600000US4131250,41056,3855,53508,3765
"Hillsboro city, Oregon",1600000US4134100,65762,5659,73483,6079
"Medford city, Oregon",1600000US4147000,36903,3256,49291,3205
"Portland city, Oregon",1600000US4159000,47033,1469,67443,2546
"Salem city, Oregon",1600000US4164900,43880,2992,59478,4053
"Allentown city, Pennsylvania",1600000US4202000,30784,3842,42744,3031
"Bethlehem city, Pennsylvania",1600000US4206088,45019,5124,56441,3772
"Erie city, Pennsylvania",1600000US4224000,31901,2946,41516,2323
"Philadelphia city, Pennsylvania",1600000US4260000,34207,1172,50477,1290
"Pittsburgh city, Pennsylvania",1600000US4261000,35947,1565,54157,2648
"Reading city, Pennsylvania",1600000US4263624,24682,2371,34083,2185
"Scranton city, Pennsylvania",1600000US4269000,36219,3665,47996,3314
"Cranston city, Rhode Island",1600000US4419180,54530,4294,70289,4872
"Pawtucket city, Rhode Island",1600000US4454640,35311,5228,44553,3333
"Providence city, Rhode Island",1600000US4459000,37856,3409,58837,5467
"Warwick city, Rhode Island",1600000US4474300,60488,3857,78264,7275
"Charleston city, South Carolina",1600000US4513330,49284,4333,67261,4439
"Columbia city, South Carolina",1600000US4516000,39220,2907,62618,4907
"Mount Pleasant town, South Carolina",1600000US4548535,69825,14071,92530,11047
"North Charleston city, South Carolina",1600000US4550875,37049,4090,51027,5332
"Rock Hill city, South Carolina",1600000US4561405,39299,4317,54879,6652
"Rapid City city, South Dakota",1600000US4652980,44588,5408,55658,4317
"Sioux Falls city, South Dakota",1600000US4659020,50470,4798,63241,3440
"Chattanooga city, Tennessee",1600000US4714000,32791,1995,51905,4039
"Clarksville city, Tennessee",1600000US4715160,42237,2912,53048,3694
"Jackson city, Tennessee",1600000US4737640,33116,4189,50292,4171
"Knoxville city, Tennessee",1600000US4740000,33726,1805,49382,3040
"Memphis city, Tennessee",1600000US4748000,34960,1596,51105,1901
"Murfreesboro city, Tennessee",1600000US4751560,44383,4743,70231,8949
"Nashville-Davidson metropolitan government (balance), Tennessee",1600000US4752006,42639,1512,60993,2045
"Abilene city, Texas",1600000US4801000,38403,4397,51405,4204
"Allen city, Texas",1600000US4801924,102904,13360,109742,9602
"Amarillo city, Texas",1600000US4803000,44563,2854,59496,3001
"Baytown city, Texas",1600000US4806128,45624,4193,62465,8468
"Arlington city, Texas",1600000US4804000,50655,2742,62647,2724
"Atascocita CDP, Texas",1600000US4804462,78234,11462,98227,13923
"Austin city, Texas",1600000US4805000,49987,1810,72650,2122
"Beaumont city, Texas",1600000US4807000,36746,2465,57668,5606
"Brownsville city, Texas",1600000US4810768,31850,1972,45044,2991
"Bryan city, Texas",1600000US4810912,31089,4413,43281,3663
"Carrollton city, Texas",1600000US4813024,67602,5402,78601,4222
"College Station city, Texas",1600000US4815976,27648,2847,50556,4957
"Corpus Christi city, Texas",1600000US4817000,44893,3256,61985,3675
"Dallas city, Texas",1600000US4819000,40585,863,66470,2015
"Denton city, Texas",1600000US4819972,42658,5701,62750,7862
"Edinburg city, Texas",1600000US4822660,47474,7999,55944,6540
"El Paso city, Texas",1600000US4824000,40702,1973,56593,2530
"Flower Mound town, Texas",1600000US4826232,123294,18589,138759,17235
"Fort Worth city, Texas",1600000US4827000,47399,1873,63223,2735
"Frisco city, Texas",1600000US4827684,106232,9788,123596,8627
"Garland city, Texas",1600000US4829000,50198,2072,62773,2695
"Grand Prairie city, Texas",1600000US4830464,49929,3533,63990,3806
"Harlingen city, Texas",1600000US4832372,32714,6089,48926,5457
"Houston city, Texas",1600000US4835000,42877,1127,68895,1846
"Irving city, Texas",1600000US4837000,47266,3313,67083,9202
"Killeen city, Texas",1600000US4839148,42104,4056,50681,3815
"Laredo city, Texas",1600000US4841464,36665,2780,47809,2831
"League City city, Texas",1600000US4841980,84649,11078,98263,8301
"Lewisville city, Texas",1600000US4842508,55913,4009,64440,3925
"Longview city, Texas",1600000US4843888,42196,4265,56854,5591
"Lubbock city, Texas",1600000US4845000,43364,2589,58904,2996
"McAllen city, Texas",1600000US4845384,35348,4819,59238,7581
"McKinney city, Texas",1600000US4845744,81256,10415,97792,7728
"Mesquite city, Texas",1600000US4847892,46983,5461,56475,3239
"Midland city, Texas",1600000US4848072,55497,4716,81463,7550
"Mission city, Texas",1600000US4848768,41624,8801,52001,5233
"Missouri City city, Texas",1600000US4848804,80688,13917,84812,7011
"North Richland Hills city, Texas",1600000US4852356,62152,7825,74585,5730
"Odessa city, Texas",1600000US4853388,50687,4471,64792,4417
"Pasadena city, Texas",1600000US4856000,46623,4415,57106,3328
"Pearland city, Texas",1600000US4856348,83665,8238,103136,11407
"Pharr city, Texas",1600000US4857200,30069,6687,44978,8072
"Plano city, Texas",1600000US4858016,80184,4014,101109,4450
"Richardson city, Texas",1600000US4861796,67064,4524,85291,5527
"Round Rock city, Texas",1600000US4863500,70530,8703,86704,7629
"San Angelo city, Texas",1600000US4864472,39413,6439,57428,6389
"San Antonio city, Texas",1600000US4865000,42613,1304,57374,1382
"Sugar Land city, Texas",1600000US4870808,97068,10824,136754,18625
"Temple city, Texas",1600000US4872176,43963,7392,64705,6668
"The Woodlands CDP, Texas",1600000US4872656,105398,10794,131471,16840
"Tyler city, Texas",1600000US4874144,41448,2768,65034,7559
"Waco city, Texas",1600000US4876000,32246,2510,49738,6522
"Wichita Falls city, Texas",1600000US4879000,42703,2455,56382,3687
"Layton city, Utah",1600000US4943660,73550,5507,89841,13811
"Ogden city, Utah",1600000US4955980,41182,3869,51671,4442
"Orem city, Utah",1600000US4957300,53231,6392,66454,5609
"Provo city, Utah",1600000US4962470,36831,2849,53994,5334
"St. George city, Utah",1600000US4965330,44041,2866,60145,6097
"Salt Lake City city, Utah",1600000US4967000,41588,2426,64122,3838
"Sandy city, Utah",1600000US4967440,70521,4426,85228,4675
"West Jordan city, Utah",1600000US4982950,64899,5188,69614,2943
"West Valley City city, Utah",1600000US4983470,47679,2729,56279,4144
"Alexandria city, Virginia",1600000US5101000,82748,7051,109466,6077
"Arlington CDP, Virginia",1600000US5103000,100735,6069,135978,6881
"Centreville CDP, Virginia",1600000US5114440,93350,10908,114706,8325
"Chesapeake city, Virginia",1600000US5116000,66563,3592,79377,3405
"Dale City CDP, Virginia",1600000US5121088,77443,7200,94964,9420
"Hampton city, Virginia",1600000US5135000,49848,4124,59350,2892
"Lynchburg city, Virginia",1600000US5147672,36627,3795,52145,4432
"Newport News city, Virginia",1600000US5156000,48976,2451,64131,3898
"Norfolk city, Virginia",1600000US5157000,43108,2217,56105,1989
"Portsmouth city, Virginia",1600000US5164000,42647,3918,54747,3882
"Richmond city, Virginia",1600000US5167000,38926,3131,57618,3764
"Roanoke city, Virginia",1600000US5168000,39040,2935,51472,4403
"Suffolk city, Virginia",1600000US5176432,64334,4818,76849,5137
"Virginia Beach city, Virginia",1600000US5182000,64614,2022,80602,2402
"Auburn city, Washington",1600000US5303180,51666,5069,62958,4121
"Bellevue city, Washington",1600000US5305210,83518,5193,111039,7583
"Bellingham city, Washington",1600000US5305280,42892,6870,59224,5436
"Everett city, Washington",1600000US5322640,46257,3105,61985,5550
"Federal Way city, Washington",1600000US5323515,51687,4500,67104,4709
"Kennewick city, Washington",1600000US5335275,51730,5962,60174,4442
"Huntsville city, Alabama",1600000US0137000,45018,2889,65857,3175
"Birmingham city, Alabama",1600000US0107000,28646,2227,42726,2332
"Dothan city, Alabama",1600000US0121184,41492,2784,61857,4773
"Hoover city, Alabama",1600000US0135896,75352,8547,94823,9769
"Mobile city, Alabama",1600000US0150000,40153,2255,59288,3830
"Montgomery city, Alabama",1600000US0151000,43233,2984,58257,2965
"Tuscaloosa city, Alabama",1600000US0177256,34724,3304,50792,4409
"Anchorage municipality, Alaska",1600000US0203000,72813,3563,92169,3972
"Avondale city, Arizona",1600000US0404720,51363,7935,61459,11718
"Casas Adobes CDP, Arizona",1600000US0410670,52641,6955,65249,4926
"Chandler city, Arizona",1600000US0412000,69260,4612,83801,4519
"Flagstaff city, Arizona",1600000US0423620,42551,3964,61801,6243
"Gilbert town, Arizona",1600000US0427400,71207,6644,85503,5760
"Glendale city, Arizona",1600000US0427820,48079,3665,61225,2990
"Goodyear city, Arizona",1600000US0428380,52194,7246,67847,9069
"Mesa city, Arizona",1600000US0446000,44527,1988,59353,2072
"Peoria city, Arizona",1600000US0454050,64864,5855,73932,5564
"Phoenix city, Arizona",1600000US0455000,43960,1852,60693,1487
"San Tan Valley CDP, Arizona",1600000US0464210,49009,7154,56716,6408
"Scottsdale city, Arizona",1600000US0465000,65020,4310,98442,6176
"Surprise city, Arizona",1600000US0471510,51892,3909,58862,4960
"Tempe city, Arizona",1600000US0473000,45518,3610,60492,3157
"Tucson city, Arizona",1600000US0477000,35362,1355,48563,2159
"Yuma city, Arizona",1600000US0485540,41457,3141,54114,4898
"Fayetteville city, Arkansas",1600000US0523290,34393,3240,57664,7466
"Fort Smith city, Arkansas",1600000US0524550,33846,3854,51357,4572
"Jonesboro city, Arkansas",1600000US0535710,34245,9531,60882,10526
"Little Rock city, Arkansas",1600000US0541000,40976,4417,62499,3983
"Springdale city, Arkansas",1600000US0566080,36909,4196,52873,5794
"Alameda city, California",1600000US0600562,66781,5377,86860,6114
"Alhambra city, California",1600000US0600884,53233,3912,69378,6172
"Anaheim city, California",1600000US0602000,56858,3040,71654,2734
"Antioch city, California",1600000US0602252,66289,6413,73927,5462
"Apple Valley town, California",1600000US0602364,51258,10819,64799,8452
"Arden-Arcade CDP, California",1600000US0602553,38881,4107,64441,5495
"Bakersfield city, California",1600000US0603526,51667,3475,69129,3288
"Baldwin Park city, California",1600000US0603666,49664,4048,57848,3813
"Bellflower city, California",1600000US0604982,42209,3145,51692,3384
"Berkeley city, California",1600000US0606000,61351,5730,93550,7667
"Buena Park city, California",1600000US0608786,64754,5815,74224,4338
"Burbank city, California",1600000US0608954,64147,6047,75389,5464
"Camarillo city, California",1600000US0610046,78669,11116,98964,9658
"Chino city, California",1600000US0613210,59749,18255,77745,12778
"Carlsbad city, California",1600000US0611194,77677,9799,97305,8033
"Carson city, California",1600000US0611530,71263,6424,79698,5341
"Chico city, California",1600000US0613014,35990,3294,50264,3712
"Chino Hills city, California",1600000US0613214,93736,11989,109341,8082
"Chula Vista city, California",1600000US0613392,59585,3809,73572,3482
"Citrus Heights city, California",1600000US0613588,49983,6826,61718,4131
"Clovis city, California",1600000US0614218,61870,7867,72785,4969
"Compton city, California",1600000US0615044,39234,4047,47005,3250
"Concord city, California",1600000US0616000,60391,3887,79076,5178
"Corona city, California",1600000US0616350,80557,6287,92172,4494
"Costa Mesa city, California",1600000US0616532,61136,3625,80818,5632
"Daly City city, California",1600000US0617918,66922,6924,85374,7185
"Davis city, California",1600000US0618100,55702,10150,89641,10672
"Downey city, California",1600000US0619766,53202,4323,69722,5926
"East Los Angeles CDP, California",1600000US0620802,34055,1945,42813,2188
"El Cajon city, California",1600000US0621712,43540,3073,57915,3286
"Elk Grove city, California",1600000US0622020,73250,6879,93339,8214
"El Monte city, California",1600000US0622230,33829,3279,49696,5199
"Escondido city, California",1600000US0622804,43661,3465,60763,4365
"Fairfield city, California",1600000US0623182,64059,6223,77166,5096
"Florence-Graham CDP, California",1600000US0624477,37477,3740,44378,4332
"Folsom city, California",1600000US0624638,87349,14509,96501,6849
"Fontana city, California",1600000US0624680,64202,5796,72313,3980
"Fremont city, California",1600000US0626000,92655,4843,111170,5162
"Fresno city, California",1600000US0627000,40533,1435,56226,2120
"Fullerton city, California",1600000US0628000,65648,5894,89193,6535
"Garden Grove city, California",1600000US0629000,55508,3171,71701,4311
"Glendale city, California",1600000US0630000,47647,3080,70247,4484
"Hawthorne city, California",1600000US0632548,42723,4887,52263,3729
"Hayward city, California",1600000US0633000,56332,5428,67268,4222
"Hemet city, California",1600000US0633182,29679,3025,42738,4830
"Hesperia city, California",1600000US0633434,42298,5017,52154,3492
"Huntington Beach city, California",1600000US0636000,75336,3994,99820,6604
"Indio city, California",1600000US0636448,41082,7708,61436,7102
"Inglewood city, California",1600000US0636546,37999,3599,54059,4900
"Irvine city, California",1600000US0636770,87484,6011,108576,6642
"Lake Forest city, California",1600000US0639496,100748,8347,109691,7704
"Lakewood city, California",1600000US0639892,69610,6310,79970,4850
"Lancaster city, California",1600000US0640130,47198,5045,60852,3295
"Livermore city, California",1600000US0641992,97047,7298,115252,8301
"Long Beach city, California",1600000US0643000,51214,1473,71981,2671
"Los Angeles city, California",1600000US0644000,46148,675,72787,1156
"Lynwood city, California",1600000US0644574,41875,6545,50791,4824
"Manteca city, California",1600000US0645484,53037,8258,66780,8085
"Menifee city, California",1600000US0646842,56735,7833,70979,9374
"Merced city, California",1600000US0646898,38546,3983,54426,5382
"Milpitas city, California",1600000US0647766,87371,10847,112210,14606
"Mission Viejo city, California",1600000US0648256,89727,9819,103598,6617
"Modesto city, California",1600000US0648354,41863,2832,57106,3429
"Moreno Valley city, California",1600000US0649270,53018,4345,64737,5257
"Mountain View city, California",1600000US0649670,86460,11296,120134,9417
"Murrieta city, California",1600000US0650076,72496,11158,88848,8599
"Napa city, California",1600000US0650258,55719,7956,76523,5533
"Newport Beach city, California",1600000US0651182,96918,14091,146040,13724
"Norwalk city, California",1600000US0652526,54411,4701,63838,3493
"Oakland city, California",1600000US0653000,50500,2449,76693,3813
"Oceanside city, California",1600000US0653322,55620,3406,68614,3277
"Ontario city, California",1600000US0653896,49713,6431,58583,4296
"Orange city, California",1600000US0653980,70523,8996,92795,5776
"Oxnard city, California",1600000US0654652,58090,3897,72249,3745
"Palmdale city, California",1600000US0655156,50394,3715,62093,3565
"Palo Alto city, California",1600000US0655282,119124,16184,173715,16779
"Pasadena city, California",1600000US0656000,72265,6125,100850,6391
"Perris city, California",1600000US0656700,36229,4173,41885,4195
"Pittsburg city, California",1600000US0657456,54175,7400,77575,13293
"Pleasanton city, California",1600000US0657792,120437,8300,137757,10225
"Pomona city, California",1600000US0658072,47229,7294,60635,3854
"Rancho Cordova city, California",1600000US0659444,48452,6169,63143,5119
"Rancho Cucamonga city, California",1600000US0659451,70836,10911,82463,6427
"Redwood City city, California",1600000US0660102,77561,6052,111988,9159
"Redding city, California",1600000US0659920,40475,3746,54627,4336
"Redlands city, California",1600000US0659962,66577,5498,92966,9545
"Redondo Beach city, California",1600000US0660018,97547,14729,115604,9228
"Rialto city, California",1600000US0660466,45415,3731,54936,4851
"Richmond city, California",1600000US0660620,51652,4427,65487,4888
"Riverside city, California",1600000US0662000,51331,2657,68641,4125
"Roseville city, California",1600000US0662938,75184,9818,86424,5113
"Sacramento city, California",1600000US0664000,47908,3131,62683,2434
"Salinas city, California",1600000US0664224,44387,3250,58477,3858
