Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"New Orleans city, Louisiana",1600000US2255000,39077,2108,65496,2836
"Decatur city, Illinois",1600000US1718823,41119,2582,55387,5264
"Urban Honolulu CDP, Hawaii",1600000US1571550,64658,2992,86169,3351
"Gulfport city, Mississippi",1600000US2829700,37268,4264,53896,5607
"Lynn city, Massachusetts",1600000US2537490,49332,6237,65152,4585
"Worcester city, Massachusetts",1600000US2582000,43572,3038,62387,3831
"Broomfield city, Colorado",1600000US0809280,84921,6022,109348,9064
"Longmont city, Colorado",1600000US0845970,59333,7846,77139,4718
"Colorado Springs city, Colorado",1600000US0816000,56079,1757,74311,2512
"Pueblo city, Colorado",1600000US0862000,36267,1467,51461,4621
"Manteca city, California",1600000US0645484,60716,5121,70744,4125
"San Jose city, California",1600000US0668000,91451,2842,118547,2435
"San Francisco city, California",1600000US0667000,92094,3424,134152,3705
"Santa Clara city, California",1600000US0669084,108886,6726,126040,6898
"Vista city, California",1600000US0682996,67421,9397,78122,5986
"Visalia city, California",1600000US0682954,52599,3597,66060,4803
"Jonesboro city, Arkansas",1600000US0535710,38094,6106,54492,5118
"Anchorage municipality, Alaska",1600000US0203000,78662,3684,105888,6087
"Frederick city, Maryland",1600000US2430325,62500,6571,77346,4117
"Ellicott City CDP, Maryland",1600000US2426000,113378,10827,137084,9980
"Bossier City city, Louisiana",1600000US2208920,46322,6317,60762,6350
"Delray Beach city, Florida",1600000US1217100,51551,3779,82551,8359
"Fort Lauderdale city, Florida",1600000US1224000,51247,2093,84025,6071
"Flint city, Michigan",1600000US2629000,25342,3146,35847,3053
"Boston city, Massachusetts",1600000US2507000,58263,2970,90703,3964
"Somerville city, Massachusetts",1600000US2562535,86012,9309,98829,6952
"Springfield city, Massachusetts",1600000US2567000,38398,3050,51544,3428
"Huntsville city, Alabama",1600000US0137000,46769,3461,72069,4827
"Hayward city, California",1600000US0633000,74723,4154,88837,4458
"Livermore city, California",1600000US0641992,110212,6563,130154,7973
"Moreno Valley city, California",1600000US0649270,56025,3345,69071,3124
"Redlands city, California",1600000US0659962,66148,12583,96780,14793
"Mission Viejo city, California",1600000US0648256,106104,10200,128917,7603
"Newport Beach city, California",1600000US0651182,123351,17273,192940,18361
"San Clemente city, California",1600000US0665084,100187,16067,134992,12878
"Berkeley city, California",1600000US0606000,73462,6551,108587,7246
"Fremont city, California",1600000US0626000,112263,6856,132599,5548
"Bellflower city, California",1600000US0604982,50692,3558,69203,6150
"Arden-Arcade CDP, California",1600000US0602553,46720,5547,74817,6192
"Citrus Heights city, California",1600000US0613588,49808,3605,61184,3760
"Glen Burnie CDP, Maryland",1600000US2432650,66111,7236,80098,6222
"Melbourne city, Florida",1600000US1243975,43056,3717,55710,4378
"Kissimmee city, Florida",1600000US1236950,40437,2963,49378,4719
"Centennial city, Colorado",1600000US0812815,96634,5159,117418,5575
"Fort Collins city, Colorado",1600000US0827425,61514,3938,81350,4246
"Loveland city, Colorado",1600000US0846465,61377,3543,77597,7058
"Duluth city, Minnesota",1600000US2717000,47832,4858,65247,4424
"Camarillo city, California",1600000US0610046,85495,13741,103161,8126
"Simi Valley city, California",1600000US0672016,93438,4931,113816,7115
"Thousand Oaks city, California",1600000US0678582,108322,8113,135765,8784
"Pleasanton city, California",1600000US0657792,134801,16893,157526,10344
"Mobile city, Alabama",1600000US0150000,38678,2785,56155,3503
"Tuscaloosa city, Alabama",1600000US0177256,44125,3645,65801,4003
"Union City city, California",1600000US0681204,96376,7024,115004,6727
"Davis city, California",1600000US0618100,58176,9946,94204,9137
"Jurupa Valley city, California",1600000US0637692,61042,5646,71323,5239
"Carlsbad city, California",1600000US0611194,96346,5113,130583,7543
"Chula Vista city, California",1600000US0613392,66868,5331,81920,5266
"Kenner city, Louisiana",1600000US2239475,44647,7279,64790,6341
"Indianapolis city (balance), Indiana",1600000US1836003,41278,823,59286,1548
"South Bend city, Indiana",1600000US1871000,36273,1808,47853,2850
"Riverview CDP, Florida",1600000US1260950,69797,5175,78735,5679
"Boynton Beach city, Florida",1600000US1207875,47739,5221,59238,4581
"Weston city, Florida",1600000US1276582,98963,7385,139080,17101
"Lauderhill city, Florida",1600000US1239550,37496,4270,50648,3941
"Miramar city, Florida",1600000US1245975,70133,6069,84686,8695
"Jacksonville city, Florida",1600000US1235000,48239,1522,65641,1628
"Cicero town, Illinois",1600000US1714351,44664,4168,54396,3794
"Danbury city, Connecticut",1600000US0918430,65517,5801,83164,9446
"New Haven city, Connecticut",1600000US0952000,36641,2630,53821,3055
"Antioch city, California",1600000US0602252,68800,8931,81372,6330
"Downey city, California",1600000US0619766,69860,5849,81595,5091
"Glendale city, California",1600000US0630000,58076,5308,85035,6026
"Palmdale city, California",1600000US0655156,52014,3464,65571,3406
"Redondo Beach city, California",1600000US0660018,101592,10281,128058,8916
"Torrance city, California",1600000US0680000,79921,5364,103103,6291
"Modesto city, California",1600000US0648354,51901,3042,68346,3718
"Turlock city, California",1600000US0680812,54842,7135,74723,8425
"Fayetteville city, Arkansas",1600000US0523290,39546,4401,60952,7042
"Springdale city, Arkansas",1600000US0566080,48953,3107,65795,8408
"Vacaville city, California",1600000US0681554,76489,5620,88212,5122
"Chino Hills city, California",1600000US0613214,102890,5629,111576,7675
"Fontana city, California",1600000US0624680,64297,2593,74133,4210
"Rancho Cucamonga city, California",1600000US0659451,80720,4518,92223,5177
"Upland city, California",1600000US0681344,63771,3959,85694,6482
"Ames city, Iowa",1600000US1901855,42446,6826,61704,7648
"Waterloo city, Iowa",1600000US1982425,44153,3714,58729,4270
"Roswell city, Georgia",1600000US1367284,89088,9617,119409,10420
"Rockford city, Illinois",1600000US1765000,40720,2961,53321,4374
"Alafaya CDP, Florida",1600000US1200410,67797,6113,70910,7419
"Stamford city, Connecticut",1600000US0973000,79865,5908,124840,10354
"Maple Grove city, Minnesota",1600000US2740166,89498,9441,110867,8358
"St. Cloud city, Minnesota",1600000US2756896,43647,3337,59856,6637
"Lawrence city, Massachusetts",1600000US2534550,36969,6182,49375,4054
