Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Columbia, MO Metro Area",310M300US17860,52752,4636,70450,4894
"Columbia, SC Metro Area",310M300US17900,52247,1476,69895,2263
"Columbus, GA-AL Metro Area",310M300US17980,43412,3072,61926,3567
"Columbus, IN Metro Area",310M300US18020,59102,5718,73017,5142
"Columbus, OH Metro Area",310M300US18140,60294,1005,80731,1620
"Concord, NH Micro Area",310M300US18180,69505,2107,88153,3982
"Cookeville, TN Micro Area",310M300US18260,35028,2792,52076,3629
"Coos Bay, OR Micro Area",310M300US18300,40938,6336,55268,5313
"Corning, NY Micro Area",310M300US18500,50575,2803,69894,6713
"Corpus Christi, TX Metro Area",310M300US18580,53775,2305,69942,2410
"Corvallis, OR Metro Area",310M300US18700,55459,3522,77905,5496
"Crestview-Fort Walton Beach-Destin, FL Metro Area",310M300US18880,58624,3449,77360,4033
"Cullman, AL Micro Area",310M300US18980,39411,3647,54412,4271
"Cumberland, MD-WV Metro Area",310M300US19060,45808,2255,54830,3087
"Dallas-Fort Worth-Arlington, TX Metro Area",310M300US19100,63812,923,89029,928
"Dalton, GA Metro Area",310M300US19140,43348,4941,57870,5058
"Danville, IL Metro Area",310M300US19180,45481,3398,56819,4879
"Danville, VA Micro Area",310M300US19260,42755,2722,55283,5121
"Daphne-Fairhope-Foley, AL Metro Area",310M300US19300,56732,3829,74892,4192
"Davenport-Moline-Rock Island, IA-IL Metro Area",310M300US19340,52590,2232,69246,2083
"Dayton, OH Metro Area",310M300US19380,51427,1342,69568,1726
"Decatur, AL Metro Area",310M300US19460,44575,5260,58555,3956
"Decatur, IL Metro Area",310M300US19500,46198,4254,62668,3522
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",310M300US19660,46090,1553,61275,2051
"Denver-Aurora-Lakewood, CO Metro Area",310M300US19740,71926,781,97172,1309
"Des Moines-West Des Moines, IA Metro Area",310M300US19780,65704,2050,85195,2566
"Detroit-Warren-Dearborn, MI Metro Area",310M300US19820,56142,588,78464,818
"Dothan, AL Metro Area",310M300US20020,41040,2343,56872,2283
"Dover, DE Metro Area",310M300US20100,54140,3724,66154,3537
"DuBois, PA Micro Area",310M300US20180,47352,4313,58404,4774
"Dubuque, IA Metro Area",310M300US20220,60456,4069,82731,8634
"Duluth, MN-WI Metro Area",310M300US20260,51294,1874,66342,2086
"Dunn, NC Micro Area",310M300US20380,51637,2500,62276,3019
"Durham-Chapel Hill, NC Metro Area",310M300US20500,56182,1594,82641,3129
"East Stroudsburg, PA Metro Area",310M300US20700,60095,5816,76141,4879
"Eau Claire, WI Metro Area",310M300US20740,51058,3864,66019,3508
"El Centro, CA Metro Area",310M300US20940,49095,6911,63208,5087
"Elizabeth City, NC Micro Area",310M300US21020,49781,5526,66235,5390
"Elizabethtown-Fort Knox, KY Metro Area",310M300US21060,51936,3176,65316,3861
"Elkhart-Goshen, IN Metro Area",310M300US21140,54216,3235,65321,4034
"Elmira, NY Metro Area",310M300US21300,51269,2894,67332,4643
"El Paso, TX Metro Area",310M300US21340,42116,1605,57013,1795
"Enid, OK Metro Area",310M300US21420,50288,4967,60299,4317
"Erie, PA Metro Area",310M300US21500,48964,2297,63819,2470
"Eugene, OR Metro Area",310M300US21660,47777,2087,63747,2315
"Eureka-Arcata-Fortuna, CA Micro Area",310M300US21700,43130,2715,64617,11004
"Evansville, IN-KY Metro Area",310M300US21780,50155,2002,67874,3353
"Fairbanks, AK Metro Area",310M300US21820,77328,9603,87359,6350
"Fargo, ND-MN Metro Area",310M300US22020,60009,3295,76519,3795
"Faribault-Northfield, MN Micro Area",310M300US22060,69135,5709,82572,4964
"Farmington, MO Micro Area",310M300US22100,45431,6245,54546,5002
"Farmington, NM Metro Area",310M300US22140,52003,3775,65449,3991
"Fayetteville, NC Metro Area",310M300US22180,45293,1626,56823,2124
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",310M300US22220,51848,1238,73685,2470
"Findlay, OH Micro Area",310M300US22300,52810,6613,70192,4745
"Flagstaff, AZ Metro Area",310M300US22380,55091,4663,67297,4171
"Flint, MI Metro Area",310M300US22420,43955,1291,60115,2060
"Florence, SC Metro Area",310M300US22500,42200,2843,58934,3006
"Florence-Muscle Shoals, AL Metro Area",310M300US22520,45287,3768,57924,2794
"Fond du Lac, WI Metro Area",310M300US22540,58310,3711,71268,3391
"Forest City, NC Micro Area",310M300US22580,36121,6790,46400,4517
"Fort Collins, CO Metro Area",310M300US22660,66469,2777,83934,3399
"Fort Payne, AL Micro Area",310M300US22840,35963,3259,48529,4224
"Fort Smith, AR-OK Metro Area",310M300US22900,40970,1615,53644,2458
"Gallup, NM Micro Area",310M300US23700,31526,4099,43857,3537
"Gettysburg, PA Metro Area",310M300US23900,59300,4465,72296,3576
"Fort Wayne, IN Metro Area",310M300US23060,51519,1203,66824,2291
"Frankfort, KY Micro Area",310M300US23180,54000,4645,66104,4536
"Fresno, CA Metro Area",310M300US23420,48715,2081,68967,1851
"Gadsden, AL Metro Area",310M300US23460,41152,2983,55243,3843
"Gainesville, FL Metro Area",310M300US23540,45279,2938,62520,3929
"Gainesville, GA Metro Area",310M300US23580,54917,3829,70477,4325
"Glens Falls, NY Metro Area",310M300US24020,54414,2580,72139,5538
"Glenwood Springs, CO Micro Area",310M300US24060,70234,4170,92681,10261
"Goldsboro, NC Metro Area",310M300US24140,41711,3830,58296,4082
"Grand Forks, ND-MN Metro Area",310M300US24220,48671,4343,63671,3879
"Grand Island, NE Metro Area",310M300US24260,55435,3407,70445,5388
"Grand Junction, CO Metro Area",310M300US24300,48846,4429,60280,3745
"Grand Rapids-Wyoming, MI Metro Area",310M300US24340,60212,1002,77597,1690
"Grants Pass, OR Metro Area",310M300US24420,36472,4670,50614,3804
"Great Falls, MT Metro Area",310M300US24500,45138,3057,62658,5925
"Greeley, CO Metro Area",310M300US24540,63400,2926,81031,3378
"Green Bay, WI Metro Area",310M300US24580,58011,2215,73974,2796
"Greeneville, TN Micro Area",310M300US24620,41109,2427,60485,8852
"Greenfield Town, MA Micro Area",310M300US24640,57106,3645,77060,6419
"Greensboro-High Point, NC Metro Area",310M300US24660,46135,1423,64245,2389
"Greenville, NC Metro Area",310M300US24780,46573,3483,62944,3640
"Greenville-Anderson-Mauldin, SC Metro Area",310M300US24860,50644,935,69567,1794
"Greenwood, SC Micro Area",310M300US24940,38519,3664,52515,4189
"Hattiesburg, MS Metro Area",310M300US25620,46765,4749,69507,7083
"Helena, MT Micro Area",310M300US25740,62437,6589,80593,12945
"Hermiston-Pendleton, OR Micro Area",310M300US25840,50037,4255,61842,4709
"Hickory-Lenoir-Morganton, NC Metro Area",310M300US25860,42572,1950,58044,2741
"Hilo, HI Micro Area",310M300US25900,55750,3382,74492,4512
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",310M300US25940,63756,3158,85980,5733
"Hinesville, GA Metro Area",310M300US25980,46241,5341,55082,3577
"Guayama, PR Metro Area",310M300US25020,16595,1955,25189,5041
"Gulfport-Biloxi-Pascagoula, MS Metro Area",310M300US25060,46434,2347,59951,2479
"Hagerstown-Martinsburg, MD-WV Metro Area",310M300US25180,55862,2970,73682,3887
"Hammond, LA Metro Area",310M300US25220,48162,5918,63700,4301
"Hanford-Corcoran, CA Metro Area",310M300US25260,53234,4518,67901,4360
"Harrisburg-Carlisle, PA Metro Area",310M300US25420,61467,1332,79424,2245
"Harrisonburg, VA Metro Area",310M300US25500,51369,4659,68921,4848
"Hartford-West Hartford-East Hartford, CT Metro Area",310M300US25540,72559,1661,96040,1922
"Hobbs, NM Micro Area",310M300US26020,55636,6114,67445,6680
"Holland, MI Micro Area",310M300US26090,57846,4103,69842,3050
"Homosassa Springs, FL Metro Area",310M300US26140,39206,4485,51521,3641
"Hot Springs, AR Metro Area",310M300US26300,42826,5424,56172,3909
"Houma-Thibodaux, LA Metro Area",310M300US26380,49929,3965,64588,3819
"Houston-The Woodlands-Sugar Land, TX Metro Area",310M300US26420,61708,615,89957,909
"Reading, PA Metro Area",310M300US39740,59286,2689,76779,2703
"Redding, CA Metro Area",310M300US39820,46724,2821,64293,3129
"Reno, NV Metro Area",310M300US39900,58056,2222,81471,3716
"Richmond, IN Micro Area",310M300US39980,43401,4479,56553,3721
"Richmond, VA Metro Area",310M300US40060,62929,1906,85866,2431
"Richmond-Berea, KY Micro Area",310M300US40080,43687,3750,55993,3748
"Riverside-San Bernardino-Ontario, CA Metro Area",310M300US40140,58236,1104,76407,1028
"Roanoke, VA Metro Area",310M300US40220,50551,2407,67724,3228
"Roanoke Rapids, NC Micro Area",310M300US40260,33866,3815,47399,3948
"Rochester, MN Metro Area",310M300US40340,70078,3145,87929,2954
"Rochester, NY Metro Area",310M300US40380,55134,1242,73324,1576
"Rockford, IL Metro Area",310M300US40420,50324,1726,67840,3380
"Rocky Mount, NC Metro Area",310M300US40580,38972,3382,55766,3616
"Rome, GA Metro Area",310M300US40660,49865,6375,66817,7800
"Roseburg, OR Micro Area",310M300US40700,42889,3357,60183,6176
"Roswell, NM Micro Area",310M300US40740,40960,4319,53516,8112
"Russellville, AR Micro Area",310M300US40780,39926,5021,56163,5136
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",310M300US40900,64052,1504,88802,1580
"Saginaw, MI Metro Area",310M300US40980,45849,1783,60525,3597
"St. Cloud, MN Metro Area",310M300US41060,56620,2741,72341,2711
"St. George, UT Metro Area",310M300US41100,55056,3714,74494,5566
"St. Joseph, MO-KS Metro Area",310M300US41140,49211,3148,63038,3877
"St. Louis, MO-IL Metro Area",310M300US41180,59780,991,82171,1302
"Salem, OH Micro Area",310M300US41400,47864,4294,59138,3857
"Salem, OR Metro Area",310M300US41420,55903,2228,69622,2805
"Salinas, CA Metro Area",310M300US41500,63876,3277,88289,3247
"Salisbury, MD-DE Metro Area",310M300US41540,54738,2513,73416,2828
"Salt Lake City, UT Metro Area",310M300US41620,68196,2045,88236,2421
"San Angelo, TX Metro Area",310M300US41660,49096,4426,66259,4944
"San Antonio-New Braunfels, TX Metro Area",310M300US41700,56105,1019,75910,1287
"San Diego-Carlsbad, CA Metro Area",310M300US41740,70824,995,96692,1397
"Sandusky, OH Micro Area",310M300US41780,48949,5461,73232,8192
"San Francisco-Oakland-Hayward, CA Metro Area",310M300US41860,96677,1273,133176,1636
"San Germán, PR Metro Area",310M300US41900,16077,2179,24484,2044
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M300US41940,110040,2335,145317,2457
"San Juan-Carolina-Caguas, PR Metro Area",310M300US41980,22455,540,35317,952
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",310M300US42020,70564,2814,88338,3859
"Santa Cruz-Watsonville, CA Metro Area",310M300US42100,77613,3780,106035,5961
"Santa Fe, NM Metro Area",310M300US42140,57863,3432,82210,4458
"Santa Maria-Santa Barbara, CA Metro Area",310M300US42200,67436,3312,93389,3519
"Santa Rosa, CA Metro Area",310M300US42220,73929,2470,97005,3136
"Savannah, GA Metro Area",310M300US42340,56535,2472,78870,3641
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",310M300US42540,47422,1489,64659,1651
"Searcy, AR Micro Area",310M300US42620,42844,6419,54969,3859
"Seattle-Tacoma-Bellevue, WA Metro Area",310M300US42660,78612,1063,104999,1473
"Sebastian-Vero Beach, FL Metro Area",310M300US42680,49072,2243,79585,8921
"Sebring, FL Metro Area",310M300US42700,36490,2471,48800,8376
"Seneca, SC Micro Area",310M300US42860,43743,5449,64615,6949
"Sevierville, TN Micro Area",310M300US42940,45609,2290,56756,4632
"Show Low, AZ Micro Area",310M300US43320,36998,2626,51447,3597
"Shreveport-Bossier City, LA Metro Area",310M300US43340,40445,1650,60048,2731
"Sierra Vista-Douglas, AZ Metro Area",310M300US43420,45508,3151,55174,3071
"Sioux City, IA-NE-SD Metro Area",310M300US43580,56687,3106,71687,3645
"Sioux Falls, SD Metro Area",310M300US43620,63931,3104,80437,3336
"Somerset, PA Micro Area",310M300US43740,43871,2610,56742,3052
"South Bend-Mishawaka, IN-MI Metro Area",310M300US43780,49117,2651,65996,2517
"Spartanburg, SC Metro Area",310M300US43900,46554,2074,62093,3119
"Shawnee, OK Micro Area",310M300US43060,41716,2449,56177,3245
"Sheboygan, WI Metro Area",310M300US43100,54059,2976,70716,2797
"Shelby, NC Micro Area",310M300US43140,36992,2520,50519,5027
"Sherman-Denison, TX Metro Area",310M300US43300,52095,2229,66350,4045
"Sunbury, PA Micro Area",310M300US44980,47736,3140,59110,2850
"Spokane-Spokane Valley, WA Metro Area",310M300US44060,52955,1688,70319,2130
"Springfield, IL Metro Area",310M300US44100,53798,3431,73642,3972
"Springfield, MA Metro Area",310M300US44140,54855,2462,73278,1883
"Springfield, MO Metro Area",310M300US44180,45337,1891,59915,2111
"Springfield, OH Metro Area",310M300US44220,46811,3343,60848,3778
"State College, PA Metro Area",310M300US44300,60266,3374,81724,5023
"Statesboro, GA Micro Area",310M300US44340,43982,4583,55840,5163
"Staunton-Waynesboro, VA Metro Area",310M300US44420,51147,3250,64560,3941
"Stevens Point, WI Micro Area",310M300US44620,53655,3857,69242,4986
"Stillwater, OK Micro Area",310M300US44660,35927,6038,59747,7673
"Stockton-Lodi, CA Metro Area",310M300US44700,59518,2003,77528,2278
"Sumter, SC Metro Area",310M300US44940,40614,5396,56274,5910
"Syracuse, NY Metro Area",310M300US45060,56702,1407,74266,1857
"Talladega-Sylacauga, AL Micro Area",310M300US45180,38098,4227,51167,3832
"Tallahassee, FL Metro Area",310M300US45220,50654,1905,68357,2526
"Tampa-St. Petersburg-Clearwater, FL Metro Area",310M300US45300,51115,514,71830,1014
"Terre Haute, IN Metro Area",310M300US45460,46951,2202,58439,2350
"Texarkana, TX-AR Metro Area",310M300US45500,42513,3011,61706,4549
"The Villages, FL Metro Area",310M300US45540,54562,5337,68118,6444
"Toledo, OH Metro Area",310M300US45780,48822,2159,67246,2097
"Topeka, KS Metro Area",310M300US45820,56548,2418,71877,3410
"Torrington, CT Micro Area",310M300US45860,76993,4879,100472,5300
"Traverse City, MI Micro Area",310M300US45900,56196,4574,77051,4819
"Trenton, NJ Metro Area",310M300US45940,77650,3580,111623,4301
"Truckee-Grass Valley, CA Micro Area",310M300US46020,59022,5577,85575,8233
"Tucson, AZ Metro Area",310M300US46060,47560,1541,65881,1473
"Tullahoma-Manchester, TN Micro Area",310M300US46100,48449,2749,65719,5991
"Tulsa, OK Metro Area",310M300US46140,51623,796,70843,1314
"Tupelo, MS Micro Area",310M300US46180,40384,3468,54865,4073
"Tuscaloosa, AL Metro Area",310M300US46220,46086,3287,63581,3060
"Twin Falls, ID Micro Area",310M300US46300,50924,5337,62374,4259
"Tyler, TX Metro Area",310M300US46340,52572,3668,68343,3702
"Ukiah, CA Micro Area",310M300US46380,43809,4761,65838,9547
"Urban Honolulu, HI Metro Area",310M300US46520,80513,1671,101034,1991
"Utica-Rome, NY Metro Area",310M300US46540,52534,1649,67927,3232
"Valdosta, GA Metro Area",310M300US46660,39734,4075,57866,5865
"Vallejo-Fairfield, CA Metro Area",310M300US46700,73900,3323,93929,4378
"Victoria, TX Metro Area",310M300US47020,55228,5577,84354,8955
"Vineland-Bridgeton, NJ Metro Area",310M300US47220,49110,6123,61132,4018
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",310M300US47260,61805,919,80622,1469
"Visalia-Porterville, CA Metro Area",310M300US47300,45881,1589,61897,2568
"Waco, TX Metro Area",310M300US47380,46590,2195,67246,4669
"Walla Walla, WA Metro Area",310M300US47460,54655,6285,76021,9434
"Warner Robins, GA Metro Area",310M300US47580,59409,2967,69914,4035
"Kalamazoo-Portage, MI Metro Area",310M300US28020,52045,1654,72345,2445
"Kalispell, MT Micro Area",310M300US28060,50142,3478,70136,6963
"Kankakee, IL Metro Area",310M300US28100,54911,4196,68588,3947
"Kansas City, MO-KS Metro Area",310M300US28140,61385,779,82261,1421
"Kapaa, HI Micro Area",310M300US28180,71344,10599,85866,6196
"Keene, NH Micro Area",310M300US28300,56364,6952,73110,6368
"Kennewick-Richland, WA Metro Area",310M300US28420,61021,2402,77885,2735
"Key West, FL Micro Area",310M300US28580,65717,3620,87296,5709
"Killeen-Temple, TX Metro Area",310M300US28660,52202,1885,67835,2770
"Kingsport-Bristol-Bristol, TN-VA Metro Area",310M300US28700,40811,1959,56683,2573
"Kingston, NY Metro Area",310M300US28740,62790,3777,82176,3966
"Klamath Falls, OR Micro Area",310M300US28900,45604,2907,58173,3815
"Knoxville, TN Metro Area",310M300US28940,49862,1319,68038,1635
"Kokomo, IN Metro Area",310M300US29020,45702,5865,62995,4426
"La Crosse-Onalaska, WI-MN Metro Area",310M300US29100,55717,4260,71187,3534
"Lafayette, LA Metro Area",310M300US29180,45409,2920,65335,2921
"Lafayette-West Lafayette, IN Metro Area",310M300US29200,51410,1534,68864,3569
"LaGrange, GA Micro Area",310M300US29300,42371,8429,56650,4431
"Lake Charles, LA Metro Area",310M300US29340,46005,2664,61882,3342
"Lake City, FL Micro Area",310M300US29380,42019,5563,63101,9077
"Lake Havasu City-Kingman, AZ Metro Area",310M300US29420,42423,2342,57530,3945
"Lakeland-Winter Haven, FL Metro Area",310M300US29460,46355,1347,61587,2062
"Lancaster, PA Metro Area",310M300US29540,61335,1450,79344,2506
"Lansing-East Lansing, MI Metro Area",310M300US29620,53296,1334,69858,1702
"Laredo, TX Metro Area",310M300US29700,35659,2932,53833,3242
"Las Cruces, NM Metro Area",310M300US29740,37496,3647,56328,5012
"Las Vegas-Henderson-Paradise, NV Metro Area",310M300US29820,54384,1187,72277,1380
"Laurel, MS Micro Area",310M300US29860,40954,4945,58432,5487
"Lawrence, KS Metro Area",310M300US29940,56345,4195,73186,5025
"Lawton, OK Metro Area",310M300US30020,50980,5024,66077,4751
"Lebanon, PA Metro Area",310M300US30140,57248,3200,70452,4314
"Lewiston, ID-WA Metro Area",310M300US30300,47869,3825,58362,4752
"Lewiston-Auburn, ME Metro Area",310M300US30340,49081,3530,61439,3823
"Lexington-Fayette, KY Metro Area",310M300US30460,53769,2225,76261,2266
"Lima, OH Metro Area",310M300US30620,47592,4051,60919,4362
"Lincoln, NE Metro Area",310M300US30700,59344,2572,76092,2850
"Little Rock-North Little Rock-Conway, AR Metro Area",310M300US30780,51501,1293,70787,2316
"Logan, UT-ID Metro Area",310M300US30860,57414,4159,73161,5229
"London, KY Micro Area",310M300US30940,32935,3671,50000,6241
"Longview, TX Metro Area",310M300US30980,45773,2106,64374,3434
"Longview, WA Metro Area",310M300US31020,50637,4377,65490,4583
"Los Angeles-Long Beach-Anaheim, CA Metro Area",310M300US31080,65950,495,95358,795
"Louisville/Jefferson County, KY-IN Metro Area",310M300US31140,54546,1410,74931,1727
"Lubbock, TX Metro Area",310M300US31180,48671,2330,67982,2987
"Lufkin, TX Micro Area",310M300US31260,41161,7072,55000,5037
"Lumberton, NC Micro Area",310M300US31300,34254,3090,47961,3168
"Lynchburg, VA Metro Area",310M300US31340,48530,2849,64799,3004
"Macon-Bibb County, GA Metro Area",310M300US31420,39973,2275,58904,4054
"Madera, CA Metro Area",310M300US31460,51657,5660,67604,4654
"Madison, WI Metro Area",310M300US31540,68497,2254,88678,2877
"Manchester-Nashua, NH Metro Area",310M300US31700,76254,2139,93120,2728
"Manhattan, KS Metro Area",310M300US31740,52720,4907,70951,5726
"Manitowoc, WI Micro Area",310M300US31820,51752,3996,63032,3208
"Mankato-North Mankato, MN Metro Area",310M300US31860,57833,5488,72338,3458
"Mansfield, OH Metro Area",310M300US31900,44073,2979,55670,3849
"Marinette, WI-MI Micro Area",310M300US31940,41145,2515,56015,5494
"Marion, IN Micro Area",310M300US31980,37117,4061,49367,3434
"Marion, OH Micro Area",310M300US32020,42826,4098,54192,4120
"Marquette, MI Micro Area",310M300US32100,51275,3112,63954,5203
"Marshall, TX Micro Area",310M300US32220,46548,6437,57647,4262
"Martinsville, VA Micro Area",310M300US32300,35018,3514,49572,4195
"Mayagüez, PR Metro Area",310M300US32420,15500,1859,24751,2254
"McAllen-Edinburg-Mission, TX Metro Area",310M300US32580,36176,1801,53230,2626
"Meadville, PA Micro Area",310M300US32740,45410,3154,61696,3862
"Medford, OR Metro Area",310M300US32780,48563,2982,66160,4231
"Memphis, TN-MS-AR Metro Area",310M300US32820,49809,1446,70148,1671
"Merced, CA Metro Area",310M300US32900,47739,3931,70672,4946
"Meridian, MS Micro Area",310M300US32940,40105,4588,54121,4217
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M300US33100,51362,402,78733,1034
"Michigan City-La Porte, IN Metro Area",310M300US33140,53507,4244,67659,3744
"Midland, MI Metro Area",310M300US33220,57269,5100,78311,5507
"Midland, TX Metro Area",310M300US33260,65224,4982,98224,7168
"Milwaukee-Waukesha-West Allis, WI Metro Area",310M300US33340,58029,1407,81614,1711
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",310M300US33460,73231,899,95984,1114
"Minot, ND Micro Area",310M300US33500,62763,5170,77825,5855
"Missoula, MT Metro Area",310M300US33540,46550,3420,70910,5434
"Mobile, AL Metro Area",310M300US33660,45744,2458,61800,2001
"Modesto, CA Metro Area",310M300US33700,54305,2381,73567,2947
"Monroe, LA Metro Area",310M300US33740,38004,2411,55702,3947
"Monroe, MI Metro Area",310M300US33780,60799,4601,74036,4055
"Montgomery, AL Metro Area",310M300US33860,47265,2235,66848,2930
"Morehead City, NC Micro Area",310M300US33980,51206,4429,64471,4364
"Morgantown, WV Metro Area",310M300US34060,50120,3623,74169,6419
"Morristown, TN Metro Area",310M300US34100,44348,3690,56750,5980
"Moses Lake, WA Micro Area",310M300US34180,48335,3255,61186,4417
"Mount Airy, NC Micro Area",310M300US34340,36802,3150,59268,7256
"Mount Pleasant, MI Micro Area",310M300US34380,41868,2998,57935,4631
"Mount Vernon-Anacortes, WA Metro Area",310M300US34580,60983,3697,77921,4739
"Muncie, IN Metro Area",310M300US34620,41041,3086,56602,5024
"Muskegon, MI Metro Area",310M300US34740,44264,1790,56512,2525
"Muskogee, OK Micro Area",310M300US34780,40860,3275,54551,4409
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",310M300US34820,46787,1892,62949,2579
"Nacogdoches, TX Micro Area",310M300US34860,35562,4643,54215,7971
"Napa, CA Metro Area",310M300US34900,75077,8742,106368,5411
"Naples-Immokalee-Marco Island, FL Metro Area",310M300US34940,61228,3372,102009,7313
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",310M300US34980,60030,1284,82049,1499
"New Castle, PA Micro Area",310M300US35260,46918,3692,65697,5802
"New Haven-Milford, CT Metro Area",310M300US35300,66176,1895,87686,2110
"New Orleans-Metairie, LA Metro Area",310M300US35380,48804,1321,71718,1658
"New Philadelphia-Dover, OH Micro Area",310M300US35420,50440,3963,58847,3241
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",310M300US35620,71897,442,105887,708
"Niles-Benton Harbor, MI Metro Area",310M300US35660,47083,2222,67902,2933
"North Port-Sarasota-Bradenton, FL Metro Area",310M300US35840,53625,1657,77565,2366
"North Wilkesboro, NC Micro Area",310M300US35900,41332,4980,51346,4553
"Norwich-New London, CT Metro Area",310M300US35980,70699,2817,94956,4203
"New Bern, NC Metro Area",310M300US35100,47710,3047,63476,4897
"Oak Harbor, WA Micro Area",310M300US36020,64813,3464,81722,7411
"Ocala, FL Metro Area",310M300US36100,39383,1632,54181,2568
"Ocean City, NJ Metro Area",310M300US36140,62548,5723,87477,6426
"Odessa, TX Metro Area",310M300US36220,53254,5866,79688,11156
"Ogden-Clearfield, UT Metro Area",310M300US36260,70227,2078,84503,2378
"Ogdensburg-Massena, NY Micro Area",310M300US36300,51592,1922,64088,4197
"Oklahoma City, OK Metro Area",310M300US36420,55065,967,73463,1325
"Olean, NY Micro Area",310M300US36460,46842,3719,57722,2620
"Olympia-Tumwater, WA Metro Area",310M300US36500,65783,2620,79165,2881
"Omaha-Council Bluffs, NE-IA Metro Area",310M300US36540,62247,1366,81667,1508
"Opelousas, LA Micro Area",310M300US36660,31207,1842,47493,3684
"Orangeburg, SC Micro Area",310M300US36700,32450,4533,46106,5205
"Orlando-Kissimmee-Sanford, FL Metro Area",310M300US36740,52385,963,71881,1403
"Oshkosh-Neenah, WI Metro Area",310M300US36780,56754,2217,75399,5273
"Ottawa-Peru, IL Micro Area",310M300US36860,56879,3272,66478,2384
"Owensboro, KY Metro Area",310M300US36980,52328,3957,68353,4967
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",310M300US37100,80135,2823,105609,2556
"Paducah, KY-IL Micro Area",310M300US37140,40126,3990,57732,4157
"Palatka, FL Micro Area",310M300US37260,38239,2371,48699,4731
"Palm Bay-Melbourne-Titusville, FL Metro Area",310M300US37340,51184,1372,70367,2389
"Panama City, FL Metro Area",310M300US37460,47548,3014,64099,3846
"Parkersburg-Vienna, WV Metro Area",310M300US37620,46594,4801,63235,5196
"Pensacola-Ferry Pass-Brent, FL Metro Area",310M300US37860,50496,1760,67315,2425
"Peoria, IL Metro Area",310M300US37900,57090,1650,74377,2298
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",310M300US37980,65996,762,91816,884
"Owosso, MI Micro Area",310M300US37020,53244,2964,66951,4597
