Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Platte County, Missouri",0500000US29165,65449,4763,84537,4856
"St. Francois County, Missouri",0500000US29187,34129,3554,44515,3896
"St. Louis city, Missouri",0500000US29510,31997,1137,49814,2168
"Christian County, Missouri",0500000US29043,53013,2811,62727,4334
"Jasper County, Missouri",0500000US29097,37496,2532,51432,5418
"Yellowstone County, Montana",0500000US30111,49482,2869,63976,3528
"Missoula County, Montana",0500000US30063,45595,3762,60109,4180
"Milwaukee County, Wisconsin",0500000US55079,42381,897,57511,1063
"Racine County, Wisconsin",0500000US55101,51904,1638,66966,3525
"Sheboygan County, Wisconsin",0500000US55117,51899,2455,62852,2687
"Outagamie County, Wisconsin",0500000US55087,56918,4072,73505,5243
"La Crosse County, Wisconsin",0500000US55063,47360,3267,61247,3349
"Brown County, Wisconsin",0500000US55009,50131,2273,69007,3574
"Marathon County, Wisconsin",0500000US55073,52419,2244,71783,7632
"Waukesha County, Wisconsin",0500000US55133,72364,1581,89829,2282
"Dodge County, Wisconsin",0500000US55027,50781,2571,60915,3008
"Manitowoc County, Wisconsin",0500000US55071,46045,4486,57722,2845
"Fond du Lac County, Wisconsin",0500000US55039,53065,3170,62748,2774
"Ozaukee County, Wisconsin",0500000US55089,75170,5033,99473,6166
"Rock County, Wisconsin",0500000US55105,45989,2351,58126,3198
"Wood County, Wisconsin",0500000US55141,44568,2791,57314,2692
"Kenosha County, Wisconsin",0500000US55059,54172,2634,67263,3486
"Laramie County, Wyoming",0500000US56021,54192,4434,70147,5044
"Washington County, Tennessee",0500000US47179,42448,2372,60409,5671
"Guaynabo Municipio, Puerto Rico",0500000US72061,31217,2561,50889,4010
"San Juan Municipio, Puerto Rico",0500000US72127,22150,1033,38714,2924
"Penobscot County, Maine",0500000US23019,41653,1857,53416,2651
"Androscoggin County, Maine",0500000US23001,44297,6105,60903,7076
"Aroostook County, Maine",0500000US23003,38453,2528,48183,2572
"Cumberland County, Maine",0500000US23005,55503,2180,75107,2685
"York County, Maine",0500000US23031,52408,2632,67865,3152
"Kennebec County, Maine",0500000US23011,46014,2728,59889,3118
"Baltimore city, Maryland",0500000US24510,39241,1252,55699,1546
"Harford County, Maryland",0500000US24025,76645,4348,89591,3233
"Howard County, Maryland",0500000US24027,108844,2972,131345,3882
"Prince George's County, Maryland",0500000US24033,69879,2118,85281,1642
"Baltimore County, Maryland",0500000US24005,62444,1594,82644,1515
"Frederick County, Maryland",0500000US24021,80765,3382,96263,3100
"Carroll County, Maryland",0500000US24013,80028,4270,92398,3345
"Charles County, Maryland",0500000US24017,90880,3657,104076,4974
"Washington County, Maryland",0500000US24043,53167,3205,66169,2971
"Wicomico County, Maryland",0500000US24045,51451,2470,64167,4085
"Suffolk County, Massachusetts",0500000US25025,51049,1398,76164,2839
"Middlesex County, Massachusetts",0500000US25017,82226,1559,109773,2310
"Bristol County, Massachusetts",0500000US25005,53689,1787,69655,1696
"Hampden County, Massachusetts",0500000US25013,48865,2517,65409,2339
"Anchorage Municipality, Alaska",0500000US02020,72575,4103,92256,3782
"Pima County, Arizona",0500000US04019,44762,1367,61731,1523
"Maricopa County, Arizona",0500000US04013,51432,479,70241,797
"Mohave County, Arizona",0500000US04015,34445,1964,47610,3176
"Coconino County, Arizona",0500000US04005,45640,3806,62663,4499
