Name,Geo_id,0 - 19999,20000 - 39999,40000 - 59999,60000 - 99999,100000 - 149999,150000 - 199999,200000 or more
"Maricopa County, Arizona",0500000US04013,196618,278253,259295,364992,238741,94662,104018
"Mohave County, Arizona",0500000US04015,18090,22111,18346,16823,7336,2773,2086
"Navajo County, Arizona",0500000US04017,9692,7778,6314,6683,3439,1685,503
"Pima County, Arizona",0500000US04019,75009,84739,68938,88888,51433,16671,17896
"Pinal County, Arizona",0500000US04021,24362,27139,27215,35299,16205,5589,3288
"Santa Cruz County, Arizona",0500000US04023,4038,4043,3539,1923,1443,261,344
"Yavapai County, Arizona",0500000US04025,16239,21794,19879,22474,12281,3079,2623
"Yuma County, Arizona",0500000US04027,15803,16101,14017,16951,8376,2210,1162
"Ashley County, Arkansas",0500000US05003,1935,2118,1269,992,814,162,221
"Baxter County, Arkansas",0500000US05005,3399,4726,4377,2493,1631,973,380
"Benton County, Arkansas",0500000US05007,10363,16178,18111,24952,12715,8595,6220
"Boone County, Arkansas",0500000US05009,3350,3586,3554,2913,1295,172,170
"Carroll County, Arkansas",0500000US05015,2563,2681,1575,2558,554,270,233
"Clark County, Arkansas",0500000US05019,1703,2616,1650,1646,645,85,189
"Cleburne County, Arkansas",0500000US05023,2035,2713,1972,2540,725,244,287
"Columbia County, Arkansas",0500000US05027,2612,2187,1220,1322,850,112,97
"Conway County, Arkansas",0500000US05029,1979,2151,1541,1503,395,438,202
"Craighead County, Arkansas",0500000US05031,6977,10335,7864,7883,6075,1511,1470
"Crawford County, Arkansas",0500000US05033,4620,7305,3493,6097,2227,852,184
"Crittenden County, Arkansas",0500000US05035,4932,4480,2962,2928,2411,519,375
"Faulkner County, Arkansas",0500000US05045,7400,11440,6727,10460,5376,1953,1514
"Garland County, Arkansas",0500000US05051,7921,8568,7435,8352,3576,1709,1033
"Greene County, Arkansas",0500000US05055,2902,4399,3222,4675,1470,391,95
"Hempstead County, Arkansas",0500000US05057,2176,1963,1509,3153,900,110,61
"Hot Spring County, Arkansas",0500000US05059,3106,3429,3017,2512,718,416,51
"Independence County, Arkansas",0500000US05063,3343,3698,2467,2973,672,700,234
"Jefferson County, Arkansas",0500000US05069,6300,7498,4444,4990,2618,331,356
"Johnson County, Arkansas",0500000US05071,2336,2225,1693,1707,977,441,116
"Logan County, Arkansas",0500000US05083,2154,2477,1542,1541,385,72,30
"Lonoke County, Arkansas",0500000US05085,4194,6696,5086,5983,2809,1603,750
"Miller County, Arkansas",0500000US05091,3899,3419,3150,3718,2076,432,224
"Mississippi County, Arkansas",0500000US05093,5193,3243,4448,2837,1127,403,301
"Ouachita County, Arkansas",0500000US05103,2503,2613,1644,1976,765,66,93
"Poinsett County, Arkansas",0500000US05111,2164,1569,2453,2189,465,73,59
"Polk County, Arkansas",0500000US05113,2346,2022,1550,1443,414,157,175
"Pope County, Arkansas",0500000US05115,4732,5656,3682,4889,2177,593,994
"Pulaski County, Arkansas",0500000US05119,27628,33001,26012,34474,18361,8905,8165
"St. Francis County, Arkansas",0500000US05123,3707,2360,1345,935,834,46,202
"Saline County, Arkansas",0500000US05125,4928,8089,9250,11172,7292,2050,1639
"Sebastian County, Arkansas",0500000US05131,11156,13317,8409,10566,4955,1418,913
"Union County, Arkansas",0500000US05139,3382,3344,2426,3989,1451,422,340
"Washington County, Arkansas",0500000US05143,13854,21057,14847,18118,8949,4661,3804
"White County, Arkansas",0500000US05145,5742,7449,4365,6454,3825,763,469
"Yell County, Arkansas",0500000US05149,1530,1818,1515,1313,942,189,102
"Alameda County, California",0500000US06001,59439,64621,61203,109960,107858,69079,101429
"Amador County, California",0500000US06005,2048,2734,1863,3433,2495,499,791
"Butte County, California",0500000US06007,18737,17958,15020,18992,10630,2969,4491
"Calaveras County, California",0500000US06009,2741,2709,4018,4600,1806,1289,832
"Colusa County, California",0500000US06011,1527,1507,686,2048,870,340,317
"Contra Costa County, California",0500000US06013,36196,43447,46761,77570,73946,42665,71461
"Del Norte County, California",0500000US06015,3172,2418,1599,1583,943,146,132
"El Dorado County, California",0500000US06017,8118,8632,10859,14265,13495,6684,7315
"Fresno County, California",0500000US06019,55563,63675,51778,66066,37183,16883,14671
"Glenn County, California",0500000US06021,1432,1656,3140,2682,1144,337,140
"Humboldt County, California",0500000US06023,11177,12363,8745,11403,5305,2137,2316
"Imperial County, California",0500000US06025,10033,8921,6697,9090,5989,2351,1397
"Kern County, California",0500000US06029,47764,63232,44907,57249,32965,13211,9819
"Kings County, California",0500000US06031,6676,8370,7067,11297,7228,1356,1035
"Lake County, California",0500000US06033,7258,4435,4197,6442,3495,961,611
"Lassen County, California",0500000US06035,1345,1246,1945,2468,1782,517,313
"Los Angeles County, California",0500000US06037,497512,555577,485895,718754,506034,245180,302279
"Madera County, California",0500000US06039,7221,9407,9259,11091,6321,1554,1429
"Marin County, California",0500000US06041,7855,12141,9155,17255,18651,11346,27816
"Mariposa County, California",0500000US06043,1424,1850,1371,1582,1117,433,179
"Mendocino County, California",0500000US06045,5795,5901,6086,6732,4762,1494,1829
"Merced County, California",0500000US06047,16047,17669,14372,17966,8091,3298,3526
"Monterey County, California",0500000US06053,11986,20283,20661,32689,20817,10327,8755
"Napa County, California",0500000US06055,3753,6323,6294,10793,9035,5702,5948
"Nevada County, California",0500000US06057,5278,7442,6518,8263,6546,3031,4560
"Orange County, California",0500000US06059,104106,130337,123261,231810,196860,106854,144084
"Placer County, California",0500000US06061,16263,17406,17243,35122,28021,14442,15162
"Riverside County, California",0500000US06065,105863,124112,106226,162122,120403,53137,46870
"Sacramento County, California",0500000US06067,76868,91192,90445,122194,88243,38735,35573
"San Benito County, California",0500000US06069,987,1643,2787,4462,3617,1723,1976
"San Bernardino County, California",0500000US06071,87870,114382,108303,152114,95761,38196,29597
"San Diego County, California",0500000US06073,120283,170413,153693,257219,201370,101214,122227
"San Francisco County, California",0500000US06075,44695,39954,28380,53154,60498,41386,92256
"San Joaquin County, California",0500000US06077,34160,41141,35433,50756,34865,16267,14002
"San Luis Obispo County, California",0500000US06079,13348,14990,15107,24556,19505,8312,8726
"San Mateo County, California",0500000US06081,19306,24333,21974,49384,46504,33420,69264
"Santa Barbara County, California",0500000US06083,17304,21309,23237,32354,24234,13392,15636
"Santa Clara County, California",0500000US06085,52125,56977,55015,106268,111812,86307,165307
"Santa Cruz County, California",0500000US06087,13431,11096,12002,19446,16104,8874,14987
"Shasta County, California",0500000US06089,13834,14132,11581,16622,7992,4570,3237
"Siskiyou County, California",0500000US06093,3275,5068,3079,4484,2222,452,283
"Solano County, California",0500000US06095,15698,20820,22780,35155,29767,13548,13359
"Sonoma County, California",0500000US06097,20325,25702,24157,46743,34346,18091,19465
"Stanislaus County, California",0500000US06099,25097,33974,28306,41857,27988,9589,6762
"Sutter County, California",0500000US06101,4327,6253,6240,7711,5119,1247,1048
"Tehama County, California",0500000US06103,6008,6890,3464,4254,1899,922,533
"Tulare County, California",0500000US06107,27335,32736,22946,27216,16168,6352,4823
"Tuolumne County, California",0500000US06109,3181,3370,3601,5678,4216,1791,1000
"Ventura County, California",0500000US06111,24358,34599,38774,64879,50041,26359,33075
"Yolo County, California",0500000US06113,12164,11790,10690,14108,11615,5783,7345
"Yuba County, California",0500000US06115,4523,4288,3917,7530,4484,781,705
"Adams County, Colorado",0500000US08001,16575,28916,27569,46409,29188,10813,6260
"Arapahoe County, Colorado",0500000US08005,19417,33471,40643,61010,45500,18893,21840
"Boulder County, Colorado",0500000US08013,15021,16657,17164,26183,22843,13722,16907
"Broomfield County, Colorado",0500000US08014,2206,2839,3432,6767,6508,2457,3456
"Delta County, Colorado",0500000US08029,2887,2699,1523,2499,1030,57,402
"Denver County, Colorado",0500000US08031,39037,47376,49873,64338,44407,23545,28362
"Douglas County, Colorado",0500000US08035,5174,9139,11173,25744,30007,15670,22244
"Eagle County, Colorado",0500000US08037,1375,2247,2130,3963,3141,1699,2574
"Elbert County, Colorado",0500000US08039,632,708,906,1834,2256,1479,1470
"El Paso County, Colorado",0500000US08041,30307,43627,43583,64352,43225,18618,14446
"Fremont County, Colorado",0500000US08043,2688,4162,3058,3869,3014,301,454
"Garfield County, Colorado",0500000US08045,1271,2308,3516,6968,3421,1949,1266
"Jefferson County, Colorado",0500000US08059,21714,28841,34571,55765,46569,22964,21227
"La Plata County, Colorado",0500000US08067,2097,4300,4214,5340,2825,1859,1679
"Larimer County, Colorado",0500000US08069,18045,22315,20311,29771,25180,9353,9734
"Logan County, Colorado",0500000US08075,1205,2472,1569,2047,948,120,471
"Mesa County, Colorado",0500000US08077,11345,12229,11856,14874,7639,2140,1680
"Montezuma County, Colorado",0500000US08083,1654,2628,2060,2723,1056,779,235
"Montrose County, Colorado",0500000US08085,3174,3325,3415,4550,2567,273,288
"Morgan County, Colorado",0500000US08087,1505,2809,2149,3074,860,100,40
"Pueblo County, Colorado",0500000US08101,14700,15445,11493,13460,6223,2692,1085
"Routt County, Colorado",0500000US08107,1273,1106,1355,2433,1899,970,970
"Summit County, Colorado",0500000US08117,760,2239,709,2600,2679,521,714
"Teller County, Colorado",0500000US08119,1641,1222,1256,3305,1557,509,474
"Weld County, Colorado",0500000US08123,12337,16498,16758,29432,18499,5616,5471
"Fairfield County, Connecticut",0500000US09001,35678,41066,43543,59042,56352,32203,68549
"Hartford County, Connecticut",0500000US09003,43843,56363,51669,77473,57685,29121,31411
"Litchfield County, Connecticut",0500000US09005,7016,10520,10919,17555,15140,6335,6224
"Middlesex County, Connecticut",0500000US09007,7507,8704,10285,14250,12485,7734,6262
"New Haven County, Connecticut",0500000US09009,42665,50679,54806,71621,52611,26367,26088
"New London County, Connecticut",0500000US09011,11840,16531,14379,29104,18928,8437,8010
"Tolland County, Connecticut",0500000US09013,5555,9221,8191,12390,9456,5787,5339
"Windham County, Connecticut",0500000US09015,6898,7349,6333,11823,7351,2212,1857
"Kent County, Delaware",0500000US10001,9753,12486,11244,16276,7807,4038,2203
"New Castle County, Delaware",0500000US10003,31896,33270,27852,47123,32133,17049,16778
"Sussex County, Delaware",0500000US10005,11571,17074,13788,22990,12375,4834,5397
"District of Columbia, District of Columbia",0500000US11001,48180,32396,27122,53954,46308,26481,47034
"Alachua County, Florida",0500000US12001,23941,19719,16746,19858,8476,3873,5101
"Baker County, Florida",0500000US12003,1092,2035,1638,2478,906,274,70
"Bay County, Florida",0500000US12005,11814,15442,12226,17311,8367,3352,2088
"Bradford County, Florida",0500000US12007,1947,1429,2719,1877,838,81,74
"Brevard County, Florida",0500000US12009,36027,50985,41697,48568,29823,11547,9738
"Broward County, Florida",0500000US12011,108726,134450,112535,154913,88347,39226,47362
"Charlotte County, Florida",0500000US12015,11178,16859,17536,17040,8750,2378,2315
"Citrus County, Florida",0500000US12017,10810,16631,14704,12376,4248,1249,1272
"Clay County, Florida",0500000US12019,7285,12228,14037,21560,10113,5413,2500
"Collier County, Florida",0500000US12021,16030,25300,24416,33990,19638,8504,16476
"Columbia County, Florida",0500000US12023,5701,6234,4408,4931,1977,616,468
"DeSoto County, Florida",0500000US12027,2727,3318,1805,1878,811,339,159
"Duval County, Florida",0500000US12031,60426,76973,61341,84899,46462,15096,14410
"Escambia County, Florida",0500000US12033,20816,30685,23004,27464,12447,4205,3785
"Flagler County, Florida",0500000US12035,6574,9980,7817,10233,5449,1528,789
"Gadsden County, Florida",0500000US12039,4386,4752,3035,3430,768,267,101
"Hardee County, Florida",0500000US12049,1991,1662,1400,2343,724,43,420
"Hendry County, Florida",0500000US12051,2851,4479,1356,2266,1093,115,93
"Hernando County, Florida",0500000US12053,13229,20160,14681,16684,6280,1758,1318
"Highlands County, Florida",0500000US12055,11159,11532,7930,8175,2894,656,602
"Hillsborough County, Florida",0500000US12057,87808,101508,89001,113801,67910,29739,31842
"Indian River County, Florida",0500000US12061,7952,14035,11960,11256,6454,2550,3837
"Jackson County, Florida",0500000US12063,3663,4103,4590,3965,1042,277,133
"Lake County, Florida",0500000US12069,21939,30616,25000,33210,16332,5463,3695
"Lee County, Florida",0500000US12071,38726,56071,51492,61626,33115,11569,13667
"Leon County, Florida",0500000US12073,20289,24439,19033,25414,14248,5338,6432
"Levy County, Florida",0500000US12075,4131,4780,2219,2802,999,183,0
"Manatee County, Florida",0500000US12081,21225,29906,26522,33082,19118,7182,7294
"Marion County, Florida",0500000US12083,25933,37299,30244,28831,11435,2909,3969
"Martin County, Florida",0500000US12085,9494,13479,10570,11128,7559,4010,6256
"Miami-Dade County, Florida",0500000US12086,178056,179223,146133,176847,102647,39923,49666
"Monroe County, Florida",0500000US12087,3852,5283,5384,7117,4119,2073,3457
"Nassau County, Florida",0500000US12089,2934,5047,5201,8079,6169,2445,1962
"Okaloosa County, Florida",0500000US12091,8807,16129,12913,20016,13084,3452,4610
"Okeechobee County, Florida",0500000US12093,2670,3818,2776,3548,1215,501,204
"Orange County, Florida",0500000US12095,77232,89131,85823,97320,55888,25774,29434
"Osceola County, Florida",0500000US12097,15290,25713,19450,25292,11796,2188,2656
"Palm Beach County, Florida",0500000US12099,78989,101788,92833,119834,73677,33254,47449
"Pasco County, Florida",0500000US12101,35774,44911,39976,45463,25837,8986,7046
"Pinellas County, Florida",0500000US12103,69643,90280,69497,89602,47267,18282,21236
"Polk County, Florida",0500000US12105,42643,51352,48140,50513,24784,7797,7829
"Putnam County, Florida",0500000US12107,8268,8671,5813,3498,1978,937,279
"St. Johns County, Florida",0500000US12109,8430,13631,12261,20131,16514,7730,8399
"St. Lucie County, Florida",0500000US12111,17201,25532,24167,27719,12803,3350,3271
"Santa Rosa County, Florida",0500000US12113,6570,11383,10148,18250,9525,4020,2320
"Sarasota County, Florida",0500000US12115,25004,36417,32738,42201,22623,11897,13734
"Seminole County, Florida",0500000US12117,24952,29490,28634,39834,29435,11369,12303
"Sumter County, Florida",0500000US12119,7670,13792,9599,13858,5557,2626,1995
"Suwannee County, Florida",0500000US12121,3210,3493,3967,2901,1255,74,812
"Taylor County, Florida",0500000US12123,1788,1714,889,1203,787,266,132
"Volusia County, Florida",0500000US12127,40607,53719,37595,47534,24311,7006,6860
"Wakulla County, Florida",0500000US12129,1468,1436,1833,3549,1203,371,308
"Walton County, Florida",0500000US12131,6175,5726,4693,6131,3589,1741,1408
"Washington County, Florida",0500000US12133,2722,2405,1381,1378,606,141,0
"Baldwin County, Georgia",0500000US13009,5340,3581,2030,3501,1221,650,566
"Barrow County, Georgia",0500000US13013,4225,4620,4603,8095,3442,1228,680
"Bartow County, Georgia",0500000US13015,7951,7808,5776,9769,4641,1261,1559
"Bibb County, Georgia",0500000US13021,14659,14522,7884,9577,5636,1660,2334
"Bryan County, Georgia",0500000US13029,1633,2321,2061,3254,2222,800,420
"Bulloch County, Georgia",0500000US13031,7951,5442,5230,4597,3260,652,670
"Burke County, Georgia",0500000US13033,1378,1437,1353,2448,1117,349,0
"Butts County, Georgia",0500000US13035,1064,2600,699,1373,719,158,167
"Camden County, Georgia",0500000US13039,2340,4998,3153,4699,2711,794,619
"Carroll County, Georgia",0500000US13045,7268,9214,7078,10761,5499,1903,1174
"Catoosa County, Georgia",0500000US13047,4941,4794,4123,5916,3827,869,683
"Chatham County, Georgia",0500000US13051,17953,20366,20532,23901,13617,6385,5000
"Chattooga County, Georgia",0500000US13055,2073,2893,1711,1640,801,207,40
"Cherokee County, Georgia",0500000US13057,8034,11017,14289,23525,19207,7311,6127
"Clarke County, Georgia",0500000US13059,12542,11651,8302,7048,5238,1948,1528
"Clayton County, Georgia",0500000US13063,15290,25126,20690,23708,7322,1166,897
"Cobb County, Georgia",0500000US13067,24464,45533,42499,62893,48603,27199,26418
"Coffee County, Georgia",0500000US13069,4180,2997,2680,3478,919,492,160
"Colquitt County, Georgia",0500000US13071,4083,4639,1871,3577,1128,165,435
"Columbia County, Georgia",0500000US13073,4293,6204,5163,13366,8460,3889,2615
"Coweta County, Georgia",0500000US13077,6561,8213,7646,13234,9247,4464,3431
"Crisp County, Georgia",0500000US13081,2796,1586,1070,1357,613,235,205
"Dawson County, Georgia",0500000US13085,759,1404,1230,1383,2305,481,509
"Decatur County, Georgia",0500000US13087,2162,2082,1297,2650,508,224,556
"DeKalb County, Georgia",0500000US13089,37886,50789,45746,65173,38316,17786,22553
"Dodge County, Georgia",0500000US13091,1816,2325,1373,1065,369,286,14
"Dougherty County, Georgia",0500000US13095,9187,8108,7465,4796,2655,1178,790
"Douglas County, Georgia",0500000US13097,4924,9566,10033,14127,7141,3008,1163
"Effingham County, Georgia",0500000US13103,2776,3726,3411,5719,4045,1091,962
"Emanuel County, Georgia",0500000US13107,2600,1928,1177,2011,479,284,66
"Fannin County, Georgia",0500000US13111,1876,1987,1320,3430,1084,188,353
"Fayette County, Georgia",0500000US13113,2880,5537,4962,9721,8241,5088,4055
"Floyd County, Georgia",0500000US13115,7317,9127,6174,8075,4088,1017,1129
"Forsyth County, Georgia",0500000US13117,5071,6882,8946,16784,17181,10554,12881
"Franklin County, Georgia",0500000US13119,2431,2010,1165,1944,634,208,176
"Fulton County, Georgia",0500000US13121,62648,66937,61065,82162,56511,27085,54000
"Gilmer County, Georgia",0500000US13123,1912,3055,2539,2951,1037,404,408
"Glynn County, Georgia",0500000US13127,6006,7841,5273,6043,5605,1493,2119
"Autauga County, Alabama",0500000US01001,5158,3832,2389,4438,3162,790,711
"Baldwin County, Alabama",0500000US01003,10903,16194,14404,18613,12190,3665,3151
"Barbour County, Alabama",0500000US01005,3505,2364,961,1500,564,11,78
"Bibb County, Alabama",0500000US01007,961,1070,1164,1422,1159,154,187
"Blount County, Alabama",0500000US01009,3907,5391,3919,3636,1896,746,851
"Calhoun County, Alabama",0500000US01015,9851,9609,8496,8440,5091,1950,1070
"Chambers County, Alabama",0500000US01017,2940,4275,2356,2567,1207,46,162
"Cherokee County, Alabama",0500000US01019,2862,1726,1616,3025,791,445,535
"Chilton County, Alabama",0500000US01021,3559,3537,2885,3811,1298,930,598
"Clarke County, Alabama",0500000US01025,3244,1952,1354,1009,659,401,127
"Coffee County, Alabama",0500000US01031,2841,4197,4307,4469,3368,810,519
"Colbert County, Alabama",0500000US01033,4602,4654,4149,5434,2142,481,364
"Covington County, Alabama",0500000US01039,3094,3880,2560,3059,1127,383,30
"Cullman County, Alabama",0500000US01043,6707,7511,5278,7143,3043,737,321
"Dale County, Alabama",0500000US01045,4959,4410,3288,3675,1639,528,261
"Dallas County, Alabama",0500000US01047,4578,5541,1808,2744,1382,254,90
"DeKalb County, Alabama",0500000US01049,6933,6090,4622,4542,2513,486,662
"Elmore County, Alabama",0500000US01051,4828,4365,5241,7215,5228,1003,1296
"Escambia County, Alabama",0500000US01053,3320,3375,2352,1995,911,248,214
"Etowah County, Alabama",0500000US01055,10178,7456,6055,7983,3553,1133,733
"Franklin County, Alabama",0500000US01059,1918,2946,2394,3142,304,408,206
"Geneva County, Alabama",0500000US01061,2469,2346,1470,2260,1202,98,112
"Houston County, Alabama",0500000US01069,7997,9261,6669,8200,4345,1229,1405
"Jackson County, Alabama",0500000US01071,4729,5066,4115,4018,1972,374,326
"Jefferson County, Alabama",0500000US01073,52295,53422,42205,52713,32286,12090,14313
"Lauderdale County, Alabama",0500000US01077,7258,10160,5739,9989,3150,876,1043
"Lawrence County, Alabama",0500000US01079,2900,2566,1796,2454,1219,171,225
"Lee County, Alabama",0500000US01081,11146,12195,8509,13624,8086,3029,1966
"Limestone County, Alabama",0500000US01083,5715,6343,5133,7336,5096,1707,1486
"Macon County, Alabama",0500000US01087,2760,1862,1250,1112,480,228,209
"Madison County, Alabama",0500000US01089,24624,26103,20616,30473,27027,9932,9117
"Marengo County, Alabama",0500000US01091,2202,1671,1186,1228,606,158,57
"Marion County, Alabama",0500000US01093,3198,3161,2511,1743,919,326,150
"Marshall County, Alabama",0500000US01095,8714,8115,4940,6512,4179,560,1063
"Gordon County, Georgia",0500000US13129,3897,4843,4542,3177,2560,309,665
"Grady County, Georgia",0500000US13131,2026,1577,1382,2366,1409,194,327
"Gwinnett County, Georgia",0500000US13135,26753,48812,49257,76755,50538,20847,19717
"Habersham County, Georgia",0500000US13137,2058,2869,3693,3294,2157,330,278
"Hall County, Georgia",0500000US13139,7427,11720,10926,13853,10338,3303,4597
"Haralson County, Georgia",0500000US13143,2183,2426,1926,2613,1107,629,370
"Harris County, Georgia",0500000US13145,981,1919,2099,3439,2282,1051,827
"Hart County, Georgia",0500000US13147,2873,1965,1546,2534,687,232,423
"Henry County, Georgia",0500000US13151,8263,12527,10696,25525,12445,4567,3147
"Houston County, Georgia",0500000US13153,8396,11456,9191,13266,9263,3170,2118
"Jackson County, Georgia",0500000US13157,3031,3174,4460,6364,4413,1079,1264
"Jones County, Georgia",0500000US13169,1413,2015,1684,2368,1640,83,139
"Laurens County, Georgia",0500000US13175,4504,4646,2604,2634,1242,437,594
"Lee County, Georgia",0500000US13177,1178,1261,2681,3732,1448,377,226
"Liberty County, Georgia",0500000US13179,3711,5206,5910,5273,1690,783,206
"Long County, Georgia",0500000US13183,1555,1066,726,1765,1935,0,0
"Lowndes County, Georgia",0500000US13185,12598,7734,7122,8036,4081,1214,800
"Lumpkin County, Georgia",0500000US13187,1910,1444,1937,3381,1450,503,332
"McDuffie County, Georgia",0500000US13189,1996,2249,1398,1764,805,300,23
"Madison County, Georgia",0500000US13195,1757,1788,1784,2247,1443,628,118
"Mitchell County, Georgia",0500000US13205,2089,2005,1714,783,775,0,41
"Monroe County, Georgia",0500000US13207,2366,2167,1952,2016,1326,438,613
"Murray County, Georgia",0500000US13213,1870,3763,2553,2788,1219,294,334
"Muscogee County, Georgia",0500000US13215,17658,15905,9997,15030,6546,2792,2378
"Newton County, Georgia",0500000US13217,6133,7911,5285,8747,6795,1275,1373
"Oconee County, Georgia",0500000US13219,1035,2435,1473,2607,2903,1866,1037
"Paulding County, Georgia",0500000US13223,4933,7606,10120,16152,8894,4158,844
"Peach County, Georgia",0500000US13225,1848,2356,2543,1674,1001,301,140
"Pickens County, Georgia",0500000US13227,1517,2013,1871,3873,923,888,579
"Polk County, Georgia",0500000US13233,3126,3821,3407,3391,882,330,94
"Putnam County, Georgia",0500000US13237,845,2483,1632,2090,771,285,620
"Richmond County, Georgia",0500000US13245,18041,19866,10933,13654,5462,2143,1312
"Rockdale County, Georgia",0500000US13247,3582,5279,5187,8063,4431,1587,1720
"Spalding County, Georgia",0500000US13255,3887,6493,5819,5068,2610,748,526
"Stephens County, Georgia",0500000US13257,1607,2343,694,2572,864,0,332
"Sumter County, Georgia",0500000US13261,3198,3429,1685,2162,1126,118,165
"Tattnall County, Georgia",0500000US13267,1449,2483,1523,909,454,213,162
"Thomas County, Georgia",0500000US13275,3150,4287,3175,3982,1801,860,468
"Tift County, Georgia",0500000US13277,3596,3849,2366,2407,2007,601,190
"Toombs County, Georgia",0500000US13279,3025,3203,1755,1196,1002,435,366
"Troup County, Georgia",0500000US13285,6481,5992,3085,5559,2783,315,501
"Union County, Georgia",0500000US13291,2577,2178,1442,3063,678,235,673
"Upson County, Georgia",0500000US13293,3164,2739,2297,2017,796,153,293
"Walker County, Georgia",0500000US13295,4620,7386,3839,5422,3714,681,608
"Walton County, Georgia",0500000US13297,5161,5170,6651,7773,3682,1409,1268
"Ware County, Georgia",0500000US13299,3153,3620,2663,2234,1340,706,0
"Washington County, Georgia",0500000US13303,2847,1744,1213,1384,410,419,88
"Wayne County, Georgia",0500000US13305,2779,1855,2189,2850,1021,293,83
"White County, Georgia",0500000US13311,1691,2424,1238,3008,1541,548,87
"Whitfield County, Georgia",0500000US13313,7001,10364,6610,7045,2612,829,1363
"Worth County, Georgia",0500000US13321,1740,1480,1078,1859,888,295,65
"Hawaii County, Hawaii",0500000US15001,12542,10904,11820,16444,10620,3770,2757
"Honolulu County, Hawaii",0500000US15003,33172,38700,42164,74623,59250,31635,33081
"Kauai County, Hawaii",0500000US15007,3073,2992,2858,4933,6076,1908,1140
"Maui County, Hawaii",0500000US15009,6512,6391,6549,14646,9384,5168,4910
"Ada County, Idaho",0500000US16001,24104,31174,29000,40972,26338,8920,10501
"Bannock County, Idaho",0500000US16005,4758,7382,6234,7246,4261,969,534
"Bingham County, Idaho",0500000US16011,2657,3323,2714,4858,1417,552,142
"Blaine County, Idaho",0500000US16013,1558,824,1484,1839,1187,294,502
"Bonner County, Idaho",0500000US16017,3406,3755,3548,3950,2007,627,351
"Bonneville County, Idaho",0500000US16019,6041,8799,8170,10159,5188,1974,787
"Canyon County, Idaho",0500000US16027,11003,19146,15222,17448,6355,1624,1886
"Cassia County, Idaho",0500000US16031,1116,1635,1859,2040,724,297,186
"Elmore County, Idaho",0500000US16039,1653,3089,1882,2663,760,334,60
"Jefferson County, Idaho",0500000US16051,290,1573,2459,2700,1615,176,37
"Jerome County, Idaho",0500000US16053,699,2436,1502,1741,1258,209,74
"Kootenai County, Idaho",0500000US16055,6222,11240,13932,15895,8019,2950,2125
"Latah County, Idaho",0500000US16057,3347,3910,2389,2657,2077,705,750
"Madison County, Idaho",0500000US16065,3297,2647,2141,1718,687,279,95
"Minidoka County, Idaho",0500000US16067,1608,1555,2100,1119,820,361,29
"Nez Perce County, Idaho",0500000US16069,2141,3334,2446,4161,2369,973,456
"Payette County, Idaho",0500000US16075,1069,2103,1618,2013,1436,91,128
"Twin Falls County, Idaho",0500000US16083,4361,7315,5937,7994,3000,1667,571
"Adams County, Illinois",0500000US17001,4694,6501,4932,5226,3425,1297,1085
"Boone County, Illinois",0500000US17007,1649,2992,3173,5843,2653,1241,1139
"Bureau County, Illinois",0500000US17011,1540,3132,2446,3764,1933,384,375
"Champaign County, Illinois",0500000US17019,18619,16465,12243,15589,10400,4713,5051
