Name,Geo_id,0 - 19999,20000 - 39999,40000 - 59999,60000 - 99999,100000 - 149999,150000 - 199999,200000 or more
"Lee County, Alabama",0500000US01081,15878,13094,9024,9884,5012,2678,2310
"Limestone County, Alabama",0500000US01083,6110,6548,5346,7140,3727,1813,954
"Madison County, Alabama",0500000US01089,25126,26043,20323,30908,21304,9331,7736
"Marengo County, Alabama",0500000US01091,3592,2755,1359,1035,480,91,69
"Marion County, Alabama",0500000US01093,2572,3801,2625,1993,1292,51,191
"Marshall County, Alabama",0500000US01095,8947,10802,5011,5704,2937,977,494
"Mobile County, Alabama",0500000US01097,35169,36421,26223,30120,17214,4935,3368
"Monroe County, Alabama",0500000US01099,3368,1492,1801,917,638,191,0
"Montgomery County, Alabama",0500000US01101,21282,20443,15284,16622,9917,3527,2340
"Morgan County, Alabama",0500000US01103,8943,10488,8721,9689,5290,1031,854
"Pickens County, Alabama",0500000US01107,2512,1898,1070,820,308,39,71
"Pike County, Alabama",0500000US01109,3974,3938,2407,1383,642,540,123
"Randolph County, Alabama",0500000US01111,2084,2515,1685,1867,423,59,105
"Russell County, Alabama",0500000US01113,4856,6613,3752,3842,2001,94,374
"St. Clair County, Alabama",0500000US01115,6455,6436,6063,8764,3000,1314,235
"Shelby County, Alabama",0500000US01117,8853,13936,12666,17427,12794,5872,4166
"Indian River County, Florida",0500000US12061,9833,15111,9328,10168,6410,1929,2839
"Jackson County, Florida",0500000US12063,4039,4309,2477,3171,1498,143,144
"Lake County, Florida",0500000US12069,20099,28285,23447,26264,13259,3341,3001
"Lee County, Florida",0500000US12071,45794,61389,51900,58275,27189,8709,10039
"Leon County, Florida",0500000US12073,25510,24503,18941,20840,14263,4416,3672
"Levy County, Florida",0500000US12075,3521,4351,3966,2977,771,369,177
"Manatee County, Florida",0500000US12081,24287,30934,22669,30128,19009,5082,5586
"Marion County, Florida",0500000US12083,27598,38604,26699,25451,8843,2840,2240
"Martin County, Florida",0500000US12085,9693,11572,11926,15402,6449,3067,4409
"Miami-Dade County, Florida",0500000US12086,201543,190689,138159,155811,85270,33072,39343
"Monroe County, Florida",0500000US12087,4425,4852,4909,7341,3514,1325,1699
"Nassau County, Florida",0500000US12089,4270,6346,4820,6087,4695,1013,1105
"Okaloosa County, Florida",0500000US12091,10365,14150,13832,18523,10566,3294,2547
"Okeechobee County, Florida",0500000US12093,3632,3653,2986,2805,718,176,159
"Orange County, Florida",0500000US12095,82581,104770,88955,87135,44620,17799,18683
"Osceola County, Florida",0500000US12097,17483,23277,17974,20410,7132,1467,1585
"Palm Beach County, Florida",0500000US12099,91433,119022,89021,108589,67937,26129,36115
"Pasco County, Florida",0500000US12101,35591,46426,36433,39959,19934,4082,4574
"Pinellas County, Florida",0500000US12103,82327,96818,72722,79001,44295,12478,14934
"Polk County, Florida",0500000US12105,45189,54611,43952,45710,19973,5374,3477
"Putnam County, Florida",0500000US12107,9568,6797,4240,3849,1606,403,117
"St. Johns County, Florida",0500000US12109,6845,14388,13809,19214,13049,8488,5516
"St. Lucie County, Florida",0500000US12111,22919,28324,22410,21347,9642,1920,2209
"Santa Rosa County, Florida",0500000US12113,7463,9221,11163,14566,7481,3562,2629
"Sarasota County, Florida",0500000US12115,27313,37711,34358,39073,20321,7714,9391
"Seminole County, Florida",0500000US12117,21840,29643,27666,32302,19330,9236,8715
"Sumter County, Florida",0500000US12119,7527,11175,11283,11837,6014,689,1684
"Suwannee County, Florida",0500000US12121,3923,3013,3389,3215,678,522,85
"Taylor County, Florida",0500000US12123,1621,2284,1755,516,670,0,0
"Volusia County, Florida",0500000US12127,42934,55295,36801,40178,16460,4983,4078
"Wakulla County, Florida",0500000US12129,1678,1583,1552,3560,992,114,253
"Walton County, Florida",0500000US12131,4211,5186,4450,3525,2962,881,1170
"Washington County, Florida",0500000US12133,1882,2186,2077,1487,360,162,283
"Baldwin County, Georgia",0500000US13009,5093,3630,2164,3235,948,369,138
"Barrow County, Georgia",0500000US13013,3435,5265,5581,5412,2238,337,240
"Bartow County, Georgia",0500000US13015,4294,9191,7459,9755,4625,1681,737
"Bibb County, Georgia",0500000US13021,17702,12985,7542,10361,4042,1661,1842
"Bryan County, Georgia",0500000US13029,1543,2130,1731,2523,2306,490,672
"Bulloch County, Georgia",0500000US13031,8166,6541,3548,4899,2127,278,285
"Burke County, Georgia",0500000US13033,2248,1997,827,1843,468,162,81
"Butts County, Georgia",0500000US13035,1898,2376,1009,1292,515,96,212
"Camden County, Georgia",0500000US13039,2204,4793,4044,4547,2079,939,658
"Carroll County, Georgia",0500000US13045,9054,10105,6742,7271,3515,1607,581
"Catoosa County, Georgia",0500000US13047,3535,5584,4576,5931,2599,890,361
"Chatham County, Georgia",0500000US13051,20103,22034,18443,23407,13410,4606,4185
"Chattooga County, Georgia",0500000US13055,2506,2369,1445,1285,582,132,0
"Cherokee County, Georgia",0500000US13057,8774,11164,14391,22396,15099,4489,5678
"Clarke County, Georgia",0500000US13059,15807,10467,5719,6810,3332,738,1143
"Clayton County, Georgia",0500000US13063,18440,21913,20620,18962,5521,1922,1160
"Cobb County, Georgia",0500000US13067,31342,48701,43380,62540,42892,21206,21625
"Coffee County, Georgia",0500000US13069,4723,4696,2080,1906,539,537,424
"Colquitt County, Georgia",0500000US13071,5035,3969,2967,2550,509,229,677
"Columbia County, Georgia",0500000US13073,5507,6711,7438,13462,7017,2906,2330
"Coweta County, Georgia",0500000US13077,7146,8956,8809,12115,7793,2735,1992
"Crisp County, Georgia",0500000US13081,2192,1589,1747,1182,450,111,220
"Dawson County, Georgia",0500000US13085,1313,603,1526,1795,973,187,556
"Decatur County, Georgia",0500000US13087,3791,2164,2084,1457,517,233,239
"DeKalb County, Georgia",0500000US13089,48503,55019,48627,54537,29546,13103,16972
"Dodge County, Georgia",0500000US13091,2827,1621,1225,1259,496,8,49
"Dougherty County, Georgia",0500000US13095,12316,8748,5239,6170,1881,775,410
"Douglas County, Georgia",0500000US13097,7440,8328,9951,13347,5156,2227,1238
"Effingham County, Georgia",0500000US13103,2339,3427,3013,5125,2935,839,447
"Emanuel County, Georgia",0500000US13107,2096,2760,1220,1242,376,94,103
"Fannin County, Georgia",0500000US13111,2380,1853,1275,1880,714,41,58
"Fayette County, Georgia",0500000US13113,3600,5502,5942,9848,6583,3912,3558
"Floyd County, Georgia",0500000US13115,8969,8399,5726,8110,2647,951,1375
"Forsyth County, Georgia",0500000US13117,4631,7971,10516,14966,14202,6735,7408
"Franklin County, Georgia",0500000US13119,2462,1343,1381,1332,555,64,0
"Fulton County, Georgia",0500000US13121,70881,68958,61421,68617,49097,24489,38527
"Gilmer County, Georgia",0500000US13123,3296,2687,1955,2079,765,228,362
"Glynn County, Georgia",0500000US13127,7195,6311,5735,7222,3596,1159,1143
"Gordon County, Georgia",0500000US13129,3777,5548,3767,2882,2181,807,386
"Grady County, Georgia",0500000US13131,2690,2873,872,1621,658,120,287
"Gwinnett County, Georgia",0500000US13135,33337,56598,50226,68206,40739,16374,13172
"Habersham County, Georgia",0500000US13137,3487,4529,2604,3319,1029,258,161
"Hall County, Georgia",0500000US13139,9469,13188,13153,14671,8624,2002,2276
"Haralson County, Georgia",0500000US13143,2514,2777,2158,1904,1057,112,267
"Harris County, Georgia",0500000US13145,1374,1898,2018,2730,2824,319,346
"Hart County, Georgia",0500000US13147,2570,2917,1562,1968,627,246,155
"Henry County, Georgia",0500000US13151,10008,11975,12727,19840,9360,3025,1589
"Houston County, Georgia",0500000US13153,11920,8615,10113,12897,6427,2497,1050
"Jackson County, Georgia",0500000US13157,3361,3583,4105,4175,1863,1417,501
"Jones County, Georgia",0500000US13169,1774,2616,1570,2132,1744,450,337
"Laurens County, Georgia",0500000US13175,6251,3657,2545,3227,1096,337,272
"Lee County, Georgia",0500000US13177,1079,1540,1946,2477,1760,574,292
"Liberty County, Georgia",0500000US13179,3626,6698,4585,5206,1536,399,46
"Lowndes County, Georgia",0500000US13185,8783,10865,6589,7028,3044,954,1284
"Lumpkin County, Georgia",0500000US13187,3192,3019,1788,2823,1257,202,0
"McDuffie County, Georgia",0500000US13189,3112,1372,1400,1497,694,149,54
"Madison County, Georgia",0500000US13195,2217,1952,1961,2591,829,218,101
"Meriwether County, Georgia",0500000US13199,3012,1158,1534,1894,393,197,264
"Mitchell County, Georgia",0500000US13205,2339,2599,1274,840,491,140,63
"Monroe County, Georgia",0500000US13207,2035,2210,1619,2562,938,122,441
"Murray County, Georgia",0500000US13213,3075,4026,2348,3707,411,248,35
"Muscogee County, Georgia",0500000US13215,15995,19338,14602,14786,5444,1932,2242
"Newton County, Georgia",0500000US13217,8462,6843,6385,8557,3521,1138,1017
"Oconee County, Georgia",0500000US13219,1111,1131,2532,3151,2601,1190,581
"Paulding County, Georgia",0500000US13223,5213,8337,9968,14560,8665,2492,1013
"Peach County, Georgia",0500000US13225,2003,3265,1974,1433,987,317,190
"Pickens County, Georgia",0500000US13227,1448,2920,2368,2309,1583,370,503
"Polk County, Georgia",0500000US13233,4335,3392,2944,2676,1102,235,154
"Putnam County, Georgia",0500000US13237,1601,2649,1143,1638,643,178,276
"Richmond County, Georgia",0500000US13245,18682,20687,9897,13833,5754,1420,758
"Rockdale County, Georgia",0500000US13247,5952,6610,5483,6738,3429,899,596
"Spalding County, Georgia",0500000US13255,7925,6392,3505,4421,1654,111,239
"Stephens County, Georgia",0500000US13257,2733,2481,2222,1612,345,228,113
"Sumter County, Georgia",0500000US13261,4306,2436,1992,1997,742,63,147
"Tattnall County, Georgia",0500000US13267,1794,2502,1245,997,589,132,98
"Thomas County, Georgia",0500000US13275,5288,3920,2448,2371,1443,404,613
"Tift County, Georgia",0500000US13277,4594,3932,1700,2462,922,451,348
"Toombs County, Georgia",0500000US13279,3349,2784,1879,2242,189,258,316
"Troup County, Georgia",0500000US13285,5563,6208,4834,4653,1622,378,684
"Union County, Georgia",0500000US13291,1189,2348,957,1904,520,317,123
"Upson County, Georgia",0500000US13293,3122,2801,1849,1793,514,73,59
"Walker County, Georgia",0500000US13295,7159,5749,5868,4707,1120,572,283
"Walton County, Georgia",0500000US13297,5116,6149,6524,7559,3300,1191,516
"Ware County, Georgia",0500000US13299,4264,3502,2724,2462,803,90,255
"Washington County, Georgia",0500000US13303,1916,1346,1216,1157,433,163,0
"Wayne County, Georgia",0500000US13305,2794,1921,1807,2548,1047,0,337
"White County, Georgia",0500000US13311,2501,2544,1776,2467,1237,455,0
"Whitfield County, Georgia",0500000US13313,8054,9430,6662,5906,3715,1383,1238
"Worth County, Georgia",0500000US13321,2196,1927,1962,2202,278,232,0
"Hawaii County, Hawaii",0500000US15001,15048,9738,11869,14832,8820,2476,2395
"Honolulu County, Hawaii",0500000US15003,33185,42421,44834,81425,59166,26702,21269
"Kauai County, Hawaii",0500000US15007,3495,3574,3428,5721,3340,1251,1425
"Maui County, Hawaii",0500000US15009,5953,9135,9033,14878,9204,3506,2594
"Ada County, Idaho",0500000US16001,24056,30272,28079,38194,23465,6619,9211
"Bannock County, Idaho",0500000US16005,6334,7089,5398,7025,2685,1016,693
"Bingham County, Idaho",0500000US16011,2353,3517,3078,3102,1700,591,268
"Blaine County, Idaho",0500000US16013,1556,2270,1013,2485,744,208,320
"Bonner County, Idaho",0500000US16017,3883,3774,3062,3862,1053,665,748
"Bonneville County, Idaho",0500000US16019,6091,8941,6318,7883,4215,1329,1643
"Canyon County, Idaho",0500000US16027,11918,17709,15270,15015,5293,684,902
"Cassia County, Idaho",0500000US16031,1947,2072,1182,2187,726,0,106
"Elmore County, Idaho",0500000US16039,1889,2053,1926,2246,664,220,398
"Jefferson County, Idaho",0500000US16051,866,2165,1829,2162,924,229,54
"Jerome County, Idaho",0500000US16053,1054,2107,2373,1234,694,68,246
"Kootenai County, Idaho",0500000US16055,7423,15435,11383,12221,6538,978,2199
"Latah County, Idaho",0500000US16057,4785,3256,2476,2595,1346,866,159
"Madison County, Idaho",0500000US16065,3394,2510,1124,2051,591,452,125
"Minidoka County, Idaho",0500000US16067,1192,1921,1745,1752,646,17,66
"Nez Perce County, Idaho",0500000US16069,2976,4038,3359,3818,1371,580,222
"Payette County, Idaho",0500000US16075,1427,1698,1243,2305,959,182,0
"Twin Falls County, Idaho",0500000US16083,5989,6730,6420,6534,2391,792,626
"Adams County, Illinois",0500000US17001,5436,6132,6576,5925,2431,633,524
"Boone County, Illinois",0500000US17007,2450,3794,4175,4477,2230,1301,675
"Bureau County, Illinois",0500000US17011,2783,3114,2063,3470,2072,465,372
"Champaign County, Illinois",0500000US17019,19016,16986,13187,17334,9156,2423,3245
"Christian County, Illinois",0500000US17021,2616,3512,3099,3493,955,155,99
"Clinton County, Illinois",0500000US17027,1799,2697,2287,3564,2144,1024,388
"Coles County, Illinois",0500000US17029,5685,4947,3546,4141,1643,667,195
"Cook County, Illinois",0500000US17031,361443,362898,306327,413628,260164,110741,122854
"DeKalb County, Illinois",0500000US17037,6262,7209,5811,8956,5490,2199,1038
"DuPage County, Illinois",0500000US17043,30677,46057,49355,83261,62203,29888,37107
"Effingham County, Illinois",0500000US17049,2073,2677,2447,3572,1109,468,390
"Fayette County, Illinois",0500000US17051,1573,1964,1339,1559,586,73,27
"Franklin County, Illinois",0500000US17055,4420,4100,2860,2876,1289,305,209
"Fulton County, Illinois",0500000US17057,2785,3702,2793,3417,1125,253,212
"Grundy County, Illinois",0500000US17063,2823,2083,3454,4734,3521,1571,754
"Henry County, Illinois",0500000US17073,4158,4496,3355,4859,1980,592,756
"Iroquois County, Illinois",0500000US17075,2186,2853,2316,2588,1108,238,216
"Jackson County, Illinois",0500000US17077,7996,5223,3600,3829,1342,522,700
"Jefferson County, Illinois",0500000US17081,4130,2861,3259,3147,1579,535,208
"Jersey County, Illinois",0500000US17083,1806,2183,1524,1694,1123,310,104
"Jo Daviess County, Illinois",0500000US17085,1400,1818,2091,2146,1112,601,172
"Kane County, Illinois",0500000US17089,18600,26503,25476,42968,30310,14562,13931
"Kankakee County, Illinois",0500000US17091,5957,8457,6477,11239,5771,1624,1207
"Kendall County, Illinois",0500000US17093,1907,6672,4748,10113,11802,2962,1719
"Knox County, Illinois",0500000US17095,4212,7000,3584,4050,1806,158,315
"Lake County, Illinois",0500000US17097,26229,31032,36099,52014,39522,23029,32748
"LaSalle County, Illinois",0500000US17099,8440,8382,8306,9822,6295,920,791
"Lee County, Illinois",0500000US17103,1879,3014,2598,3858,1390,604,19
"Livingston County, Illinois",0500000US17105,2636,2156,3178,3352,2204,417,580
"Logan County, Illinois",0500000US17107,1498,2330,2067,3462,1360,280,312
"McDonough County, Illinois",0500000US17109,3689,2273,1593,2596,1248,438,79
"McHenry County, Illinois",0500000US17111,8204,16499,16889,28800,20814,10703,7508
"McLean County, Illinois",0500000US17113,10758,12292,10741,15168,10339,4689,2374
"Macon County, Illinois",0500000US17115,8829,10089,6522,11293,4576,1825,929
"Macoupin County, Illinois",0500000US17117,2940,4393,3747,3989,2071,562,415
"Madison County, Illinois",0500000US17119,17779,22014,17434,26715,13818,4902,3591
"Marion County, Illinois",0500000US17121,3348,3723,2821,4069,1110,516,277
"Monroe County, Illinois",0500000US17133,1331,2143,1835,3752,2388,739,653
"Montgomery County, Illinois",0500000US17135,2815,2573,1786,2482,1154,35,291
"Morgan County, Illinois",0500000US17137,3113,3182,2260,3244,1748,196,457
"Ogle County, Illinois",0500000US17141,3035,4424,3017,4729,2961,1066,458
"Peoria County, Illinois",0500000US17143,13256,16331,13043,16910,8999,3473,2970
"Perry County, Illinois",0500000US17145,2011,2251,1395,1386,916,19,99
"Randolph County, Illinois",0500000US17157,2176,3019,1959,2904,1492,248,209
"Rock Island County, Illinois",0500000US17161,11560,13734,9960,13800,6953,1927,1450
"St. Clair County, Illinois",0500000US17163,20742,20801,15226,21248,15132,4383,2385
"Saline County, Illinois",0500000US17165,2961,2245,1590,1859,847,256,0
"Sangamon County, Illinois",0500000US17167,14544,15895,14100,19401,11493,4380,3473
"Shelby County, Illinois",0500000US17173,1744,2027,1856,2229,1093,100,0
"Stephenson County, Illinois",0500000US17177,3674,4145,3984,3575,2545,661,346
"Tazewell County, Illinois",0500000US17179,6486,10166,9704,14516,8083,2613,2195
"Vermilion County, Illinois",0500000US17183,7274,7590,5985,6622,2678,750,439
"Whiteside County, Illinois",0500000US17195,3727,5159,5182,5802,2418,1107,544
"Will County, Illinois",0500000US17197,19279,33240,34721,56320,45373,19081,15998
"Williamson County, Illinois",0500000US17199,5399,5902,4271,7297,2931,1060,351
"Winnebago County, Illinois",0500000US17201,23579,26148,19646,25160,12187,4682,2632
"Woodford County, Illinois",0500000US17203,1539,2418,2368,3657,2770,900,415
"Adams County, Indiana",0500000US18001,1848,3368,2518,3582,875,266,216
"Allen County, Indiana",0500000US18003,25086,32986,25752,33685,13544,3607,4320
"Bartholomew County, Indiana",0500000US18005,5366,6455,6383,7465,3665,1517,976
"Boone County, Indiana",0500000US18011,2401,4850,2998,6065,2888,1563,2022
"Cass County, Indiana",0500000US18017,1838,4195,3249,3153,1362,134,154
"Clark County, Indiana",0500000US18019,7229,8678,7981,11623,5245,959,971
"Clay County, Indiana",0500000US18021,2061,3061,1940,1956,923,137,112
"Clinton County, Indiana",0500000US18023,1955,1943,2707,3246,1516,163,377
"Daviess County, Indiana",0500000US18027,2480,2261,2775,2876,1214,288,53
"Dearborn County, Indiana",0500000US18029,2737,3645,3078,4346,3180,829,826
"Decatur County, Indiana",0500000US18031,1425,2773,2133,2482,873,300,401
"DeKalb County, Indiana",0500000US18033,2457,3331,4149,4455,1884,317,351
"Delaware County, Indiana",0500000US18035,11018,11903,7731,8752,4011,838,954
"Dubois County, Indiana",0500000US18037,2488,3764,3296,4038,2031,232,221
"Elkhart County, Indiana",0500000US18039,11453,16522,14593,17560,7390,1487,1631
"Fayette County, Indiana",0500000US18041,2405,2307,2055,1347,578,135,204
"Floyd County, Indiana",0500000US18043,5167,5314,5977,6408,4251,1562,1000
"Franklin County, Indiana",0500000US18047,1095,2389,1862,1863,1151,499,131
"Fulton County, Indiana",0500000US18049,1416,1965,1903,1961,327,143,0
"Gibson County, Indiana",0500000US18051,2439,3492,2023,2652,1249,280,253
"Grant County, Indiana",0500000US18053,5908,6930,5273,5432,1499,236,322
"Greene County, Indiana",0500000US18055,2489,4235,2207,2474,924,234,274
"Hamilton County, Indiana",0500000US18057,7286,12613,14912,28960,23934,10343,12796
"Hancock County, Indiana",0500000US18059,3080,4604,4202,7515,5183,1061,1055
"Harrison County, Indiana",0500000US18061,1556,2694,3038,4654,1886,949,219
"Hendricks County, Indiana",0500000US18063,4357,9539,10700,14805,10097,3561,2951
"Henry County, Indiana",0500000US18065,4029,5151,3429,4052,1788,65,253
"Howard County, Indiana",0500000US18067,6997,8145,5357,8507,3520,887,613
"Huntington County, Indiana",0500000US18069,2453,3387,3481,3516,1593,290,121
"Jackson County, Indiana",0500000US18071,4165,3349,2672,4383,1762,523,50
"Jasper County, Indiana",0500000US18073,2006,2334,2967,3234,1299,561,141
"Jay County, Indiana",0500000US18075,2070,2519,1217,1769,620,38,121
"Jefferson County, Indiana",0500000US18077,2268,2688,2901,2718,1518,572,148
"Jennings County, Indiana",0500000US18079,2561,2618,1761,2708,664,149,104
"Johnson County, Indiana",0500000US18081,6251,10244,12370,12477,7062,3262,1349
"Knox County, Indiana",0500000US18083,3596,3082,2997,3352,1291,465,288
"Kosciusko County, Indiana",0500000US18085,4345,4965,7738,7861,2860,969,1003
"LaGrange County, Indiana",0500000US18087,2023,1706,3960,2590,1341,495,151
"Lake County, Indiana",0500000US18089,34729,37092,33289,42209,23741,6717,4331
"LaPorte County, Indiana",0500000US18091,7257,10350,8648,9858,3907,1008,1040
"Lawrence County, Indiana",0500000US18093,2911,4525,4098,4312,1638,244,69
"Madison County, Indiana",0500000US18095,11111,11905,10413,12503,5162,663,893
"Marion County, Indiana",0500000US18097,84107,82813,71095,69602,33058,10425,9683
"Marshall County, Indiana",0500000US18099,2532,3776,3121,4767,1685,401,296
"Miami County, Indiana",0500000US18103,2514,4568,2382,2614,1380,173,44
"Monroe County, Indiana",0500000US18105,13232,11616,9780,9723,5535,1881,2236
"Montgomery County, Indiana",0500000US18107,2231,4375,2875,3512,1145,346,317
"Morgan County, Indiana",0500000US18109,3335,5226,5464,7222,2915,936,157
"Noble County, Indiana",0500000US18113,2316,4333,3368,5336,1618,273,231
"Owen County, Indiana",0500000US18119,1444,1409,2184,1791,984,53,61
"Porter County, Indiana",0500000US18127,8868,11029,10526,15690,10777,2947,1960
"Posey County, Indiana",0500000US18129,1788,1773,1675,2607,1714,387,172
"Putnam County, Indiana",0500000US18133,1200,3923,2294,3681,1248,663,194
"Randolph County, Indiana",0500000US18135,2128,3248,2091,2467,594,123,40
"Ripley County, Indiana",0500000US18137,1170,2612,2365,3071,1301,335,65
"St. Joseph County, Indiana",0500000US18141,20692,23715,18366,22749,10050,2499,3225
"Scott County, Indiana",0500000US18143,2081,1918,1719,1764,770,0,40
"Shelby County, Indiana",0500000US18145,2507,3347,3348,4604,2544,512,305
"Spencer County, Indiana",0500000US18147,933,1922,1544,2392,825,266,154
"Starke County, Indiana",0500000US18149,1815,2099,2213,2002,662,0,28
"Steuben County, Indiana",0500000US18151,1497,3449,3206,2876,1337,411,516
"Sullivan County, Indiana",0500000US18153,1564,1840,1646,1513,916,38,0
"Tippecanoe County, Indiana",0500000US18157,14797,13903,13436,13411,6834,2024,1429
"Vanderburgh County, Indiana",0500000US18163,15308,19296,13236,14480,7270,2137,1936
"Vigo County, Indiana",0500000US18167,9601,10208,7716,8425,3787,731,927
"Wabash County, Indiana",0500000US18169,2921,3155,2776,2910,885,106,157
"Warrick County, Indiana",0500000US18173,2465,4504,3584,6583,3860,1670,859
"Washington County, Indiana",0500000US18175,1504,2473,3117,2424,448,110,50
"Wayne County, Indiana",0500000US18177,6731,6086,4940,5867,2176,380,757
"Wells County, Indiana",0500000US18179,1921,2733,1734,3308,933,298,29
"White County, Indiana",0500000US18181,1121,2376,1980,2610,1149,287,126
"Whitley County, Indiana",0500000US18183,1641,2233,2755,4295,1642,319,318
"Benton County, Iowa",0500000US19011,1154,1813,1816,2835,1699,325,429
"Black Hawk County, Iowa",0500000US19013,8882,12426,9437,12919,6602,1832,1106
"Boone County, Iowa",0500000US19015,1603,2336,2402,2405,1715,277,251
"Bremer County, Iowa",0500000US19017,1736,1252,1670,2677,1430,341,553
"Buchanan County, Iowa",0500000US19019,975,1935,1366,2769,890,184,307
"Buena Vista County, Iowa",0500000US19021,1132,1489,1936,1756,782,346,243
"Carroll County, Iowa",0500000US19027,1866,1995,1143,2260,828,335,237
"Cerro Gordo County, Iowa",0500000US19033,2782,5403,3361,4973,2191,366,681
"Clinton County, Iowa",0500000US19045,3563,4530,3354,4566,2362,562,658
"Dallas County, Iowa",0500000US19049,2955,3465,3504,6841,5425,2395,3133
"Des Moines County, Iowa",0500000US19057,3385,4337,3264,3517,1711,409,223
"Dubuque County, Iowa",0500000US19061,5627,7579,7460,11432,4522,1487,717
"Fayette County, Iowa",0500000US19065,1775,2083,1538,1691,1050,202,124
"Henry County, Iowa",0500000US19087,1129,1933,1185,2505,534,195,208
"Jasper County, Iowa",0500000US19099,2461,2935,2449,4059,1748,514,238
"Johnson County, Iowa",0500000US19103,10668,9160,7814,12711,8096,3004,4121
"Jones County, Iowa",0500000US19105,1701,1795,1451,1943,1227,224,171
"Lee County, Iowa",0500000US19111,3600,3217,2393,3263,1464,258,92
"Linn County, Iowa",0500000US19113,12457,15284,13682,23922,13887,4912,4072
"Mahaska County, Iowa",0500000US19123,1719,2275,2008,1954,775,127,250
"Marion County, Iowa",0500000US19125,2171,2671,2258,4419,1233,369,131
"Marshall County, Iowa",0500000US19127,2734,2588,3569,4065,1220,299,384
"Muscatine County, Iowa",0500000US19139,2182,3108,3485,4918,1892,556,59
"Plymouth County, Iowa",0500000US19149,1491,1988,1599,2544,1426,632,312
"Polk County, Iowa",0500000US19153,23585,32019,32295,42637,28679,11008,8965
"Pottawattamie County, Iowa",0500000US19155,5932,7523,6687,10430,4381,1064,1304
"Scott County, Iowa",0500000US19163,9207,14735,14134,15295,8722,3912,1817
"Sioux County, Iowa",0500000US19167,1346,2430,2417,3418,1493,516,423
"Story County, Iowa",0500000US19169,8417,7673,4109,8441,4639,1013,1588
"Wapello County, Iowa",0500000US19179,3296,3423,3127,3076,1090,161,194
"Warren County, Iowa",0500000US19181,1511,4079,3006,5268,2991,959,415
"Washington County, Iowa",0500000US19183,871,1915,1846,2344,1475,326,58
"Webster County, Iowa",0500000US19187,3690,3479,3132,3530,1063,234,176
"Winneshiek County, Iowa",0500000US19191,1167,1596,1549,2596,932,200,230
"Woodbury County, Iowa",0500000US19193,8364,9155,6792,9897,2513,1421,756
"Barton County, Kansas",0500000US20009,2535,2767,1474,2943,1094,263,261
"Butler County, Kansas",0500000US20015,2582,5103,3963,5889,3350,1400,801
"Cherokee County, Kansas",0500000US20021,1625,2533,1743,1996,647,102,30
"Cowley County, Kansas",0500000US20035,2993,2924,2545,2976,1345,563,276
"Crawford County, Kansas",0500000US20037,3755,3955,2975,3196,984,88,156
"Douglas County, Kansas",0500000US20045,9272,10612,8853,8341,4896,1868,1382
"Ellis County, Kansas",0500000US20051,2858,2248,2452,2565,1269,465,324
"Finney County, Kansas",0500000US20055,1888,3405,2641,2840,1170,357,353
"Ford County, Kansas",0500000US20057,1541,1940,1858,3074,1526,279,579
"Franklin County, Kansas",0500000US20059,1351,2281,1628,2839,926,444,94
