Name,Geo_id,0 - 19999,20000 - 39999,40000 - 59999,60000 - 99999,100000 - 149999,150000 - 199999,200000 or more
"Jefferson County, Alabama",0500000US01073,50569,49694,43412,50734,37430,15571,17343
"Lauderdale County, Alabama",0500000US01077,8273,8358,5781,9520,4847,909,1073
"Lawrence County, Alabama",0500000US01079,2899,2829,1732,2963,1720,371,331
"Lee County, Alabama",0500000US01081,15331,10269,8678,14331,8389,3682,3768
"Limestone County, Alabama",0500000US01083,4100,6324,4756,6867,6058,2161,1754
"Madison County, Alabama",0500000US01089,21844,26434,22626,31928,27356,14364,11326
"Marengo County, Alabama",0500000US01091,3014,1770,1074,834,774,218,95
"Marion County, Alabama",0500000US01093,3102,1966,2661,3414,772,175,217
"Marshall County, Alabama",0500000US01095,6183,7573,7669,8057,3460,1260,1128
"Mobile County, Alabama",0500000US01097,33357,30020,29532,33683,17582,6772,5000
"Monroe County, Alabama",0500000US01099,2296,2446,1525,1445,746,256,89
"Montgomery County, Alabama",0500000US01101,14533,17271,18109,19312,11827,3970,3842
"Morgan County, Alabama",0500000US01103,7420,9160,9203,9997,6467,2283,1940
"Pickens County, Alabama",0500000US01107,1812,1950,1240,1881,729,227,26
"Pike County, Alabama",0500000US01109,3597,2610,2874,1891,1062,489,561
"Randolph County, Alabama",0500000US01111,1672,2411,1757,2011,978,186,156
"Russell County, Alabama",0500000US01113,5765,5059,4219,3917,2151,2388,496
"St. Clair County, Alabama",0500000US01115,3944,5145,4944,8897,7306,1306,1287
"Shelby County, Alabama",0500000US01117,8400,12103,11714,20765,16587,6729,7750
"Talladega County, Alabama",0500000US01121,6907,7149,3114,7224,4361,1106,741
"Tallapoosa County, Alabama",0500000US01123,2974,3589,2806,3331,1718,869,454
"Tuscaloosa County, Alabama",0500000US01125,14625,15648,11145,13642,11212,4087,3900
"Walker County, Alabama",0500000US01127,5321,5896,3833,5364,3445,821,473
"Winston County, Alabama",0500000US01133,2900,2934,1437,1184,1046,282,329
"Anchorage Municipality, Alaska",0500000US02020,9726,11919,14879,25051,21469,11374,10780
"Fairbanks North Star Borough, Alaska",0500000US02090,3317,4836,5632,8314,5696,3344,4417
"Juneau City and Borough, Alaska",0500000US02110,1221,2007,1083,3323,2666,1568,1069
"Kenai Peninsula Borough, Alaska",0500000US02122,3256,3628,3227,5481,2738,1411,1402
"Matanuska-Susitna Borough, Alaska",0500000US02170,3493,4593,4451,8704,5884,2846,2765
"Apache County, Arizona",0500000US04001,7326,5086,3247,2748,2069,297,152
"Cochise County, Arizona",0500000US04003,8107,12458,9806,10202,7417,2545,1447
"Coconino County, Arizona",0500000US04005,9036,7991,8097,9731,7357,4046,2735
"Gila County, Arizona",0500000US04007,4236,6155,3290,4881,2787,567,308
"Graham County, Arizona",0500000US04009,2911,1951,2624,3323,1059,301,389
"La Paz County, Arizona",0500000US04012,1627,4074,2253,1895,1203,0,227
"Maricopa County, Arizona",0500000US04013,178905,250623,268607,391133,271501,117458,133495
"Mohave County, Arizona",0500000US04015,14476,20496,19543,22824,8963,2483,2310
"Navajo County, Arizona",0500000US04017,8240,11564,5767,7704,3800,1068,589
"Pima County, Arizona",0500000US04019,64020,83571,68944,95012,56685,21530,20642
"Pinal County, Arizona",0500000US04021,16945,25342,31280,40579,24629,8648,5990
"Santa Cruz County, Arizona",0500000US04023,3291,3628,2999,4081,1458,576,529
"Yavapai County, Arizona",0500000US04025,16932,20533,17717,25911,12374,4359,4958
"Yuma County, Arizona",0500000US04027,16038,16369,14503,17065,7010,1709,1348
"Ashley County, Arkansas",0500000US05003,1458,1239,1119,1714,1036,91,250
"Baxter County, Arkansas",0500000US05005,3824,5030,4121,4027,1137,306,662
"Benton County, Arkansas",0500000US05007,11051,15659,15175,26757,16107,6214,9786
"Boone County, Arkansas",0500000US05009,1927,3179,3930,3461,776,962,284
"Carroll County, Arkansas",0500000US05015,2131,2221,1591,2615,1141,522,252
"Clark County, Arkansas",0500000US05019,2300,2204,1077,2627,725,177,53
"Cleburne County, Arkansas",0500000US05023,1943,3193,1932,2842,969,518,204
"Columbia County, Arkansas",0500000US05027,1507,2192,1160,1619,491,201,269
"Craighead County, Arkansas",0500000US05031,8132,9637,5795,8696,6045,1388,1716
"Crawford County, Arkansas",0500000US05033,4654,6601,5197,4978,2007,759,304
"Crittenden County, Arkansas",0500000US05035,4955,4728,2517,4080,1947,607,687
"Faulkner County, Arkansas",0500000US05045,8056,8785,7194,13654,6188,1447,2065
"Garland County, Arkansas",0500000US05051,9575,8962,8321,8402,3458,1933,1092
"Greene County, Arkansas",0500000US05055,3929,4716,3124,4242,2028,204,225
"Hempstead County, Arkansas",0500000US05057,1077,2589,939,2054,591,360,326
"Hot Spring County, Arkansas",0500000US05059,2828,3116,2121,2010,1021,361,165
"Independence County, Arkansas",0500000US05063,2767,3266,3186,3684,931,170,474
"Jefferson County, Arkansas",0500000US05069,7913,6154,4557,5317,2208,552,892
"Johnson County, Arkansas",0500000US05071,2031,3485,1982,1798,710,357,156
"Logan County, Arkansas",0500000US05083,2306,1741,2256,1542,811,6,57
"Lonoke County, Arkansas",0500000US05085,3966,3992,4558,6542,4229,1828,937
"Miller County, Arkansas",0500000US05091,2841,2775,2698,3448,2500,669,268
"Mississippi County, Arkansas",0500000US05093,3692,3994,3126,2538,1500,651,517
"Ouachita County, Arkansas",0500000US05103,1237,2369,1409,2862,724,0,0
"Poinsett County, Arkansas",0500000US05111,2648,2169,1786,2077,633,346,220
"Polk County, Arkansas",0500000US05113,2296,2042,1599,1974,196,30,579
"Pope County, Arkansas",0500000US05115,4549,5888,2580,4016,3187,1092,1041
"Pulaski County, Arkansas",0500000US05119,27285,35124,24810,34166,20997,8052,7566
"St. Francis County, Arkansas",0500000US05123,3242,2124,1082,1735,458,445,156
"Saline County, Arkansas",0500000US05125,5529,6865,8086,11478,8909,3166,1422
"Sebastian County, Arkansas",0500000US05131,9199,12571,10371,9862,6023,1628,1730
"Union County, Arkansas",0500000US05139,2713,4155,2915,2893,1956,626,739
"Washington County, Arkansas",0500000US05143,15583,18950,16457,17769,11642,3784,5064
"White County, Arkansas",0500000US05145,5747,7362,4516,6181,3251,924,640
"Yell County, Arkansas",0500000US05149,1249,1672,1530,1732,713,156,33
"Alameda County, California",0500000US06001,57152,55338,55173,101594,111466,74927,129982
"Amador County, California",0500000US06005,1571,3001,2410,4623,1953,1266,746
"Butte County, California",0500000US06007,12684,14443,10926,17951,10839,4045,6763
"Calaveras County, California",0500000US06009,1273,2089,2478,5630,1837,1125,873
"Colusa County, California",0500000US06011,1321,876,1381,1678,1097,343,603
"Contra Costa County, California",0500000US06013,30608,39323,36601,79528,75538,48633,89561
"Del Norte County, California",0500000US06015,1387,1885,2242,2015,1519,211,562
"El Dorado County, California",0500000US06017,9405,8328,8428,14855,14875,7741,10584
"Fresno County, California",0500000US06019,54949,60741,46053,71366,45606,20352,16907
"Glenn County, California",0500000US06021,1065,2852,1168,2470,1680,309,695
"Humboldt County, California",0500000US06023,12722,9385,9207,10800,7067,3084,3427
"Imperial County, California",0500000US06025,11690,9539,6743,10518,5985,2276,1431
"Kern County, California",0500000US06029,46972,56310,44545,55762,37677,17576,14046
"Kings County, California",0500000US06031,6430,8014,8343,12079,5393,2902,1600
"Lake County, California",0500000US06033,4641,6282,5180,4873,2803,1239,950
"Lassen County, California",0500000US06035,1269,1862,1808,1881,1191,532,169
"Los Angeles County, California",0500000US06037,443394,493746,452788,725929,557758,280131,374652
"Madera County, California",0500000US06039,4644,9920,5882,10992,8181,2590,2178
"Marin County, California",0500000US06041,8566,10781,10109,18408,16796,10574,30064
"Mariposa County, California",0500000US06043,1768,2517,1132,2107,983,394,219
"Mendocino County, California",0500000US06045,5800,6559,7387,6796,4937,1600,1399
"Merced County, California",0500000US06047,9651,16088,13595,20949,11267,4726,4369
"Monterey County, California",0500000US06053,11762,19223,17654,32648,23785,9614,13541
"Napa County, California",0500000US06055,3924,4277,6840,10616,8424,5425,8601
"Nevada County, California",0500000US06057,3334,8900,5547,8806,5296,2671,4811
"Orange County, California",0500000US06059,92045,112932,118363,217657,205403,120403,177477
"Placer County, California",0500000US06061,11130,16373,17273,30373,30624,17286,24177
"Riverside County, California",0500000US06065,87077,108256,107039,172005,135295,63507,61769
"Sacramento County, California",0500000US06067,63801,86731,82278,133102,96618,47268,46954
"San Benito County, California",0500000US06069,1787,2352,1719,5635,3707,1568,2437
"San Bernardino County, California",0500000US06071,74855,111012,97978,160105,112289,48506,40013
"San Diego County, California",0500000US06073,115614,142750,148939,251550,213161,110173,150247
"San Francisco County, California",0500000US06075,43280,30643,27816,53058,54943,43690,112421
"San Joaquin County, California",0500000US06077,26735,36741,35598,53700,38797,20782,17888
"San Luis Obispo County, California",0500000US06079,12022,15493,15715,22875,20200,10442,9765
"San Mateo County, California",0500000US06081,16863,20274,20593,40793,44746,33600,88134
"Santa Barbara County, California",0500000US06083,17203,18983,21506,33267,24942,10682,19883
"Santa Clara County, California",0500000US06085,42036,52714,51248,103287,105936,85023,203393
"Santa Cruz County, California",0500000US06087,10104,12930,10705,19129,17775,10155,16912
"Shasta County, California",0500000US06089,11796,12910,9664,18014,10635,5770,3925
"Siskiyou County, California",0500000US06093,3317,5418,2660,3950,2723,793,533
"Solano County, California",0500000US06095,13108,17296,19011,38444,30887,16436,15211
"Sonoma County, California",0500000US06097,14128,20856,26680,47401,35816,20487,25321
"Stanislaus County, California",0500000US06099,21276,31551,29217,43264,29611,10608,9171
"Sutter County, California",0500000US06101,4137,6391,4711,7692,4686,3130,2292
"Tehama County, California",0500000US06103,4920,5156,3346,5689,2874,2492,833
"Tulare County, California",0500000US06107,20103,29388,25786,33862,19775,10338,4857
"Tuolumne County, California",0500000US06109,3306,3155,3546,5246,4029,2009,1498
"Ventura County, California",0500000US06111,20395,29477,30084,64389,54775,31873,37531
"Yolo County, California",0500000US06113,11075,9399,12276,14879,12673,7174,8599
"Yuba County, California",0500000US06115,4744,4314,4601,6209,3911,1584,1464
"Adams County, Colorado",0500000US08001,14786,24079,28389,45485,31704,16219,11315
"Arapahoe County, Colorado",0500000US08005,17456,28464,41023,59131,47454,25146,27628
"Boulder County, Colorado",0500000US08013,15285,14508,13833,31023,22367,13852,20986
"Broomfield County, Colorado",0500000US08014,832,1955,3258,6492,5570,4653,5302
"Chaffee County, Colorado",0500000US08015,1278,1652,1845,1655,1383,856,341
"Delta County, Colorado",0500000US08029,2213,2077,2812,3257,1012,657,526
"Denver County, Colorado",0500000US08031,37664,45778,41615,72205,57030,26937,37216
"Douglas County, Colorado",0500000US08035,4578,9331,8463,26124,31087,21019,26874
"Eagle County, Colorado",0500000US08037,1766,2884,2641,4043,2990,1186,3583
"Elbert County, Colorado",0500000US08039,752,784,822,2438,2073,1620,1119
"El Paso County, Colorado",0500000US08041,26285,40779,38839,70856,46256,22619,20164
"Fremont County, Colorado",0500000US08043,2431,4423,3055,4872,2195,443,388
"Garfield County, Colorado",0500000US08045,2797,3602,3573,6197,4169,1547,1372
"Jefferson County, Colorado",0500000US08059,17263,28113,29391,54947,49911,24847,32024
"La Plata County, Colorado",0500000US08067,2897,2321,2811,5611,4459,1377,1805
"Larimer County, Colorado",0500000US08069,17009,18472,20580,37990,24654,14050,13883
"Logan County, Colorado",0500000US08075,1041,1293,1456,3323,1760,114,192
"Mesa County, Colorado",0500000US08077,8834,10273,12365,16291,9545,3192,3144
"Montezuma County, Colorado",0500000US08083,1165,2229,1844,3285,1237,311,454
"Montrose County, Colorado",0500000US08085,3196,3883,3525,3214,1630,835,905
"Morgan County, Colorado",0500000US08087,1812,2243,1650,3851,1008,643,89
"Otero County, Colorado",0500000US08089,1973,2244,1319,2542,744,145,157
"Pueblo County, Colorado",0500000US08101,12466,13770,10854,16481,8286,2537,1717
"Routt County, Colorado",0500000US08107,1143,699,1393,1802,2364,1359,1205
"Summit County, Colorado",0500000US08117,262,1310,829,3871,4609,832,1628
"Teller County, Colorado",0500000US08119,1161,1333,2198,1611,2433,554,690
"Weld County, Colorado",0500000US08123,10005,15951,15283,27105,24974,10380,7600
"Fairfield County, Connecticut",0500000US09001,33567,40263,34984,64182,53329,36748,77484
"Hartford County, Connecticut",0500000US09003,46807,49788,47002,77614,62462,33211,36350
"Litchfield County, Connecticut",0500000US09005,6451,9512,10879,16958,13212,8371,8586
"Middlesex County, Connecticut",0500000US09007,7998,10089,8909,13391,11698,7454,7345
"New Haven County, Connecticut",0500000US09009,49980,52394,44142,70065,53847,27620,30958
"New London County, Connecticut",0500000US09011,9535,17315,16456,26879,20106,8787,10674
"Tolland County, Connecticut",0500000US09013,5706,6677,6254,11482,12465,6164,8001
"Windham County, Connecticut",0500000US09015,6757,8389,7615,11108,7188,3196,2762
"Kent County, Delaware",0500000US10001,11037,11128,12327,17008,10695,4395,1433
"New Castle County, Delaware",0500000US10003,23163,26826,30254,53208,37022,20284,20835
"Sussex County, Delaware",0500000US10005,12023,17693,15377,22577,16304,7172,5478
"District of Columbia, District of Columbia",0500000US11001,41885,29123,30214,51778,47320,30966,60284
"Alachua County, Florida",0500000US12001,21032,21702,16529,19308,13974,4226,6253
"Baker County, Florida",0500000US12003,1854,779,1807,2763,1993,584,167
"Bay County, Florida",0500000US12005,8979,11128,14854,18426,8598,4280,2930
"Bradford County, Florida",0500000US12007,2736,1508,1426,2004,1007,333,88
"Brevard County, Florida",0500000US12009,28186,46270,43836,53227,31428,14639,12457
"Broward County, Florida",0500000US12011,104289,123352,114891,159338,101389,45433,56780
"Charlotte County, Florida",0500000US12015,12330,15679,13876,17102,10597,3662,3343
"Citrus County, Florida",0500000US12017,11624,15193,10262,15826,6656,2686,2201
"Clay County, Florida",0500000US12019,4861,12132,9965,22380,14836,7154,4465
"Collier County, Florida",0500000US12021,15117,22726,20619,28887,24376,10442,18411
"Columbia County, Florida",0500000US12023,5664,5676,4486,4444,3110,1211,649
"DeSoto County, Florida",0500000US12027,2276,4152,3290,2270,1058,197,43
"Duval County, Florida",0500000US12031,50689,72981,64432,88731,50572,20873,20390
"Escambia County, Florida",0500000US12033,19871,25245,21381,27207,16799,5090,5025
"Flagler County, Florida",0500000US12035,5110,9983,7090,10380,6751,3002,2148
"Gadsden County, Florida",0500000US12039,3380,4531,3557,3175,1479,755,270
"Hardee County, Florida",0500000US12049,2170,2197,1538,1694,510,123,19
"Hendry County, Florida",0500000US12051,2380,3804,2271,3260,564,239,207
"Hernando County, Florida",0500000US12053,12932,17131,15407,18427,10295,2945,1618
"Highlands County, Florida",0500000US12055,8611,8764,8606,10548,4376,1410,1036
"Hillsborough County, Florida",0500000US12057,75392,96910,91906,126062,79598,29816,41900
"Indian River County, Florida",0500000US12061,8233,13861,9975,15270,8852,3671,4055
"Jackson County, Florida",0500000US12063,4479,4470,3029,2822,1320,491,459
"Lake County, Florida",0500000US12069,15603,29832,26843,33890,19619,8226,5179
"Lee County, Florida",0500000US12071,33697,49525,53343,72549,41169,15601,21003
"Leon County, Florida",0500000US12073,22464,20651,20335,24525,15300,6052,6956
"Levy County, Florida",0500000US12075,3456,4678,3426,3118,1153,289,303
"Manatee County, Florida",0500000US12081,16407,25982,24377,34503,23753,8359,11790
"Marion County, Florida",0500000US12083,25039,32097,29888,35427,14439,4337,4395
"Martin County, Florida",0500000US12085,7739,10714,8813,15943,10441,4872,6492
"Miami-Dade County, Florida",0500000US12086,165846,173508,148613,197677,116398,48379,62384
"Monroe County, Florida",0500000US12087,3757,5214,5234,6750,6080,2447,3357
"Nassau County, Florida",0500000US12089,3278,5941,4795,9959,6357,2686,2196
"Okaloosa County, Florida",0500000US12091,7890,13133,14650,18451,12310,4202,5461
"Okeechobee County, Florida",0500000US12093,2165,4493,3143,3053,2035,748,453
"Orange County, Florida",0500000US12095,52448,83264,79248,115819,67449,26781,32940
"Osceola County, Florida",0500000US12097,16489,21912,26654,26333,11970,4851,3330
"Palm Beach County, Florida",0500000US12099,74189,96256,90061,119167,88753,38065,62424
"Pasco County, Florida",0500000US12101,32361,43861,37389,48054,30234,10966,9991
"Pinellas County, Florida",0500000US12103,54653,78997,71874,89337,52779,21068,26578
"Polk County, Florida",0500000US12105,36950,54861,43013,59846,27501,8634,7824
"Putnam County, Florida",0500000US12107,6337,7313,7308,6067,2609,949,283
"St. Johns County, Florida",0500000US12109,7152,11296,13129,19642,20173,7789,15580
"St. Lucie County, Florida",0500000US12111,16750,21750,21092,30366,17109,6586,3247
"Santa Rosa County, Florida",0500000US12113,8184,13055,9645,16900,10608,3317,4478
"Sarasota County, Florida",0500000US12115,19980,29108,34196,48386,30133,10571,15037
"Seminole County, Florida",0500000US12117,18238,29000,29488,45653,27402,14538,16823
"Sumter County, Florida",0500000US12119,6774,11518,11204,15923,7124,3876,3039
"Suwannee County, Florida",0500000US12121,2226,2859,2970,3828,2336,0,472
"Taylor County, Florida",0500000US12123,1194,2153,1597,1377,478,179,46
"Volusia County, Florida",0500000US12127,33350,49104,37284,55806,26625,8487,8795
"Wakulla County, Florida",0500000US12129,2617,2283,1990,3879,1239,670,694
"Walton County, Florida",0500000US12131,3823,4826,4468,6737,3456,1477,1688
"Washington County, Florida",0500000US12133,1852,2405,1939,2123,586,277,129
"Baldwin County, Georgia",0500000US13009,2880,3760,1796,4627,1502,286,314
"Barrow County, Georgia",0500000US13013,3237,4660,3662,8657,5241,1710,598
"Bartow County, Georgia",0500000US13015,7485,5954,6455,10925,5890,1739,1294
"Bibb County, Georgia",0500000US13021,13142,13932,7973,10895,6116,2377,2291
"Bryan County, Georgia",0500000US13029,855,1780,2681,3109,2189,1409,906
"Bulloch County, Georgia",0500000US13031,4750,7330,4745,8216,2093,566,960
"Burke County, Georgia",0500000US13033,1761,2312,1090,1560,475,272,248
"Butts County, Georgia",0500000US13035,1452,1736,1753,1664,1316,123,168
"Camden County, Georgia",0500000US13039,2430,4738,3269,4348,3519,1174,430
"Carroll County, Georgia",0500000US13045,6049,7833,7121,12817,6086,1833,1059
"Catoosa County, Georgia",0500000US13047,3288,4398,4002,7400,3380,818,844
"Chatham County, Georgia",0500000US13051,18136,19957,17549,25602,15551,4584,6608
"Chattooga County, Georgia",0500000US13055,2202,2486,1958,1338,868,146,0
"Cherokee County, Georgia",0500000US13057,8261,11582,10447,23945,20342,10254,8610
"Clarke County, Georgia",0500000US13059,13575,12613,8038,8842,4648,2005,2403
"Clayton County, Georgia",0500000US13063,15691,20046,21916,23672,11122,3462,1121
"Cobb County, Georgia",0500000US13067,22465,39901,42473,71025,48761,28694,33633
"Coffee County, Georgia",0500000US13069,3368,3917,3774,2673,1507,51,367
"Colquitt County, Georgia",0500000US13071,3919,3190,2011,3608,2583,315,1002
"Columbia County, Georgia",0500000US13073,2705,4887,6505,12407,11071,4185,5130
"Coweta County, Georgia",0500000US13077,6459,6966,7292,12877,11881,5542,2623
"Crisp County, Georgia",0500000US13081,2256,1290,1982,1595,593,332,406
"Dawson County, Georgia",0500000US13085,1240,1539,1888,2083,1414,830,685
"Decatur County, Georgia",0500000US13087,1693,2818,1759,2117,984,0,106
"DeKalb County, Georgia",0500000US13089,37880,52223,46149,65518,38595,18890,30574
"Dodge County, Georgia",0500000US13091,1614,1357,900,1389,949,46,434
"Dougherty County, Georgia",0500000US13095,11137,6613,5377,5587,2702,604,610
"Douglas County, Georgia",0500000US13097,5491,7988,9786,12691,7517,3113,2313
"Effingham County, Georgia",0500000US13103,2992,3119,3593,6624,3113,1035,1187
"Emanuel County, Georgia",0500000US13107,1870,1819,1703,1446,573,131,283
"Fannin County, Georgia",0500000US13111,1689,2617,2760,2530,1233,261,360
"Fayette County, Georgia",0500000US13113,2027,4345,5089,10900,7971,4188,6733
"Floyd County, Georgia",0500000US13115,6093,9050,5108,7925,4574,1565,1128
"Forsyth County, Georgia",0500000US13117,4462,6402,7727,16873,18360,12475,15466
"Franklin County, Georgia",0500000US13119,2192,1449,2162,2132,508,389,201
"Fulton County, Georgia",0500000US13121,59141,55945,53162,89305,70922,39845,71258
"Gilmer County, Georgia",0500000US13123,2078,1723,1316,3599,917,588,281
"Glynn County, Georgia",0500000US13127,5008,7069,5567,7605,5790,1680,1895
"Gordon County, Georgia",0500000US13129,3761,3475,4276,5088,2040,590,674
"Grady County, Georgia",0500000US13131,2439,2123,1746,2043,752,285,175
"Gwinnett County, Georgia",0500000US13135,25927,43472,48482,79574,55559,25516,22941
"Habersham County, Georgia",0500000US13137,3948,3113,1870,3514,1784,378,517
"Hall County, Georgia",0500000US13139,7608,10902,11116,14388,11744,4673,5194
"Haralson County, Georgia",0500000US13143,2888,1854,2613,2037,1213,653,80
"Harris County, Georgia",0500000US13145,994,1719,1952,2441,2389,1498,722
"Hart County, Georgia",0500000US13147,1664,1557,1822,2702,1443,556,34
"Henry County, Georgia",0500000US13151,5987,11260,12908,22794,16268,5565,4768
"Houston County, Georgia",0500000US13153,8194,10547,8171,15432,9394,4257,2422
"Jackson County, Georgia",0500000US13157,4378,3750,3617,5838,4457,1483,1657
"Jones County, Georgia",0500000US13169,2509,1477,2242,2887,726,370,835
"Laurens County, Georgia",0500000US13175,4499,4106,2996,2854,1591,316,948
"Lee County, Georgia",0500000US13177,1413,1477,1955,1976,2490,573,636
"Liberty County, Georgia",0500000US13179,2772,5663,5402,6707,1991,489,582
"Lowndes County, Georgia",0500000US13185,7949,11460,6946,10093,3596,1226,1369
"Lumpkin County, Georgia",0500000US13187,3012,1658,2267,3027,1524,441,605
"McDuffie County, Georgia",0500000US13189,1367,2355,1726,1816,515,355,93
"Madison County, Georgia",0500000US13195,1413,2461,1628,2931,1809,273,243
"Meriwether County, Georgia",0500000US13199,2274,1188,1484,1415,739,8,255
"Mitchell County, Georgia",0500000US13205,3489,1590,1001,1360,551,176,164
"Monroe County, Georgia",0500000US13207,1152,1806,619,2755,1380,1077,1009
"Murray County, Georgia",0500000US13213,3135,2645,3330,4301,1494,551,293
"Muscogee County, Georgia",0500000US13215,15079,16247,11846,16658,7237,2262,3805
"Newton County, Georgia",0500000US13217,5624,7683,6451,9440,5783,1660,1226
"Oconee County, Georgia",0500000US13219,563,1059,2621,3018,3623,1350,1910
"Paulding County, Georgia",0500000US13223,4889,7749,9981,15207,12684,4423,1543
"Peach County, Georgia",0500000US13225,3731,1232,1313,2229,1179,277,453
"Pickens County, Georgia",0500000US13227,1093,2144,2098,3655,1845,400,782
"Polk County, Georgia",0500000US13233,2817,3154,2039,3679,2367,959,276
"Putnam County, Georgia",0500000US13237,1042,1743,1598,3388,1445,417,491
"Richmond County, Georgia",0500000US13245,14261,15103,13968,15237,6255,1557,1980
"Rockdale County, Georgia",0500000US13247,3433,6255,6504,7723,6113,712,2052
"Spalding County, Georgia",0500000US13255,4080,6537,3472,6681,2369,1143,1057
"Stephens County, Georgia",0500000US13257,1469,2065,2366,1937,832,382,45
"Sumter County, Georgia",0500000US13261,3399,2333,1262,2521,1117,217,113
"Tattnall County, Georgia",0500000US13267,1431,2255,1795,1619,589,257,131
"Thomas County, Georgia",0500000US13275,3465,4144,2287,3853,2553,1006,690
"Tift County, Georgia",0500000US13277,3120,3270,2961,2822,1757,415,446
"Toombs County, Georgia",0500000US13279,2013,2094,778,1926,1672,626,319
"Troup County, Georgia",0500000US13285,5576,5266,3497,5591,2875,665,966
"Union County, Georgia",0500000US13291,1271,2038,1294,2545,1514,552,572
"Upson County, Georgia",0500000US13293,2678,2808,1111,2416,1171,211,0
"Walker County, Georgia",0500000US13295,5640,5960,4273,7134,2564,540,649
"Walton County, Georgia",0500000US13297,3680,5270,6808,6909,5620,3920,1143
"Ware County, Georgia",0500000US13299,3653,4598,1461,2790,1046,142,763
"Washington County, Georgia",0500000US13303,1674,2028,1528,1259,579,151,21
"Wayne County, Georgia",0500000US13305,1857,2561,1967,2724,969,311,383
"White County, Georgia",0500000US13311,1101,2058,2586,3424,1459,763,281
"Whitfield County, Georgia",0500000US13313,5454,7346,6251,8654,3929,1167,1717
"Worth County, Georgia",0500000US13321,1899,1985,1131,1562,489,184,130
"Hawaii County, Hawaii",0500000US15001,10652,11810,9882,15702,11917,6190,5040
"Honolulu County, Hawaii",0500000US15003,29299,35477,38530,75222,65353,33884,38691
"Kauai County, Hawaii",0500000US15007,1922,3128,3609,4894,5289,2099,1957
"Maui County, Hawaii",0500000US15009,5986,6573,7750,13515,10247,5706,4967
"Ada County, Idaho",0500000US16001,17500,26806,30367,47733,30752,15116,15886
"Bannock County, Idaho",0500000US16005,5252,7764,4855,7268,4668,1621,582
"Bingham County, Idaho",0500000US16011,1757,3001,2639,4132,2367,1106,785
"Blaine County, Idaho",0500000US16013,731,515,1755,2704,1169,927,424
"Bonner County, Idaho",0500000US16017,3195,3129,2319,4711,2409,463,963
"Bonneville County, Idaho",0500000US16019,5135,7424,6157,9835,7463,2583,2179
"Canyon County, Idaho",0500000US16027,8967,15332,15257,21526,11369,2506,2492
"Cassia County, Idaho",0500000US16031,1156,1187,2245,1665,934,293,38
"Elmore County, Idaho",0500000US16039,2052,3654,1445,2503,1043,573,71
"Jefferson County, Idaho",0500000US16051,734,1437,2329,2699,1181,213,606
"Jerome County, Idaho",0500000US16053,1491,1173,1190,2840,712,111,287
"Kootenai County, Idaho",0500000US16055,6745,12563,11872,18465,10491,2446,2701
"Latah County, Idaho",0500000US16057,1934,3213,3037,3997,2002,507,515
"Madison County, Idaho",0500000US16065,3903,2366,2010,2250,1933,236,197
"Minidoka County, Idaho",0500000US16067,596,1272,1758,1696,917,290,240
"Nez Perce County, Idaho",0500000US16069,2857,2148,2426,4618,3522,867,671
"Payette County, Idaho",0500000US16075,1275,2007,2276,1908,1686,86,456
"Twin Falls County, Idaho",0500000US16083,4635,5729,6953,8884,3398,929,1322
