Name,Geo_id,0 - 19999,20000 - 39999,40000 - 59999,60000 - 99999,100000 - 149999,150000 - 199999,200000 or more
"Jefferson County, Arkansas",0500000US05069,7754,6658,4748,4520,2182,316,334
"Johnson County, Arkansas",0500000US05071,2782,2796,1681,1672,657,61,156
"Logan County, Arkansas",0500000US05083,1490,3071,1405,1426,639,189,222
"Lonoke County, Arkansas",0500000US05085,4256,4572,5010,7251,4505,551,277
"Miller County, Arkansas",0500000US05091,4428,4457,1829,4057,1295,336,262
"Mississippi County, Arkansas",0500000US05093,5009,4013,2584,2736,937,521,220
"Ouachita County, Arkansas",0500000US05103,2845,2502,1576,1987,876,188,182
"Poinsett County, Arkansas",0500000US05111,2518,2835,2055,1360,287,47,15
"Polk County, Arkansas",0500000US05113,2797,1851,1867,830,375,77,122
"Pope County, Arkansas",0500000US05115,6529,5248,3714,4690,1605,505,116
"Pulaski County, Arkansas",0500000US05119,32054,37347,28185,29378,15830,6429,8178
"St. Francis County, Arkansas",0500000US05123,2918,2846,1262,1537,422,235,170
"Saline County, Arkansas",0500000US05125,5563,9708,8692,11017,6330,1220,1347
"Sebastian County, Arkansas",0500000US05131,12889,11897,8387,11064,3975,610,1381
"Union County, Arkansas",0500000US05139,4063,3724,2128,3569,1576,225,657
"Washington County, Arkansas",0500000US05143,14648,20656,17351,16640,7502,2842,3266
"White County, Arkansas",0500000US05145,8132,6487,4431,6447,2138,417,843
"Yell County, Arkansas",0500000US05149,1688,2480,1149,1483,838,110,16
"Alameda County, California",0500000US06001,67495,75560,72218,117166,101496,61629,76264
"Amador County, California",0500000US06005,1982,2235,2779,3756,2098,272,464
"Butte County, California",0500000US06007,19784,17673,16333,15610,10021,3334,2534
"Calaveras County, California",0500000US06009,2621,3952,3342,1970,2927,1509,853
"Colusa County, California",0500000US06011,847,1288,1312,2026,590,222,321
"Contra Costa County, California",0500000US06013,40600,50688,49355,85122,70824,40319,55088
"Del Norte County, California",0500000US06015,2404,1910,1673,1921,469,283,151
"El Dorado County, California",0500000US06017,7752,10388,7123,16268,12664,6257,7092
"Fresno County, California",0500000US06019,65021,67473,50478,62800,35680,12248,10509
"Glenn County, California",0500000US06021,3129,2050,1025,2080,873,392,98
"Humboldt County, California",0500000US06023,11494,14861,9636,9703,5065,1155,1639
"Imperial County, California",0500000US06025,12327,9909,6531,7935,5966,1618,872
"Kern County, California",0500000US06029,46998,58065,44042,56611,32797,15534,9226
"Kings County, California",0500000US06031,7916,10514,6400,9984,5063,1478,1337
"Lake County, California",0500000US06033,5910,7755,4827,5151,1552,682,458
"Lassen County, California",0500000US06035,1125,1888,1405,2566,1308,456,325
"Los Angeles County, California",0500000US06037,538549,615266,506682,695060,469198,213498,254842
"Madera County, California",0500000US06039,7779,10017,10355,7834,6140,1657,1442
"Marin County, California",0500000US06041,9413,12963,11718,18312,19006,10996,23479
"Mendocino County, California",0500000US06045,7760,9266,5095,8213,3433,912,585
"Merced County, California",0500000US06047,18610,19397,13438,15493,6890,2712,2558
"Monterey County, California",0500000US06053,14698,22518,25661,29953,18688,7880,7506
"Napa County, California",0500000US06055,5262,7491,6690,11704,7752,4879,5841
"Nevada County, California",0500000US06057,7764,7692,6381,9704,5617,2661,1562
"Orange County, California",0500000US06059,118319,142064,137038,227008,176192,96230,125691
"Placer County, California",0500000US06061,16209,19032,18598,30873,27270,14165,11353
"Riverside County, California",0500000US06065,104039,142636,117597,171456,101800,41977,35223
"Sacramento County, California",0500000US06067,87836,98255,82134,123185,79033,33540,26514
"San Benito County, California",0500000US06069,1304,2459,2152,4626,3529,1796,1700
"San Bernardino County, California",0500000US06071,107690,129502,103735,149851,83818,32918,21284
"San Diego County, California",0500000US06073,147819,177205,172772,258646,185856,80394,90918
"San Francisco County, California",0500000US06075,54550,39139,32247,61715,58207,38266,72792
"San Joaquin County, California",0500000US06077,37611,46830,37082,49920,31236,12142,8241
"San Luis Obispo County, California",0500000US06079,14424,18452,16437,24627,16688,7006,7126
"San Mateo County, California",0500000US06081,20666,29074,28319,50788,48773,33091,52569
"Santa Barbara County, California",0500000US06083,19007,25402,22610,30672,24441,9622,12507
"Santa Clara County, California",0500000US06085,55912,68131,67769,111515,112558,84624,133277
"Santa Cruz County, California",0500000US06087,13905,16592,13108,20045,13791,7052,8824
"Shasta County, California",0500000US06089,14315,15718,12172,14891,7378,3254,2071
"Siskiyou County, California",0500000US06093,5144,5264,3414,3188,1293,401,345
"Solano County, California",0500000US06095,17825,24645,21982,36052,25600,11292,8106
"Sonoma County, California",0500000US06097,22781,30015,31846,46564,30755,13425,15276
"Stanislaus County, California",0500000US06099,28032,36047,31313,41632,21115,7546,6275
"Sutter County, California",0500000US06101,6043,7547,4856,7443,4857,1362,793
"Tehama County, California",0500000US06103,5762,6746,4189,3816,2092,796,360
"Tulare County, California",0500000US06107,30438,33562,21416,25412,15512,4814,3647
"Tuolumne County, California",0500000US06109,3591,4284,3681,5584,2949,687,987
"Ventura County, California",0500000US06111,25625,37199,37569,62456,51293,26418,29006
"Yolo County, California",0500000US06113,14399,11380,11477,15469,10025,5401,5603
"Yuba County, California",0500000US06115,5035,5570,4037,5606,3078,1183,852
"Adams County, Colorado",0500000US08001,18777,27199,28425,41531,26513,10182,6686
"Arapahoe County, Colorado",0500000US08005,23863,37114,41598,58320,38491,16494,18057
"Boulder County, Colorado",0500000US08013,14729,20141,19222,24718,19963,11277,14565
"Broomfield County, Colorado",0500000US08014,1321,2528,4724,6833,5216,2456,2479
"Delta County, Colorado",0500000US08029,2399,2865,1715,1801,1098,43,657
"Denver County, Colorado",0500000US08031,45140,52290,48437,61878,43294,15154,20881
"Douglas County, Colorado",0500000US08035,4837,8331,11681,28325,30269,17814,17356
"Eagle County, Colorado",0500000US08037,1180,3163,3389,5149,3704,663,1436
"Elbert County, Colorado",0500000US08039,817,544,1140,2260,1765,1378,1100
"El Paso County, Colorado",0500000US08041,30623,51300,43868,59464,41076,13772,12066
"Fremont County, Colorado",0500000US08043,3247,4975,3149,3186,1161,130,341
"Garfield County, Colorado",0500000US08045,2539,4529,3269,5512,3291,1586,741
"Jefferson County, Colorado",0500000US08059,23038,33220,38380,55711,39522,19835,17214
"La Plata County, Colorado",0500000US08067,3218,4450,2633,6002,3162,1093,818
"Larimer County, Colorado",0500000US08069,15848,24393,19190,33343,20520,8283,7633
"Logan County, Colorado",0500000US08075,2257,1866,1503,2141,823,177,223
"Mesa County, Colorado",0500000US08077,9771,13280,10513,14317,6962,2110,2113
"Montezuma County, Colorado",0500000US08083,2621,2610,1581,2344,1065,142,139
"Montrose County, Colorado",0500000US08085,3450,3861,3347,4531,1036,52,315
"Morgan County, Colorado",0500000US08087,1342,3106,1410,3167,1340,168,218
"Pueblo County, Colorado",0500000US08101,15751,15149,9136,12469,6628,1571,1172
"Routt County, Colorado",0500000US08107,1204,1504,1090,2416,1532,405,906
"Summit County, Colorado",0500000US08117,808,1666,1530,3266,2141,917,349
"Teller County, Colorado",0500000US08119,504,1243,1876,2370,2046,860,367
"Weld County, Colorado",0500000US08123,11447,16179,14298,28762,16206,6488,4442
"Fairfield County, Connecticut",0500000US09001,39080,42527,40888,64982,54993,30090,60968
"Hartford County, Connecticut",0500000US09003,49448,55146,47054,78104,55337,27597,31198
"Litchfield County, Connecticut",0500000US09005,8584,10788,11826,16873,13408,6406,5475
"Middlesex County, Connecticut",0500000US09007,6858,7800,9453,14772,14242,6589,5661
"New Haven County, Connecticut",0500000US09009,51730,52934,51546,68773,52165,23339,22783
"New London County, Connecticut",0500000US09011,14359,17515,16373,24373,17946,8752,6058
"Tolland County, Connecticut",0500000US09013,6311,6618,7823,12271,11781,5144,5406
"Windham County, Connecticut",0500000US09015,5578,6120,8116,11362,8358,2847,1175
"Kent County, Delaware",0500000US10001,9336,13920,10065,16475,7905,2521,2255
"New Castle County, Delaware",0500000US10003,25139,35696,30997,51032,31965,15374,12610
"Sussex County, Delaware",0500000US10005,11178,18675,17064,21887,10871,4298,3332
"District of Columbia, District of Columbia",0500000US11001,47289,37379,34348,52000,44983,24445,41343
"Alachua County, Florida",0500000US12001,22325,20093,13441,19954,11040,5344,4230
"Baker County, Florida",0500000US12003,1175,2139,732,2455,1128,128,421
"Bay County, Florida",0500000US12005,12975,15205,12882,15933,8886,1557,1899
"Bradford County, Florida",0500000US12007,2756,1586,1630,1459,1040,534,86
"Brevard County, Florida",0500000US12009,34494,51870,44115,54079,25065,9022,7037
"Broward County, Florida",0500000US12011,110233,141008,120039,145422,86457,34630,36081
"Charlotte County, Florida",0500000US12015,13630,19008,13766,15521,7144,1392,2210
"Citrus County, Florida",0500000US12017,14498,15569,11934,11562,4806,917,1255
"Clay County, Florida",0500000US12019,10130,11660,15075,19195,10559,3195,1919
"Collier County, Florida",0500000US12021,15193,24913,24274,31783,17857,8037,12849
"Columbia County, Florida",0500000US12023,4510,5981,3986,5857,2941,557,406
"DeSoto County, Florida",0500000US12027,3288,3518,1494,2135,692,299,144
"Duval County, Florida",0500000US12031,61613,76404,62928,78735,36660,12748,14379
"Escambia County, Florida",0500000US12033,17933,31194,25755,24044,11832,3987,2069
"Flagler County, Florida",0500000US12035,6017,9784,8558,9200,3984,1033,705
"Gadsden County, Florida",0500000US12039,4519,4592,3215,3029,1308,174,0
"Hardee County, Florida",0500000US12049,2102,2239,1042,1421,879,426,121
"Hendry County, Florida",0500000US12051,2374,3206,2491,2276,639,73,244
"Hernando County, Florida",0500000US12053,13152,19322,15354,13722,6331,1800,1032
"Highlands County, Florida",0500000US12055,10381,13072,8104,6045,1884,1099,531
"Hillsborough County, Florida",0500000US12057,89197,105810,84935,114469,60491,23011,25241
"Indian River County, Florida",0500000US12061,8615,13329,11448,11671,5458,1783,3190
"Jackson County, Florida",0500000US12063,4246,5021,2590,3323,911,338,196
"Lake County, Florida",0500000US12069,20516,30524,24180,30735,13766,3921,2877
"Lee County, Florida",0500000US12071,44282,60787,47278,61665,28900,10599,10183
"Leon County, Florida",0500000US12073,23345,24185,19695,21520,12272,3936,4256
"Levy County, Florida",0500000US12075,4231,4521,2535,2900,672,288,321
"Manatee County, Florida",0500000US12081,22285,32413,22525,30781,15439,6169,5078
"Marion County, Florida",0500000US12083,26966,35569,25441,23798,9256,2217,1980
"Martin County, Florida",0500000US12085,10641,14302,11485,12818,8947,2808,4100
"Miami-Dade County, Florida",0500000US12086,206237,191395,140366,158354,86274,32110,42976
"Monroe County, Florida",0500000US12087,4856,5589,4934,7284,4184,1988,2556
"Nassau County, Florida",0500000US12089,4085,7014,5359,6886,3718,1376,1236
"Okaloosa County, Florida",0500000US12091,10701,15452,15434,19404,9904,3031,2795
"Okeechobee County, Florida",0500000US12093,3038,4394,2863,1345,681,43,115
"Orange County, Florida",0500000US12095,75017,107412,79596,103537,49727,20627,21820
"Osceola County, Florida",0500000US12097,18205,24509,19246,21917,10187,2474,1763
"Palm Beach County, Florida",0500000US12099,88111,108436,87678,115570,73543,32352,40090
"Pasco County, Florida",0500000US12101,36208,46898,35585,41757,20570,6700,4910
"Pinellas County, Florida",0500000US12103,77836,93859,67753,82376,43777,16487,18121
"Polk County, Florida",0500000US12105,41869,59231,47126,46563,21565,6583,4185
"Putnam County, Florida",0500000US12107,9652,7592,4077,4924,1317,309,294
"St. Johns County, Florida",0500000US12109,11324,11806,12413,17907,12372,8656,8769
"St. Lucie County, Florida",0500000US12111,21546,26691,20919,25439,8364,3267,2585
"Santa Rosa County, Florida",0500000US12113,7797,11020,11797,16056,8472,3315,2404
"Sarasota County, Florida",0500000US12115,23329,37314,32758,42164,23051,9227,9964
"Seminole County, Florida",0500000US12117,24851,32266,26318,40059,19500,10444,9301
"Sumter County, Florida",0500000US12119,6624,12617,10499,11121,6474,2284,1551
"Suwannee County, Florida",0500000US12121,3043,5342,2136,4182,605,172,202
"Taylor County, Florida",0500000US12123,2340,1808,2147,1497,179,51,59
"Volusia County, Florida",0500000US12127,42151,57915,37850,42368,18891,5676,4806
"Wakulla County, Florida",0500000US12129,1436,3624,2308,2167,1237,81,13
"Walton County, Florida",0500000US12131,4634,6141,5568,4727,2394,648,1896
"Washington County, Florida",0500000US12133,2131,1796,1339,1083,474,153,126
"Baldwin County, Georgia",0500000US13009,5600,3562,2081,2492,1708,554,172
"Barrow County, Georgia",0500000US13013,3701,5083,4930,6118,2532,1133,603
"Bartow County, Georgia",0500000US13015,5250,8839,7499,9176,5012,793,447
"Bibb County, Georgia",0500000US13021,17410,13277,9628,10337,5418,2150,1575
"Bryan County, Georgia",0500000US13029,2006,1990,1513,2981,1910,451,351
"Bulloch County, Georgia",0500000US13031,8108,6751,3527,4190,2552,715,652
"Burke County, Georgia",0500000US13033,2327,1873,1091,1826,765,322,62
"Butts County, Georgia",0500000US13035,1934,2064,860,1465,1228,54,107
"Camden County, Georgia",0500000US13039,2321,4314,3646,4526,2925,950,623
"Carroll County, Georgia",0500000US13045,8592,10127,7896,8555,4477,883,721
"Catoosa County, Georgia",0500000US13047,4619,4924,6060,4796,3132,757,612
"Chatham County, Georgia",0500000US13051,18889,26652,18184,23454,12255,4914,3901
"Chattooga County, Georgia",0500000US13055,2338,2868,2374,1661,568,200,107
"Cherokee County, Georgia",0500000US13057,9530,12356,10358,22260,16054,7527,4579
"Clarke County, Georgia",0500000US13059,17103,9969,6762,6381,4076,1200,1065
"Clayton County, Georgia",0500000US13063,20694,22108,19240,18496,6925,2053,857
"Cobb County, Georgia",0500000US13067,30106,45452,41959,67723,47549,20550,21129
"Coffee County, Georgia",0500000US13069,3617,3967,2324,2101,583,193,377
"Colquitt County, Georgia",0500000US13071,3417,5430,2688,2029,1053,514,210
"Columbia County, Georgia",0500000US13073,4623,5083,7830,14748,8482,3326,2729
"Coweta County, Georgia",0500000US13077,7035,8059,7244,14871,7744,3175,2225
"Crisp County, Georgia",0500000US13081,3972,2375,1415,1010,693,230,103
"Dawson County, Georgia",0500000US13085,1803,1267,1141,2417,1287,806,446
"Decatur County, Georgia",0500000US13087,3019,1979,2622,1951,553,47,463
"DeKalb County, Georgia",0500000US13089,42075,58074,50069,58462,35100,14218,18633
"Dodge County, Georgia",0500000US13091,2331,1841,1098,1293,833,116,37
"Dougherty County, Georgia",0500000US13095,10659,9289,5372,5632,2602,1159,513
"Douglas County, Georgia",0500000US13097,7324,8853,8393,13734,7019,2279,891
"Effingham County, Georgia",0500000US13103,2224,3461,3511,5754,3222,905,256
"Emanuel County, Georgia",0500000US13107,2242,2587,1366,1225,401,258,186
"Fannin County, Georgia",0500000US13111,2073,2656,1832,1877,1395,152,71
"Fayette County, Georgia",0500000US13113,3743,5524,6144,8168,7722,3560,4846
"Floyd County, Georgia",0500000US13115,8460,8697,5441,6957,3446,1151,779
"Forsyth County, Georgia",0500000US13117,5681,6948,8300,15486,16666,8585,8367
"Franklin County, Georgia",0500000US13119,2765,1303,1458,1659,277,268,143
"Fulton County, Georgia",0500000US13121,62418,73897,59097,76872,52749,24975,42786
"Gilmer County, Georgia",0500000US13123,1610,2900,1671,2660,1075,655,214
"Autauga County, Alabama",0500000US01001,3929,3106,3320,5784,2675,820,865
"Baldwin County, Alabama",0500000US01003,11593,16483,14142,14375,8587,3065,4024
"Barbour County, Alabama",0500000US01005,3492,2801,1176,1269,488,25,134
"Bibb County, Alabama",0500000US01007,2040,2050,1341,1245,346,81,192
"Blount County, Alabama",0500000US01009,3377,4340,3222,6110,2432,321,169
"Butler County, Alabama",0500000US01013,1914,2087,1186,1043,394,0,70
"Calhoun County, Alabama",0500000US01015,10278,10203,8424,9471,4662,1111,174
"Chambers County, Alabama",0500000US01017,3604,3673,2327,2934,550,75,32
"Cherokee County, Alabama",0500000US01019,2564,2490,1627,1725,719,128,117
"Chilton County, Alabama",0500000US01021,4296,3776,3092,3599,1382,406,58
"Clarke County, Alabama",0500000US01025,3349,1699,1505,1093,787,111,171
"Coffee County, Alabama",0500000US01031,4241,4623,2951,3648,2377,865,398
"Colbert County, Alabama",0500000US01033,5347,5943,3736,4014,1865,594,402
"Covington County, Alabama",0500000US01039,4309,3610,2741,2386,1410,276,338
"Cullman County, Alabama",0500000US01043,8285,8237,4856,6257,1844,775,544
"Dale County, Alabama",0500000US01045,3247,3625,3775,3656,2081,799,171
"Dallas County, Alabama",0500000US01047,6195,4315,2397,2593,1445,192,283
"DeKalb County, Alabama",0500000US01049,7338,6679,4778,5571,1142,272,467
"Elmore County, Alabama",0500000US01051,4503,6906,4815,6408,4522,1629,832
"Escambia County, Alabama",0500000US01053,4000,3150,2268,2305,748,296,372
"Etowah County, Alabama",0500000US01055,8888,9488,8003,8757,3139,670,387
"Franklin County, Alabama",0500000US01059,2334,3223,2365,2381,920,141,180
"Geneva County, Alabama",0500000US01061,3048,2573,2218,2066,407,168,177
"Houston County, Alabama",0500000US01069,8623,9292,7324,7436,3601,1168,1426
"Jackson County, Alabama",0500000US01071,5147,5850,4235,4483,1191,270,379
"Jefferson County, Alabama",0500000US01073,56928,56523,43014,54480,30134,11644,12058
"Lauderdale County, Alabama",0500000US01077,8844,8851,7696,7546,3104,1610,1111
"Lawrence County, Alabama",0500000US01079,3076,3600,2787,2445,1410,287,102
"Lee County, Alabama",0500000US01081,15338,10116,9150,12934,5936,2886,1831
"Limestone County, Alabama",0500000US01083,6218,5388,5040,6696,4726,2029,1493
"Madison County, Alabama",0500000US01089,22630,29065,20102,30375,20718,10677,7392
"Marengo County, Alabama",0500000US01091,2600,1921,1071,1243,773,172,30
"Marion County, Alabama",0500000US01093,2922,4273,1811,1704,1127,248,237
"McPherson County, Kansas",0500000US20113,1210,1662,2488,3717,1937,424,250
"Miami County, Kansas",0500000US20121,2009,2080,2381,3331,2084,388,610
"Montgomery County, Kansas",0500000US20125,3182,2780,2702,2892,1094,180,237
"Pottawatomie County, Kansas",0500000US20149,664,1480,2237,2374,1130,251,232
"Reno County, Kansas",0500000US20155,3788,6449,4715,6486,2532,273,651
"Riley County, Kansas",0500000US20161,5744,5589,5290,5124,2808,1172,711
"Saline County, Kansas",0500000US20169,4411,5357,4338,4656,1875,629,796
"Sedgwick County, Kansas",0500000US20173,35004,39818,38614,41345,24646,6405,7313
"Seward County, Kansas",0500000US20175,1309,2592,1219,1660,929,0,313
"Shawnee County, Kansas",0500000US20177,12161,15431,12248,18742,8633,2055,2100
"Sumner County, Kansas",0500000US20191,1753,1929,1572,2439,1108,185,230
"Wyandotte County, Kansas",0500000US20209,12726,15126,11740,12835,5564,731,559
"Allen County, Kentucky",0500000US21003,1664,1726,1165,1552,925,176,52
"Anderson County, Kentucky",0500000US21005,819,2129,2067,3204,616,126,246
"Barren County, Kentucky",0500000US21009,3783,4865,3689,2248,1790,394,87
"Bell County, Kentucky",0500000US21013,6028,2700,1049,722,108,81,0
"Boone County, Kentucky",0500000US21015,5883,6526,7689,11229,8176,3227,3101
"Bourbon County, Kentucky",0500000US21017,1425,1618,1511,1827,1072,445,64
"Boyd County, Kentucky",0500000US21019,3965,3692,3698,4155,1462,615,627
"Boyle County, Kentucky",0500000US21021,2774,3816,1317,1845,1056,111,293
"Breckinridge County, Kentucky",0500000US21027,2012,1695,895,2300,537,196,72
"Bullitt County, Kentucky",0500000US21029,3945,6136,6040,8858,2981,557,343
"Calloway County, Kentucky",0500000US21035,4280,2879,2107,2979,1311,321,237
"Campbell County, Kentucky",0500000US21037,5402,8029,6850,7274,4857,1796,1474
"Carter County, Kentucky",0500000US21043,2625,3140,1820,2571,670,147,63
"Christian County, Kentucky",0500000US21047,5602,7152,6229,4376,1520,363,104
"Clark County, Kentucky",0500000US21049,2038,2868,1924,4216,1405,427,620
"Clay County, Kentucky",0500000US21051,3932,1692,920,900,261,51,0
"Daviess County, Kentucky",0500000US21059,6900,9662,6912,8366,4829,1411,1315
"Fayette County, Kentucky",0500000US21067,26051,26677,19501,28225,16681,5889,6064
"Floyd County, Kentucky",0500000US21071,5797,4245,2202,1915,682,95,176
"Franklin County, Kentucky",0500000US21073,2937,4383,4251,5641,1470,791,582
"Grant County, Kentucky",0500000US21081,1779,2131,1720,1694,583,218,71
"Graves County, Kentucky",0500000US21083,3520,4182,2373,2126,1654,521,121
"Grayson County, Kentucky",0500000US21085,1795,3598,1588,1427,1159,83,131
"Greenup County, Kentucky",0500000US21089,3337,2614,2723,2307,1961,620,361
"Hardin County, Kentucky",0500000US21093,7618,9589,8238,8658,5086,1543,657
"Harlan County, Kentucky",0500000US21095,4279,3249,2205,1181,642,44,27
"Henderson County, Kentucky",0500000US21101,3829,4708,3297,3348,1892,966,284
"Hopkins County, Kentucky",0500000US21107,4030,4161,3194,4627,1850,259,384
"Jefferson County, Kentucky",0500000US21111,56220,64678,53519,70037,36615,13858,13661
"Jessamine County, Kentucky",0500000US21113,3254,4241,4024,3942,1617,1174,854
"Johnson County, Kentucky",0500000US21115,2693,2045,1289,1499,1047,162,78
"Kenton County, Kentucky",0500000US21117,9754,13491,12128,14637,7683,2710,2657
"Knox County, Kentucky",0500000US21121,4709,2511,2845,1603,844,140,113
"Laurel County, Kentucky",0500000US21125,6430,5974,4062,4618,1508,151,591
"Letcher County, Kentucky",0500000US21133,3995,2226,1811,1147,943,57,90
"Lincoln County, Kentucky",0500000US21137,2267,2240,1690,2332,723,88,135
"Logan County, Kentucky",0500000US21141,1939,2644,2246,2772,519,172,192
"McCracken County, Kentucky",0500000US21145,5331,6777,3591,6378,2970,1157,1653
"Madison County, Kentucky",0500000US21151,7607,6799,5399,7562,3475,1034,487
"Marion County, Kentucky",0500000US21155,1550,2356,1334,1489,792,103,38
"Marshall County, Kentucky",0500000US21157,2728,2824,1856,3648,1266,311,283
"Meade County, Kentucky",0500000US21163,1371,1853,2736,2470,1425,162,26
"Mercer County, Kentucky",0500000US21167,1795,1860,1344,2001,938,200,76
"Montgomery County, Kentucky",0500000US21173,2583,2717,1996,1920,777,179,215
"Muhlenberg County, Kentucky",0500000US21177,2905,2425,2155,2166,914,256,202
"Nelson County, Kentucky",0500000US21179,2684,3577,4249,4449,1821,530,473
"Ohio County, Kentucky",0500000US21183,2675,1772,1744,1894,479,226,64
"Oldham County, Kentucky",0500000US21185,1625,2231,2621,5664,4519,1546,1853
"Perry County, Kentucky",0500000US21193,4277,2798,1475,2280,867,191,57
"Pike County, Kentucky",0500000US21195,7687,7415,3553,4143,1748,389,626
"Pulaski County, Kentucky",0500000US21199,6691,4755,5679,4564,1851,422,448
"Rowan County, Kentucky",0500000US21205,3407,2222,721,1293,390,371,98
"Scott County, Kentucky",0500000US21209,2384,3725,2591,5595,3145,931,754
"Shelby County, Kentucky",0500000US21211,1678,4167,2087,4446,2247,1106,782
"Taylor County, Kentucky",0500000US21217,3713,2889,1328,1253,634,75,93
"Warren County, Kentucky",0500000US21227,10179,9570,9373,8992,4071,1834,1752
"Wayne County, Kentucky",0500000US21231,3096,2192,1589,1062,328,0,81
"Whitley County, Kentucky",0500000US21235,4746,2423,2184,1935,1115,208,236
"Woodford County, Kentucky",0500000US21239,1387,2887,1481,1944,1795,461,565
"Acadia Parish, Louisiana",0500000US22001,6372,4500,3496,4163,1702,1036,496
"Allen Parish, Louisiana",0500000US22003,1849,1465,1622,1767,605,164,11
"Ascension Parish, Louisiana",0500000US22005,5274,4758,5407,9721,9196,4107,2147
"Assumption Parish, Louisiana",0500000US22007,2061,1486,867,2234,1637,0,159
"Avoyelles Parish, Louisiana",0500000US22009,4954,3296,1612,3029,1397,427,316
"Beauregard Parish, Louisiana",0500000US22011,3375,2711,2411,3265,1026,135,308
