Name,Geo_id,0 - 19999,20000 - 39999,40000 - 59999,60000 - 99999,100000 - 149999,150000 - 199999,200000 or more
"Tuscaloosa County, Alabama",0500000US01125,14958,16774,13097,15195,7710,3721,2370
"Walker County, Alabama",0500000US01127,5580,6685,4377,4987,1694,276,264
"Winston County, Alabama",0500000US01133,2840,1475,1807,1855,601,188,39
"Anchorage Municipality, Alaska",0500000US02020,7084,11784,15197,26669,22395,11374,10746
"Fairbanks North Star Borough, Alaska",0500000US02090,2765,4915,6143,7665,7601,3237,1444
"Juneau City and Borough, Alaska",0500000US02110,805,1167,1690,4237,2995,1095,712
"Kenai Peninsula Borough, Alaska",0500000US02122,2295,3336,3338,5674,3908,1784,1054
"Matanuska-Susitna Borough, Alaska",0500000US02170,3896,4741,4386,7150,5574,2543,2015
"Apache County, Arizona",0500000US04001,7219,3597,3416,3790,1515,428,53
"Cochise County, Arizona",0500000US04003,11638,10552,9980,12148,3881,1021,927
"Coconino County, Arizona",0500000US04005,9269,8965,7077,13006,5841,1668,1582
"Gila County, Arizona",0500000US04007,4433,5896,3193,4814,1803,282,826
"Graham County, Arizona",0500000US04009,2249,2167,1715,3254,1071,294,73
"Maricopa County, Arizona",0500000US04013,217316,286981,269864,347468,216122,89547,93833
"Mohave County, Arizona",0500000US04015,18662,20694,18051,17529,6516,1695,1729
"Navajo County, Arizona",0500000US04017,9823,8002,5365,6649,2145,1241,362
"Pima County, Arizona",0500000US04019,80772,85695,74991,84407,43192,17341,14437
"Pinal County, Arizona",0500000US04021,23417,29037,23251,31255,16917,5399,3076
"Santa Cruz County, Arizona",0500000US04023,3586,4572,2626,2094,1617,651,553
"Yavapai County, Arizona",0500000US04025,18509,20394,17400,22284,10803,3070,2502
"Yuma County, Arizona",0500000US04027,13878,18975,13387,18110,5530,1962,1230
"Ashley County, Arkansas",0500000US05003,1538,1774,1551,2058,706,140,92
"Baxter County, Arkansas",0500000US05005,2958,5549,4644,2409,1381,590,206
"Benton County, Arkansas",0500000US05007,10878,15931,16915,23698,15384,5476,6212
"Boone County, Arkansas",0500000US05009,2858,4817,3195,2121,1119,169,540
"Carroll County, Arkansas",0500000US05015,2569,3109,2045,2134,646,199,427
"Clark County, Arkansas",0500000US05019,2151,2423,951,1588,802,161,0
"Cleburne County, Arkansas",0500000US05023,2793,2586,1544,2288,477,524,235
"Columbia County, Arkansas",0500000US05027,3080,2769,1521,1295,822,22,153
"Conway County, Arkansas",0500000US05029,2002,1953,1406,1809,640,65,89
"Craighead County, Arkansas",0500000US05031,8742,9450,7614,8066,3544,1290,1107
"Crawford County, Arkansas",0500000US05033,4631,6423,4407,4734,2524,452,157
"Crittenden County, Arkansas",0500000US05035,5365,4726,2666,4111,1532,400,219
"Faulkner County, Arkansas",0500000US05045,8771,10109,7532,10172,4708,1548,1124
"Garland County, Arkansas",0500000US05051,8866,9104,8756,6971,3197,1715,700
"Greene County, Arkansas",0500000US05055,3343,3823,2602,4134,1924,286,454
"Hempstead County, Arkansas",0500000US05057,1220,2564,1978,2088,589,130,71
"Hot Spring County, Arkansas",0500000US05059,2346,2853,2517,3025,1169,188,314
"Independence County, Arkansas",0500000US05063,2926,3597,2362,3191,1100,310,605
"Jefferson County, Arkansas",0500000US05069,8157,5564,5089,4608,1796,810,726
"Johnson County, Arkansas",0500000US05071,2186,2677,2075,1594,520,212,70
"Logan County, Arkansas",0500000US05083,1834,1881,1341,1879,590,128,6
"Lonoke County, Arkansas",0500000US05085,4131,4712,5100,8084,3018,858,424
"Miller County, Arkansas",0500000US05091,4747,4373,2228,2553,1283,642,208
"Mississippi County, Arkansas",0500000US05093,5010,3938,2027,2808,1529,310,218
"Ouachita County, Arkansas",0500000US05103,3617,3002,1159,629,689,533,88
"Poinsett County, Arkansas",0500000US05111,2587,2964,1812,1687,519,18,113
"Polk County, Arkansas",0500000US05113,2274,3100,889,786,416,263,96
"Pope County, Arkansas",0500000US05115,6635,5270,4630,3291,2463,731,724
"Pulaski County, Arkansas",0500000US05119,31875,35207,29752,30547,18156,7198,8556
"St. Francis County, Arkansas",0500000US05123,2513,1662,2425,1767,356,292,276
"Saline County, Arkansas",0500000US05125,5108,7229,7172,12723,7799,1752,1588
"Sebastian County, Arkansas",0500000US05131,10528,13621,10576,9470,5271,636,953
"Union County, Arkansas",0500000US05139,4401,2852,3966,2844,1573,419,156
"Washington County, Arkansas",0500000US05143,17903,20602,18372,15639,9179,3390,3605
"White County, Arkansas",0500000US05145,5953,7467,4991,5937,2825,471,577
"Yell County, Arkansas",0500000US05149,1451,1989,1073,1660,559,142,36
"Alameda County, California",0500000US06001,65037,68374,61605,117811,103142,64990,91053
"Amador County, California",0500000US06005,2655,2802,2057,4064,2460,633,775
"Butte County, California",0500000US06007,19824,19046,13389,16870,8729,4438,3235
"Calaveras County, California",0500000US06009,2540,3741,2565,4663,2056,1033,1063
"Colusa County, California",0500000US06011,594,1378,1352,1933,588,568,187
"Contra Costa County, California",0500000US06013,34535,46989,48135,82648,73386,42564,63031
"Del Norte County, California",0500000US06015,3148,2308,1205,1680,971,472,411
"El Dorado County, California",0500000US06017,7377,10999,10976,14914,11765,6617,7005
"Fresno County, California",0500000US06019,65314,66033,46298,61922,35534,14698,13417
"Glenn County, California",0500000US06021,2429,1733,2644,2271,880,278,75
"Humboldt County, California",0500000US06023,11714,12843,10588,10609,5459,1496,1521
"Imperial County, California",0500000US06025,11107,7916,7205,11062,4915,1424,1226
"Kern County, California",0500000US06029,51088,59790,46887,57759,32537,12745,9553
"Kings County, California",0500000US06031,6181,9346,8014,11977,4136,1892,1544
"Lake County, California",0500000US06033,5198,6627,3850,5190,1734,1098,896
"Lassen County, California",0500000US06035,2077,2351,1523,2181,788,497,122
"Los Angeles County, California",0500000US06037,540691,587487,486052,701759,485970,219535,284095
"Madera County, California",0500000US06039,7957,9381,7078,10249,6146,2134,1424
"Marin County, California",0500000US06041,10006,12810,11775,16007,17327,12044,26364
"Mendocino County, California",0500000US06045,8306,8423,4967,8411,3323,1016,993
"Merced County, California",0500000US06047,14447,18489,13027,16961,7811,3945,3033
"Monterey County, California",0500000US06053,12830,22752,22646,30801,19206,8321,9184
"Napa County, California",0500000US06055,5800,5827,7918,10236,9827,4074,5879
"Nevada County, California",0500000US06057,5159,7391,7072,8300,5799,2003,2984
"Orange County, California",0500000US06059,96833,138816,140730,228130,188435,102417,136857
"Placer County, California",0500000US06061,15467,17338,16714,30450,27480,14804,16851
"Riverside County, California",0500000US06065,106895,135339,114422,163806,109736,46342,38500
"Sacramento County, California",0500000US06067,80365,98966,89008,120093,79033,35405,32220
"San Benito County, California",0500000US06069,2036,2819,2174,3838,3930,1501,1311
"San Bernardino County, California",0500000US06071,101391,119760,110336,150477,89491,36904,24814
"San Diego County, California",0500000US06073,131561,172352,165673,254593,191353,92201,102835
"San Francisco County, California",0500000US06075,48320,36718,29185,56784,59111,45034,83551
"San Joaquin County, California",0500000US06077,34841,41908,37728,52343,34835,13130,12401
"San Luis Obispo County, California",0500000US06079,14530,14555,15401,27900,18191,7600,8135
"San Mateo County, California",0500000US06081,20029,23783,27128,50082,45950,30689,65784
"Santa Barbara County, California",0500000US06083,18181,22315,23477,34298,21012,9758,13408
"Santa Clara County, California",0500000US06085,56486,61612,57534,108759,120414,82920,147962
"Santa Cruz County, California",0500000US06087,13267,13522,11770,21381,16118,8428,11771
"Shasta County, California",0500000US06089,14545,16713,12675,15801,7187,2683,2491
"Siskiyou County, California",0500000US06093,4087,5021,3322,3626,1637,749,292
"Solano County, California",0500000US06095,15682,22640,21257,38799,25993,13508,11293
"Sonoma County, California",0500000US06097,20587,26482,28327,46469,32825,16656,16158
"Stanislaus County, California",0500000US06099,27609,35315,30260,40351,22790,9131,7425
"Sutter County, California",0500000US06101,5104,7706,5543,7573,3869,1478,1072
"Tehama County, California",0500000US06103,5927,6417,3848,4361,1585,386,309
"Tulare County, California",0500000US06107,26214,32437,26217,28015,15331,3842,3592
"Tuolumne County, California",0500000US06109,5256,4987,2843,4242,2359,1130,1403
"Ventura County, California",0500000US06111,25347,37457,36552,60699,52376,25183,30477
"Yolo County, California",0500000US06113,13360,10707,10104,16040,10014,5540,7290
"Yuba County, California",0500000US06115,4489,6623,4834,5157,3474,1796,326
"Adams County, Colorado",0500000US08001,16694,26403,30202,45883,27206,9368,7366
"Arapahoe County, Colorado",0500000US08005,22041,36721,38709,61638,41583,16673,18577
"Boulder County, Colorado",0500000US08013,15444,18798,17520,24790,20486,11656,15126
"Broomfield County, Colorado",0500000US08014,2339,4003,2659,6546,4636,2076,4010
"Delta County, Colorado",0500000US08029,2767,3341,2157,1264,1277,605,319
"Denver County, Colorado",0500000US08031,44583,49949,48285,63394,38740,21763,25289
"Douglas County, Colorado",0500000US08035,5402,11072,11544,26565,26911,16347,22284
"Eagle County, Colorado",0500000US08037,1056,2179,2250,4303,4306,1258,1353
"Elbert County, Colorado",0500000US08039,799,1167,1132,2210,1863,964,865
"El Paso County, Colorado",0500000US08041,34078,42959,44244,63751,41829,17240,13407
"Fremont County, Colorado",0500000US08043,3589,3312,2636,4515,1978,512,175
"Garfield County, Colorado",0500000US08045,1921,3574,2727,6289,4241,1434,1225
"Jefferson County, Colorado",0500000US08059,20614,34603,37816,57238,40755,19972,19892
"La Plata County, Colorado",0500000US08067,3225,4388,3788,4617,2602,1427,1608
"Larimer County, Colorado",0500000US08069,16559,23091,19875,33470,21259,9600,7553
"Logan County, Colorado",0500000US08075,2917,1626,2028,1753,1073,212,41
"Mesa County, Colorado",0500000US08077,13663,12019,9127,16054,5904,2023,1398
"Montezuma County, Colorado",0500000US08083,2357,2957,1582,2115,776,238,62
"Montrose County, Colorado",0500000US08085,3252,4726,2952,3729,1491,387,84
"Morgan County, Colorado",0500000US08087,1480,2805,2503,2481,1261,227,270
"Otero County, Colorado",0500000US08089,2553,1880,1033,1662,581,62,66
"Pueblo County, Colorado",0500000US08101,13237,14571,10733,13944,6642,1604,1544
"Routt County, Colorado",0500000US08107,913,1302,1847,2506,1099,564,875
"Summit County, Colorado",0500000US08117,1232,969,2421,3637,1741,634,669
"Teller County, Colorado",0500000US08119,1383,2102,1711,2514,1415,592,396
"Weld County, Colorado",0500000US08123,14292,16041,17343,26767,17141,6507,3996
"Fairfield County, Connecticut",0500000US09001,35755,43732,41302,60095,59118,30808,64508
"Hartford County, Connecticut",0500000US09003,49458,52892,53668,77514,58974,27914,29949
"Litchfield County, Connecticut",0500000US09005,6566,12790,9664,17854,14633,5817,6781
"Middlesex County, Connecticut",0500000US09007,7637,7931,7722,17779,11240,6007,7686
"New Haven County, Connecticut",0500000US09009,45601,58402,46270,75554,53105,23962,24666
"New London County, Connecticut",0500000US09011,12565,17505,14494,24177,18817,9024,8531
"Tolland County, Connecticut",0500000US09013,5777,7937,6384,12894,9744,5439,5893
"Windham County, Connecticut",0500000US09015,7105,8507,6212,10933,7503,2376,2098
"Kent County, Delaware",0500000US10001,9744,14558,11137,17285,8368,1419,1941
"New Castle County, Delaware",0500000US10003,27405,35523,28928,49327,34629,14736,13234
"Sussex County, Delaware",0500000US10005,9260,16812,16471,20025,12393,3480,4410
"District of Columbia, District of Columbia",0500000US11001,54466,34637,29393,49551,44076,26539,42579
"Alachua County, Florida",0500000US12001,23373,20137,16204,16313,11879,2923,3599
"Baker County, Florida",0500000US12003,950,2354,1000,2570,1309,179,0
"Bay County, Florida",0500000US12005,13332,15148,13073,16501,7495,2864,1917
"Bradford County, Florida",0500000US12007,2310,1997,1661,2681,612,306,55
"Brevard County, Florida",0500000US12009,39421,49638,41170,47278,27300,10927,10287
"Broward County, Florida",0500000US12011,111408,138919,116904,148526,87570,35300,42847
"Charlotte County, Florida",0500000US12015,13546,20418,14432,15624,6368,2552,2207
"Citrus County, Florida",0500000US12017,14430,17670,13406,10673,5455,1296,651
"Clay County, Florida",0500000US12019,8835,15978,14827,16292,11624,3568,3006
"Collier County, Florida",0500000US12021,16056,26859,25548,31154,17777,7861,14267
"Columbia County, Florida",0500000US12023,4810,6707,4313,4702,2460,611,612
"DeSoto County, Florida",0500000US12027,2972,4525,1555,1891,685,78,143
"Duval County, Florida",0500000US12031,56813,73718,69170,83311,42729,14749,13456
"Escambia County, Florida",0500000US12033,18365,34770,21797,26659,10747,3061,3303
"Flagler County, Florida",0500000US12035,6691,9075,8893,9691,4523,1457,981
"Gadsden County, Florida",0500000US12039,3198,4400,3114,4113,1065,244,374
"Hardee County, Florida",0500000US12049,1795,2385,1248,1627,1031,70,44
"Hendry County, Florida",0500000US12051,3121,3033,1467,2925,687,99,287
"Hernando County, Florida",0500000US12053,13956,17264,14844,16524,8513,2048,1113
"Highlands County, Florida",0500000US12055,9114,12225,7873,6785,2046,524,241
"Hillsborough County, Florida",0500000US12057,84006,103605,90873,116819,63498,26121,29565
"Indian River County, Florida",0500000US12061,9765,12037,12050,11187,4801,2005,3582
"Jackson County, Florida",0500000US12063,4688,4738,2473,3705,1126,105,520
"Lake County, Florida",0500000US12069,20316,29274,24973,32958,14913,3338,3116
"Lee County, Florida",0500000US12071,38907,59415,48453,60960,30130,11134,12736
"Leon County, Florida",0500000US12073,21022,23565,20368,22489,13935,5814,4926
"Levy County, Florida",0500000US12075,4897,4733,2525,2310,851,158,32
"Manatee County, Florida",0500000US12081,21705,32373,26512,29811,18677,7099,6288
"Marion County, Florida",0500000US12083,26533,41837,24267,26285,10230,2617,2470
"Martin County, Florida",0500000US12085,9279,13370,11450,13646,7237,3878,4116
"Miami-Dade County, Florida",0500000US12086,194845,194512,144422,172767,90663,35968,47589
"Monroe County, Florida",0500000US12087,4006,5259,4286,7574,5127,1753,2313
"Nassau County, Florida",0500000US12089,3670,4109,4080,8976,6113,1364,2235
"Okaloosa County, Florida",0500000US12091,9436,15403,13197,18427,11990,4258,3391
"Okeechobee County, Florida",0500000US12093,3120,4357,2043,2783,964,67,228
"Orange County, Florida",0500000US12095,79646,99907,86089,103274,54714,22191,22694
"Osceola County, Florida",0500000US12097,14790,21910,22156,22248,12155,1908,2402
"Palm Beach County, Florida",0500000US12099,81731,105866,87908,115640,70846,31124,43331
"Pasco County, Florida",0500000US12101,33784,48774,37673,41719,19986,7584,6108
"Pinellas County, Florida",0500000US12103,75095,89935,71887,85210,50976,17105,17060
"Polk County, Florida",0500000US12105,42444,53625,44014,52570,21731,5602,6443
"Putnam County, Florida",0500000US12107,5923,9454,5322,5139,1412,331,444
"St. Johns County, Florida",0500000US12109,7354,12628,12705,20109,14465,7537,9389
"St. Lucie County, Florida",0500000US12111,22018,26335,23864,24994,8517,2839,3050
"Santa Rosa County, Florida",0500000US12113,7697,10255,10628,16503,11150,3297,2287
"Sarasota County, Florida",0500000US12115,23816,38450,33399,36994,23276,8571,11685
"Seminole County, Florida",0500000US12117,22884,30857,28699,39428,23857,12338,9486
"Sumter County, Florida",0500000US12119,7611,12526,8383,15424,4178,2048,1611
"Suwannee County, Florida",0500000US12121,3045,2861,2517,3059,1077,176,515
"Taylor County, Florida",0500000US12123,1416,2792,917,1616,379,0,71
"Volusia County, Florida",0500000US12127,42026,53563,39556,46569,20893,5743,5689
"Wakulla County, Florida",0500000US12129,699,2112,995,3476,1115,277,235
"Walton County, Florida",0500000US12131,4712,5201,4721,5222,4654,863,1834
"Washington County, Florida",0500000US12133,2953,2681,1424,1805,336,229,0
"Baldwin County, Georgia",0500000US13009,4788,2818,3232,3295,1164,392,67
"Barrow County, Georgia",0500000US13013,3442,5247,5287,6395,3294,677,523
"Bartow County, Georgia",0500000US13015,6113,8342,5939,9853,4266,963,954
"Bibb County, Georgia",0500000US13021,16641,14053,8968,9441,5303,1265,2021
"Bryan County, Georgia",0500000US13029,1506,2206,1274,2147,2891,1904,730
"Bulloch County, Georgia",0500000US13031,6550,5329,5431,5208,2453,842,598
"Burke County, Georgia",0500000US13033,1760,2250,1273,1563,513,131,245
"Butts County, Georgia",0500000US13035,1141,1672,2135,1015,587,473,151
"Camden County, Georgia",0500000US13039,2569,3984,3925,5589,1762,837,162
"Carroll County, Georgia",0500000US13045,6732,8934,7269,11593,4619,636,733
"Catoosa County, Georgia",0500000US13047,3067,5075,4911,6197,3457,1150,886
"Chatham County, Georgia",0500000US13051,19149,22053,18610,26333,13210,4762,6068
"Chattooga County, Georgia",0500000US13055,2816,2141,1645,1449,666,39,95
"Cherokee County, Georgia",0500000US13057,7874,11046,12933,20598,17159,8230,6248
"Clarke County, Georgia",0500000US13059,14951,10713,7112,7573,4482,1305,1427
"Clayton County, Georgia",0500000US13063,16534,25171,17843,23483,8546,1104,1665
"Cobb County, Georgia",0500000US13067,28997,45006,41790,66671,47957,23537,23991
"Coffee County, Georgia",0500000US13069,3219,3283,3340,2259,1004,231,205
"Colquitt County, Georgia",0500000US13071,4210,4815,2662,2142,1224,289,27
"Columbia County, Georgia",0500000US13073,3895,7751,6686,14034,9396,3160,2591
"Coweta County, Georgia",0500000US13077,4568,8193,8158,14151,9199,2964,3270
"Crisp County, Georgia",0500000US13081,2178,2372,2139,865,467,99,285
"Dawson County, Georgia",0500000US13085,1112,1780,1877,2907,864,351,868
"Decatur County, Georgia",0500000US13087,3952,1439,1815,1809,1184,198,45
"DeKalb County, Georgia",0500000US13089,45279,53359,48797,60557,37047,16545,19772
"Dodge County, Georgia",0500000US13091,2195,1248,1313,1570,375,234,59
"Dougherty County, Georgia",0500000US13095,9816,8006,6058,5886,2537,1084,877
"Douglas County, Georgia",0500000US13097,6360,9475,7701,12277,8493,2862,1733
"Effingham County, Georgia",0500000US13103,2187,3188,4717,4507,3935,978,726
"Emanuel County, Georgia",0500000US13107,2420,2493,1358,1484,506,167,0
"Fannin County, Georgia",0500000US13111,1597,2946,1679,2286,1064,246,310
"Fayette County, Georgia",0500000US13113,2904,4037,7037,10297,6932,3854,4985
"Floyd County, Georgia",0500000US13115,5749,9090,6183,8819,3455,1243,872
"Forsyth County, Georgia",0500000US13117,5647,6997,7743,15064,16371,9878,10508
"Franklin County, Georgia",0500000US13119,1559,1056,903,1296,538,16,235
"Labette County, Kansas",0500000US20099,2118,1674,1832,1299,792,71,33
"Leavenworth County, Kansas",0500000US20103,2891,4101,5152,6742,5361,1445,1482
"Lyon County, Kansas",0500000US20111,3126,3798,1904,3470,920,323,207
"McPherson County, Kansas",0500000US20113,2338,3120,1891,2859,1582,332,119
"Miami County, Kansas",0500000US20121,1636,2229,1689,3391,2195,877,475
"Montgomery County, Kansas",0500000US20125,3362,3792,2661,2542,1436,189,263
"Pottawatomie County, Kansas",0500000US20149,1366,1580,1176,2440,1250,834,188
"Reno County, Kansas",0500000US20155,4919,6231,4721,5385,2691,411,576
"Riley County, Kansas",0500000US20161,4580,5544,4663,5016,3461,1068,1191
"Saline County, Kansas",0500000US20169,3561,5775,4658,5087,2143,313,473
"Sedgwick County, Kansas",0500000US20173,31018,44666,34893,42492,26031,9569,7146
"Seward County, Kansas",0500000US20175,1236,1511,1266,1213,644,37,46
"Shawnee County, Kansas",0500000US20177,9818,16209,11336,17983,9275,3024,2456
"Sumner County, Kansas",0500000US20191,1772,1937,1467,2173,1216,351,79
"Wyandotte County, Kansas",0500000US20209,12004,14226,12546,12372,5974,779,623
"Allen County, Kentucky",0500000US21003,1550,2450,1776,1665,362,149,22
"Anderson County, Kentucky",0500000US21005,1550,2007,1787,2052,1059,221,165
"Barren County, Kentucky",0500000US21009,4411,3713,3444,2788,1160,210,126
"Bell County, Kentucky",0500000US21013,5150,2414,1635,879,220,44,0
"Boone County, Kentucky",0500000US21015,5030,6943,7602,11360,8113,4638,3163
"Bourbon County, Kentucky",0500000US21017,1346,2090,1199,2157,917,283,194
"Boyd County, Kentucky",0500000US21019,3802,4644,3721,4177,1812,583,360
"Boyle County, Kentucky",0500000US21021,2291,2857,1721,1452,1310,298,655
"Bullitt County, Kentucky",0500000US21029,3784,4514,5523,8539,4155,1747,775
"Calloway County, Kentucky",0500000US21035,4136,4091,2887,2832,1014,339,295
"Campbell County, Kentucky",0500000US21037,6368,5318,5264,9252,5946,2443,1870
"Carter County, Kentucky",0500000US21043,2800,2421,2033,1321,963,93,60
"Christian County, Kentucky",0500000US21047,6876,5375,4862,4986,1919,418,685
"Clark County, Kentucky",0500000US21049,3524,2919,2274,2862,1909,563,239
"Clay County, Kentucky",0500000US21051,3504,1546,647,1049,211,115,86
"Daviess County, Kentucky",0500000US21059,7876,7704,6457,9717,5324,1184,1367
"Fayette County, Kentucky",0500000US21067,23376,23652,22081,28464,16002,6052,7510
"Floyd County, Kentucky",0500000US21071,5230,4076,2230,1729,852,0,208
"Franklin County, Kentucky",0500000US21073,2600,4070,4179,5941,2858,645,560
"Grant County, Kentucky",0500000US21081,2287,1729,1711,1361,1486,338,100
"Graves County, Kentucky",0500000US21083,4118,2370,2779,3239,1132,205,211
"Grayson County, Kentucky",0500000US21085,2299,2846,1057,2277,652,148,154
"Greenup County, Kentucky",0500000US21089,2509,3392,3450,2334,1271,701,287
"Hardin County, Kentucky",0500000US21093,7306,7305,7587,9638,4672,2030,1146
"Harlan County, Kentucky",0500000US21095,4625,2622,1498,1310,409,230,72
"Henderson County, Kentucky",0500000US21101,4314,4069,3707,4365,1651,660,224
"Hopkins County, Kentucky",0500000US21107,3869,4665,3069,3412,2131,242,322
"Jefferson County, Kentucky",0500000US21111,52227,70110,53731,70811,39855,12405,15022
"Jessamine County, Kentucky",0500000US21113,2617,3877,2876,4458,1961,830,1284
"Johnson County, Kentucky",0500000US21115,3645,1860,1218,1172,936,110,109
"Kenton County, Kentucky",0500000US21117,9083,11393,9673,17156,10994,2963,2347
"Knox County, Kentucky",0500000US21121,4712,2369,1562,1626,165,364,89
"Laurel County, Kentucky",0500000US21125,6782,4656,3392,4725,2102,263,507
"Letcher County, Kentucky",0500000US21133,3437,2730,1179,1408,344,115,26
"Lincoln County, Kentucky",0500000US21137,2412,3255,1622,1114,815,85,166
"Logan County, Kentucky",0500000US21141,2122,2770,2135,2143,790,119,147
"McCracken County, Kentucky",0500000US21145,8091,6432,4483,4724,2826,997,863
"Madison County, Kentucky",0500000US21151,8682,6970,5666,6769,4180,875,491
"Marshall County, Kentucky",0500000US21157,1553,3589,2112,2974,1475,321,399
"Meade County, Kentucky",0500000US21163,1603,2269,2288,2944,1206,232,206
"Mercer County, Kentucky",0500000US21167,1528,1328,1628,1910,1310,522,153
"Montgomery County, Kentucky",0500000US21173,1360,3191,1280,2515,911,134,151
"Muhlenberg County, Kentucky",0500000US21177,2751,2536,2329,3005,915,91,16
"Nelson County, Kentucky",0500000US21179,2686,3792,2924,5171,2292,600,720
"Ohio County, Kentucky",0500000US21183,2171,2306,2050,1978,597,0,104
"Oldham County, Kentucky",0500000US21185,1308,3683,2480,4369,4979,1556,2805
"Perry County, Kentucky",0500000US21193,4702,2218,1530,1380,1049,168,627
"Pike County, Kentucky",0500000US21195,8820,6376,3223,3644,2003,435,357
"Pulaski County, Kentucky",0500000US21199,6894,7017,4483,4281,2588,542,548
"Rowan County, Kentucky",0500000US21205,2296,2338,1578,1375,833,0,583
"Scott County, Kentucky",0500000US21209,2989,3023,3444,5447,3169,1415,471
"Shelby County, Kentucky",0500000US21211,2636,3071,2129,4739,1933,841,1218
"Taylor County, Kentucky",0500000US21217,3320,2302,1531,1879,735,143,356
"Warren County, Kentucky",0500000US21227,8764,11842,9471,9294,4903,1037,2133
"Wayne County, Kentucky",0500000US21231,3208,1540,1216,1336,124,0,242
"Whitley County, Kentucky",0500000US21235,3714,2416,1644,2714,540,224,293
"Woodford County, Kentucky",0500000US21239,1996,1949,1554,2054,1665,681,416
"Acadia Parish, Louisiana",0500000US22001,5979,4724,4177,3787,2311,434,322
"Allen Parish, Louisiana",0500000US22003,2225,1384,1432,1310,673,324,29
"Ascension Parish, Louisiana",0500000US22005,5288,5677,5312,10202,7765,4351,2355
"Assumption Parish, Louisiana",0500000US22007,2836,1455,883,1606,960,202,349
"Avoyelles Parish, Louisiana",0500000US22009,5355,2416,2935,2453,803,1305,94
"Beauregard Parish, Louisiana",0500000US22011,1913,3076,2497,2424,2208,375,90
